"date","countrycode","population","cases","deaths","cum_cases","cum_deaths","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_active","p_infected","p_infected_low","p_infected_high","p_daily","p_active"
"2020-01-05","PT",10276617,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-01-12","PT",10276617,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-01-19","PT",10276617,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-01-26","PT",10276617,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-02-02","PT",10276617,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-02-09","PT",10276617,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-02-16","PT",10276617,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-02-23","PT",10276617,1,0,1,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-03-01","PT",10276617,1,0,2,0,0,NA,NA,0,0,0,NA,NA,0,0
"2020-03-02","PT",10276617,0,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0
"2020-03-03","PT",10276617,0,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0
"2020-03-04","PT",10276617,0,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0
"2020-03-05","PT",10276617,0,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0
"2020-03-06","PT",10276617,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2020-03-07","PT",10276617,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2020-03-08","PT",10276617,27,0,29,0,0,0,NA,0,0,0,0,NA,0,0
"2020-03-09","PT",10276617,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2020-03-10","PT",10276617,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2020-03-11","PT",10276617,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2020-03-12","PT",10276617,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
"2020-03-13","PT",10276617,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0
