"date","countrycode","population","cases","deaths","cum_cases","cum_deaths","cases_infected","cases_infected_low","cases_infected_high","cases_daily","cases_active","p_infected","p_infected_low","p_infected_high","p_daily","p_active"
"2020-03-14","GH",30417858,3,0,3,0,NA,NA,NA,0,0,NA,NA,NA,0,0
"2020-03-15","GH",30417858,3,0,6,0,0,NA,NA,0,0,0,NA,NA,0,0
"2020-03-16","GH",30417858,0,0,6,0,0,NA,NA,0,0,0,NA,NA,0,0
"2020-03-17","GH",30417858,1,0,7,0,0,0,NA,0,0,0,0,NA,0,0
"2020-03-18","GH",30417858,0,0,7,0,0,0,NA,0,0,0,0,NA,0,0
"2020-03-19","GH",30417858,4,0,11,0,0,0,NA,0,0,0,0,NA,0,0
"2020-03-20","GH",30417858,5,0,16,0,0,0,NA,0,0,0,0,NA,0,0
"2020-03-21","GH",30417858,3,1,19,1,491.852284801059,132.903363926555,1820.25994614937,491.852284801059,491.852284801059,1.61698527490351e-05,4.36925453220787e-06,5.98418187812361e-05,1.61698527490351e-05,1.61698527490351e-05
"2020-03-22","GH",30417858,4,0,23,1,439.859396210831,100.943971802127,1916.67005944857,0,491.852284801059,1.44605644556179e-05,3.3185759431886e-06,6.30113422006431e-05,0,1.61698527490351e-05
"2020-03-23","GH",30417858,4,1,27,2,779.292894645291,432.03105390732,1405.68000876834,235.447721254004,727.300006055063,2.56195848716662e-05,1.42032043777481e-05,4.62123272706559e-05,7.74044382921387e-06,2.3910296578249e-05
"2020-03-24","GH",30417858,26,0,53,2,1182.51122293904,614.109213422984,2277.00995492744,455.21121688398,1182.51122293904,3.88755586583067e-05,2.01891011991372e-05,7.48576692983259e-05,1.49652620800577e-05,3.88755586583067e-05
"2020-03-25","GH",30417858,40,2,93,4,3154.83928373572,2398.45753935512,4149.75489158677,1972.32806079667,3154.83928373572,0.00010371668129083,7.88503102143195e-05,0.000136424954432583,6.4841122632523e-05,0.00010371668129083
"2020-03-26","GH",30417858,39,0,132,4,3170.33216633427,2282.52025291219,4403.46850463648,15.4928825985512,3170.33216633427,0.000104226016385975,7.50388226847594e-05,0.000144765897211976,5.09335095145464e-07,0.000104226016385975
"2020-03-27","GH",30417858,5,0,137,4,2218.44347810847,1512.5624652124,3253.7442775105,0,3170.33216633427,7.29322715001323e-05,4.97261334184807e-05,0.00010696822496543,0,0.000104226016385975
"2020-03-28","GH",30417858,4,1,141,5,1973.4594530719,1435.16983210644,2713.64553922005,0,3170.33216633427,6.48783176340655e-05,4.71818177370162e-05,8.92122495680023e-05,0,0.000104226016385975
"2020-03-29","GH",30417858,11,0,152,5,1573.7548104517,1122.51855387434,2206.3815291708,0,3170.33216633427,5.17378577561804e-05,3.69032741843405e-05,7.25357298061816e-05,0,0.000104226016385975
"2020-03-30","GH",30417858,0,0,152,5,1236.50385761498,871.058613264239,1755.26855094987,0,3170.33216633427,4.06505894535696e-05,2.86364218435183e-05,5.77051990626648e-05,0,0.000104226016385975
"2020-03-31","GH",30417858,9,0,161,5,1077.76598740575,753.743745663831,1541.08014864611,0,2678.47988153321,3.54320145555861e-05,2.47796457483571e-05,5.06636643726232e-05,0,8.80561636369401e-05
"2020-04-01","GH",30417858,34,0,195,5,1113.45222750295,774.67392616982,1600.38413718276,0,2678.47988153321,3.66052148544761e-05,2.54677343213917e-05,5.26133081817517e-05,0,8.80561636369401e-05
"2020-04-02","GH",30417858,9,0,204,5,1013.25520930436,701.964777493473,1462.5892239899,0,2443.0321602792,3.33111953282299e-05,2.30773901795936e-05,4.80832418900075e-05,0,8.03157198077262e-05
"2020-04-03","GH",30417858,1,0,205,5,893.997001545099,617.344605321706,1294.62642401344,0,1987.82094339522,2.93905311000235e-05,2.02954660818558e-05,4.25613935081634e-05,0,6.53504577276685e-05
"2020-04-04","GH",30417858,0,0,205,5,794.593972966392,547.310910828322,1153.60313376352,0,15.4928825985512,2.61226143197326e-05,1.79930786325691e-05,3.79251929495994e-05,0,5.09335095145464e-07
"2020-04-05","GH",30417858,9,0,214,5,748.49018111481,514.40698206146,1089.09398737194,0,0,2.46069325826562e-05,1.69113480002918e-05,3.58044273653962e-05,0,0
"2020-04-06","GH",30417858,0,0,214,5,684.815869140523,469.940286769377,997.941201957084,0,0,2.25136125344698e-05,1.54494865078724e-05,3.28077408329372e-05,0,0
"2020-04-07","GH",30417858,73,0,287,5,849.803265155298,582.413659381618,1239.95304340109,0,0,2.79376432474403e-05,1.91470963991487e-05,4.07639829011331e-05,0,0
"2020-04-08","GH",30417858,26,1,313,6,1030.99396832579,753.380911435074,1410.90455915509,0,0,3.38943645645854e-05,2.47677174189936e-05,4.638408658345e-05,0,0
"2020-04-09","GH",30417858,65,0,378,6,1144.28954115783,835.135666319626,1567.88723893641,0,0,3.76190046372703e-05,2.74554397064917e-05,5.15449588506992e-05,0,0
"2020-04-10","GH",30417858,0,0,378,6,1041.83498607414,759.444883700727,1429.2283238764,0,0,3.42507676271661e-05,2.49670730825533e-05,4.69864881306369e-05,0,0
"2020-04-11","GH",30417858,30,2,408,8,1357.35606788043,1072.41553576323,1718.00522611842,0,0,4.46236571911286e-05,3.52561161855391e-05,5.64801514333593e-05,0,0
"2020-04-12","GH",30417858,158,0,566,8,1708.98560325606,1348.80473645429,2165.34811392653,0,0,5.61836275011888e-05,4.4342528538804e-05,7.11867388534239e-05,0,0
"2020-04-13","GH",30417858,0,0,566,8,1542.39122084355,1216.09674136209,1956.23472806176,0,0,5.07067664279171e-05,3.99796968399974e-05,6.43120474841376e-05,0,0
"2020-04-14","GH",30417858,70,0,636,8,1548.90320000312,1220.05125258746,1966.39372148665,0,0,5.09208505083798e-05,4.01097030759847e-05,6.46460287074341e-05,0,0
"2020-04-15","GH",30417858,0,0,636,8,1384.12146421358,1089.31008256381,1758.72073375813,0,0,4.55035809626563e-05,3.5811531586603e-05,5.78186910386041e-05,0,0
"2020-04-16","GH",30417858,5,0,641,8,1252.40420517984,984.890217112045,1592.57982859393,0,0,4.117332013253e-05,3.23786841634952e-05,5.23567382224592e-05,0,0
"2020-04-17","GH",30417858,0,0,641,8,1136.32638177436,893.065794502787,1445.84828336787,0,0,3.73572123906412e-05,2.93599172730304e-05,4.75328763572987e-05,0,0
