"Timestamp","Country","ISO.3166.1.a2","Region","ISO.3166.2","Language","Reach","Cases","Visibility","Recovered","Fatalities","RecentCases","RecentCases14","PositiveTest14Days","PositiveTest07Days","LongCovid","StillSick","Tested","Positive","Hospital","Severe","ICU","Vaccinated","RecentVaccinated","VaccineSideEffects","RefuseVaccine","ContactsDoctors","Surveyfirst","Surveyknown","Surveyforward","Dataset","Cookie","Campaign"
"2022-04-13","Australia","AU","New South Wales","AUNSW","en",15,4,3,,0,0,,,,,0,,,0,,,10,,0,4,,,,,"limesurvey-23920","z8gf3w13jka9r9w3l",
"2022-04-13","Australia","AU","New South Wales","AUNSW","en",15,4,3,,0,0,,,,,0,,,0,,,10,,0,4,,,,,"limesurvey-23919","z8gf3w13jka9r9w3l",
"2022-07-29","Australia","AU","","","en",3,0,2,,0,0,,,,,0,,,0,,,3,,,,,,,,"limesurvey-35794","051tr7bwdwhbo8mlj4",20220729
"2022-08-06","Australia","AU","South Australia","AUSA","en",13,0,1,,,0,,,,,0,,,,,,13,,,,,,,,"limesurvey-38638","2q8zibh9hflnes5875",20220806
"2022-08-06","Australia","AU","South Australia","AUSA","en",13,0,1,,,0,,,,,0,,,,,,13,,,,,,,,"limesurvey-38637","2q8zibh9hflnes5875",20220806
"2022-08-16","Australia","AU","","","en",4,0,0,,0,0,,,,,0,,,0,,,4,,,,,,,,"limesurvey-42096","frn784z2wf0xydhkwp",20220815
"2022-09-08","Australia","AU","Western Australia","AUWA","en",2,1,2,,0,0,,,,,0,,,2,,,2,,,,,,,,"limesurvey-51692","key9iok0pmdoxj9hdb",20220907
"2022-09-18","Australia","AU","Australian Capital Territory","AUACT","en",15,5,3,,0,0,,,,,0,,,0,,,10,,,,,,,,"limesurvey-54399","49zt479daa7lge6doq",20220918
"2022-09-21","Australia","AU","New South Wales","AUNSW","en",4,4,4,,0,0,,,,,4,,,2,,,4,,,,,,,,"limesurvey-56108","key9iok0pmdoxj9hdb",20220921
"2022-10-09","Australia","AU","Tasmania","AUTAS","en",2,1,2,,0,0,,,,,0,,,1,,,2,,,,,,,,"limesurvey-63944","key9iok0pmdoxj9hdb",20221009
"2022-10-16","Australia","AU","Tasmania","AUTAS","en",1,1,1,,0,0,,,,,0,,,0,,,1,,,,,,,,"limesurvey-66363","owg7ntd4zxw4l9c1hz",20221016
"2022-10-27","Australia","AU","Western Australia","AUWA","en",1,1,9,,0,0,,,,,0,,,0,,,1,,,,,,,,"limesurvey-70542","ozumrehs4cst5fxd1l",20221027
