"date","region","population","sample_size","reach","p_cases","p_cases_error"
"2020/04/13","CHAG",685845,0,0,NA,NA
"2020/04/14","CHAG",685845,0,0,NA,NA
"2020/04/15","CHAG",685845,0,0,NA,NA
"2020/04/16","CHAG",685845,0,0,NA,NA
"2020/04/17","CHAG",685845,0,0,NA,NA
"2020/04/18","CHAG",685845,0,0,NA,NA
"2020/04/19","CHAG",685845,0,0,NA,NA
"2020/04/20","CHAG",685845,0,0,NA,NA
"2020/04/21","CHAG",685845,0,0,NA,NA
"2020/04/22","CHAG",685845,0,0,NA,NA
"2020/04/23","CHAG",685845,0,0,NA,NA
"2020/04/24","CHAG",685845,0,0,NA,NA
"2020/04/25","CHAG",685845,0,0,NA,NA
"2020/04/26","CHAG",685845,0,0,NA,NA
"2020/04/27","CHAG",685845,0,0,NA,NA
"2020/04/13","CHAI",16128,0,0,NA,NA
"2020/04/14","CHAI",16128,0,0,NA,NA
"2020/04/15","CHAI",16128,0,0,NA,NA
"2020/04/16","CHAI",16128,0,0,NA,NA
"2020/04/17","CHAI",16128,0,0,NA,NA
"2020/04/18","CHAI",16128,0,0,NA,NA
"2020/04/19","CHAI",16128,0,0,NA,NA
"2020/04/20","CHAI",16128,0,0,NA,NA
"2020/04/21","CHAI",16128,0,0,NA,NA
"2020/04/22","CHAI",16128,0,0,NA,NA
"2020/04/23","CHAI",16128,0,0,NA,NA
"2020/04/24","CHAI",16128,0,0,NA,NA
"2020/04/25","CHAI",16128,0,0,NA,NA
"2020/04/26","CHAI",16128,0,0,NA,NA
"2020/04/27","CHAI",16128,0,0,NA,NA
"2020/04/13","CHAR",55445,0,0,NA,NA
"2020/04/14","CHAR",55445,0,0,NA,NA
"2020/04/15","CHAR",55445,0,0,NA,NA
"2020/04/16","CHAR",55445,0,0,NA,NA
"2020/04/17","CHAR",55445,0,0,NA,NA
"2020/04/18","CHAR",55445,0,0,NA,NA
"2020/04/19","CHAR",55445,0,0,NA,NA
"2020/04/20","CHAR",55445,0,0,NA,NA
"2020/04/21","CHAR",55445,0,0,NA,NA
"2020/04/22","CHAR",55445,0,0,NA,NA
"2020/04/23","CHAR",55445,0,0,NA,NA
"2020/04/24","CHAR",55445,0,0,NA,NA
"2020/04/25","CHAR",55445,0,0,NA,NA
"2020/04/26","CHAR",55445,0,0,NA,NA
"2020/04/27","CHAR",55445,0,0,NA,NA
"2020/04/13","CHBE",1039474,0,0,NA,NA
"2020/04/14","CHBE",1039474,0,0,NA,NA
"2020/04/15","CHBE",1039474,0,0,NA,NA
