ISO2,ISO_3,country_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,tested_vaccinated,tested_unvaccinated,tested_vac1dose,tested_vac2doses,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
PA,PAN,Panama,2021-07-01,2021-07-01,141,2547331.08679111,105,348,61,415,0,11,141,67,32,106,80,56,27,51,6,90491.4372225298,4,2,2,2,6,90491.4372225298,61,138,2730.82461561206,3,1,2,1,0,10,6,4,2,4,10,6,4,2,4,31,16,0,0,0,7,4,3,0,4,6,7,4,2,5,10,3,4,1,3,2,5,3,1,1,2,4,4,1,2,1,1,1,3,1,1,0,1,2,2,6,8,1,7,4,7,6,4,4,4,8,7,4,5,1,4,3,5,4,3,2,2,5,4,1,0.0780141843971631,0.0442677491993938,0.0425531914893617,0.0333166964120918,0.0355240187236605,0.000227306652742664,0.0425531914893617,0.0333166964120918,0.0355240187236605,0.000227306652742664,0.0223375751233764,0.00554260158467384
PA,PAN,Panama,2021-07-02,2021-07-02,155,2605863.94272602,120,267.9,63,454,0,7,155,64,37,116,84,63,25,57,3,64217.2569394401,2,1,0,2,2,43215.947797648,63,151,2988.07620983639,3,2,1,0,2,8,5,3,2,3,6,4,2,2,2,28,19,0,0,0,7,5,2,1,4,5,5,2,1,4,5,1,3,2,4,4,2,1,2,2,3,3,1,1,1,1,3,2,0,0,1,1,2,2,1,1,3,2,4,4,2,1,2,2,3,3,1,1,1,1,3,2,0,0,1,1,2,2,1,1,0.0451612903225806,0.0326911667960879,0.0193548387096774,0.0216886722083548,0.0246433652527007,0.000188236548485262,0.0129032258064516,0.0177668835974755,0.0165841151907722,0.000155055431906447,0.0210837996007637,0.00515109374687906
PA,PAN,Panama,2021-07-03,2021-07-03,167,2444988.8026672,129,354,138,427,0,12,167,67,47,115,89,74,36,52,2,31857.5033879681,1,1,0,1,1,20724.9519552863,138,162,3205.75063571851,5,1,4,0,1,6,3,3,2,1,7,3,4,2,1,32,16,0,0,0,8,4,4,2,2,5,6,6,2,4,9,2,2,1,4,3,2,3,2,3,4,2,3,0,1,0,1,1,1,1,0,1,1,0,0,3,4,3,6,3,4,3,3,4,7,3,5,1,2,2,1,1,1,1,0,1,2,0,0,1,0.0718562874251497,0.0391678611363573,0.0119760479041916,0.0164979641001875,0.0130297134094092,0.000142144193766173,0.00598802395209581,0.0117011198672655,0.00847650178711567,0.000114913086112393,0.0430476402195487,0.00702591766370285
PA,PAN,Panama,2021-07-04,2021-07-04,158,2627809.40309279,130,244,62,462,0,9,158,65,36,116,82,72,25,52,5,67653.167117683,3,2,0,3,3,53137.1198438085,63,157,3106.807714863,3,1,2,1,0,9,3,6,0,3,8,2,6,1,1,28,15,0,0,0,6,3,3,1,2,5,4,5,2,2,8,4,4,2,3,4,3,3,0,0,3,4,1,2,2,1,1,2,1,1,0,0,0,2,1,4,5,2,5,7,4,5,0,1,5,5,2,2,2,1,1,3,1,1,0,0,1,2,1,1,0.0569620253164557,0.0361390597852221,0.0316455696202532,0.0272956334959191,0.0257450814499936,0.000191484929147975,0.0189873417721519,0.0212808483568962,0.0202210707448071,0.000170183433676096,0.0202780492975498,0.00495627516879906
PA,PAN,Panama,2021-07-05,2021-07-05,178,2628796.00700784,142,173,169,543,0,9,178,64,37,133,94,79,38,55,3,53357.8521236517,2,1,0,2,2,35939.0842669492,169,175,3463.00222994284,5,3,2,1,2,6,5,1,3,2,7,3,4,2,1,27,10,0,0,0,7,2,5,1,1,6,4,5,2,2,8,3,2,1,3,3,4,2,1,1,4,4,2,1,2,0,2,2,1,0,0,1,2,1,1,4,4,3,4,4,5,3,1,1,5,6,4,2,4,2,3,3,2,1,0,1,3,3,3,1,0.050561797752809,0.0321871626474333,0.0168539325842697,0.0189102704150921,0.0202974487108967,0.000170465891328507,0.0112359550561798,0.0154842230713355,0.0136713096684348,0.000140373633369327,0.0488015856700126,0.00717586452468706
PA,PAN,Panama,2021-07-06,2021-07-06,168,2509741.92597247,122,332,55,385,0,12,168,78,37,125,87,76,37,49,4,46956.9349385716,1,3,1,0,1,14834.0006286011,55,167,3304.69355657402,8,3,5,3,0,10,4,6,3,1,8,3,5,2,1,35,15,0,0,0,8,2,6,2,0,7,4,8,3,1,11,2,4,2,2,3,4,2,3,2,5,3,2,1,0,0,0,1,1,0,1,0,1,1,1,4,7,3,5,4,7,5,4,3,8,6,5,1,1,1,2,2,2,1,2,1,3,3,2,1,0.0714285714285714,0.0389436892059156,0.0238095238095238,0.0230534585142241,0.0187098659239144,0.00016763612450321,0.00595238095238095,0.0116316788813602,0.00591056812459044,9.48333080529823e-05,0.0166429955027414,0.00436168050266299
PA,PAN,Panama,2021-07-07,2021-07-07,180,2596961.413773,136,157.9,103,448,0,3,180,73,35,140,94,81,35,55,0,0,0,0,0,0,0,0,103,178,3522.36798245614,0,0,0,0,0,6,3,2,1,2,10,6,3,4,2,23,13,0,0,0,3,0,3,0,0,2,0,3,0,0,2,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0166666666666667,0.0187019371818355,0,0,0,0,0,0,0,0,0.0292416920983305,0.00556400531964021
PA,PAN,Panama,2021-07-08,2021-07-08,188,2434614.42598415,135,436,79,468,0,10,188,83,46,133,112,68,37,72,2,17512.0170102867,1,1,1,0,1,8237.79151407096,79,184,3641.09948748275,5,1,4,0,1,10,3,6,1,2,10,3,5,1,2,28,15,0,0,0,7,2,5,1,1,7,2,8,1,1,10,0,6,1,5,3,0,2,2,0,3,3,0,0,2,0,1,1,0,1,0,0,1,1,0,1,8,1,7,3,2,2,3,1,6,5,1,0,2,0,1,1,0,1,0,0,1,1,0,1,0.0531914893617021,0.03207903669123,0.0106382978723404,0.0146650243040798,0.00719293240990625,0.000106149613025818,0.00531914893617021,0.0103975764049423,0.00338361238073293,7.29436196374083e-05,0.0216967430501648,0.00473222996068336
PA,PAN,Panama,2021-07-09,2021-07-09,151,2502431.43267664,113,265,31,343,0,13,151,72,26,118,91,50,33,53,5,129663.481663245,2,2,0,2,2,95815.0626266693,31,147,2908.92187315198,6,4,2,3,1,7,4,2,3,1,3,2,0,0,2,34,23,0,0,0,9,6,3,4,2,8,7,5,5,2,12,2,4,5,5,6,2,2,2,0,3,5,2,2,4,5,3,4,2,2,2,0,3,4,1,4,7,5,8,8,2,3,2,0,7,7,4,2,5,5,4,4,2,2,2,0,4,4,1,1,0.0860927152317881,0.0447397846600114,0.033112582781457,0.0285393514821377,0.051814998792816,0.000274625768054856,0.0132450331125828,0.0182343716434986,0.0382887864080991,0.000237752525226398,0.0106568692291518,0.00373138749738966
PA,PAN,Panama,2021-07-10,2021-07-10,183,2675114.73682486,146,268.3,82,491,0,15,183,75,40,134,114,65,37,76,4,36881.0500459552,1,2,1,0,3,29673.0822813808,82,180,3561.94515079834,9,0,9,0,0,6,1,5,1,0,11,1,10,1,0,42,28,0,0,0,8,1,7,1,0,8,2,12,2,0,15,3,3,2,6,5,6,4,3,4,6,6,4,1,1,0,1,1,1,1,0,0,0,1,1,6,5,3,9,10,10,8,5,7,12,12,5,1,1,0,1,1,1,1,0,0,1,1,1,1,0.0819672131147541,0.0397440139700447,0.0218579234972678,0.0211849755728773,0.0137867170847894,0.000139730991165953,0.0163934426229508,0.0183979034895542,0.0110922652673209,0.000125506117351218,0.0230211293348021,0.00492504695303033
