ISO2,ISO_3,country_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,tested_vaccinated,tested_unvaccinated,tested_vac1dose,tested_vac2doses,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
BY,BLR,Belarus,2021-07-01,2021-07-01,134,5764889.64815069,107,701,74,202,0,7,134,67,51,75,43,82,11,32,2,165780.931258475,0,2,0,0,1,29856.9177235054,74,128,4093.76439985136,3,0,2,0,0,8,2,5,1,1,10,4,5,3,1,14,6,0,0,0,3,0,3,0,0,2,1,5,0,1,6,1,1,0,2,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,6,2,5,4,4,0,2,4,3,0,1,0,1,0,1,1,1,0,0,1,0,1,0.0522388059701493,0.0376740035146689,0.0149253731343284,0.020530184718213,0.0287569999386989,0.000136423230984053,0.00746268656716418,0.0145719178412448,0.00517909613986855,5.85938492617574e-05,0.0180762722941962,0.00408112581141021
BY,BLR,Belarus,2021-07-02,2021-07-02,125,6327066.49729715,107,644,94,203,0,3,125,66,48,72,44,76,10,34,2,97733.6732560685,1,1,1,0,2,97733.6732560685,94,120,3837.90412486065,1,0,1,0,0,4,2,2,1,1,4,1,3,0,1,14,6,0,0,0,1,1,0,0,1,1,1,2,0,1,3,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,3,3,1,2,2,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0.024,0.0268301817237139,0.016,0.0219963501832478,0.01544691735069,9.6092030649413e-05,0.016,0.0219963501832478,0.01544691735069,9.6092030649413e-05,0.0244925347121362,0.00489027402188327
BY,BLR,Belarus,2021-07-03,2021-07-03,128,5476274.08502056,108,309,79,239,0,11,128,60,58,63,48,75,17,31,3,165200.736996079,0,2,0,0,3,165200.736996079,79,125,3997.81679672984,6,1,4,1,0,11,2,8,0,2,11,3,7,0,3,9,4,0,0,0,4,2,2,1,1,2,4,6,2,2,9,1,2,1,2,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,7,6,7,4,6,1,6,5,3,1,1,0,1,1,1,1,1,0,1,2,1,1,0.0859375,0.048553708876274,0.0234375,0.0262088985896068,0.0301666305285847,0.000143257532501192,0.0234375,0.0262088985896068,0.0301666305285847,0.000143257532501192,0.0197607854528554,0.00431424480268767
BY,BLR,Belarus,2021-07-04,2021-07-04,154,6333179.97153646,123,430.2,93,269,0,6,154,83,67,80,51,96,16,33,5,215858.693924745,0,5,0,0,3,139051.805308369,93,147,4701.43255295429,3,0,3,0,0,8,0,6,0,0,7,0,5,0,0,18,8,0,0,0,4,0,4,0,0,4,0,5,0,0,6,2,3,1,1,2,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,3,3,3,1,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.038961038961039,0.0305614174178448,0.0324675324675325,0.0279927229678181,0.0340837770116893,0.000141312559973851,0.0194805194805195,0.0218281088481725,0.02195607987351,0.000114128407159447,0.0197812047609958,0.00398034638830234
BY,BLR,Belarus,2021-07-05,2021-07-05,140,5349170.47997724,119,437,123,232,0,5,140,74,53,85,51,87,10,41,3,97008.7952096004,1,2,1,0,3,97008.7952096004,123,136,4349.62467484207,1,1,0,1,0,7,2,4,1,1,4,1,2,0,1,18,11,0,0,0,3,1,2,1,0,3,1,3,1,0,5,1,2,1,3,2,1,1,1,0,1,2,0,1,1,0,1,1,0,1,0,0,1,1,0,2,4,3,5,2,2,1,2,0,1,3,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0.0357142857142857,0.030740287427504,0.0214285714285714,0.0239870559672134,0.0181352969722538,0.000113081882897139,0.0214285714285714,0.0239870559672134,0.0181352969722538,0.000113081882897139,0.0282783019673913,0.00492628817394396
BY,BLR,Belarus,2021-07-06,2021-07-06,137,5941980.04579734,113,464.3,182,198,0,11,137,67,59,73,46,84,6,40,3,132042.183363095,0,3,0,0,2,80737.112577381,182,131,4189.71200297287,7,0,5,0,0,10,1,8,0,1,10,1,6,0,1,10,2,0,0,0,5,1,4,1,0,5,1,7,1,0,11,2,2,1,5,2,3,1,2,1,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,4,6,4,11,6,8,3,4,2,7,6,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0802919708029197,0.0455039246351104,0.0218978102189781,0.0245064422603697,0.0222219163217296,0.000118520479472015,0.0145985401459854,0.0200839495772856,0.0135875771973494,9.30856584921299e-05,0.0434397399799459,0.00617242442542896
BY,BLR,Belarus,2021-07-07,2021-07-07,133,5547364.26978244,106,853,191,169,0,5,133,70,65,63,49,79,14,34,2,65665.5127775992,1,1,0,1,1,36640.03846711,191,130,4157.72946859903,1,0,1,0,0,3,1,2,1,0,6,2,4,1,1,15,8,0,0,0,3,0,3,0,0,3,1,4,1,0,5,2,2,1,3,2,2,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,4,2,2,2,1,0,3,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0.037593984962406,0.0323266437036276,0.0150375939849624,0.0206833687719074,0.0118372455068963,9.00003744570009e-05,0.0075187969924812,0.0146810661384107,0.00660494546332487,6.74062805112215e-05,0.0459385348283274,0.00636350990547029
BY,BLR,Belarus,2021-07-08,2021-07-08,148,6290132.35939202,124,571,257,228,0,10,148,75,63,80,44,97,14,30,2,57793.4356913827,0,2,0,0,2,57793.4356913827,258,143,4573.50241545894,8,0,7,0,0,9,1,7,0,1,8,1,7,0,1,21,7,0,0,0,4,1,3,0,1,3,1,8,0,1,8,2,2,0,3,2,2,1,0,1,3,3,2,0,0,0,1,1,0,0,0,1,1,1,0,2,7,4,8,7,4,4,2,3,7,5,2,0,0,0,1,1,0,0,0,1,1,1,0,1,0.0675675675675676,0.0404385021745524,0.0135135135135135,0.0186014561875711,0.00918795223841185,7.45629707283245e-05,0.0135135135135135,0.0186014561875711,0.00918795223841185,7.45629707283245e-05,0.0564119085469228,0.00668652167620751
BY,BLR,Belarus,2021-07-09,2021-07-09,123,5929536.19506127,99,447,69,169,0,6,123,59,49,68,44,74,12,32,3,237331.593172025,0,1,0,0,2,43863.3934320249,69,117,3741.95652173913,1,0,0,0,0,8,1,5,1,0,8,1,5,1,0,11,4,0,0,0,2,0,2,0,0,2,0,4,0,0,6,1,2,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,3,3,2,4,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0487804878048781,0.0380679052703839,0.024390243902439,0.027260993187646,0.0400253216043607,0.000157773853412109,0.016260162601626,0.0223510590973029,0.0073974408771733,6.89709448435018e-05,0.0184395515017719,0.00431054739434301
BY,BLR,Belarus,2021-07-10,2021-07-10,136,6212560.86398906,113,504,81,215,0,9,136,73,59,71,47,82,14,31,7,273639.911170216,2,5,2,0,5,195322.179564578,81,127,4061.78186547752,5,1,4,1,0,9,3,6,2,1,7,1,6,0,1,20,6,0,0,0,6,1,5,1,0,5,1,8,1,0,8,4,4,3,4,5,1,2,3,1,4,3,3,1,1,1,1,1,0,0,1,0,1,1,1,6,6,4,6,7,3,4,4,1,5,6,5,1,1,1,1,1,0,0,1,0,1,1,1,1,0.0661764705882353,0.0417794620435975,0.0514705882352941,0.0371350149952729,0.0440462342600717,0.000161356178278098,0.0367647058823529,0.0316271733126348,0.0314398818523868,0.000137219712992161,0.0199419867148571,0.0042993212388097
