ISO2,ISO_3,country_agg,date,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,tested_vaccinated,tested_unvaccinated,tested_vac1dose,tested_vac2doses,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,first_date,day_count,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
JP,JPN,Japan,2021-07-01,100628592.656904,4948,7929.2,241,9734,0,19,5758,1540,536,5040,2222,3423,1117,1062,21,278384.336832453,11,10,6,5,18,250302.146047587,251,5683,76214.5202503469,13,5,8,2,2,121,44,74,26,18,163,75,81,35,39,257,126,0,0,0,7,0,7,0,0,7,3,16,2,1,19,2,4,0,3,3,2,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,10,11,9,5,3,2,11,6,5,0,0,0,0,0,0,0,0,0,3,0,0,2021-07-01,5758,1,0.00329975686002084,0.00148127438572172,0.00364709968739146,0.00155701455548585,0.00276645364386255,1.02623667228341e-05,0.00312608544633553,0.00144189222145685,0.00248738593513872,9.73236026318243e-06,0.00329333569476687,0.000406753138475382
JP,JPN,Japan,2021-07-02,101491514.355633,4989,7370.52,312,9656,0,19,5783,1564,546,5043,2268,3391,1178,1051,29,795156.715303043,4,23,2,1,20,512022.012656699,318,5707,76536.3834363417,12,3,9,0,3,104,29,70,13,14,141,58,74,25,30,289,148,0,0,0,8,1,7,1,0,5,4,14,2,2,16,2,1,1,1,0,2,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,5,6,3,5,5,7,3,3,1,10,6,3,2,1,0,1,1,2,0,0,0,3,2,0,2021-07-02,5783,1,0.00328549195919073,0.00147488136747495,0.00501469825350164,0.00182054840409634,0.00783471130913231,1.71528677176697e-05,0.00345841258862182,0.00151306508653374,0.00504497362077523,1.37836551711667e-05,0.0041548866790197,0.000455711105814905
JP,JPN,Japan,2021-07-03,101410129.025337,5503,8308.9,250,10871.2,0,21,6359,1646,606,5545,2515,3728,1285,1193,22,279932.252595521,9,12,4,5,17,188042.746754255,256,6256,83899.0038159722,15,4,10,1,3,109,34,71,20,14,157,73,77,35,38,302,140,0,0,0,10,2,8,1,1,7,4,15,2,2,18,3,4,1,5,2,4,3,2,0,3,2,1,0,0,1,1,0,1,0,0,0,1,0,0,9,9,3,13,6,9,8,6,3,13,8,6,1,0,1,2,0,1,0,0,0,3,0,0,2021-07-03,6359,1,0.00330240603868533,0.0014101022914793,0.00345966346909892,0.00144317184479153,0.00276039736154544,1.02115809317145e-05,0.00267337631703098,0.00126911925450387,0.00185427973084694,8.37321077049789e-06,0.00305128771923826,0.000373205192725739
JP,JPN,Japan,2021-07-04,100796043.489244,5109,7481.7,256,10402.1,0,20,5919,1542,553,5170,2412,3406,1267,1098,16,347934.363214565,8,7,4,4,12,262215.491012076,264,5840,78320.041925396,12,4,7,1,1,110,39,68,20,19,152,71,73,31,38,258,127,0,0,0,7,2,5,1,1,3,4,14,3,1,16,1,3,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,6,6,5,4,2,1,12,3,1,0,0,1,0,0,0,1,0,0,2,0,0,2021-07-04,5919,1,0.00337894914681534,0.00147835854869665,0.00270315931745227,0.00132273231590721,0.00345186528330047,1.1449918825169e-05,0.0020273694880892,0.00114590783670206,0.00260144626649018,9.94416096127017e-06,0.00337078471244275,0.000405923271610326
JP,JPN,Japan,2021-07-05,101746874.005831,4914,7787.5,334,9975,0,11,5722,1539,562,4985,2487,3113,1320,1132,20,290122.342593923,11,9,6,5,13,144564.816976999,342,5646,75718.3145052716,12,2,9,2,0,101,30,67,16,14,128,59,64,27,31,263,145,0,0,0,7,4,3,3,1,4,6,5,4,2,8,2,1,2,2,2,1,1,2,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,3,3,3,4,4,3,2,3,1,3,3,2,2,1,1,2,2,1,1,1,1,1,1,1,2021-07-05,5722,1,0.00192240475358266,0.0011349552378495,0.0034952813701503,0.0015291669926953,0.00285141283630292,1.03609014476482e-05,0.00227193289059769,0.00123361036141007,0.00142082809314332,7.31896335850784e-06,0.0045167407942789,0.000477614151835772
JP,JPN,Japan,2021-07-06,101216194.357716,5077,7059.534,171,10582,0,10,5893,1536,515,5182,2620,3159,1318,1263,22,448182.120165241,11,9,4,6,16,264081.412671398,175,5802,77810.4252142376,13,4,8,2,2,96,39,51,15,23,153,82,62,30,51,253,134,0,0,0,4,0,4,0,0,1,0,9,0,0,7,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,6,1,4,2,2,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-06,5893,1,0.00169692855930765,0.00105085514182391,0.00373324283047684,0.0015570795825203,0.00442796849861087,1.2934858852333e-05,0.00271508569489225,0.00132856028573882,0.00260908261120832,9.93801638947019e-06,0.00224905595256892,0.000332843745443554
JP,JPN,Japan,2021-07-07,100114752.560182,5079,7081.4,295,9978.1,0,23,5935,1616,517,5245,2609,3186,1306,1272,24,558965.581796988,12,10,4,8,19,471511.041629838,301,5855,78521.2064166428,17,4,12,1,3,106,44,55,21,23,146,76,62,36,39,270,146,0,0,0,11,2,9,1,1,9,4,17,2,2,21,2,3,2,8,0,4,1,2,1,4,4,1,0,0,0,1,0,0,0,0,0,0,0,0,8,11,6,17,5,10,6,5,3,13,10,4,1,1,1,2,1,2,1,1,0,2,1,0,2021-07-07,5935,1,0.00387531592249368,0.00158069520832513,0.00404380791912384,0.00161455597669505,0.00558324889691931,1.45957616265313e-05,0.00320134793597304,0.00143716916017003,0.00470970590819167,1.3411298560361e-05,0.00383335933993243,0.000432225486995861
JP,JPN,Japan,2021-07-08,100684718.593513,5126,8279.5,225,10338,0,24,5986,1588,571,5205,2776,3085,1461,1276,28,788402.981135608,11,14,4,7,23,735591.446918455,226,5906,79205.1656868817,11,1,9,0,1,126,44,75,26,18,170,80,78,39,40,270,146,0,0,0,11,2,8,0,2,8,6,17,0,6,21,4,6,2,5,5,4,2,1,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,8,13,6,11,9,9,6,5,3,11,8,6,1,2,1,2,0,1,0,1,1,3,1,1,2021-07-08,5986,1,0.00400935516204477,0.0016008278416882,0.00467758102238557,0.00172851155600623,0.00783041351407627,1.72167674910415e-05,0.00384229869695957,0.00156725384847532,0.00730588968409602,1.66345320624943e-05,0.00285334924862648,0.000371473913584782
JP,JPN,Japan,2021-07-09,100118720.008218,5210,7413.9,265,10498,0,18,6053,1618,604,5285,2916,3016,1477,1393,16,417535.783398413,6,8,3,3,12,282480.756014654,271,5964,79983.0017197024,19,9,10,5,3,99,42,53,24,18,161,96,60,43,50,292,169,0,0,0,10,1,9,0,0,6,2,15,1,0,14,3,5,2,3,3,2,2,1,1,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,5,8,2,7,7,7,3,1,2,10,7,4,0,0,0,1,0,1,0,0,0,1,1,0,2021-07-09,6053,1,0.0029737320337023,0.00137172473498519,0.00264331736329093,0.00129348876064326,0.00417040672677538,1.26232785897678e-05,0.0019824880224682,0.00112056517430785,0.00282145792506603,1.03899557535029e-05,0.00338821992389971,0.000402715222082013
JP,JPN,Japan,2021-07-10,99595614.8235408,5522,7091.1,290,10957,0,18,6430,1670,638,5563,3120,3178,1657,1429,28,557129.956834335,12,15,2,9,19,334111.729496851,304,6335,84958.4701365384,10,2,6,0,2,105,35,62,12,21,150,80,61,29,50,239,126,0,0,0,4,0,4,0,0,3,2,14,0,2,17,1,2,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,2,6,7,7,8,3,3,13,6,2,1,1,0,0,0,0,1,0,0,2,0,0,2021-07-10,6430,1,0.00279937791601866,0.00129141147488402,0.00435458786936236,0.00160941662131913,0.00559392055384601,1.46476520533293e-05,0.00295489891135303,0.00132669569700105,0.00335468313628883,1.13559651356312e-05,0.00357821885812487,0.000401513179725019
