ISO_3,country_agg,age,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,weight,Finished,B1_1.-77,B1_1.1,B1_1.2,B1_2.-77,B1_2.1,B1_2.2,B1_3.-77,B1_3.1,B1_3.2,B1_4.-77,B1_4.1,B1_4.2,B1_5.-77,B1_5.1,B1_5.2,B1_6.-77,B1_6.1,B1_6.2,B1_7.-77,B1_7.1,B1_7.2,B1_8.-77,B1_8.1,B1_8.2,B1_9.-77,B1_9.1,B1_9.2,B1_10.-77,B1_10.1,B1_10.2,B1_11.-77,B1_11.1,B1_11.2,B1_12.-77,B1_12.1,B1_12.2,B1_13.-77,B1_13.1,B1_13.2,B1_14.-77,B1_14.1,B1_14.2,B1b_x1.-99,B1b_x1.-77,B1b_x1.1,B1b_x1.2,B1b_x2.-99,B1b_x2.-77,B1b_x2.1,B1b_x2.2,B1b_x3.-99,B1b_x3.-77,B1b_x3.1,B1b_x3.2,B1b_x4.-99,B1b_x4.-77,B1b_x4.1,B1b_x4.2,B1b_x5.-99,B1b_x5.-77,B1b_x5.1,B1b_x5.2,B1b_x6.-99,B1b_x6.-77,B1b_x6.1,B1b_x6.2,B1b_x7.-99,B1b_x7.-77,B1b_x7.1,B1b_x7.2,B1b_x8.-99,B1b_x8.-77,B1b_x8.1,B1b_x8.2,B1b_x9.-99,B1b_x9.-77,B1b_x9.1,B1b_x9.2,B1b_x10.-99,B1b_x10.-77,B1b_x10.1,B1b_x10.2,B1b_x11.-99,B1b_x11.-77,B1b_x11.1,B1b_x11.2,B1b_x12.-99,B1b_x12.-77,B1b_x12.1,B1b_x12.2,B1b_x13.-99,B1b_x13.-77,B1b_x13.1,B1b_x13.2,B1b_x14.-99,B1b_x14.-77,B1b_x14.1,B1b_x14.2,B3.-99,B3.-77,B3.1,B3.2,B5.-99,B5.-77,B5.1,B5.2,B6.-99,B6.-77,B6.1,B6.2,B7.-99,B7.-77,B7.1,B7.2,B8.-99,B8.-77,B8.1,B8.2,B8.3,B9.-99,B9.-77,B9.1,B9.2,B9.3,B10.-99,B10.1,B10.2,B10.3,B11.-99,B11.-77,B11.1,B11.2,V1.-99,V1.-77,V1.1,V1.2,V1.3,V2.-99,V2.-77,V2.1,V2.2,V2.3,V2a.-99,V2a.-77,V2a.1,V2a.2,V2a.3,V3.-99,V3.-77,V3.1,V3.2,V3.3,V3.4,V4_1.-99,V4_1.-77,V4_1.1,V4_1.2,V4_1.3,V4_3.-99,V4_3.-77,V4_3.1,V4_3.2,V4_3.3,V4_4.-99,V4_4.-77,V4_4.1,V4_4.2,V4_4.3,V4_5.-99,V4_5.-77,V4_5.1,V4_5.2,V4_5.3,V4_6.-99,V4_6.-77,V4_6.1,V4_6.2,V4_6.3,V5a_1.-99,V5a_1.-77,V5a_1.0,V5a_1.1,V5a_2.-99,V5a_2.-77,V5a_2.0,V5a_2.1,V5a_3.-99,V5a_3.-77,V5a_3.0,V5a_3.1,V5a_4.-99,V5a_4.-77,V5a_4.0,V5a_4.1,V5a_5.-99,V5a_5.-77,V5a_5.0,V5a_5.1,V5a_6.-99,V5a_6.-77,V5a_6.0,V5a_6.1,V5a_7.-99,V5a_7.-77,V5a_7.0,V5a_7.1,V5a_8.-99,V5a_8.-77,V5a_8.0,V5a_8.1,V5a_9.-99,V5a_9.-77,V5a_9.0,V5a_9.1,V5a_10.-99,V5a_10.-77,V5a_10.0,V5a_10.1,V5b_1.-99,V5b_1.-77,V5b_1.0,V5b_1.1,V5b_2.-99,V5b_2.-77,V5b_2.0,V5b_2.1,V5b_3.-99,V5b_3.-77,V5b_3.0,V5b_3.1,V5b_4.-99,V5b_4.-77,V5b_4.0,V5b_4.1,V5b_5.-99,V5b_5.-77,V5b_5.0,V5b_5.1,V5b_6.-99,V5b_6.-77,V5b_6.0,V5b_6.1,V5b_7.-99,V5b_7.-77,V5b_7.0,V5b_7.1,V5b_8.-99,V5b_8.-77,V5b_8.0,V5b_8.1,V5b_9.-99,V5b_9.-77,V5b_9.0,V5b_9.1,V5b_10.-99,V5b_10.-77,V5b_10.0,V5b_10.1,V5c_1.-99,V5c_1.-77,V5c_1.0,V5c_1.1,V5c_2.-99,V5c_2.-77,V5c_2.0,V5c_2.1,V5c_3.-99,V5c_3.-77,V5c_3.0,V5c_3.1,V5c_4.-99,V5c_4.-77,V5c_4.0,V5c_4.1,V5c_5.-99,V5c_5.-77,V5c_5.0,V5c_5.1,V5c_6.-99,V5c_6.-77,V5c_6.0,V5c_6.1,V5c_7.-99,V5c_7.-77,V5c_7.0,V5c_7.1,V5c_8.-99,V5c_8.-77,V5c_8.0,V5c_8.1,V5c_9.-99,V5c_9.-77,V5c_9.0,V5c_9.1,V5c_10.-99,V5c_10.-77,V5c_10.0,V5c_10.1,V5d_1.-99,V5d_1.-77,V5d_1.0,V5d_1.1,V5d_2.-99,V5d_2.-77,V5d_2.0,V5d_2.1,V5d_3.-99,V5d_3.-77,V5d_3.0,V5d_3.1,V5d_4.-99,V5d_4.-77,V5d_4.0,V5d_4.1,V5d_5.-99,V5d_5.-77,V5d_5.0,V5d_5.1,V5d_6.-99,V5d_6.-77,V5d_6.0,V5d_6.1,V5d_7.-99,V5d_7.-77,V5d_7.0,V5d_7.1,V5d_8.-99,V5d_8.-77,V5d_8.0,V5d_8.1,V5d_9.-99,V5d_9.-77,V5d_9.0,V5d_9.1,V5d_10.-99,V5d_10.-77,V5d_10.0,V5d_10.1,V6_1.-99,V6_1.-77,V6_1.0,V6_1.1,V6_2.-99,V6_2.-77,V6_2.0,V6_2.1,V6_3.-99,V6_3.-77,V6_3.0,V6_3.1,V6_4.-99,V6_4.-77,V6_4.0,V6_4.1,V6_5.-99,V6_5.-77,V6_5.0,V6_5.1,V6_6.-99,V6_6.-77,V6_6.0,V6_6.1,V6_7.-99,V6_7.-77,V6_7.0,V6_7.1,V9.-99,V9.-77,V9.1,V9.2,V9.3,V9.4,V10_1.-99,V10_1.-77,V10_1.0,V10_1.1,V10_2.-99,V10_2.-77,V10_2.0,V10_2.1,V10_3.-99,V10_3.-77,V10_3.0,V10_3.1,V10_4.-99,V10_4.-77,V10_4.0,V10_4.1,V10_5.-99,V10_5.-77,V10_5.0,V10_5.1,V10_6.-99,V10_6.-77,V10_6.0,V10_6.1,V10_7.-99,V10_7.-77,V10_7.0,V10_7.1,V10_8.-99,V10_8.-77,V10_8.0,V10_8.1,V10_9.-99,V10_9.-77,V10_9.0,V10_9.1,V10_10.-99,V10_10.-77,V10_10.0,V10_10.1,V11.-99,V11.-77,V11.1,V11.2,V12.-99,V12.-77,V12.1,V12.2,V13.-99,V13.-77,V13.1,V13.2,V13.3,V13.4,V15.-99,V15.-77,V15.1,V15.2,V16.-99,V16.-77,V16.1,V16.2,B12_1.-99,B12_1.-77,B12_1.1,B12_1.2,B12_2.-99,B12_2.-77,B12_2.1,B12_2.2,B12_3.-99,B12_3.-77,B12_3.1,B12_3.2,B12_4.-99,B12_4.-77,B12_4.1,B12_4.2,B12_5.-99,B12_5.-77,B12_5.1,B12_5.2,B12_6.-99,B12_6.-77,B12_6.1,B12_6.2,B13_1.-99,B13_1.-77,B13_1.1,B13_1.2,B13_2.-99,B13_2.-77,B13_2.2,B13_3.-99,B13_3.-77,B13_3.1,B13_3.2,B13_4.-99,B13_4.-77,B13_4.1,B13_4.2,B13_5.-99,B13_5.-77,B13_5.1,B13_5.2,B13_6.-99,B13_6.-77,B13_6.1,B13_6.2,B13_7.-99,B13_7.-77,B13_7.1,B13_7.2,B14_1.-99,B14_1.1,B14_1.2,B14_2.-99,B14_2.1,B14_2.2,B14_3.-99,B14_3.1,B14_3.2,B14_4.-99,B14_4.1,B14_4.2,B14_5.-99,B14_5.1,B14_5.2,C0_1.-99,C0_1.-77,C0_1.1,C0_1.2,C0_2.-99,C0_2.-77,C0_2.1,C0_2.2,C0_3.-99,C0_3.-77,C0_3.1,C0_3.2,C0_4.-99,C0_4.-77,C0_4.1,C0_4.2,C0_5.-99,C0_5.-77,C0_5.1,C0_5.2,C0_6.-99,C0_6.-77,C0_6.1,C0_6.2,C1_m.-99,C1_m.-77,C1_m.1,C1_m.2,C2.-99,C2.-77,C2.1,C2.2,C2.3,C2.4,C7.-99,C7.-77,C7.1,C7.2,C7.3,C7.4,C8.-99,C8.-77,C8.1,C8.2,C3.-99,C3.-77,C3.1,C3.2,C5.-99,C5.-77,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6.-99,C6.-77,C6.1,C6.2,C6.3,C6.4,C14.-99,C14.-77,C14.1,C14.2,C14.3,C14.4,C9a.-99,C9a.-77,C9a.1,C9a.2,C9a.3,C12.-99,C12.-77,C12.1,C12.2,C12.3,C13_1.-99,C13_1.-77,C13_1.1,C13_1.2,C13_2.-99,C13_2.-77,C13_2.1,C13_2.2,C13_3.-99,C13_3.-77,C13_3.1,C13_3.2,C13_4.-99,C13_4.-77,C13_4.1,C13_4.2,C13_5.-99,C13_5.-77,C13_5.1,C13_5.2,C13_6.-99,C13_6.-77,C13_6.1,C13_6.2,D1.-99,D1.-77,D1.1,D1.2,D1.3,D1.4,D1.5,D2.-99,D2.-77,D2.1,D2.2,D2.3,D2.4,D2.5,D3.-99,D3.-77,D3.1,D3.2,D3.3,D3.4,D4.-99,D4.-77,D4.1,D4.2,D4.3,D4.4,D5.-99,D5.-77,D5.1,D5.2,D5.3,D5.4,D6_1.-99,D6_1.-77,D6_1.1,D6_1.2,D6_2.-99,D6_2.-77,D6_2.1,D6_2.2,D6_3.-99,D6_3.-77,D6_3.1,D6_3.2,D7.-99,D7.-77,D7.1,D7.2,D8.-99,D8.-77,D8.1,D8.2,D9.-99,D9.-77,D9.1,D9.2,D9.3,D9.4,D9.5,D9.6,D9.7,D10.-99,D10.-77,D10.1,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,E3.-99,E3.-77,E3.1,E3.2,E3.3,E3.4,E4.-99,E4.-77,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2.-99,E2.-77,E2.1,E2.2,E2.3,E7.-99,E7.-77,E7.1,E7.2,E7.3,E7.4,E7.5,B2.mean,B2.sd,B4.mean,B4.sd,E6.mean,E6.sd,E5.mean,E5.sd
AND,Andorra,-99,2021-03-14,2021-03-02,100,11,1946933.477109359,9,1804586.6391656538,56,74,7615878.65204128,0,18,20,62,20,21,59,23,15,62,19,27,54,18,29,53,21,21,58,16,19,65,21,17,62,20,12,68,19,17,64,23,14,63,22,21,57,21,16,63,21,22,57,80,6,10,4,79,3,14,4,85,2,11,2,73,9,11,7,71,10,11,8,79,6,11,4,81,6,11,2,83,4,11,2,88,4,6,2,83,6,10,1,86,4,5,5,79,7,8,6,84,3,9,4,78,7,12,3,21,5,14,60,86,2,9,3,25,5,26,44,76,1,14,9,86,0,6,8,0,86,1,4,6,3,97,2,1,0,48,0,4,48,32,2,5,52,9,95,2,0,3,0,98,0,1,0,1,39,2,21,15,4,19,58,7,12,8,15,58,9,14,8,11,58,7,12,9,14,58,8,11,7,16,58,7,16,11,8,84,0,11,5,84,0,10,6,84,0,12,4,84,0,15,1,84,0,14,2,84,0,11,5,84,0,14,2,84,0,14,2,84,0,11,5,84,0,9,7,96,0,3,1,96,0,3,1,96,0,3,1,96,0,3,1,96,0,2,2,96,0,2,2,96,0,4,0,96,0,4,0,96,0,4,0,96,0,4,0,87,0,8,5,87,0,9,4,87,0,12,1,87,0,11,2,87,0,10,3,87,0,11,2,87,0,10,3,87,0,13,0,87,0,11,2,87,0,10,3,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,0,1,94,0,6,0,94,0,4,2,94,0,3,3,94,0,4,2,94,0,5,1,94,0,3,3,94,0,4,2,61,3,20,4,6,6,61,5,32,2,61,5,33,1,61,5,33,1,61,5,32,2,61,5,33,1,61,5,32,2,61,5,34,0,61,5,34,0,61,5,33,1,61,5,6,28,100,0,0,0,100,0,0,0,62,4,14,5,8,7,66,2,2,30,68,1,4,27,97,2,0,1,97,0,2,1,97,2,0,1,97,2,0,1,97,2,0,1,97,2,0,1,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,64,6,13,17,64,5,17,14,64,7,13,16,64,6,11,19,64,8,7,21,64,6,12,18,65,3,10,22,90,1,5,1,0,3,70,1,3,5,6,15,70,2,26,2,77,2,10,11,77,1,18,0,1,2,0,1,77,1,8,6,3,5,78,2,7,6,4,3,78,2,4,16,0,79,2,5,11,3,88,2,8,2,84,1,12,3,88,2,7,3,90,0,7,3,94,2,3,1,89,2,7,2,83,0,1,1,3,2,10,83,1,0,0,2,2,12,86,1,4,3,5,1,86,1,1,4,6,2,86,1,1,6,2,4,95,0,4,1,95,0,2,3,95,0,4,1,91,0,3,6,94,0,2,4,99,0,1,0,0,0,0,0,0,98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,6.363636363636363,6.556571997899235,4.818181818181818,4.020402512639296,0,0,0,0
AND,Andorra,-99,2021-03-15,2021-03-03,100,10,1947322.9622042908,7,1790439.0018362883,40,75,7858966.187188743,0,18,19,63,20,19,61,23,15,62,19,26,55,18,28,54,21,21,58,16,17,67,21,17,62,20,11,69,19,15,66,23,16,61,22,20,58,21,15,64,21,23,56,81,6,8,5,81,3,12,4,85,2,11,2,74,8,10,8,72,9,11,8,79,6,11,4,83,6,9,2,83,4,10,3,89,4,5,2,85,5,9,1,84,4,7,5,80,6,8,6,85,3,8,4,77,6,14,3,20,5,13,62,87,2,8,3,24,6,24,46,78,0,14,8,86,0,6,8,0,86,1,4,6,3,97,2,1,0,48,0,5,47,32,2,5,53,8,95,2,0,3,0,98,0,1,0,1,39,2,22,15,5,17,55,7,15,8,15,55,10,17,7,11,55,7,16,8,14,55,8,14,6,17,55,7,18,10,10,86,0,9,5,86,0,9,5,86,0,10,4,86,0,14,0,86,0,13,1,86,0,11,3,86,0,13,1,86,0,13,1,86,0,11,3,86,0,7,7,95,0,4,1,95,0,3,2,95,0,4,1,95,0,4,1,95,0,3,2,95,0,3,2,95,0,5,0,95,0,5,0,95,0,5,0,95,0,5,0,87,0,8,5,87,0,9,4,87,0,12,1,87,0,11,2,87,0,10,3,87,0,10,3,87,0,11,2,87,0,13,0,87,0,11,2,87,0,10,3,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,1,0,99,0,0,1,94,0,6,0,94,0,4,2,94,0,3,3,94,0,4,2,94,0,5,1,94,0,3,3,94,0,5,1,59,3,21,3,7,7,60,5,33,2,60,5,34,1,60,5,34,1,60,5,33,2,60,5,34,1,60,5,33,2,60,5,35,0,60,5,35,0,60,5,34,1,60,5,6,29,100,0,0,0,100,0,0,0,60,4,14,6,9,7,65,2,3,30,67,1,4,28,96,2,0,2,96,0,3,1,96,2,1,1,96,2,1,1,96,2,1,1,96,2,1,1,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,63,6,14,17,63,5,19,13,63,8,13,16,63,7,12,18,63,8,8,21,63,6,12,19,63,3,11,23,89,1,5,1,1,3,68,1,3,5,8,15,68,2,28,2,75,2,10,13,75,1,20,0,1,1,1,1,75,1,9,5,3,7,76,2,8,6,4,4,76,2,5,17,0,77,2,6,12,3,86,2,10,2,81,1,15,3,87,2,8,3,88,0,9,3,92,2,5,1,88,2,7,3,82,0,1,1,3,3,10,82,2,0,0,2,2,12,87,1,4,2,5,1,87,1,1,3,6,2,87,1,1,5,2,4,96,0,3,1,96,0,1,3,96,0,3,1,92,0,3,5,95,0,2,3,99,0,1,0,0,0,0,0,0,98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,5.583333333333333,6.508785271791175,3.7000000000000006,1.6363916944844772,0,0,0,0
AND,Andorra,-99,2021-03-16,2021-03-05,100,11,2087751.5907988008,6,1834618.6629599317,40,75,7181772.3103928715,0,17,18,65,19,16,65,21,16,63,17,24,59,17,24,59,19,21,60,15,17,68,19,16,65,19,8,73,18,11,71,21,17,62,20,21,59,20,14,66,19,24,57,82,5,8,5,84,4,10,2,84,3,10,3,76,6,9,9,76,9,8,7,79,5,11,5,83,5,9,3,84,3,10,3,92,3,3,2,89,5,5,1,83,4,6,7,79,5,9,7,86,3,7,4,76,5,14,5,20,5,15,60,87,2,7,4,26,6,19,49,83,0,8,9,92,0,5,3,0,92,1,3,4,0,98,2,0,0,44,0,5,51,34,1,2,55,8,98,0,1,1,0,99,0,0,1,0,38,1,22,17,5,17,57,7,16,7,13,57,9,19,6,9,57,7,17,7,12,57,7,13,8,15,57,7,19,8,9,86,0,10,4,86,0,10,4,86,0,11,3,86,0,14,0,86,0,13,1,86,0,11,3,86,0,13,1,86,0,13,1,86,0,10,4,86,0,9,5,95,0,4,1,95,0,3,2,95,0,4,1,95,0,4,1,95,0,3,2,95,0,3,2,95,0,5,0,95,0,5,0,95,0,5,0,95,0,5,0,85,1,10,4,85,1,11,3,85,1,14,0,85,1,12,2,85,1,12,2,85,1,11,3,85,1,12,2,85,1,14,0,85,1,12,2,85,1,12,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,96,0,4,0,96,0,3,1,96,0,2,2,96,0,3,1,96,0,3,1,96,0,2,2,96,0,4,0,61,2,19,4,6,8,66,2,30,2,66,2,31,1,66,2,31,1,66,2,29,3,66,2,31,1,66,2,30,2,66,2,32,0,66,2,32,0,66,2,31,1,66,2,7,25,100,0,0,0,100,0,0,0,60,3,16,5,11,5,63,2,3,32,65,1,5,29,96,2,0,2,96,0,3,1,96,2,1,1,96,2,1,1,96,2,1,1,96,2,1,1,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,69,3,11,17,69,2,16,13,69,5,11,15,69,4,11,16,69,5,6,20,69,4,9,18,69,1,10,20,90,0,6,1,1,2,71,0,2,4,10,13,71,0,28,1,76,0,8,16,76,0,19,1,1,1,1,1,76,0,8,5,4,7,77,1,7,4,7,4,77,0,4,19,0,78,1,5,15,1,89,2,8,1,84,1,13,2,89,2,8,1,89,0,8,3,94,2,4,0,91,2,6,1,83,0,0,1,4,3,9,83,2,0,0,3,3,9,89,0,3,2,5,1,89,0,1,2,5,3,89,0,1,4,1,5,96,0,3,1,96,0,1,3,96,0,3,1,91,0,3,6,94,0,3,3,99,0,1,0,0,0,0,0,0,98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,5.4,6.660683589719072,3.272727272727273,1.6787441193290353,0,0,0,0
AND,Andorra,-99,2021-03-17,2021-03-07,100,12,2075732.5823246269,7,1822599.6544857577,42,73,7015195.891971964,0,16,19,65,18,17,65,20,18,62,15,31,54,17,23,60,18,26,56,14,18,68,20,16,64,20,8,72,17,11,72,21,19,60,19,22,59,20,16,64,19,22,59,81,5,9,5,83,4,10,3,82,3,11,4,69,6,11,14,77,9,9,5,74,5,13,8,82,5,8,5,84,3,9,4,92,3,3,2,89,6,4,1,81,4,6,9,78,5,9,8,84,3,8,5,78,5,12,5,22,5,16,57,86,3,7,4,27,6,23,44,78,0,12,10,88,0,6,6,0,88,2,3,7,0,98,2,0,0,48,0,3,49,33,1,3,55,8,97,0,2,1,0,98,0,1,1,0,38,1,21,17,4,19,58,7,16,5,14,58,9,20,7,6,58,6,17,7,12,58,6,12,8,16,58,7,19,8,8,85,0,11,4,85,0,10,5,85,0,12,3,85,0,15,0,85,0,13,2,85,0,12,3,85,0,14,1,85,0,13,2,85,0,11,4,85,0,11,4,96,0,3,1,96,0,2,2,96,0,3,1,96,0,3,1,96,0,3,1,96,0,2,2,96,0,4,0,96,0,4,0,96,0,4,0,96,0,4,0,85,1,9,5,85,1,12,2,85,1,14,0,85,1,12,2,85,1,13,1,85,1,10,4,85,1,12,2,85,1,14,0,85,1,11,3,85,1,12,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,96,0,4,0,96,0,3,1,96,0,2,2,96,0,3,1,96,0,3,1,96,0,2,2,96,0,4,0,61,3,21,4,6,5,66,2,28,4,66,2,31,1,66,2,31,1,66,2,29,3,66,2,30,2,66,2,30,2,66,2,32,0,66,2,32,0,66,2,29,3,66,2,10,22,100,0,0,0,100,0,0,0,62,3,14,5,9,7,64,2,3,31,66,1,5,28,97,1,0,2,97,1,1,1,97,1,1,1,97,0,2,1,97,1,1,1,97,1,1,1,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,69,3,9,19,69,1,18,12,69,4,11,16,69,4,13,14,69,5,4,22,69,4,7,20,69,1,14,16,86,0,8,2,1,3,71,0,3,2,11,13,71,1,26,2,78,0,7,15,78,0,17,1,2,0,1,1,78,1,5,6,4,6,79,1,6,4,8,2,80,0,5,15,0,82,1,4,12,1,91,1,7,1,82,2,14,2,89,2,8,1,87,0,10,3,96,1,3,0,93,1,5,1,86,0,1,1,4,2,6,86,1,1,0,3,3,6,92,0,2,1,4,1,92,0,1,2,3,2,92,0,1,2,1,4,98,0,1,1,98,0,1,1,98,0,2,0,94,0,2,4,96,0,2,2,99,0,1,0,0,0,0,0,0,98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,6.944444444444445,11.196796594037687,3.3636363636363638,1.8040358795061293,0,0,0,0
AND,Andorra,-99,2021-03-18,2021-03-08,100,11,1948643.705369928,7,1822599.6544857577,50,73,6470848.652756151,0,16,18,66,16,16,68,18,19,63,14,30,56,16,24,60,19,24,57,15,16,69,19,13,68,18,9,73,16,12,72,21,17,62,17,24,59,18,16,66,18,24,58,82,4,10,4,84,3,10,3,81,3,12,4,70,5,12,13,76,8,11,5,76,3,12,9,84,3,7,6,87,2,9,2,91,3,4,2,88,5,6,1,83,2,7,8,76,5,12,7,84,3,9,4,76,5,14,5,23,4,19,54,83,3,8,6,28,5,27,40,74,0,16,10,84,0,7,8,1,84,3,5,7,1,96,3,1,0,52,0,4,44,34,1,6,55,4,94,1,3,2,0,97,0,1,2,0,42,0,18,17,4,19,59,6,15,6,14,59,8,18,7,8,59,6,16,7,12,59,5,9,9,18,59,6,18,6,11,83,0,15,2,83,0,14,3,83,0,15,2,83,0,14,3,83,0,16,1,83,0,14,3,83,0,16,1,83,0,15,2,83,0,14,3,83,0,13,4,96,0,3,1,96,0,2,2,96,0,3,1,96,0,3,1,96,0,3,1,96,0,2,2,96,0,4,0,96,0,4,0,96,0,4,0,96,0,4,0,84,1,10,5,84,1,13,2,84,1,15,0,84,1,13,2,84,1,13,2,84,1,11,4,84,1,13,2,84,1,15,0,84,1,12,3,84,1,13,2,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,97,0,3,0,97,0,2,1,97,0,2,1,97,0,3,0,97,0,2,1,97,0,1,2,97,0,3,0,62,2,19,4,6,7,64,2,30,4,64,2,33,1,64,2,33,1,64,2,31,3,64,2,31,3,64,2,32,2,64,2,34,0,64,2,34,0,64,2,31,3,64,2,11,23,100,0,0,0,100,0,0,0,64,2,13,5,9,7,66,1,3,30,67,1,4,28,97,1,0,2,97,1,1,1,97,1,1,1,97,0,2,1,97,1,1,1,97,1,1,1,100,0,0,0,100,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,0,100,0,0,100,0,0,100,0,0,100,0,0,100,0,0,67,5,11,17,67,1,22,10,67,4,15,14,67,4,17,12,67,5,7,21,67,4,10,19,67,0,17,16,83,0,9,2,1,5,69,0,3,2,11,15,69,1,28,2,75,1,7,17,75,0,18,1,2,0,3,1,75,1,4,7,5,8,76,1,6,5,9,3,77,1,6,16,0,79,2,5,14,0,89,1,8,2,78,2,16,4,85,2,9,4,83,0,11,6,93,1,4,2,90,1,6,3,84,0,2,1,4,3,6,84,1,1,0,3,4,7,91,0,1,1,5,2,91,0,1,2,2,4,91,0,1,2,1,5,98,0,1,1,98,0,1,1,98,0,2,0,92,0,3,5,95,0,2,3,99,0,1,0,0,0,0,0,0,97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,100,0,0,0,0,0,0,8.142857142857142,13.007108592980218,3.3076923076923075,2.3588350014578308,0,0,0,0
