"Timestamp","Country","ISO.3166.1.a2","Region","ISO.3166.2","Language","Reach","Cases","Visibility","Recovered","Fatalities","RecentCases","RecentCases14","PositiveTest14Days","PositiveTest07Days","LongCovid","StillSick","Tested","Positive","Hospital","Severe","ICU","Vaccinated","RecentVaccinated","VaccineSideEffects","RefuseVaccine","ContactsDoctors","Surveyfirst","Surveyknown","Surveyforward","Dataset","Cookie","Campaign"
"2024-01-15","Ireland","IE","Connacht","IEC","en",2,0,2,,0,0,,,,,0,,,0,,,2,,,,,,,,"limesurvey-133104","0lus9akd01kvf671gg",20240115
"2024-02-19","Ireland","IE","Leinster","IEL","en",4,1,4,,0,0,,,,,0,,,0,,,4,,,,,,,,"limesurvey-135518","0lus9akd01kvf671gg",20240219
"2024-03-11","Ireland","IE","Ulster","IEU","en",5,5,5,,0,0,,,,,0,,,0,,,5,,,,,,,,"limesurvey-136893","up8vsge4o8yatm1hfo",20240311
"2024-04-01","Ireland","IE","Munster","IEM","en",1,1,1,,0,0,,,,,0,,,0,,,0,,,,,,,,"limesurvey-138455","675b3e7vpx3pm714dr",20240401
"2024-07-08","Ireland","IE","Leinster","IEL","en",30,15,5,,0,0,,,,,1,,,2,,,30,,,,,,,,"limesurvey-145634","x8r0gx6hzs3e4immha",20240708
"2024-08-05","Ireland","IE","Leinster","IEL","en",20,15,10,,0,0,,,,,1,,,2,,,25,,,,,,,,"limesurvey-147732","x8r0gx6hzs3e4immha",20240805
"2024-08-05","Ireland","IE","Munster","IEM","en",2,0,2,,0,0,,,,,0,,,0,,,2,,,,,,,,"limesurvey-147767","ssu98927n2nedkjn2t",20240805
"2024-09-02","Ireland","IE","Leinster","IEL","en",30,15,15,,0,0,,,,,1,,,1,,,25,,,,,,,,"limesurvey-149867","x8r0gx6hzs3e4immha",20240902
"2024-09-30","Ireland","IE","Connacht","IEC","en",6,2,0,,0,0,,,,,0,,,0,,,4,,,,,,,,"limesurvey-152337","ssu98927n2nedkjn2t",20240930
"2024-10-14","Ireland","IE","Leinster","IEL","en",20,10,5,,0,0,,,,,2,,,1,,,15,,,,,,,,"limesurvey-153202","hmg71e7fxbyvdxlo08",20241014
"2024-11-11","Ireland","IE","Leinster","IEL","en",50,30,10,,0,0,,,,,0,,,2,,,45,,,,,,,,"limesurvey-155402","nxdkxlipfergso14yr",20241111
