ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
AF,AFG,Afghanistan,Kabul,2020-05-03,2020-05-01,100,2,119895.7308838,0,0,49,94,0,0,5823610.44923822,91,6,89,5,11,86,3,0,96,4,14,82,4,4,94,2,16,81,3,11,86,3,7,89,4,1,95,4,5,92,3,6,92,2,23,74,3,20,80,0,9,10,81,2,97,1,0,1,99,0,2,0,98,33,60,7,61,33,6,3,90,7,38,55,7,19,74,7,10,83,7,32,62,6,22,5,3,2,68,10,90,0,44,14,11,6,6,13,6,50,27,8,9,6,1,5,16,24,46,8,2,6,17,23,44,8,26,33,15,18,8,9,22,24,37,8,87,3,0,1,9,21,55,13,1,1,0,0,9,63,17,10,10,13.7166138524219,16.4557325342025,25,22.0157642963178,2.96201814058957,3.99989604379506,0.02,0.0274394957835608,0.0205878693173036,0.000115329490529106,0,0,0,0,0.0073419238837279,0.00204814061059312
AF,AFG,Afghanistan,Kabul,2020-05-04,2020-05-03,100,4,114168.734033174,1,22475.2999483054,62,98,0,0,3332009.8621484,92,5,88,7,19,75,6,2,92,6,12,82,6,4,90,6,13,82,5,17,78,5,12,82,6,2,93,5,4,91,5,5,90,5,23,72,5,23,77,0,11,10,79,1,97,2,0,0,100,0,1,0,99,39,56,5,59,37,4,6,89,5,39,55,6,19,75,6,10,84,6,39,56,5,31,3,3,2,61,13,87,0,46,24,11,2,4,7,6,50,21,12,11,6,0,1,19,24,49,7,1,4,17,29,42,7,30,26,19,18,7,12,28,17,36,7,92,1,0,0,7,24,55,10,0,2,0,0,9,66,14,13,7,13.1239669421488,16.0908459702805,14.0589569160998,12.5515888250125,3.1280276816609,3.77987551755451,0.04,0.0384072934108425,0.0342642245241016,0.00019531903303845,0.01,0.0195013954179879,0.00674526813489497,8.7887049015624e-05,0.00891060649611957,0.00220808570194339
AF,AFG,Afghanistan,Kabul,2020-05-05,2020-05-04,100,2,37414.1687154684,1,11804.3519148426,137,96,0,0,3412668.00679318,88,4,92,4,9,87,4,4,93,3,13,84,3,5,92,3,18,79,3,13,84,3,7,90,3,3,94,3,7,90,3,8,89,3,17,81,2,26,73,1,12,12,76,4,93,3,0,1,99,0,3,1,96,49,47,4,66,28,6,11,83,6,43,51,6,20,74,6,15,79,6,45,48,7,30,10,2,2,56,17,83,0,38,30,10,5,5,3,9,43,23,16,8,10,3,5,12,23,45,12,3,5,16,23,41,12,27,28,15,18,12,17,25,21,25,12,86,0,1,1,12,23,49,11,1,3,0,1,12,66,12,9,13,20.9201388888889,27.6350592669804,25.8979206049149,44.0959728536545,3.58560090702948,4.07601178530899,0.02,0.0274394957835608,0.0109633192097774,0.000110478634939457,0.01,0.0195013954179879,0.00345898044912225,6.22906286736762e-05,0.020099765258216,0.00333172941936579
AF,AFG,Afghanistan,Kabul,2020-05-06,2020-05-05,100,2,88177.2791098643,1,11804.3519148426,129,93,0,0,4136988.50493014,86,4,90,6,4,88,8,6,89,5,14,80,6,9,86,5,16,79,5,6,86,8,6,89,5,2,92,6,4,88,8,6,87,7,16,79,5,30,69,1,14,13,73,7,89,4,0,1,99,0,5,1,94,46,48,6,67,26,7,9,82,9,36,56,8,19,73,8,15,77,8,43,49,8,27,12,2,1,58,14,86,0,41,24,9,7,2,6,11,43,25,13,8,11,3,7,15,22,39,14,2,7,16,23,38,14,25,28,15,18,14,19,23,19,25,14,85,0,1,0,14,16,49,17,2,1,0,1,14,71,9,5,15,24.7229916897507,34.1943252681438,22.2222222222222,31.9615056308369,4.28125,3.62816317686714,0.02,0.0274394957835608,0.021314364060906,0.000139175801427703,0.01,0.0195013954179879,0.00285336831387737,5.14001473866269e-05,0.0195365742844162,0.00333823839416411
AF,AFG,Afghanistan,Kabul,2020-05-07,2020-05-06,100,3,101367.168910089,1,5947.82623886488,107,93,1,0,4407062.9704824,86,4,87,9,10,83,7,6,86,8,13,78,9,8,85,7,13,80,7,13,79,8,6,87,7,4,88,8,4,88,8,10,81,9,18,75,7,27,73,0,9,16,75,5,94,1,1,0,99,0,3,1,96,39,53,8,55,39,6,8,83,9,29,63,8,20,74,6,9,83,8,35,59,6,18,7,5,5,65,14,86,0,49,14,11,4,3,10,9,48,16,15,11,10,4,4,15,28,37,12,3,8,13,24,40,12,28,23,18,19,12,12,17,23,36,12,87,1,0,0,12,14,47,22,3,0,0,0,14,68,11,9,12,12.6197417742607,14.5127337688625,26.75,22.3768559947667,4.4913741820345,4.05091515424289,0.03,0.0334344809563718,0.0230010711417163,0.000139956971864348,0.01,0.0195013954179879,0.0013496122652892,3.42755718103553e-05,0.0162047554142057,0.00304544697339279
AF,AFG,Afghanistan,Kabul,2020-05-08,2020-05-07,100,3,112457.157072376,1,34776.8441465657,102,96,1,0,4094312.41777289,90,6,85,9,14,82,4,2,91,7,12,81,7,6,90,4,10,82,8,10,82,8,4,89,7,2,90,8,1,90,9,11,80,9,16,80,4,23,77,0,11,12,77,9,91,0,1,1,98,1,7,1,91,42,55,3,58,38,4,8,86,6,34,61,5,14,82,4,17,78,5,40,56,4,24,8,3,5,60,10,90,0,44,23,7,3,4,12,7,46,14,19,13,8,3,6,10,25,47,9,3,7,13,27,41,9,29,27,17,17,10,14,19,20,38,9,90,0,0,0,10,20,41,21,6,1,1,0,10,67,15,8,10,15.8834027364664,21.3126771100609,27.9778393351801,35.6124203064456,3.7448347107438,3.76754898756663,0.03,0.0334344809563718,0.0274666770870278,0.000158311661930349,0.01,0.0195013954179879,0.00849394003144553,8.88914280884805e-05,0.0149647887323944,0.00288233511507499
AF,AFG,Afghanistan,Kabul,2020-05-09,2020-05-08,100,3,94396.6632066078,2,51296.6995057824,49,94,0,0,4251406.64540997,91,5,86,9,16,77,7,3,88,9,10,79,11,7,85,8,12,78,10,20,70,10,4,88,8,3,87,10,3,88,9,5,86,9,13,81,6,18,82,0,5,12,83,5,92,3,0,1,99,1,3,1,95,48,47,5,64,31,5,7,86,7,37,58,5,19,76,5,17,80,3,48,48,4,34,10,2,2,52,6,94,0,37,20,10,7,7,14,5,44,21,21,8,6,1,7,11,22,53,6,1,5,13,28,47,6,19,29,20,25,7,16,20,22,36,6,90,2,0,1,7,23,42,20,4,1,1,0,9,68,13,12,7,17.5803402646503,26.1826990524183,34.0277777777778,28.5283691282528,3.59360549610252,3.57000069226592,0.03,0.0334344809563718,0.0222036307226746,0.000140061242772732,0.02,0.0274394957835608,0.0120658181595413,0.000103782507957629,0.0073419238837279,0.00204814061059312
AF,AFG,Afghanistan,Balkh,2020-05-10,2020-05-03,100,6,119091.605201447,3,81760.2638884352,281,89,3,0,3727793.77003967,83,7,79,14,13,74,13,9,79,12,17,73,10,14,74,12,22,69,9,14,75,11,8,79,13,4,82,14,7,82,11,10,77,13,19,72,9,28,70,2,8,17,75,8,87,5,3,1,96,0,5,2,93,46,42,12,58,30,12,15,71,14,38,48,14,30,57,13,31,57,12,41,49,10,24,2,9,6,59,10,90,0,34,19,7,5,8,15,12,39,18,13,17,13,3,6,7,21,46,17,6,2,11,17,47,17,29,28,4,21,18,21,19,15,28,17,72,4,1,4,19,19,44,14,1,2,0,3,17,60,7,13,20,14.1240380262562,21.0600709225902,77.8393351800554,140.093832023074,4.5625,6.22653824215452,0.06,0.046546565661405,0.0319469403480922,0.000178519790418284,0.03,0.0334344809563718,0.0219326145522168,0.000148679723129082,0.0444690615603735,0.00508247524798432
AF,AFG,Afghanistan,Kabul,2020-05-10,2020-05-09,100,3,111848.277154542,1,25648.3497528912,56,95,0,0,4089367.51510155,91,6,81,13,9,79,12,4,82,14,12,74,14,10,77,13,12,75,13,25,65,10,4,83,13,7,80,13,4,82,14,8,80,12,17,72,11,20,79,1,10,9,81,4,93,3,0,1,99,1,1,2,96,47,47,6,67,28,5,7,85,8,42,52,6,23,71,6,14,82,4,47,50,3,28,7,7,5,53,10,90,0,44,16,6,8,11,9,6,41,21,20,11,7,3,8,15,27,40,7,3,3,13,32,42,7,27,26,14,26,7,19,25,21,28,7,91,1,0,1,7,30,45,13,1,1,0,0,10,71,9,12,8,16.6666666666667,22.7488211837059,21.484375,17.0734854745597,3.38718820861678,3.02241243073326,0.03,0.0334344809563718,0.0273509966373772,0.000158082818613323,0.01,0.0195013954179879,0.00627196006672789,7.65165595040595e-05,0.00830244625648629,0.00216545803326032
AF,AFG,Afghanistan,Balkh,2020-05-11,2020-05-04,100,6,119091.605201447,3,81760.2638884352,281,89,2,0,3705730.99663719,80,7,77,16,14,71,15,9,77,14,18,70,12,14,72,14,22,67,11,18,70,12,7,78,15,4,80,16,7,80,13,11,74,15,20,69,11,27,71,2,7,17,76,8,87,5,2,1,97,0,4,2,94,46,40,14,63,22,15,15,68,17,42,41,17,30,54,16,32,53,15,43,45,12,25,4,8,6,57,12,88,0,34,19,6,5,10,12,14,37,16,15,17,15,3,6,10,21,41,19,6,2,12,17,44,19,28,27,4,21,20,19,24,11,27,19,71,3,0,4,22,19,43,13,1,2,0,2,20,58,6,13,23,12.4947938359017,18.5910071587978,86.7283950617284,150.828490141058,4.9638395792242,6.59040558693543,0.06,0.046546565661405,0.0321371425258656,0.000179564998917782,0.03,0.0334344809563718,0.0220631945391151,0.000149554931700468,0.0444690615603735,0.00508247524798432
