ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
AG,ATG,Antigua,Barbuda,2020-10-04,2020-05-02,100,4,28054.1402070697,3,23753.4794022524,275,91,8,4,2468413.14559538,66,6,84,10,11,78,11,12,75,13,23,67,10,18,72,10,16,76,8,11,78,11,17,75,8,7,81,12,6,83,11,14,75,11,20,67,13,26,73,1,13,9,78,18,77,5,8,5,87,5,3,1,91,34,52,14,51,33,16,24,58,18,25,58,17,16,66,18,19,65,16,33,56,11,16,6,3,6,69,17,83,0,38,8,4,7,4,14,25,41,16,6,14,23,10,4,9,13,36,28,14,4,14,15,25,28,27,18,7,19,29,22,15,12,20,31,31,28,4,4,33,25,22,9,6,1,1,1,35,28,13,25,34,20.4434829637642,38.6106485739339,84.8765432098766,145.419104274512,7.69916765755054,22.7342614629677,0.04,0.0384072934108425,0.0113652531210706,0.00013223507233371,0.03,0.0334344809563718,0.00962297557223676,0.000121785094017374,0.0425630707320848,0.00492231932496402
AG,ATG,Antigua,Barbuda,2020-10-05,2020-05-02,100,4,28054.1402070697,3,23753.4794022524,275,91,8,4,2468413.14559538,66,6,84,10,11,78,11,12,75,13,23,67,10,18,72,10,16,76,8,11,78,11,17,75,8,7,81,12,6,83,11,14,75,11,20,67,13,26,73,1,13,9,78,18,77,5,8,5,87,5,3,1,91,34,52,14,51,33,16,24,58,18,25,58,17,16,66,18,19,65,16,33,56,11,16,6,3,6,69,17,83,0,38,8,4,7,4,14,25,41,16,6,14,23,10,4,9,13,36,28,14,4,14,15,25,28,27,18,7,19,29,22,15,12,20,31,31,28,4,4,33,25,22,9,6,1,1,1,35,28,13,25,34,20.4434829637642,38.6106485739339,84.8765432098766,145.419104274512,7.69916765755054,22.7342614629677,0.04,0.0384072934108425,0.0113652531210706,0.00013223507233371,0.03,0.0334344809563718,0.00962297557223676,0.000121785094017374,0.0425630707320848,0.00492231932496402
AG,ATG,Antigua,Barbuda,2020-10-06,2020-05-02,100,4,28054.1402070697,3,23753.4794022524,275,91,8,4,2468413.14559538,66,6,84,10,11,78,11,12,75,13,23,67,10,18,72,10,16,76,8,11,78,11,17,75,8,7,81,12,6,83,11,14,75,11,20,67,13,26,73,1,13,9,78,18,77,5,8,5,87,5,3,1,91,34,52,14,51,33,16,24,58,18,25,58,17,16,66,18,19,65,16,33,56,11,16,6,3,6,69,17,83,0,38,8,4,7,4,14,25,41,16,6,14,23,10,4,9,13,36,28,14,4,14,15,25,28,27,18,7,19,29,22,15,12,20,31,31,28,4,4,33,25,22,9,6,1,1,1,35,28,13,25,34,20.4434829637642,38.6106485739339,84.8765432098766,145.419104274512,7.69916765755054,22.7342614629677,0.04,0.0384072934108425,0.0113652531210706,0.00013223507233371,0.03,0.0334344809563718,0.00962297557223676,0.000121785094017374,0.0425630707320848,0.00492231932496402
AG,ATG,Antigua,Barbuda,2020-10-07,2020-05-02,100,4,28054.1402070697,3,23753.4794022524,275,91,8,4,2468413.14559538,66,6,84,10,11,78,11,12,75,13,23,67,10,18,72,10,16,76,8,11,78,11,17,75,8,7,81,12,6,83,11,14,75,11,20,67,13,26,73,1,13,9,78,18,77,5,8,5,87,5,3,1,91,34,52,14,51,33,16,24,58,18,25,58,17,16,66,18,19,65,16,33,56,11,16,6,3,6,69,17,83,0,38,8,4,7,4,14,25,41,16,6,14,23,10,4,9,13,36,28,14,4,14,15,25,28,27,18,7,19,29,22,15,12,20,31,31,28,4,4,33,25,22,9,6,1,1,1,35,28,13,25,34,20.4434829637642,38.6106485739339,84.8765432098766,145.419104274512,7.69916765755054,22.7342614629677,0.04,0.0384072934108425,0.0113652531210706,0.00013223507233371,0.03,0.0334344809563718,0.00962297557223676,0.000121785094017374,0.0425630707320848,0.00492231932496402
AG,ATG,Antigua,Barbuda,2020-10-08,2020-05-02,100,4,28054.1402070697,3,23753.4794022524,275,91,8,4,2468413.14559538,66,6,84,10,11,78,11,12,75,13,23,67,10,18,72,10,16,76,8,11,78,11,17,75,8,7,81,12,6,83,11,14,75,11,20,67,13,26,73,1,13,9,78,18,77,5,8,5,87,5,3,1,91,34,52,14,51,33,16,24,58,18,25,58,17,16,66,18,19,65,16,33,56,11,16,6,3,6,69,17,83,0,38,8,4,7,4,14,25,41,16,6,14,23,10,4,9,13,36,28,14,4,14,15,25,28,27,18,7,19,29,22,15,12,20,31,31,28,4,4,33,25,22,9,6,1,1,1,35,28,13,25,34,20.4434829637642,38.6106485739339,84.8765432098766,145.419104274512,7.69916765755054,22.7342614629677,0.04,0.0384072934108425,0.0113652531210706,0.00013223507233371,0.03,0.0334344809563718,0.00962297557223676,0.000121785094017374,0.0425630707320848,0.00492231932496402
AG,ATG,Antigua,Barbuda,2020-10-09,2020-05-02,100,4,28054.1402070697,3,23753.4794022524,275,91,8,4,2468413.14559538,66,6,84,10,11,78,11,12,75,13,23,67,10,18,72,10,16,76,8,11,78,11,17,75,8,7,81,12,6,83,11,14,75,11,20,67,13,26,73,1,13,9,78,18,77,5,8,5,87,5,3,1,91,34,52,14,51,33,16,24,58,18,25,58,17,16,66,18,19,65,16,33,56,11,16,6,3,6,69,17,83,0,38,8,4,7,4,14,25,41,16,6,14,23,10,4,9,13,36,28,14,4,14,15,25,28,27,18,7,19,29,22,15,12,20,31,31,28,4,4,33,25,22,9,6,1,1,1,35,28,13,25,34,20.4434829637642,38.6106485739339,84.8765432098766,145.419104274512,7.69916765755054,22.7342614629677,0.04,0.0384072934108425,0.0113652531210706,0.00013223507233371,0.03,0.0334344809563718,0.00962297557223676,0.000121785094017374,0.0425630707320848,0.00492231932496402
AG,ATG,Antigua,Barbuda,2020-10-10,2020-05-02,100,4,28054.1402070697,3,23753.4794022524,275,91,8,4,2468413.14559538,66,6,84,10,11,78,11,12,75,13,23,67,10,18,72,10,16,76,8,11,78,11,17,75,8,7,81,12,6,83,11,14,75,11,20,67,13,26,73,1,13,9,78,18,77,5,8,5,87,5,3,1,91,34,52,14,51,33,16,24,58,18,25,58,17,16,66,18,19,65,16,33,56,11,16,6,3,6,69,17,83,0,38,8,4,7,4,14,25,41,16,6,14,23,10,4,9,13,36,28,14,4,14,15,25,28,27,18,7,19,29,22,15,12,20,31,31,28,4,4,33,25,22,9,6,1,1,1,35,28,13,25,34,20.4434829637642,38.6106485739339,84.8765432098766,145.419104274512,7.69916765755054,22.7342614629677,0.04,0.0384072934108425,0.0113652531210706,0.00013223507233371,0.03,0.0334344809563718,0.00962297557223676,0.000121785094017374,0.0425630707320848,0.00492231932496402
AG,ATG,Antigua,Barbuda,2020-10-11,2020-05-02,100,4,28054.1402070697,3,23753.4794022524,275,91,8,4,2468413.14559538,66,6,84,10,11,78,11,12,75,13,23,67,10,18,72,10,16,76,8,11,78,11,17,75,8,7,81,12,6,83,11,14,75,11,20,67,13,26,73,1,13,9,78,18,77,5,8,5,87,5,3,1,91,34,52,14,51,33,16,24,58,18,25,58,17,16,66,18,19,65,16,33,56,11,16,6,3,6,69,17,83,0,38,8,4,7,4,14,25,41,16,6,14,23,10,4,9,13,36,28,14,4,14,15,25,28,27,18,7,19,29,22,15,12,20,31,31,28,4,4,33,25,22,9,6,1,1,1,35,28,13,25,34,20.4434829637642,38.6106485739339,84.8765432098766,145.419104274512,7.69916765755054,22.7342614629677,0.04,0.0384072934108425,0.0113652531210706,0.00013223507233371,0.03,0.0334344809563718,0.00962297557223676,0.000121785094017374,0.0425630707320848,0.00492231932496402
AG,ATG,Antigua,Barbuda,2020-10-12,2020-05-02,100,4,28054.1402070697,3,23753.4794022524,275,91,8,4,2468413.14559538,66,6,84,10,11,78,11,12,75,13,23,67,10,18,72,10,16,76,8,11,78,11,17,75,8,7,81,12,6,83,11,14,75,11,20,67,13,26,73,1,13,9,78,18,77,5,8,5,87,5,3,1,91,34,52,14,51,33,16,24,58,18,25,58,17,16,66,18,19,65,16,33,56,11,16,6,3,6,69,17,83,0,38,8,4,7,4,14,25,41,16,6,14,23,10,4,9,13,36,28,14,4,14,15,25,28,27,18,7,19,29,22,15,12,20,31,31,28,4,4,33,25,22,9,6,1,1,1,35,28,13,25,34,20.4434829637642,38.6106485739339,84.8765432098766,145.419104274512,7.69916765755054,22.7342614629677,0.04,0.0384072934108425,0.0113652531210706,0.00013223507233371,0.03,0.0334344809563718,0.00962297557223676,0.000121785094017374,0.0425630707320848,0.00492231932496402
AG,ATG,Antigua,Barbuda,2020-10-13,2020-05-02,100,4,28054.1402070697,3,23753.4794022524,275,91,8,4,2468413.14559538,66,6,84,10,11,78,11,12,75,13,23,67,10,18,72,10,16,76,8,11,78,11,17,75,8,7,81,12,6,83,11,14,75,11,20,67,13,26,73,1,13,9,78,18,77,5,8,5,87,5,3,1,91,34,52,14,51,33,16,24,58,18,25,58,17,16,66,18,19,65,16,33,56,11,16,6,3,6,69,17,83,0,38,8,4,7,4,14,25,41,16,6,14,23,10,4,9,13,36,28,14,4,14,15,25,28,27,18,7,19,29,22,15,12,20,31,31,28,4,4,33,25,22,9,6,1,1,1,35,28,13,25,34,20.4434829637642,38.6106485739339,84.8765432098766,145.419104274512,7.69916765755054,22.7342614629677,0.04,0.0384072934108425,0.0113652531210706,0.00013223507233371,0.03,0.0334344809563718,0.00962297557223676,0.000121785094017374,0.0425630707320848,0.00492231932496402
