ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
BW,BWA,Botswana,North-East,2020-05-04,2020-05-03,100,0,0,0,0,19,99,0,0,1157742.1040881,87,0,100,0,7,93,0,0,100,0,6,94,0,13,87,0,8,92,0,3,97,0,0,100,0,2,98,0,0,100,0,4,96,0,7,93,0,9,91,0,4,5,91,2,96,2,0,1,99,0,2,0,98,19,78,3,47,49,4,19,77,4,7,89,4,0,96,4,17,79,4,9,88,3,6,0,2,1,91,12,88,0,77,6,0,0,0,11,6,73,6,8,7,6,1,3,8,22,55,11,0,3,9,24,53,11,19,32,27,11,11,2,11,28,48,11,60,27,0,1,12,5,32,26,11,8,4,0,14,46,41,1,12,9.72222222222222,7.44004484602002,29.6875,18.8242577163464,4.02920497566252,2.11568274109516,0,0,0,0,0,0,0,0,0.00270308721012946,0.0012137900847937
BW,BWA,Botswana,North-East,2020-05-05,2020-05-04,100,0,0,0,0,11,99,0,0,1164362.77768516,83,0,100,0,4,96,0,1,99,0,13,87,0,10,90,0,13,87,0,5,95,0,1,99,0,3,97,0,1,99,0,1,99,0,13,87,0,8,92,0,4,4,92,3,95,2,0,0,100,0,3,0,97,26,70,4,49,47,4,21,75,4,8,88,4,0,96,4,23,73,4,11,83,6,7,0,2,2,89,16,84,0,78,4,0,0,0,7,11,67,8,10,4,11,0,2,7,31,44,16,0,3,13,26,42,16,11,34,29,9,17,1,14,27,42,16,51,30,1,1,17,8,32,24,7,6,5,0,18,53,28,2,17,8.22060353798127,5.99680280623987,22.4489795918367,7.63603548321213,4.00576830636116,2.34135876898077,0,0,0,0,0,0,0,0,0.00156494522691706,0.00092408261656366
BW,BWA,Botswana,North-East,2020-05-06,2020-05-05,100,0,0,0,0,14,97,0,0,1111948.95522577,91,0,100,0,8,92,0,2,98,0,21,79,0,8,92,0,15,85,0,4,96,0,2,98,0,3,97,0,0,100,0,4,96,0,15,85,0,10,89,1,1,9,90,5,95,0,0,2,98,0,5,0,95,20,79,1,50,49,1,24,75,1,8,91,1,1,98,1,27,72,1,16,81,3,10,1,1,4,84,11,89,0,85,4,1,1,0,5,4,76,7,9,4,4,0,4,12,22,54,8,1,3,21,17,50,8,8,35,34,15,8,6,13,27,46,8,52,39,1,0,8,8,34,33,5,6,4,1,9,58,32,2,8,30.3140978816655,68.4777587791914,20.3125,11.4515672664113,3.4478305785124,2.30159864247534,0,0,0,0,0,0,0,0,0.00203281544939742,0.00106375142858211
BW,BWA,Botswana,North-East,2020-05-07,2020-05-05,100,0,0,0,0,11,97,0,0,1048158.81178064,89,0,99,1,9,90,1,2,97,1,20,79,1,8,91,1,14,85,1,4,95,1,2,97,1,3,96,1,0,99,1,5,94,1,14,85,1,8,91,1,0,8,92,5,94,1,0,2,98,0,5,0,95,17,80,3,46,51,3,22,76,2,7,90,3,1,96,3,25,72,3,13,83,4,8,1,1,3,87,10,90,0,82,3,1,1,0,7,6,78,7,6,3,6,0,3,13,20,54,10,1,2,20,18,49,10,10,32,34,14,10,6,14,26,44,10,51,39,0,0,10,9,32,31,5,7,4,1,11,58,30,2,10,31.4043209876543,71.3772902826746,27.7777777777778,17.2132593164774,3.70934256055363,2.41177073411108,0,0,0,0,0,0,0,0,0.00159721213881226,0.000943120626376037
BW,BWA,Botswana,North-East,2020-05-08,2020-05-05,100,0,0,0,0,9,96,0,0,1059728.44871357,89,0,99,1,9,90,1,2,97,1,22,77,1,10,89,1,13,86,1,3,96,1,3,96,1,3,96,1,0,99,1,5,94,1,14,85,1,7,91,2,0,7,93,6,91,3,0,2,98,0,6,0,94,17,78,5,47,48,5,23,73,4,9,86,5,1,94,5,25,70,5,13,82,5,8,1,1,3,87,12,88,0,81,3,1,1,0,7,7,75,8,7,3,7,0,3,15,18,54,10,1,2,20,18,49,10,13,29,31,17,10,7,14,25,44,10,50,40,0,0,10,11,29,30,6,8,4,1,11,59,29,2,10,31.8559556786704,66.2580453561075,32,22.8035085019828,3.75086505190311,2.49893117799653,0,0,0,0,0,0,0,0,0.00132042253521127,0.000862090478344025
BW,BWA,Botswana,North-East,2020-05-09,2020-05-06,100,0,0,0,0,7,96,0,0,1061464.92889669,88,0,99,1,8,91,1,2,97,1,22,77,1,10,89,1,12,87,1,2,97,1,4,95,1,3,96,1,0,99,1,5,94,1,14,85,1,6,92,2,0,6,94,6,91,3,0,1,99,0,6,0,94,20,75,5,47,48,5,22,74,4,10,85,5,1,94,5,25,70,5,13,82,5,7,2,1,3,87,10,90,0,78,5,1,1,0,8,7,71,9,9,4,7,0,2,16,19,53,10,1,2,21,19,47,10,15,29,29,17,10,7,15,27,41,10,50,40,0,0,10,11,27,29,9,8,3,1,12,61,27,2,10,26.8005540166205,57.5375482870759,37.5,32.2748612183951,3.89739229024943,2.53618453694585,0,0,0,0,0,0,0,0,0.00102699530516432,0.000760404022294218
BW,BWA,Botswana,North-East,2020-05-10,2020-05-06,100,0,0,0,0,7,96,0,0,1041875.88907571,89,0,99,1,7,92,1,2,97,1,21,78,1,7,92,1,12,87,1,2,97,1,4,95,1,2,97,1,0,99,1,4,95,1,13,86,1,6,92,2,0,6,94,6,91,3,0,1,99,0,6,0,94,21,75,4,48,48,4,24,73,3,10,86,4,1,95,4,27,69,4,14,83,3,7,3,1,3,86,10,90,0,78,4,1,2,0,9,6,70,9,9,5,7,0,2,17,17,55,9,1,2,21,18,48,10,16,30,26,19,9,7,14,24,46,9,52,39,0,0,9,9,29,29,8,10,3,1,11,62,26,2,10,30.2857142857143,64.8581423681914,37.5,32.2748612183951,3.8477508650519,2.51794178288883,0,0,0,0,0,0,0,0,0.00102699530516432,0.000760404022294218
BW,BWA,Botswana,North-East,2020-05-11,2020-05-06,100,0,0,0,0,7,96,0,0,1137893.48155733,88,0,99,1,7,92,1,2,97,1,21,78,1,8,91,1,12,87,1,3,96,1,4,95,1,2,97,1,0,99,1,5,94,1,12,87,1,6,92,2,0,6,94,6,91,3,0,1,99,0,6,0,94,21,75,4,48,48,4,25,72,3,10,86,4,1,95,4,28,68,4,14,83,3,7,3,1,3,86,10,90,0,77,5,1,2,0,9,6,69,9,10,5,7,0,2,15,16,58,9,1,2,19,20,48,10,17,31,26,17,9,7,15,23,46,9,49,42,0,0,9,10,29,28,7,10,3,1,12,62,25,3,10,30.4489795918367,64.7942272751504,37.5,32.2748612183951,3.98242630385488,2.52365017262775,0,0,0,0,0,0,0,0,0.00102699530516432,0.000760404022294218
BW,BWA,Botswana,North-East,2020-05-12,2020-05-06,100,0,0,0,0,7,96,0,0,1160313.40309822,88,0,99,1,7,92,1,2,97,1,21,78,1,8,91,1,10,89,1,3,96,1,4,95,1,1,98,1,0,99,1,5,94,1,11,88,1,6,92,2,0,6,94,7,90,3,0,1,99,0,7,0,93,21,75,4,50,46,4,28,69,3,10,86,4,1,95,4,28,68,4,14,82,4,7,3,1,3,86,10,90,0,77,5,1,2,0,9,6,69,9,10,5,7,0,2,14,16,59,9,2,2,17,21,48,10,17,30,27,17,9,6,14,24,47,9,50,41,0,0,9,11,28,27,8,10,3,1,12,63,24,3,10,33.9761248852158,70.4739203392177,37.5,32.2748612183951,4,2.44363043612448,0,0,0,0,0,0,0,0,0.00102699530516432,0.000760404022294218
BW,BWA,Botswana,North-East,2020-05-13,2020-05-06,100,0,0,0,0,7,97,1,1,1269023.61955278,88,0,99,1,5,94,1,1,98,1,21,78,1,6,93,1,9,90,1,3,96,1,3,96,1,1,98,1,1,98,1,5,94,1,10,89,1,5,93,2,0,5,95,9,88,3,1,1,98,1,8,0,91,22,74,4,51,45,4,28,69,3,11,85,4,1,95,4,29,67,4,14,82,4,6,4,1,3,86,10,90,0,77,5,1,2,0,9,6,70,8,9,6,7,0,1,13,17,60,9,2,2,14,23,49,10,17,30,28,16,9,6,14,23,48,9,49,42,0,0,9,11,25,25,11,11,4,1,12,63,24,3,10,35.9044995408632,71.2327549576559,37.5,32.2748612183951,4.11072664359862,2.36428309424588,0,0,0,0,0,0,0,0,0.00101640772469871,0.00075256879357486
