ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
UG,UGA,Uganda,Central,2020-05-30,2020-05-09,100,2,21767.1938203823,1,2657.88137109102,67,96,4,0,1850877.35969513,85,3,93,4,10,86,4,1,94,5,13,83,4,8,87,5,10,85,5,4,91,5,3,92,5,2,93,5,3,92,5,3,92,5,24,74,2,18,82,0,6,12,82,24,74,2,4,5,91,0,12,0,88,40,56,4,53,42,5,26,68,6,43,52,5,8,87,5,15,79,6,31,62,7,13,5,5,8,69,11,89,0,36,18,8,3,11,13,11,34,21,21,14,10,7,5,9,24,41,14,3,10,10,22,41,14,20,13,23,29,15,40,15,14,18,13,66,19,0,2,13,12,52,12,6,1,1,0,16,33,42,12,13,11.2603305785124,23.5779208434676,32.1428571428572,51.7928187623846,5.92403628117914,9.09080227848927,0.02,0.0274394957835608,0.0117604733270754,0.000155311201808223,0.01,0.0195013954179879,0.0014360116066949,5.45539491412297e-05,0.00982981220657277,0.00234212912024179
UG,UGA,Uganda,Central,2020-05-31,2020-05-10,100,2,21767.1938203823,1,2657.88137109102,67,96,4,0,1816602.17702912,86,3,93,4,11,85,4,2,93,5,13,82,5,9,86,5,11,85,4,6,90,4,3,92,5,3,92,5,4,91,5,4,92,4,23,75,2,18,82,0,6,12,82,22,76,2,4,4,92,0,10,0,90,44,52,4,51,43,6,27,65,8,44,49,7,10,84,6,13,80,7,33,60,7,14,6,6,7,67,9,91,0,36,20,9,3,10,12,10,35,22,20,14,9,7,5,12,26,37,13,3,11,12,24,37,13,20,15,27,24,14,40,17,15,16,12,67,19,0,2,12,14,53,12,4,1,1,0,15,36,41,11,12,10.8223062381853,22.0341771649031,32.1428571428572,51.7928187623846,5.8961937716263,8.94407685091159,0.02,0.0274394957835608,0.0119823669131458,0.000158223807298525,0.01,0.0195013954179879,0.00146310590436357,5.55825049402864e-05,0.00982981220657277,0.00234212912024179
UG,UGA,Uganda,Central,2020-06-01,2020-05-11,100,2,21767.1938203823,1,2657.88137109102,67,96,4,0,2007132.68594135,85,3,94,3,10,85,5,2,93,5,15,80,5,9,86,5,12,84,4,6,90,4,3,92,5,3,92,5,4,91,5,4,92,4,23,74,3,18,82,0,6,12,82,20,77,3,4,4,92,0,7,0,93,41,54,5,48,45,7,26,65,9,42,50,8,8,85,7,11,81,8,34,59,7,14,8,6,6,66,9,91,0,34,19,8,3,11,14,11,34,25,19,12,10,6,6,12,24,38,14,3,10,13,23,37,14,18,15,27,26,14,39,17,16,15,13,65,20,0,2,13,16,51,11,4,1,1,0,16,32,42,13,13,10.7277882797732,22.0671017206072,32.1428571428572,51.7928187623846,6.10827664399093,9.15593988674611,0.02,0.0274394957835608,0.0108449202052496,0.000143286548865659,0.01,0.0195013954179879,0.00132421806974085,5.03097388922283e-05,0.00982981220657277,0.00234212912024179
UG,UGA,Uganda,Central,2020-06-02,2020-05-12,100,2,21767.1938203823,1,2657.88137109102,66,96,4,0,1944917.6135056,85,3,94,3,12,83,5,3,92,5,16,79,5,10,85,5,13,83,4,7,89,4,3,92,5,3,92,5,4,91,5,5,91,4,23,74,3,17,83,0,5,12,83,19,78,3,4,4,92,0,6,0,94,42,53,5,50,43,7,26,65,9,43,49,8,9,84,7,10,82,8,35,58,7,15,8,6,6,65,9,91,0,32,20,10,3,11,13,11,34,24,20,12,10,6,6,11,25,38,14,3,10,13,23,37,14,16,15,29,26,14,39,16,16,16,13,66,19,0,2,13,17,51,10,4,1,1,0,16,31,42,14,13,13.1195335276968,31.9193720808511,36.6863905325444,57.4914320135522,6.03741496598639,9.18016291610447,0.02,0.0274394957835608,0.0111918333554234,0.000147844143663318,0.01,0.0195013954179879,0.00136657787077179,5.1917972813449e-05,0.00968309859154929,0.00232475704546236
UG,UGA,Uganda,Central,2020-06-03,2020-05-13,100,2,21767.1938203823,1,2657.88137109102,66,96,4,0,1983569.76926914,84,3,94,3,11,84,5,3,92,5,15,80,5,11,84,5,13,83,4,6,90,4,3,92,5,4,91,5,4,91,5,6,90,4,23,74,3,17,83,0,5,12,83,18,79,3,4,4,92,0,4,0,96,42,53,5,51,42,7,26,64,10,43,49,8,9,84,7,11,81,8,35,58,7,15,9,6,5,65,9,91,0,34,19,10,3,11,12,11,34,26,19,11,10,7,5,11,27,35,15,2,9,14,24,36,15,14,15,30,26,15,38,15,16,17,14,65,19,0,2,14,17,49,11,4,1,1,0,17,30,42,14,14,12.4565972222222,32.2533649058391,36.6863905325444,57.4914320135522,6.15473943968646,9.33820163930886,0.02,0.0274394957835608,0.0109737475119933,0.000144979214430488,0.01,0.0195013954179879,0.00133994851719803,5.09069696679439e-05,0.00968309859154929,0.00232475704546236
UG,UGA,Uganda,Central,2020-06-04,2020-05-14,100,2,21767.1938203823,1,2657.88137109102,66,96,5,0,1915773.61143259,85,3,94,3,11,84,5,4,91,5,15,80,5,11,84,5,14,82,4,6,90,4,3,92,5,4,91,5,4,91,5,6,90,4,24,73,3,17,83,0,5,12,83,20,77,3,5,4,91,0,5,0,95,44,51,5,53,40,7,27,63,10,44,48,8,10,83,7,12,80,8,35,58,7,15,9,6,5,65,9,91,0,35,19,10,3,11,11,11,32,27,19,12,10,7,5,11,28,33,16,2,9,15,23,35,16,15,14,29,26,16,38,15,16,17,14,67,17,0,2,14,17,51,11,3,1,1,0,16,29,42,15,14,11.9950020824656,31.2979679140229,36.6863905325444,57.4914320135522,6.0515873015873,9.17536773514101,0.02,0.0274394957835608,0.0113620908496099,0.000150080323116786,0.01,0.0195013954179879,0.00138736714778292,5.27072343658492e-05,0.00968309859154929,0.00232475704546236
UG,UGA,Uganda,Central,2020-06-05,2020-05-15,100,2,21767.1938203823,1,2657.88137109102,48,95,5,0,1943720.59433786,85,3,94,3,11,84,5,4,91,5,15,80,5,12,83,5,14,82,4,6,90,4,3,92,5,4,91,5,5,90,5,7,89,4,25,72,3,16,84,0,5,11,84,19,78,3,5,4,91,0,5,0,95,45,50,5,51,42,7,26,64,10,41,51,8,10,83,7,12,80,8,34,59,7,14,9,6,5,66,7,93,0,36,18,11,3,9,12,11,32,29,17,12,10,6,5,12,28,33,16,2,9,16,23,34,16,14,14,28,28,16,37,15,15,19,14,66,18,0,2,14,19,48,12,3,1,1,0,16,29,42,15,14,12.036651395252,31.2885744095349,37.1900826446281,63.8249860986147,7.56802721088435,15.3578409350282,0.02,0.0274394957835608,0.0111987257241556,0.000147934676286535,0.01,0.0195013954179879,0.00136741946287627,5.19499240415504e-05,0.00711638250555967,0.00200602309265831
UG,UGA,Uganda,Central,2020-06-06,2020-05-15,100,2,21767.1938203823,1,2657.88137109102,48,95,5,0,1940802.21792148,84,3,93,4,11,83,6,4,90,6,15,79,6,12,82,6,15,81,4,6,89,5,3,91,6,4,90,6,5,89,6,7,88,5,25,72,3,16,84,0,5,11,84,18,79,3,5,3,92,0,5,0,95,45,50,5,52,41,7,25,65,10,42,50,8,10,83,7,12,80,8,35,58,7,15,9,6,5,65,7,93,0,34,19,11,3,9,12,12,31,28,17,13,11,5,6,12,28,32,17,2,9,16,23,33,17,14,13,28,28,17,35,15,16,19,15,65,18,0,2,15,19,47,12,3,1,1,0,17,30,40,15,15,12.1199500208247,31.2668340421705,37.1900826446281,63.8249860986147,7.64987661489331,15.6473101653467,0.02,0.0274394957835608,0.0112155652025656,0.000148155863480996,0.01,0.0195013954179879,0.00136947564597154,5.20279873685808e-05,0.00711638250555967,0.00200602309265831
UG,UGA,Uganda,Central,2020-06-07,2020-05-16,100,2,21767.1938203823,1,2657.88137109102,48,95,5,0,1948310.38850614,83,3,93,4,11,83,6,4,90,6,15,79,6,12,82,6,14,82,4,6,89,5,3,91,6,5,89,6,5,89,6,7,88,5,25,72,3,16,84,0,5,11,84,17,81,2,5,2,93,0,5,0,95,47,48,5,54,39,7,26,64,10,44,48,8,10,83,7,13,79,8,37,56,7,17,9,6,5,63,7,93,0,34,18,11,3,9,12,13,30,27,18,13,12,5,7,11,28,31,18,2,9,16,23,32,18,14,14,28,26,18,36,13,16,19,16,65,17,0,2,16,17,48,12,3,1,1,0,18,30,39,15,16,12.161599333611,31.2544851249619,37.1900826446281,63.8249860986147,7.71861986912552,15.9478300965885,0.02,0.0274394957835608,0.0111723439698293,0.000147588143293926,0.01,0.0195013954179879,0.00136419812098263,5.18276249469531e-05,0.00711638250555967,0.00200602309265831
UG,UGA,Uganda,Central,2020-06-08,2020-05-16,100,2,21767.1938203823,1,2657.88137109102,48,95,5,0,2075014.48813614,83,3,93,4,11,83,6,3,91,6,15,79,6,12,82,6,14,82,4,6,89,5,3,91,6,5,89,6,5,89,6,7,88,5,25,72,3,16,84,0,5,11,84,17,81,2,5,2,93,0,5,0,95,47,48,5,54,39,7,26,64,10,44,48,8,10,83,7,13,79,8,37,56,7,17,9,6,5,63,7,93,0,34,18,11,3,9,12,13,30,27,18,13,12,6,7,10,28,31,18,2,9,15,23,33,18,14,15,27,26,18,37,13,16,18,16,64,18,0,2,16,17,48,12,3,1,1,0,18,31,38,15,16,12.5,32.2376435543688,37.1900826446281,63.8249860986147,7.86734086853064,15.9778477725899,0.02,0.0274394957835608,0.0104901406447212,0.000138623941410655,0.01,0.0195013954179879,0.00128089774133502,4.86649669255668e-05,0.00711638250555967,0.00200602309265831
