ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-10-18,2020-05-23,100,3,75153.5675220355,2,53287.7657883738,8,94,5,0,3150028.76688681,69,6,81,13,8,78,14,6,80,14,18,68,14,14,74,12,16,71,13,8,78,14,6,82,12,6,80,14,3,83,14,9,80,11,22,66,12,13,87,0,4,9,87,13,85,2,5,5,90,0,4,1,95,38,45,17,55,28,17,22,55,23,25,56,19,25,55,20,19,61,20,25,64,11,16,4,2,3,75,17,83,0,48,14,10,3,2,3,20,45,15,9,10,21,4,4,18,18,32,24,2,9,18,19,29,23,25,27,10,15,23,6,15,16,40,23,47,26,1,26,5,13,19,19,10,4,1,29,42,18,11,29,12.3735871505057,24.4899804925972,12.2448979591837,9.85807941917649,4.052734375,2.95571687510555,0.03,0.0334344809563718,0.023858057523808,0.000168525202879745,0.02,0.0274394957835608,0.0169165965557319,0.000142410663290503,0.00119868145040456,0.000830130624322721
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-10-20,2020-05-24,100,2,53287.7657883738,2,53287.7657883738,7,93,5,0,3253078.54535161,71,5,82,13,8,78,14,5,81,14,18,68,14,14,74,12,16,71,13,8,78,14,6,82,12,6,80,14,3,83,14,9,80,11,22,66,12,13,87,0,4,9,87,13,85,2,5,5,90,0,4,1,95,37,46,17,54,29,17,22,55,23,25,56,19,23,57,20,20,60,20,25,64,11,16,4,2,3,75,17,83,0,50,14,9,3,2,3,19,45,16,9,10,20,3,4,19,19,32,23,2,9,18,20,29,22,27,26,10,15,22,5,15,17,41,22,47,27,1,25,5,15,19,19,10,4,1,27,43,18,11,28,12.2546103509816,24.5269813726077,16.6666666666667,10.5409255338946,3.87970615243343,2.83930460212252,0.02,0.0274394957835608,0.0163807190774775,0.000137937012024128,0.02,0.0274394957835608,0.0163807190774775,0.000137937012024128,0.00106012418597607,0.000784920168850148
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-10-21,2020-05-26,100,2,53287.7657883738,2,53287.7657883738,7,93,6,0,3301249.26471076,70,5,82,13,8,78,14,5,81,14,18,68,14,14,74,12,16,71,13,8,78,14,6,82,12,6,80,14,3,83,14,9,80,11,22,66,12,13,87,0,4,9,87,14,84,2,6,5,89,0,4,2,94,37,46,17,54,29,17,22,55,23,25,56,19,23,57,20,20,60,20,25,64,11,16,4,2,3,75,17,83,0,51,14,9,3,2,2,19,45,16,9,10,20,3,4,19,19,32,23,2,9,17,20,29,23,27,25,10,15,23,5,15,17,40,23,47,26,1,26,5,15,19,19,10,3,1,28,43,17,11,29,12.2546103509816,24.5269813726077,16.6666666666667,10.5409255338946,3.95266272189349,2.90339057517994,0.02,0.0274394957835608,0.016141697132053,0.000135940795487426,0.02,0.0274394957835608,0.016141697132053,0.000135940795487426,0.00106012418597607,0.000784920168850148
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-10-22,2020-05-26,100,2,53287.7657883738,2,53287.7657883738,7,93,6,0,3332535.70754801,69,5,82,13,8,78,14,5,81,14,18,68,14,14,74,12,16,71,13,8,78,14,6,82,12,6,80,14,3,83,14,9,80,11,22,66,12,13,87,0,4,9,87,14,84,2,6,5,89,0,4,2,94,38,45,17,54,29,17,23,54,23,25,56,19,24,56,20,21,59,20,25,63,12,16,4,2,3,75,17,83,0,51,14,8,3,2,2,20,44,16,9,10,21,3,4,19,19,32,23,2,9,17,20,29,23,26,25,10,15,24,5,15,17,39,24,46,26,1,27,5,14,19,19,10,3,1,29,42,17,11,30,12.2546103509816,24.5269813726077,16.6666666666667,10.5409255338946,4.052734375,2.95571687510555,0.02,0.0274394957835608,0.0159901559847296,0.000134674929538855,0.02,0.0274394957835608,0.0159901559847296,0.000134674929538855,0.00106012418597607,0.000784920168850148
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-10-26,2020-05-27,100,3,135413.34684109,3,135413.34684109,7,93,6,0,3397940.47021675,70,6,81,13,9,77,14,6,80,14,19,67,14,14,74,12,17,70,13,9,77,14,7,81,12,6,80,14,3,83,14,9,80,11,23,65,12,13,87,0,4,9,87,15,83,2,6,5,89,0,4,2,94,39,44,17,55,28,17,23,54,23,24,57,19,24,56,20,21,59,20,25,63,12,16,4,2,3,75,17,83,0,51,14,8,3,2,2,20,44,16,9,10,21,3,4,20,19,32,22,3,9,17,20,29,22,27,25,10,15,23,5,15,17,40,23,47,26,1,26,5,14,20,19,10,3,1,28,42,18,11,29,12.3735871505057,24.5021229391539,16.6666666666667,10.5409255338946,3.95266272189349,2.90339057517994,0.03,0.0334344809563718,0.0398515948198624,0.000207985109656677,0.03,0.0334344809563718,0.0398515948198624,0.000207985109656677,0.00106012418597607,0.000784920168850148
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-10-28,2020-05-27,100,3,135413.34684109,3,135413.34684109,7,93,6,0,3397940.47021675,70,6,81,13,9,77,14,6,80,14,19,67,14,14,74,12,17,70,13,9,77,14,7,81,12,6,80,14,3,83,14,9,80,11,23,65,12,13,87,0,4,9,87,15,83,2,6,5,89,0,4,2,94,39,44,17,55,28,17,23,54,23,24,57,19,24,56,20,21,59,20,25,63,12,16,4,2,3,75,17,83,0,51,14,8,3,2,2,20,44,16,9,10,21,3,4,20,19,32,22,3,9,17,20,29,22,27,25,10,15,23,5,15,17,40,23,47,26,1,26,5,14,20,19,10,3,1,28,42,18,11,29,12.3735871505057,24.5021229391539,16.6666666666667,10.5409255338946,3.95266272189349,2.90339057517994,0.03,0.0334344809563718,0.0398515948198624,0.000207985109656677,0.03,0.0334344809563718,0.0398515948198624,0.000207985109656677,0.00106012418597607,0.000784920168850148
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-10-30,2020-05-27,100,3,135413.34684109,3,135413.34684109,7,93,6,0,3397940.47021675,70,6,81,13,9,77,14,6,80,14,19,67,14,14,74,12,17,70,13,9,77,14,7,81,12,6,80,14,3,83,14,9,80,11,23,65,12,13,87,0,4,9,87,15,83,2,6,5,89,0,4,2,94,39,44,17,55,28,17,23,54,23,24,57,19,24,56,20,21,59,20,25,63,12,16,4,2,3,75,17,83,0,51,14,8,3,2,2,20,44,16,9,10,21,3,4,20,19,32,22,3,9,17,20,29,22,27,25,10,15,23,5,15,17,40,23,47,26,1,26,5,14,20,19,10,3,1,28,42,18,11,29,12.3735871505057,24.5021229391539,16.6666666666667,10.5409255338946,3.95266272189349,2.90339057517994,0.03,0.0334344809563718,0.0398515948198624,0.000207985109656677,0.03,0.0334344809563718,0.0398515948198624,0.000207985109656677,0.00106012418597607,0.000784920168850148
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-11-04,2020-05-28,100,3,135413.34684109,3,135413.34684109,8,93,6,0,3403079.79936127,70,6,81,13,9,77,14,6,80,14,18,68,14,14,74,12,16,71,13,9,77,14,7,81,12,6,80,14,3,83,14,8,81,11,22,66,12,14,86,0,4,10,86,15,83,2,6,5,89,0,4,2,94,39,44,17,54,29,17,23,54,23,24,57,19,23,57,20,21,59,20,25,63,12,16,4,2,3,75,16,84,0,51,14,8,3,2,2,20,44,16,9,10,21,3,4,20,19,32,22,3,9,17,20,29,22,27,26,9,15,23,5,15,17,40,23,48,25,1,26,5,13,20,19,11,3,1,28,42,18,11,29,12.875,25.404105765478,14.2857142857143,8.24786098842323,4.052734375,2.95571687510555,0.03,0.0334344809563718,0.0397914109644171,0.000207677519161488,0.03,0.0334344809563718,0.0397914109644171,0.000207677519161488,0.00121157049825837,0.00083905134623986
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-11-06,2020-05-30,100,3,135413.34684109,3,135413.34684109,8,93,6,0,3382766.22307973,70,6,81,13,9,77,14,6,80,14,17,69,14,14,74,12,16,71,13,8,78,14,7,81,12,6,80,14,3,83,14,9,80,11,22,66,12,14,86,0,4,10,86,15,83,2,6,5,89,0,4,2,94,39,44,17,54,29,17,24,53,23,24,57,19,24,56,20,22,58,20,25,63,12,17,3,2,3,75,15,85,0,52,13,8,3,2,2,20,43,16,9,11,21,3,4,20,20,31,22,3,9,17,21,28,22,28,25,9,15,23,6,15,17,39,23,48,25,1,26,5,13,21,18,11,3,1,28,42,18,11,29,13.5625,25.626055325361,14.2857142857143,8.24786098842323,4.0771484375,2.9674729330811,0.03,0.0334344809563718,0.0400303591531689,0.000208898629566728,0.03,0.0334344809563718,0.0400303591531689,0.000208898629566728,0.00121157049825837,0.00083905134623986
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-11-09,2020-05-30,100,3,135413.34684109,3,135413.34684109,8,93,6,0,3382766.22307973,70,6,81,13,9,77,14,6,80,14,17,69,14,14,74,12,16,71,13,8,78,14,7,81,12,6,80,14,3,83,14,9,80,11,22,66,12,14,86,0,4,10,86,15,83,2,6,5,89,0,4,2,94,39,44,17,54,29,17,24,53,23,24,57,19,24,56,20,22,58,20,25,63,12,17,3,2,3,75,15,85,0,52,13,8,3,2,2,20,43,16,9,11,21,3,4,20,20,31,22,3,9,17,21,28,22,28,25,9,15,23,6,15,17,39,23,48,25,1,26,5,13,21,18,11,3,1,28,42,18,11,29,13.5625,25.626055325361,14.2857142857143,8.24786098842323,4.0771484375,2.9674729330811,0.03,0.0334344809563718,0.0400303591531689,0.000208898629566728,0.03,0.0334344809563718,0.0400303591531689,0.000208898629566728,0.00121157049825837,0.00083905134623986
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-11-10,2020-05-30,100,3,135413.34684109,3,135413.34684109,8,93,6,0,3382766.22307973,70,6,81,13,9,77,14,6,80,14,17,69,14,14,74,12,16,71,13,8,78,14,7,81,12,6,80,14,3,83,14,9,80,11,22,66,12,14,86,0,4,10,86,15,83,2,6,5,89,0,4,2,94,39,44,17,54,29,17,24,53,23,24,57,19,24,56,20,22,58,20,25,63,12,17,3,2,3,75,15,85,0,52,13,8,3,2,2,20,43,16,9,11,21,3,4,20,20,31,22,3,9,17,21,28,22,28,25,9,15,23,6,15,17,39,23,48,25,1,26,5,13,21,18,11,3,1,28,42,18,11,29,13.5625,25.626055325361,14.2857142857143,8.24786098842323,4.0771484375,2.9674729330811,0.03,0.0334344809563718,0.0400303591531689,0.000208898629566728,0.03,0.0334344809563718,0.0400303591531689,0.000208898629566728,0.00121157049825837,0.00083905134623986
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-11-16,2020-05-30,100,3,135413.34684109,3,135413.34684109,8,93,6,0,3382766.22307973,70,6,81,13,9,77,14,6,80,14,17,69,14,14,74,12,16,71,13,8,78,14,7,81,12,6,80,14,3,83,14,9,80,11,22,66,12,14,86,0,4,10,86,15,83,2,6,5,89,0,4,2,94,39,44,17,54,29,17,24,53,23,24,57,19,24,56,20,22,58,20,25,63,12,17,3,2,3,75,15,85,0,52,13,8,3,2,2,20,43,16,9,11,21,3,4,20,20,31,22,3,9,17,21,28,22,28,25,9,15,23,6,15,17,39,23,48,25,1,26,5,13,21,18,11,3,1,28,42,18,11,29,13.5625,25.626055325361,14.2857142857143,8.24786098842323,4.0771484375,2.9674729330811,0.03,0.0334344809563718,0.0400303591531689,0.000208898629566728,0.03,0.0334344809563718,0.0400303591531689,0.000208898629566728,0.00121157049825837,0.00083905134623986
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-11-17,2020-05-30,100,3,135413.34684109,3,135413.34684109,8,93,6,0,3382766.22307973,70,6,81,13,9,77,14,6,80,14,17,69,14,14,74,12,16,71,13,8,78,14,7,81,12,6,80,14,3,83,14,9,80,11,22,66,12,14,86,0,4,10,86,15,83,2,6,5,89,0,4,2,94,39,44,17,54,29,17,24,53,23,24,57,19,24,56,20,22,58,20,25,63,12,17,3,2,3,75,15,85,0,52,13,8,3,2,2,20,43,16,9,11,21,3,4,20,20,31,22,3,9,17,21,28,22,28,25,9,15,23,6,15,17,39,23,48,25,1,26,5,13,21,18,11,3,1,28,42,18,11,29,13.5625,25.626055325361,14.2857142857143,8.24786098842323,4.0771484375,2.9674729330811,0.03,0.0334344809563718,0.0400303591531689,0.000208898629566728,0.03,0.0334344809563718,0.0400303591531689,0.000208898629566728,0.00121157049825837,0.00083905134623986
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-11-19,2020-05-30,100,3,128376.710519824,3,128376.710519824,10,93,7,1,3375729.58675847,70,6,81,13,9,77,14,6,80,14,17,69,14,14,74,12,16,71,13,7,79,14,7,81,12,6,80,14,2,84,14,8,81,11,22,66,12,15,85,0,5,10,85,16,82,2,7,5,88,1,4,2,93,39,44,17,54,29,17,24,53,23,24,57,19,24,56,20,22,58,20,25,63,12,17,3,2,3,75,15,85,0,52,13,8,3,1,3,20,42,16,9,12,21,4,4,20,19,31,22,4,9,17,20,28,22,28,25,9,15,23,6,14,17,40,23,49,24,1,26,4,14,21,18,11,3,1,28,42,18,11,29,13.5625,25.626055325361,14.0625,8.0108743057707,4.1259765625,2.95110393042538,0.03,0.0334344809563718,0.038029322912413,0.000204034909418337,0.03,0.0334344809563718,0.038029322912413,0.000204034909418337,0.00151446312282296,0.000937945670323621
TC,TCA,Turks and Caicos Islands,Grand Turk,2020-11-20,2020-05-31,100,3,128376.710519824,3,128376.710519824,10,92,7,1,3430735.08275375,70,6,81,13,9,77,14,6,80,14,17,69,14,14,74,12,16,71,13,7,79,14,7,81,12,6,80,14,2,84,14,8,81,11,22,66,12,16,84,0,6,10,84,16,82,2,7,5,88,1,4,2,93,39,44,17,54,29,17,23,54,23,23,58,19,23,57,20,22,58,20,24,64,12,17,2,2,3,76,15,85,0,53,13,7,3,1,3,20,43,16,9,11,21,4,4,20,19,31,22,4,9,17,21,27,22,29,24,9,15,23,6,14,18,39,23,48,25,1,26,4,13,21,19,11,3,1,28,43,17,11,29,13.5625,25.626055325361,14.0625,8.0108743057707,4.0771484375,2.9674729330811,0.03,0.0334344809563718,0.0374195930094317,0.000200827202098964,0.03,0.0334344809563718,0.0374195930094317,0.000200827202098964,0.00153092467850582,0.000948132916152933
