"Timestamp","Country","ISO.3166.1.a2","Region","ISO.3166.2","Language","Reach","Cases","Visibility","Recovered","Fatalities","RecentCases","RecentCases14","PositiveTest14Days","PositiveTest07Days","LongCovid","StillSick","Tested","Positive","Hospital","Severe","ICU","Vaccinated","RecentVaccinated","VaccineSideEffects","RefuseVaccine","ContactsDoctors","Surveyfirst","Surveyknown","Surveyforward","Dataset","Cookie","Campaign"
"2020-03-22","France","FR","29 Finistère","FR29",,60,1,,,,,,,,,,,,,,,,,,,,,,,"FR-raw-csv",,
"2020-03-22","France","FR","91 Essonne","FR91",,2,0,,,,,,,,,,,,,,,,,,,,,,,"FR-raw-csv",,
"2020-03-22","France","FR","91 Essonne","FR91",,100,4,,,,,,,,,,,,,,,,,,,,,,,"FR-raw-csv",,
"2020-03-22","France","FR","59 Nord","FR59",,150,1,,,,,,,,,,,,,,,,,,,,,,,"FR-raw-csv",,
"2020-03-22","France","FR","91 Essonne","FR91",,30,0,,,,,,,,,,,,,,,,,,,,,,,"FR-raw-csv",,
"2020-03-22","France","FR","","",,20,3,,,,,,,,,,,,,,,,,,,,,,,"FR-raw-csv",,
"2020-03-22","France","FR","","",,100,0,,,,,,,,,,,,,,,,,,,,,,,"FR-raw-csv",,
"2020-03-22","France","FR","35 Ille-et-Vilaine","FR35",,100,0,,,,,,,,,,,,,,,,,,,,,,,"FR-raw-csv",,
"2020-03-22","France","FR","35 Ille-et-Vilaine","FR35",,20,2,,,,,,,,,,,,,,,,,,,,,,,"FR-raw-csv",,
"2020-03-22","France","FR","35 Ille-et-Vilaine","FR35",,100,0,,,,,,,,,,,,,,,,,,,,,,,"FR-raw-csv",,
"2020-03-22","France","FR","35 Ille-et-Vilaine","FR35",,30,0,,,,,,,,,,,,,,,,,,,,,,,"FR-raw-csv",,
"2020-03-22","France","FR","29 Finistère","FR29",,200,0,,,,,,,,,,,,,,,,,,,,,,,"FR-raw-csv",,
"2020-03-22","France","FR","91 Essonne","FR91",,4,0,,,,,,,,,,,,,,,,,,,,,,,"FR-raw-csv",,
"2020-03-22","France","FR","35 Ille-et-Vilaine","FR35",,300,2,,,,,,,,,,,,,,,,,,,,,,,"FR-raw-csv",,
"2020-03-22","France","FR","35 Ille-et-Vilaine","FR35",,300,0,,,,,,,,,,,,,,,,,,,,,,,"FR-raw-csv",,
"2020-03-22","France","FR","68 Haut-Rhin","FR68",,100,3,,,,,,,,,,,,,,,,,,,,,,,"FR-raw-csv",,
"2020-03-22","France","FR","01 Ain","FR01",,50,0,,,,,,,,,,,,,,,,,,,,,,,"FR-raw-csv",,
