ISO2,ISO_3,country_agg,region_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,pos_RF,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,stringent_cli,stringent_cli_vaccinated,stringent_cli_unvaccinated,stringent_cli_vac1dose,stringent_cli_vac2doses,classic_cli,classic_cli_vaccinated,classic_cli_unvaccinated,classic_cli_vac1dose,classic_cli_vac2doses,broad_cli,broad_cli_vaccinated,broad_cli_unvaccinated,broad_cli_vac1dose,broad_cli_vac2doses,test_recent,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,days_aggregated,p_rf,p_rf_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
ZA,ZAF,South Africa,Free State,2021-05-23,2021-05-20,30,6252418.8872876,107,767.5,141,388,124,12,141,99,19,105,10,125,10,0,20,999233.193444116,0,19,0,0,13,657397.75405755,141,137,1901.97152043777,9,0,9,0,0,35,0,33,0,0,27,0,26,0,0,24,6,0,6,0,0,6,0,12,0,0,12,1,5,2,4,4,3,1,1,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,6,11,7,9,8,9,7,5,3,7,9,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0851063829787234,0.0460579814157311,0.141843971631206,0.0575873514571022,0.159815458857971,0.000287224045027555,0.0921985815602837,0.0477524966748618,0.105142948018753,0.000240431278141783,0.0741336021517013,0.0117741021414146
ZA,ZAF,South Africa,Free State,2021-05-24,2021-05-22,53,4994831.46371717,85,679.5,125,328,36,7,118,85,17,90,10,104,10,0,12,538531.452764513,0,12,0,0,8,335523.101893665,125,116,1610.42844066264,6,0,6,0,0,19,1,18,1,0,16,1,15,1,0,16,3,0,3,0,0,3,0,7,0,0,7,1,3,1,3,2,2,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,6,6,6,4,1,2,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0593220338983051,0.0426221731910667,0.101694915254237,0.0545341609686772,0.107817742535748,0.000271994160390543,0.0677966101694915,0.0453593075594475,0.0671740586906544,0.000219527420235177,0.0776190961633581,0.0130682314425591
ZA,ZAF,South Africa,Free State,2021-05-25,2021-05-23,32,4455612.80311965,81,589,143,281,69,6,115,80,17,81,11,99,10,1,9,381427.871205117,0,9,0,0,6,229918.701307726,143,112,1554.89642546737,7,0,7,0,0,17,1,16,1,0,16,1,15,1,0,11,1,0,1,0,0,1,0,6,0,0,6,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,5,6,6,3,1,2,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0521739130434783,0.0406434162092685,0.0782608695652174,0.0490880203349805,0.0856061529713838,0.000259784662677615,0.0521739130434783,0.0406434162092685,0.0516020380286961,0.000205410718963529,0.0919675405112703,0.0143636671076231
ZA,ZAF,South Africa,Free State,2021-05-26,2021-05-24,36,4626155.86197932,80,483,216,250,81,5,121,85,22,80,14,101,13,1,5,211962.03678097,0,5,0,0,4,177457.39692945,216,118,1638.19444826027,5,0,5,0,0,16,3,13,3,0,17,3,14,3,0,10,1,0,1,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,4,4,3,2,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0413223140495868,0.0354636990095652,0.0413223140495868,0.0354636990095652,0.045818178873524,0.000190533980912905,0.0330578512396694,0.0318561261201587,0.0383595802268375,0.000175017404241046,0.131852479557227,0.0163834847557039
ZA,ZAF,South Africa,Free State,2021-05-27,2021-05-25,38,4046331.65054626,78,345,240,221,105,6,106,72,15,73,14,87,13,1,5,228998.350129086,0,5,0,0,3,163009.724423148,240,102,1416.06638747921,6,0,6,0,0,16,2,14,2,0,14,2,12,2,0,12,2,0,2,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,4,3,3,2,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0566037735849057,0.043991109789338,0.0471698113207547,0.040358496811933,0.0565940634397013,0.000225139705685873,0.0283018867924528,0.0315695602813257,0.0402858041557572,0.000191586247388854,0.169483579387285,0.0195408841234727
ZA,ZAF,South Africa,Free State,2021-05-28,2021-05-26,33,4786051.82361518,79,475,217,225,91,9,107,74,18,73,13,89,13,0,8,368889.963717232,0,7,0,0,4,211643.651775608,217,103,1429.94939127803,7,0,7,0,0,17,2,14,2,0,14,2,11,2,0,11,2,0,2,0,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,4,4,6,4,2,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0841121495327103,0.0525904294269945,0.0747663551401869,0.0498350634208589,0.0770760487584082,0.000238947269627833,0.0373831775700935,0.035943555304845,0.0442209277240423,0.000184184074368389,0.151753622417402,0.0185959469076897
ZA,ZAF,South Africa,Free State,2021-05-29,2021-05-27,34,4711886.75909098,78,355,160,222,71,9,105,69,15,77,10,92,10,0,7,288431.473718074,0,6,0,0,2,87128.5758600324,160,102,1416.06638747921,8,0,8,0,0,15,0,14,0,0,11,0,10,0,0,17,3,0,3,0,0,2,0,9,0,0,8,0,2,1,1,2,2,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,7,2,4,5,5,5,5,3,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0857142857142857,0.0535452577734241,0.0666666666666667,0.0477118438324575,0.0612135835313918,0.000216450189084935,0.0190476190476191,0.0261455482229834,0.0184912287401494,0.000121641186251961,0.112989052924857,0.0164887964943467
ZA,ZAF,South Africa,Free State,2021-05-30,2021-05-27,32,6276545.10863036,99,401,186,286,88,11,137,84,21,100,15,118,13,0,8,354869.657360992,0,7,0,0,2,87128.5758600324,187,134,1860.32250904132,12,1,11,0,0,18,0,17,0,0,15,1,13,0,0,22,3,0,3,0,0,2,0,11,0,0,10,0,2,1,1,2,2,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,7,2,6,6,6,6,5,5,9,7,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0802919708029197,0.0455039246351104,0.0583941605839416,0.0392651344543016,0.0565390117045507,0.000180685725440098,0.0145985401459854,0.0200839495772856,0.0138816139057503,9.15318568011408e-05,0.100520205013467,0.013663953001371
ZA,ZAF,South Africa,Free State,2021-05-31,2021-05-29,43,4838444.50097086,71,243,127,244,33,9,109,60,15,85,9,98,7,0,4,184179.534555783,0,3,0,0,0,0,128,109,1513.24741407093,9,1,7,0,0,11,0,11,0,0,12,1,10,0,0,21,5,0,5,0,0,5,0,8,0,0,9,0,3,1,1,4,4,2,2,3,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,5,7,6,4,3,5,8,7,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0825688073394496,0.0516689455728233,0.036697247706422,0.0352966094275844,0.0380658566030521,0.0001705044361068,0,0,0,0,0.0845863001712691,0.0140201234999
ZA,ZAF,South Africa,Free State,2021-06-01,2021-05-30,39,4578882.31590917,78,420,150,332,21,9,114,63,19,87,7,102,5,0,7,230508.400713766,0,5,0,0,2,28884.7380173367,151,113,1568.77942926619,10,1,7,0,0,13,0,11,0,0,14,1,10,0,0,14,3,0,3,0,0,3,0,7,0,0,9,0,1,0,0,2,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,5,7,7,6,3,5,8,8,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0789473684210526,0.0495001731711798,0.0614035087719298,0.0440688505430878,0.0503416302954265,0.000200269903357415,0.0175438596491228,0.0240998768411264,0.00630825079670156,7.25184758380857e-05,0.0962531743998145,0.0145947974159648
ZA,ZAF,South Africa,Free State,2021-06-02,2021-05-31,39,4767952.62156992,86,483,179,381,63,10,121,71,15,93,5,109,5,0,8,261486.557907727,0,6,0,0,2,28884.7380173367,179,120,1665.9604558579,6,0,4,0,0,13,0,11,0,0,12,0,9,0,0,13,4,0,4,0,0,4,0,8,0,0,10,0,1,0,1,2,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1,5,7,8,6,5,3,6,7,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0826446280991736,0.0490604497227576,0.0661157024793388,0.0442745596852402,0.0548425243834803,0.000204358605624987,0.0165289256198347,0.0227173941974505,0.00605810088939725,6.96515644259111e-05,0.107445527515731,0.0148705586170084
ZA,ZAF,South Africa,Free State,2021-06-03,2021-06-01,40,4824906.10754649,94,551,169,352,71,8,118,71,18,87,5,105,5,0,8,262975.232404965,0,7,0,0,3,72291.3011559246,169,116,1610.42844066264,5,0,4,0,0,18,0,16,0,0,13,0,11,0,0,12,2,0,2,0,0,2,0,7,0,0,8,0,1,1,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,1,6,6,6,5,6,2,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0677966101694915,0.0453593075594475,0.0677966101694915,0.0453593075594475,0.0545036994592813,0.000202556677788232,0.0254237288135593,0.0284010651185517,0.0149829446510588,0.000108398711656116,0.10494101801286,0.0149684158155062
ZA,ZAF,South Africa,Free State,2021-06-04,2021-06-02,28,5028579.54011686,83,382,140,249,97,7,107,65,12,78,9,91,8,0,6,327630.631716889,0,5,0,0,2,127912.24736683,140,106,1471.59840267448,4,0,3,0,0,15,0,14,0,0,9,0,9,0,0,14,3,0,3,0,0,3,0,6,0,0,7,0,2,1,2,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,4,5,3,3,5,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0654205607476636,0.0468512782712209,0.0560747663551402,0.0435921948951269,0.0651537137084392,0.000215707437756762,0.0186915887850467,0.0256615019570993,0.0254370536145199,0.000137614367782624,0.0951346506938065,0.0149904537900146
ZA,ZAF,South Africa,Free State,2021-06-05,2021-06-03,36,4655286.02596232,79,367,131,213,79,6,104,65,15,75,9,88,8,0,8,425573.00049703,0,7,0,0,5,291912.09555053,131,102,1416.06638747921,5,0,4,0,0,18,0,17,0,0,12,0,11,0,0,10,2,0,2,0,0,2,0,5,0,0,6,0,2,1,1,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,4,6,2,3,5,0,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0576923076923077,0.0448112176503365,0.0769230769230769,0.0512128201718131,0.0914171542035502,0.000261800831468328,0.0480769230769231,0.0411150366322683,0.062705512383675,0.000220224583900555,0.0925097870822266,0.0150911070413727
ZA,ZAF,South Africa,Free State,2021-06-06,2021-06-04,41,4712681.1608655,74,264,139,209,94,6,105,72,17,70,16,80,15,0,8,512211.731175342,0,6,0,0,6,410317.702583939,139,104,1443.83239507685,4,0,2,0,0,13,0,11,0,0,11,0,9,0,0,10,2,1,1,1,0,1,1,3,1,0,5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,3,5,2,3,4,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0571428571428571,0.0443973823343272,0.0761904761904762,0.0507452040346687,0.108687966295872,0.00028100864327714,0.0571428571428571,0.0443973823343272,0.0870667224405614,0.000254542132888548,0.0962715620413835,0.0152144999688999
ZA,ZAF,South Africa,Free State,2021-06-07,2021-06-05,35,4509812.74758967,81,256,152,246,80,7,112,71,21,75,16,89,15,0,10,511589.527127487,1,8,0,0,7,384137.816886062,152,111,1541.01342166856,5,0,4,0,0,14,1,12,0,0,12,0,10,0,0,10,2,1,1,1,0,1,1,5,1,0,6,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,6,6,3,3,6,0,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0625,0.0448295858317766,0.0892857142857143,0.0528106050106023,0.113439194875866,0.000292687831788366,0.0625,0.0448295858317766,0.085178218783334,0.000257632923215392,0.098636389445213,0.0148872154703954
ZA,ZAF,South Africa,Free State,2021-06-08,2021-06-06,35,4597866.31298735,83,297,124,239,39,7,111,75,22,76,18,86,17,0,8,417023.322315453,1,5,0,0,4,220137.968702362,124,109,1513.24741407093,5,0,3,0,0,12,1,9,0,0,10,0,8,0,0,14,3,1,2,1,0,2,1,4,1,0,6,1,2,1,2,1,2,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5,5,4,2,5,1,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0630630630630631,0.0452198703137972,0.0720720720720721,0.0481090995862818,0.09069931440536,0.000262497808870431,0.036036036036036,0.0346725279840166,0.0478782882574359,0.000195157597532617,0.0819429782909169,0.0138192292497161
ZA,ZAF,South Africa,Free State,2021-06-09,2021-06-07,36,4604480.80306456,78,439,139,222,39,8,106,67,19,78,12,89,11,0,8,481796.105332587,2,5,1,0,3,147233.351739676,139,104,1443.83239507685,5,0,4,0,0,13,2,10,1,0,12,1,10,1,0,13,4,0,3,0,0,3,0,6,0,0,7,1,3,1,3,1,3,0,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,4,5,1,5,2,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0754716981132076,0.0502860270278949,0.0754716981132076,0.0502860270278949,0.104636358785973,0.000279575296518018,0.0283018867924528,0.0315695602813257,0.031976102852179,0.000160699143892598,0.0962715620413835,0.0152144999688999
ZA,ZAF,South Africa,Free State,2021-06-10,2021-06-08,40,4783490.66735454,74,578,113,224,43,6,111,74,22,79,13,91,12,1,5,373380.8704815,1,3,1,0,2,134910.965696694,113,108,1499.36441027211,4,0,3,0,0,10,1,8,1,0,10,1,8,1,0,12,3,0,2,0,0,2,0,4,0,0,5,0,2,0,2,0,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2,2,4,0,2,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0540540540540541,0.0420662595939769,0.0450450450450451,0.038583494373844,0.0780561511345009,0.000240398319552105,0.018018018018018,0.0247452513571082,0.0282034554007617,0.000148359192477456,0.0753652675932813,0.0133618076713697
ZA,ZAF,South Africa,Free State,2021-06-11,2021-06-09,41,5180507.79427111,76,595,130,229,75,10,117,76,21,83,15,95,14,1,5,344093.65576889,1,4,1,0,4,206416.25578907,130,114,1582.662433065,5,0,5,0,0,12,2,10,2,0,13,2,11,2,0,16,6,1,4,1,0,5,1,8,1,0,9,2,3,1,4,2,3,2,0,2,3,4,3,0,0,0,0,0,0,0,0,0,1,1,0,3,5,2,5,3,5,2,1,4,6,7,5,0,0,0,0,0,0,0,0,0,1,1,0,3,0.0854700854700855,0.050659533614985,0.0427350427350427,0.0366490998194861,0.0664208354535066,0.000214432035216058,0.0341880341880342,0.0329259652734508,0.0398447920524965,0.000168429604381374,0.0821400680802414,0.0135275665504669
ZA,ZAF,South Africa,Free State,2021-06-12,2021-06-10,27,4892409.85748592,76,463,99,241,72,11,108,68,18,76,15,87,14,1,7,399332.623607462,0,7,0,0,5,252344.524451679,99,104,1443.83239507685,6,0,6,0,0,13,1,12,1,0,12,1,11,1,0,16,6,1,5,1,0,6,1,10,1,0,11,4,4,2,5,2,4,2,1,2,3,4,4,0,0,0,0,0,0,0,0,0,1,1,0,6,7,4,7,5,7,3,3,5,6,7,6,0,0,0,0,0,0,0,0,0,1,1,0,3,0.101851851851852,0.0570419899138726,0.0648148148148148,0.0464325104010514,0.0816228883596986,0.000242606917555633,0.0462962962962963,0.0396292699929665,0.0515787785165964,0.000195984999772475,0.0685675154107696,0.013035407033855
ZA,ZAF,South Africa,Free State,2021-06-13,2021-06-11,42,5155488.11875541,81,325,123,247,56,13,110,68,15,83,18,87,17,1,8,419928.891209178,0,8,0,0,6,272940.792053396,123,105,1457.71539887566,6,0,6,0,0,18,2,16,2,0,18,2,16,2,0,19,8,2,6,2,0,7,2,11,2,0,12,4,4,2,6,2,4,2,1,2,3,4,4,0,0,0,0,0,0,0,0,0,1,1,0,7,7,4,9,5,8,4,4,4,5,8,5,0,0,0,0,0,0,0,0,0,1,1,0,3,0.118181818181818,0.0603276775606456,0.0727272727272727,0.0485293129267023,0.0814527900241876,0.000236111379978867,0.0545454545454545,0.0424376530722641,0.0529417944074879,0.000193286205408704,0.0843786105949557,0.0142687480640477
ZA,ZAF,South Africa,Free State,2021-06-14,2021-06-12,31,4855696.42949724,71,374,140,276,44,13,100,60,16,72,14,80,12,1,9,582434.9268783,0,9,0,0,6,332199.524228152,140,96,1332.76836468632,9,0,8,0,0,18,1,16,1,0,18,1,16,1,0,15,7,1,6,1,0,6,1,11,1,0,12,3,4,2,6,2,4,1,2,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,7,9,6,11,7,10,4,8,4,5,7,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0.13,0.0659142619332497,0.09,0.0560905943465434,0.119948793202998,0.000288984294128089,0.06,0.046546565661405,0.068414393084814,0.000224547100524786,0.105044510141078,0.0164610734039926
ZA,ZAF,South Africa,Free State,2021-06-15,2021-06-13,46,5132411.15880467,81,573,134,315,47,13,119,77,20,86,20,92,18,1,9,448089.244925069,0,8,0,0,6,248219.902203711,134,115,1596.54543686382,9,0,7,0,0,22,2,18,2,0,22,2,18,2,0,15,6,1,5,1,0,5,1,10,1,0,12,1,3,2,5,3,3,2,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,10,4,11,9,9,6,6,5,6,8,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0.109243697478992,0.0560469853434008,0.0756302521008403,0.0475056479754401,0.0873057966442089,0.000244214562114453,0.0504201680672269,0.0393135711490441,0.0483632145834397,0.000185601106578553,0.0839312160530948,0.013601388620916
ZA,ZAF,South Africa,Free State,2021-06-16,2021-06-14,33,4837647.6723222,74,822,127,274,66,11,110,79,20,75,13,89,12,0,9,485453.327370754,0,8,0,0,5,209021.286222772,127,105,1457.71539887566,7,0,5,0,0,18,1,15,1,0,17,1,14,1,0,12,5,0,5,0,0,5,0,9,0,0,11,2,4,2,5,4,4,2,2,3,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,5,10,4,10,9,9,5,5,6,6,8,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0.1,0.05606257006583,0.0818181818181818,0.051220168741997,0.100349045704216,0.000267747003575137,0.0454545454545455,0.0389259046940048,0.0432072156512457,0.000181183255717904,0.0871226304517022,0.0144771618735145
ZA,ZAF,South Africa,Free State,2021-06-17,2021-06-15,34,4977931.65785435,79,678,105,261,58,6,113,77,21,81,13,94,12,0,8,339291.131150313,0,7,0,0,4,101436.440699554,105,108,1499.36441027211,3,0,2,0,0,15,1,13,1,0,14,1,12,1,0,11,3,0,3,0,0,3,0,5,0,0,6,2,3,2,3,2,3,2,2,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4,6,2,5,5,5,4,2,5,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0530973451327434,0.0413426146865413,0.0707964601769912,0.0472900821908223,0.0681590577112419,0.000221389137853414,0.0353982300884956,0.0340701205655689,0.020377226461015,0.000124115379186622,0.0700296734273853,0.0129172506918851
ZA,ZAF,South Africa,Free State,2021-06-18,2021-06-15,27,6273441.19554874,96,720,123,315,62,8,140,90,28,96,16,117,14,0,10,404772.104280473,0,9,0,0,6,166917.413829714,123,135,1874.20551284014,5,0,4,0,0,18,1,16,1,0,18,1,16,1,0,15,4,0,4,0,0,4,0,7,0,0,8,3,4,2,4,3,4,2,2,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,7,7,7,5,3,5,4,7,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0571428571428571,0.0384492609630578,0.0714285714285714,0.0426606741011008,0.0645215427487668,0.000192249156152529,0.0428571428571429,0.0335493462537167,0.0266069942519185,0.000125932316979241,0.0656278082405211,0.011210975103455
ZA,ZAF,South Africa,Free State,2021-06-19,2021-06-16,19,6000617.8289942,76,520,94,240,35,5,113,71,23,78,9,98,6,0,8,434558.440474434,0,8,0,0,4,116061.213982235,94,108,1499.36441027211,3,0,3,0,0,13,1,12,1,0,11,1,10,1,0,14,4,0,4,0,0,4,0,5,0,0,5,3,3,1,3,2,4,1,1,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,4,3,5,2,2,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0442477876106195,0.0379164182893793,0.0707964601769912,0.0472900821908223,0.0724189496579342,0.000207372971930081,0.0353982300884956,0.0340701205655689,0.0193415440359228,0.000110193141912877,0.0626932314492783,0.0122700320304075
ZA,ZAF,South Africa,Free State,2021-06-20,2021-06-16,19,7403756.99074262,90,581,101,285,35,5,132,86,25,93,11,114,8,0,10,555442.861323376,0,10,0,0,5,215875.952162552,101,126,1749.25847865079,3,0,3,0,0,17,2,15,2,0,14,2,12,2,0,16,4,0,4,0,0,4,0,5,0,0,5,3,3,1,3,2,4,1,1,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,4,3,5,2,2,2,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0378787878787879,0.0325667227467505,0.0757575757575758,0.0451405773630604,0.0750217574696038,0.000189749827043773,0.0378787878787879,0.0325667227467505,0.0291576226005899,0.000121191575369666,0.0577387511523748,0.0109305107501433
ZA,ZAF,South Africa,Free State,2021-06-21,2021-06-17,33,7822427.92673391,87,310,83,309,16,6,132,77,30,92,11,115,8,0,9,524252.882434932,0,9,0,0,4,188474.888054392,83,127,1763.14148244961,4,0,4,0,0,17,2,15,2,0,14,2,12,2,0,15,4,0,4,0,0,4,0,6,0,0,6,2,2,1,3,2,4,1,1,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,4,4,5,2,2,1,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0454545454545455,0.0355343267870044,0.0681818181818182,0.0429992622812259,0.0670192026497613,0.00017523194711057,0.0303030303030303,0.0292430168633732,0.0240941674144751,0.000107457621727161,0.0470750650620984,0.00988619834400909
ZA,ZAF,South Africa,Free State,2021-06-22,2021-06-19,29,6424775.44631834,69,353,105,227,0,7,100,67,26,70,10,87,9,0,9,625116.667059097,0,9,0,0,2,144914.470273149,105,96,1332.76836468632,2,0,2,0,0,19,3,16,3,0,13,3,10,3,0,12,4,0,4,0,0,4,1,6,1,0,7,0,1,0,3,3,3,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,4,5,0,2,0,2,4,1,0,1,0,1,0,1,0,0,0,0,1,0,4,0.07,0.0500078962992033,0.09,0.0560905943465434,0.0972978234464698,0.000229162167784349,0.02,0.0274394957835608,0.0225555696823912,0.000114813261153595,0.0787833826058085,0.0144633516936113
ZA,ZAF,South Africa,Free State,2021-06-23,2021-06-20,31,6700596.07549123,78,338,128,278,0,7,112,76,31,77,13,96,13,0,9,580005.70514783,1,8,1,0,4,277068.083630316,128,107,1485.48140647329,3,0,3,0,0,19,3,16,3,0,14,3,11,3,0,16,4,0,4,0,0,4,1,6,1,0,7,1,2,1,4,4,2,1,2,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,5,5,4,1,3,0,3,5,2,0,1,0,1,0,1,0,0,0,0,1,0,4,0.0625,0.0448295858317766,0.0803571428571429,0.0503455308049234,0.0865603147262251,0.000212907383674241,0.0357142857142857,0.0343686861678905,0.0413497665743124,0.000150750233672126,0.0861673525109189,0.014269842852303
ZA,ZAF,South Africa,Free State,2021-06-24,2021-06-21,28,6884710.36144663,86,335,129,310,0,8,121,79,35,81,13,104,13,0,8,509811.578698336,1,7,1,0,4,227943.639849448,129,115,1596.54543686382,4,0,4,0,0,20,2,18,2,0,16,2,14,2,0,18,5,0,5,0,0,5,1,7,1,0,8,2,3,1,5,5,3,1,3,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,6,6,5,1,4,0,3,6,2,0,1,0,1,0,1,0,0,0,0,1,0,4,0.0661157024793388,0.0442745596852402,0.0661157024793388,0.0442745596852402,0.0740498222776671,0.000195596497554919,0.0330578512396694,0.0318561261201587,0.0331086752938655,0.000133648776703963,0.0807994542600689,0.0133680111795858
ZA,ZAF,South Africa,Free State,2021-06-25,2021-06-22,33,6568534.06284398,88,585,148,306,0,13,121,89,33,82,19,97,17,0,8,472061.451234622,1,7,1,0,5,262967.296032073,148,116,1610.42844066264,5,1,4,0,0,22,3,19,2,0,19,3,16,2,0,23,9,0,9,0,0,9,2,11,1,0,13,2,5,2,7,6,5,3,4,1,2,6,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,8,8,8,3,6,1,5,8,3,0,2,1,1,1,2,0,1,0,1,2,0,4,0.107438016528926,0.0551764289724369,0.0661157024793388,0.0442745596852402,0.0718670934364058,0.000197507680411717,0.0413223140495868,0.0354636990095652,0.0400343963380798,0.000149919574554178,0.091901009857416,0.0141092559975876
