"date","region","population","sample_size","reach","p_cases","p_cases_error"
"2020/04/16","BRDF",2914830,0,0,NA,NA
"2020/04/17","BRDF",2914830,0,0,NA,NA
"2020/04/18","BRDF",2914830,0,0,NA,NA
"2020/04/19","BRDF",2914830,0,0,NA,NA
"2020/04/20","BRDF",2914830,0,0,NA,NA
"2020/04/21","BRDF",2914830,0,0,NA,NA
"2020/04/22","BRDF",2914830,0,0,NA,NA
"2020/04/23","BRDF",2914830,0,0,NA,NA
"2020/04/24","BRDF",2914830,0,0,NA,NA
"2020/04/25","BRDF",2914830,0,0,NA,NA
"2020/04/26","BRDF",2914830,0,0,NA,NA
"2020/04/27","BRDF",2914830,0,0,NA,NA
"2020/04/16","BRAC",803513,0,0,NA,NA
"2020/04/17","BRAC",803513,0,0,NA,NA
"2020/04/18","BRAC",803513,0,0,NA,NA
"2020/04/19","BRAC",803513,0,0,NA,NA
"2020/04/20","BRAC",803513,0,0,NA,NA
"2020/04/21","BRAC",803513,0,0,NA,NA
"2020/04/22","BRAC",803513,0,0,NA,NA
"2020/04/23","BRAC",803513,0,0,NA,NA
"2020/04/24","BRAC",803513,0,0,NA,NA
"2020/04/25","BRAC",803513,0,0,NA,NA
"2020/04/26","BRAC",803513,0,0,NA,NA
"2020/04/27","BRAC",803513,0,0,NA,NA
"2020/04/16","BRAL",3340932,0,0,NA,NA
"2020/04/17","BRAL",3340932,0,0,NA,NA
"2020/04/18","BRAL",3340932,0,0,NA,NA
"2020/04/19","BRAL",3340932,0,0,NA,NA
"2020/04/20","BRAL",3340932,0,0,NA,NA
"2020/04/21","BRAL",3340932,0,0,NA,NA
"2020/04/22","BRAL",3340932,0,0,NA,NA
"2020/04/23","BRAL",3340932,0,0,NA,NA
"2020/04/24","BRAL",3340932,0,0,NA,NA
"2020/04/25","BRAL",3340932,0,0,NA,NA
"2020/04/26","BRAL",3340932,0,0,NA,NA
"2020/04/27","BRAL",3340932,0,0,NA,NA
"2020/04/16","BRAP",766679,0,0,NA,NA
"2020/04/17","BRAP",766679,0,0,NA,NA
"2020/04/18","BRAP",766679,0,0,NA,NA
"2020/04/19","BRAP",766679,0,0,NA,NA
"2020/04/20","BRAP",766679,0,0,NA,NA
"2020/04/21","BRAP",766679,0,0,NA,NA
"2020/04/22","BRAP",766679,0,0,NA,NA
"2020/04/23","BRAP",766679,0,0,NA,NA
"2020/04/24","BRAP",766679,0,0,NA,NA
"2020/04/25","BRAP",766679,0,0,NA,NA
"2020/04/26","BRAP",766679,0,0,NA,NA
"2020/04/27","BRAP",766679,0,0,NA,NA
"2020/04/16","BRAM",3938336,0,0,NA,NA
"2020/04/17","BRAM",3938336,0,0,NA,NA
"2020/04/18","BRAM",3938336,0,0,NA,NA
"2020/04/19","BRAM",3938336,0,0,NA,NA
"2020/04/20","BRAM",3938336,0,0,NA,NA
"2020/04/21","BRAM",3938336,0,0,NA,NA
"2020/04/22","BRAM",3938336,0,0,NA,NA
"2020/04/23","BRAM",3938336,0,0,NA,NA
"2020/04/24","BRAM",3938336,0,0,NA,NA
"2020/04/25","BRAM",3938336,0,0,NA,NA
"2020/04/26","BRAM",3938336,0,0,NA,NA
"2020/04/27","BRAM",3938336,0,0,NA,NA
"2020/04/16","BRBA",15203934,0,0,NA,NA
"2020/04/17","BRBA",15203934,0,0,NA,NA
"2020/04/18","BRBA",15203934,0,0,NA,NA
"2020/04/19","BRBA",15203934,0,0,NA,NA
"2020/04/20","BRBA",15203934,0,0,NA,NA
"2020/04/21","BRBA",15203934,0,0,NA,NA
"2020/04/22","BRBA",15203934,0,0,NA,NA
"2020/04/23","BRBA",15203934,0,0,NA,NA
"2020/04/24","BRBA",15203934,0,0,NA,NA
"2020/04/25","BRBA",15203934,0,0,NA,NA
"2020/04/26","BRBA",15203934,0,0,NA,NA
