Timestamp,Country,ISO_3166_1_a2,Region,ISO_3166_2,Language,Reach,Cases,Recovered,Fatalities,RecentCases,RecentHospital,RecentCasesNursing,StillSick,Tested,Positive,Hospital,Severe,ICU,Surveyfirst,Surveyknown,Surveyforward,Dataset,Cookie,Campaign
2020/08/03,Spain,ES,,ESMRO,en,12,0,,,,,,,2,0,,,,,N,N,limesurvey-6591,72pjb62bgokd8w1c1h,
2020/08/03,Spain,ES,,ESMRC,en,20,5,5,0,0,,0,0,6,5,1,1,1,,Y,N,limesurvey-6499,ovjr1f2bqykd96tnhj,
2020/08/03,Spain,ES,,ESMRE,es,30,2,,,0,,0,0,,,,,,,Y,Y,limesurvey-6548,goyqp62zy0kdeo1byw,
2020/08/03,Spain,ES,,ESMAR,en,100,5,4,1,0,,0,0,0,0,1,1,1,,N,Y,limesurvey-6585,pbuxyc6jdskd9dqidc,
2020/08/03,Spain,ES,,ESMAR,en,100,4,4,0,1,,0,0,4,0,0,0,0,,N,N,limesurvey-6565,9gjdtk5plzkderasgy,
2020/08/03,Spain,ES,,ESMRO,en,10,2,2,0,0,,0,0,1,1,0,0,0,,Y,Y,limesurvey-6523,olktpgwhbdkdei3hr2,
2020/08/03,Spain,ES,,ESMRC,es,40,0,0,0,0,,0,0,0,0,0,0,0,,Y,Y,limesurvey-6561,vr67btftyfkdeqmmvw,
2020/08/03,Spain,ES,,ESMRE,en,12,4,4,0,0,,0,0,1,1,0,0,0,,N,N,limesurvey-6536,ml5kkwlwqykdemwluq,
2020/08/03,Spain,ES,,ESMRC,es,30,5,5,0,0,,0,0,1,0,0,0,0,,Y,N,limesurvey-6566,okw6lap634kderv1ue,
2020/08/03,Spain,ES,,ESMRO,en,40,4,4,0,0,,0,0,5,4,0,0,0,,Y,Y,limesurvey-6533,8ob9ii1a9ekdahgw3a,
2020/08/03,Spain,ES,,ESMRO,en,10,0,0,0,0,,0,0,0,0,0,0,0,,Y,Y,limesurvey-6555,k7csqzjr73kdep6vtd,
2020/08/03,Spain,ES,,ESMAR,en,100,5,5,,0,,0,0,,,,,,,N,N,limesurvey-6580,mtal1wsbdpkdeyn07b,
2020/08/04,Spain,ES,,ESMRO,en,9,1,1,0,0,,0,0,0,0,0,0,0,,N,Y,limesurvey-6653,au56453zb2kd9wssc1,
2020/08/04,Spain,ES,,ESMAR,en,50,3,3,0,0,,0,0,2,1,1,1,0,,N,N,limesurvey-6654,xsugduazeskdg00huk,
2020/08/04,Spain,ES,,ESMRO,en,3,0,0,0,0,,0,0,0,0,0,0,0,,N,Y,limesurvey-6627,yk1uf0ugoekdfucxp6,
2020/08/04,Spain,ES,,ESMRE,en,32,3,3,0,0,,0,0,1,1,1,1,1,,N,Y,limesurvey-6749,5yhmrwk6hfkdbxx1lr,
2020/08/04,Spain,ES,,ESMRC,en,9,0,0,0,0,,0,0,1,0,0,0,0,,N,N,limesurvey-6655,qkp80l5p0pkdg02tlm,
2020/08/04,Spain,ES,,ESMRC,en,30,5,5,0,4,,0,0,1,1,1,0,0,,Y,Y,limesurvey-6650,op5eozj9askdfzcyy0,
2020/08/04,Spain,ES,,ESMAR,en,10,0,0,0,0,,0,0,2,0,0,0,0,,N,N,limesurvey-6685,nig9pf1wvjkdg3ivbt,
2020/08/04,Spain,ES,,ESMRO,en,40,4,4,0,0,,0,0,3,1,1,0,0,,N,N,limesurvey-6661,zshquwojyjkdg15n28,
2020/08/04,Spain,ES,,ESMAR,en,4,4,4,0,0,,0,0,0,0,0,0,0,,N,Y,limesurvey-6647,n57c9z45uqkdfyl13m,
2020/08/04,Spain,ES,,ESMAR,en,100,1,1,0,0,,0,0,20,3,0,0,0,,Y,Y,limesurvey-6701,selbuh0fubkdg6mb9n,
2020/08/04,Spain,ES,,ESMAR,en,30,9,9,0,0,,0,0,9,9,2,1,1,,N,N,limesurvey-6683,8cqorgwjnokdg38sqg,
2020/08/04,Spain,ES,,ESMAR,en,20,0,0,0,0,,0,0,4,0,0,0,0,,N,N,limesurvey-6686,r3yytltr88kdg3ldb6,
2020/08/04,Spain,ES,,ESMRE,en,10,3,3,0,0,,0,0,5,3,0,0,0,,N,N,limesurvey-6622,t96gb837mzkdft66nw,
2020/08/04,Spain,ES,,ESMAR,en,80,1,1,0,0,,0,0,0,1,0,0,0,,N,N,limesurvey-6595,uca6xdhhlqkd9rq8xo,
2020/08/04,Spain,ES,,ESMRC,en,20,3,3,0,0,,0,0,0,0,0,0,0,,N,N,limesurvey-6698,ui2b1uk83zkdg64oq5,
2020/08/04,Spain,ES,,ESMRC,en,40,0,,,,,,,0,,,,,,N,,limesurvey-6679,spzkkmy6wfkdg2v2r0,
2020/08/04,Spain,ES,,ESMRC,en,2,0,0,0,0,,0,0,1,0,,0,0,,N,Y,limesurvey-6639,vfez8mci43kdfx6qkk,
2020/08/04,Spain,ES,,ESMRO,en,40,4,4,0,0,,0,0,5,4,0,0,0,,N,Y,limesurvey-6716,8ob9ii1a9ekdahgw3a,
2020/08/04,Spain,ES,,ESMRO,en,8,1,1,0,0,,0,0,0,1,0,0,0,,N,N,limesurvey-6616,kj3qqyr3jtkdfs79pv,
2020/08/04,Spain,ES,,ESMRO,en,40,4,4,0,0,,0,0,5,4,0,0,0,,N,Y,limesurvey-6719,8ob9ii1a9ekdahgw3a,
2020/08/04,Spain,ES,,ESMRO,en,15,4,4,0,0,,0,0,1,1,0,0,0,,N,Y,limesurvey-6659,gyftij7588kdg0zwio,
2020/08/04,Spain,ES,,ESMRO,en,2,0,0,,0,,,0,,,,,,,,,limesurvey-6705,nc547s0sy3kd9fjnyx,
2020/08/04,Spain,ES,,ESMRC,en,10,1,1,0,0,,0,0,1,0,0,,0,,Y,Y,limesurvey-6594,n0i8n7fbf6kdc755gg,
2020/08/04,Spain,ES,,ESMRC,en,8,8,8,0,0,,0,0,0,0,0,0,0,,N,N,limesurvey-6635,3yptfsnewjkdfwa9wj,
2020/08/04,Spain,ES,,ESMRC,en,5,0,0,0,0,,0,0,0,0,0,0,0,,N,N,limesurvey-6614,74u9m7fyrqkdbxlojh,
2020/08/04,Spain,ES,,ESMRC,en,3,0,0,0,0,,0,0,0,0,0,0,0,,Y,N,limesurvey-6631,xoshl6f655kceefzfc,
2020/08/04,Spain,ES,,ESMRO,en,50,2,2,0,0,,0,0,0,0,0,0,0,,N,Y,limesurvey-6747,jxr3nhf9eqkdgfumft,
2020/08/04,Spain,ES,,ESMRE,en,25,0,,,,,,,1,0,,,,,N,Y,limesurvey-6675,nftb1xf21ikdg25yt0,
2020/08/04,Spain,ES,,ESMAR,en,50,4,4,0,0,,0,0,0,0,1,1,0,,Y,N,limesurvey-6670,psdwq2hxq4kd8yh21a,
2020/08/04,Spain,ES,,ESMAR,en,100,8,8,0,0,,0,0,8,8,1,0,0,,N,N,limesurvey-6660,memwz0csmpkdg13bg0,
2020/08/04,Spain,ES,,ESMRO,en,10,4,3,1,0,,0,0,6,4,11,1,1,,Y,N,limesurvey-6723,weagtymn54kdgaggu6,
2020/08/04,Spain,ES,,ESMAR,en,30,2,2,0,0,,0,0,2,2,0,0,0,,N,Y,limesurvey-6755,h7ybo1fdeskdghyni3,
2020/08/04,Spain,ES,,ESMAR,en,100,1,1,0,0,,0,0,9,1,0,0,0,,N,N,limesurvey-6727,svm21x4y9tkdgc2n6e,
2020/08/04,Spain,ES,,ESMRE,en,50,1,1,0,0,,,0,2,0,0,0,0,,Y,N,limesurvey-6666,tninu3wp3dkdg1pjl8,
2020/08/04,Spain,ES,,ESMRC,en,20,6,6,0,0,,0,0,6,6,0,0,0,,N,N,limesurvey-6726,jiwvpg14otkdgbydcq,
2020/08/04,Spain,ES,,ESMRO,en,6,0,,,,,,,4,0,,,,,Y,Y,limesurvey-6696,grbekj1wlvkdg5h9o9,
2020/08/04,Spain,ES,,ESMRE,en,40,0,0,0,0,,0,0,1,0,0,0,1,,Y,Y,limesurvey-6707,pigjn88cmskdg8jo38,
2020/08/04,Spain,ES,,ESMAR,en,50,550,5,0,0,,0,0,1,1,0,0,0,,N,Y,limesurvey-6619,9k0dddfjdakdfsc03i,
2020/08/04,Spain,ES,,ESMAR,en,20,1,1,0,0,,0,0,4,0,0,0,0,,N,Y,limesurvey-6754,hepca907ijkdghpobh,
2020/08/04,Spain,ES,,ESMRE,en,30,10,10,0,0,,0,0,6,2,3,0,0,,Y,N,limesurvey-6617,2mmxq0dqqxkddkdsve,
2020/08/04,Spain,ES,,ESMAR,en,70,6,6,0,0,,0,0,,,0,0,0,,N,N,limesurvey-6757,wyx3aavupmkdgitwtv,
2020/08/04,Spain,ES,,ESMAR,en,3,2,2,0,0,,0,0,1,0,0,0,0,,N,N,limesurvey-6693,fgx3vyggibkdg4xhfp,
2020/08/04,Spain,ES,,ESMRE,en,20,0,0,0,0,,0,0,0,0,0,0,0,,N,N,limesurvey-6603,32qbkv0483kdfmf72h,
2020/08/04,Spain,ES,,ESMRC,en,20,0,0,0,0,,0,0,0,0,0,0,0,,N,Y,limesurvey-6720,dqzat3fgn7kddkjnnt,
2020/08/04,Spain,ES,,ESMRE,en,7,0,0,0,0,,0,0,0,0,0,0,0,,N,N,limesurvey-6671,zfby8b4pzukdg1v3pp,
2020/08/04,Spain,ES,,ESMRC,en,4,0,0,0,0,,0,0,0,0,0,0,0,,N,N,limesurvey-6708,32dp5ah4iqkdg8qajw,
2020/08/04,Spain,ES,,ESMRC,en,14,1,1,0,0,,0,0,2,0,0,0,0,,Y,N,limesurvey-6710,2gjuo9fnkikdg8yfuz,
2020/08/04,Spain,ES,,ESMAR,en,20,3,3,0,0,,2,0,1,1,0,0,0,,N,N,limesurvey-6704,6kn3f06ndnkdg80tqm,
2020/08/04,Spain,ES,,ESMRC,en,11,4,4,0,0,,0,0,4,3,0,,0,,N,Y,limesurvey-6732,kay83xgxqkkdgcm9ix,
2020/08/04,Spain,ES,,ESMRE,en,50,3,3,0,0,,0,0,7,3,0,0,0,,Y,Y,limesurvey-6668,laaukx91kvkdg1qnh6,
2020/08/04,Spain,ES,,ESMRE,en,15,5,5,0,0,,0,0,1,0,0,0,0,,N,Y,limesurvey-6674,9fadcfn50pkd8zivo1,
2020/08/04,Spain,ES,,ESMRO,en,30,6,5,1,0,,0,0,4,0,1,0,0,,N,N,limesurvey-6634,7ynoadapskpp6wsghq,
2020/08/04,Spain,ES,,ESMRO,en,12,0,0,0,0,,0,0,0,0,0,0,0,,N,N,limesurvey-6681,ivlja0vb2zkdg300ae,
2020/08/04,Spain,ES,,ESMRC,en,4,1,1,0,0,,0,0,4,0,0,0,0,,N,N,limesurvey-6702,qnf6c2bgupkdg6ur5v,
2020/08/04,Spain,ES,,ESMAR,en,300,2,20,0,0,,0,0,,,0,,,,N,N,limesurvey-6744,zliuh0vtb6kdgfht00,
2020/08/04,Spain,ES,,ESMRO,en,20,1,1,0,0,,0,0,0,,0,0,0,,N,N,limesurvey-6706,j4fyqwr4bokdg82pj6,
2020/08/04,Spain,ES,,ESMRE,en,100,2,2,0,0,,0,0,2,2,0,0,0,,N,N,limesurvey-6711,zj4ro69mu1kd8wo6sh,
2020/08/04,Spain,ES,,ESMAR,en,21,1,1,0,0,,0,0,1,1,0,0,0,,N,N,limesurvey-6748,87gziu8wetkdggz7kb,
2020/08/04,Spain,ES,,ESMRC,en,80,0,,,,,,,0,,,,,,N,Y,limesurvey-6738,l9559ajip3kdge5hb0,
2020/08/04,Spain,ES,,ESMRO,en,19,1,1,,0,,0,0,,,,,,,N,N,limesurvey-6651,85sc0bfq55kdfzxvjz,
2020/08/04,Spain,ES,,ESMAR,en,20,2,2,0,0,,0,0,0,0,0,0,0,,N,N,limesurvey-6626,g4fqfq2o0gkd8jprr1,
2020/08/04,Spain,ES,,ESMRO,en,10,2,2,0,0,,0,0,1,1,0,0,0,,Y,Y,limesurvey-6695,i6ngl43neukdc2z6e9,
2020/08/04,Spain,ES,,ESMAR,en,10,1,1,0,0,,0,0,1,0,0,0,0,,N,Y,limesurvey-6676,l78zpuieeukdbp5msh,
2020/08/04,Spain,ES,,ESMRE,en,1,0,0,0,0,,0,0,0,0,0,0,0,,N,N,limesurvey-6699,5sgnfasd6ukdg6hiqa,
2020/08/04,Spain,ES,,ESMRE,en,15,2,2,0,0,,0,0,1,1,0,,,,N,N,limesurvey-6692,0to7vemw45kdg4uz32,
2020/08/04,Spain,ES,,ESMRC,en,2,0,0,0,0,,0,0,2,0,0,0,0,,N,N,limesurvey-6663,irm0hpk7wvkdg1cbfv,
2020/08/04,Spain,ES,,ESMRE,en,12,4,2,0,0,,0,2,2,0,1,0,0,,Y,Y,limesurvey-6658,deb35qq92nkdg0pzyd,
2020/08/04,Spain,ES,,ESMRC,en,4,0,0,0,0,,0,0,0,0,0,0,0,,N,N,limesurvey-6762,t3ricazsnkkdglc9zv,
2020/08/04,Spain,ES,,ESMRC,en,8,0,0,0,0,,0,0,0,0,0,0,0,,N,N,limesurvey-6730,j5jvqp64sekd8zoznl,
2020/08/04,Spain,ES,,ESMRO,en,15,3,3,0,0,,0,0,0,0,0,0,0,,Y,Y,limesurvey-6672,2s1whqqtcykdg1y2k0,
2020/08/04,Spain,ES,,ESMAR,en,5,0,,,,,,,2,0,,,,,N,Y,limesurvey-6613,cupy9zrjrakd9z4sf3,
2020/08/04,Spain,ES,,ESMAR,en,10,1,1,0,0,,0,0,1,0,0,0,0,,N,Y,limesurvey-6677,l78zpuieeukdbp5msh,
2020/08/04,Spain,ES,,ESMAR,en,25,6,6,0,0,,0,0,0,0,0,0,0,,Y,N,limesurvey-6643,kilzlwdbvokdfxu1k2,
2020/08/04,Spain,ES,,ESMRO,en,10,1,1,0,0,,0,0,0,0,0,0,0,,N,N,limesurvey-6761,mecz3j7ic1kdgkvgsn,
2020/08/04,Spain,ES,,ESMRC,en,24,4,4,0,0,,0,0,0,0,0,0,0,,Y,Y,limesurvey-6731,y2xqg7350qkd9xaszn,
2020/08/04,Spain,ES,,ESMRO,en,40,4,4,0,0,,0,0,5,4,0,0,0,,N,Y,limesurvey-6713,8ob9ii1a9ekdahgw3a,
2020/08/04,Spain,ES,,ESMRC,en,4,0,,,,,,,,,,,,,Y,Y,limesurvey-6746,2yq9jqifmkkdgfoydf,
2020/08/04,Spain,ES,,ESMRO,es,30,0,0,0,0,,0,0,0,0,0,0,0,,Y,Y,limesurvey-6621,tvee9tk9t0kdfsqx4x,
2020/08/04,Spain,ES,,ESMRC,en,8,0,0,0,0,,0,0,0,0,0,0,0,,N,N,limesurvey-6729,j5jvqp64sekd8zoznl,
2020/08/04,Spain,ES,,ESMRC,en,100,4,4,0,0,,0,0,2,1,1,1,2,,N,Y,limesurvey-6667,gycqss22xhkdg1q0bz,
2020/08/04,Spain,ES,,ESMRC,en,12,6,6,0,0,,0,0,10,6,0,0,0,,Y,Y,limesurvey-6664,o3h31oowpgkd9zxxbd,
2020/08/04,Spain,ES,,ESMAR,en,6,8,8,3,0,,0,0,5,5,4,,5,,N,N,limesurvey-6739,cds47668vpkdgemra1,
2020/08/04,Spain,ES,,ESMRE,en,500,5,4,0,0,,0,1,3,0,1,1,1,,Y,Y,limesurvey-6712,jvl9yucoigayigy899,
2020/08/04,Spain,ES,,ESMRE,en,15,0,,,,,,,,,,,,,N,Y,limesurvey-6669,4ctpj0occrkdfsdb9m,
2020/08/04,Spain,ES,,ESMAR,en,300,2,20,0,0,,0,0,,,0,,,,N,N,limesurvey-6745,zliuh0vtb6kdgfht00,
2020/08/04,Spain,ES,,ESMRO,en,20,10,10,0,0,,0,0,1,0,0,0,0,,N,N,limesurvey-6665,crmax7aji1kdg1nglf,
2020/08/04,Spain,ES,,ESMRO,en,21,5,5,0,0,,,0,0,,0,0,0,,N,N,limesurvey-6638,nrm9l0lpxikdfx26n4,
2020/08/04,Spain,ES,,ESMAR,en,13,0,0,0,0,,0,1,2,0,0,0,0,,N,Y,limesurvey-6629,x8i8lum6pqkdfui5hz,
2020/08/04,Spain,ES,,ESMRO,en,4,0,,,,,,,3,0,,,,,N,N,limesurvey-6636,brvsgth66wkdfwqeng,
2020/08/04,Spain,ES,,ESMRO,en,10,0,,,,,,,3,0,,,,,N,N,limesurvey-6657,c69gqk9b8jkdg0od83,
2020/08/04,Spain,ES,,ESMRO,en,10,0,0,0,0,,0,0,3,0,0,0,0,,N,Y,limesurvey-6630,da5r4puzrxkdfui85k,
2020/08/04,Spain,ES,,ESMAR,en,20,4,1,3,0,,0,0,0,3,2,2,2,,N,Y,limesurvey-6721,x6fi17brxbkdg9zrnc,
2020/08/04,Spain,ES,,ESMRO,en,14,0,0,0,0,,0,0,4,0,0,0,0,,N,N,limesurvey-6652,tsuzy2hcaskd9efy0l,
2020/08/04,Spain,ES,,ESMRC,en,32,2,2,0,0,,0,0,2,0,0,0,0,,Y,Y,limesurvey-6703,juzs1q15hnkd8z0thm,
2020/08/04,Spain,ES,,ESMRO,en,50,3,30,0,0,,0,0,1,1,1,0,0,,Y,Y,limesurvey-6605,xkk4jhb18pkda59wsh,
2020/08/04,Spain,ES,,ESMRC,en,190,2,2,0,0,,0,0,15,2,0,0,0,,N,N,limesurvey-6637,lsv7tvbz11kdfwwna4,
2020/08/04,Spain,ES,,ESMRE,en,4,0,,0,,,,,1,0,0,0,0,,N,N,limesurvey-6690,y1pd11umlbkdg4grrk,
2020/08/04,Spain,ES,,ESMAR,en,15,4,4,0,0,,0,0,4,4,1,1,1,,N,Y,limesurvey-6640,d1jt0z2f91kdfxkzun,
2020/08/04,Spain,ES,,ESMAR,en,4,0,0,0,0,,0,0,2,0,0,0,0,,N,N,limesurvey-6728,b782zhanzxkdgcc4tk,
2020/08/04,Spain,ES,,ESMRO,en,20,10,10,0,0,,0,0,20,7,4,1,0,,N,N,limesurvey-6673,e1umnapthtkdg22ov5,
2020/08/04,Spain,ES,,ESMRC,en,4,0,0,0,0,,0,0,1,0,0,0,0,,N,N,limesurvey-6694,gksc3jcsn2kdg54sgx,
2020/08/04,Spain,ES,,ESMRC,es,25,0,0,0,0,,0,0,2,0,0,0,0,,N,N,limesurvey-6724,1cqtdymy89kdgb214h,
2020/08/04,Spain,ES,,ESMAR,en,50,15,10,5,0,,0,3,60,50,42,25,4,,N,Y,limesurvey-6760,j1alab3c10kdgkl2qm,
2020/08/04,Spain,ES,,ESMAR,en,100,3,3,0,0,,0,1,1,0,3,3,1,,N,N,limesurvey-6646,pyldbz833okdfy6o9c,
2020/08/04,Spain,ES,,ESMRC,en,14,2,1,1,0,,0,0,2,2,1,1,1,,N,N,limesurvey-6700,28omvult15kdg6j582,
2020/08/04,Spain,ES,,ESMRO,en,20,0,0,0,0,,0,0,,,0,0,0,,N,N,limesurvey-6625,80irbr79dmkdfu6qji,
2020/08/04,Spain,ES,,ESMRE,en,20,6,6,0,0,,0,0,3,3,1,0,0,,N,N,limesurvey-6662,dbzikkd5qikda2rajt,
2020/08/04,Spain,ES,,ESMRC,en,20,3,3,0,0,,0,0,2,0,0,0,2,,N,N,limesurvey-6737,bh5xlrer1ikdgd48k8,
2020/08/04,Spain,ES,,ESMRO,en,40,4,4,0,0,,0,0,5,4,0,0,0,,Y,Y,limesurvey-6714,8ob9ii1a9ekdahgw3a,
2020/08/04,Spain,ES,,ESMAR,en,100,5,3,2,0,,0,0,,,4,4,2,,N,N,limesurvey-6733,ffky7ys191kdgcmdor,
2020/08/04,Spain,ES,,ESMRO,en,6,0,,0,0,,0,0,0,0,0,0,0,,N,N,limesurvey-6697,90izdtfemokdg5xmdk,
2020/08/04,Spain,ES,,ESMRC,en,9,3,3,0,0,,0,0,2,2,0,0,0,,N,N,limesurvey-6620,zmxnsm1ehkdfshblh,
2020/08/04,Spain,ES,,ESMAR,en,7,0,,,,,,0,1,0,,,,,Y,N,limesurvey-6734,suuhijhbuvkdgcpw0e,
2020/08/04,Spain,ES,,ESMRO,en,50,7,7,0,0,,0,0,4,1,0,0,0,,N,N,limesurvey-6756,tlw2tqkoohkdajs4g9,
2020/08/04,Spain,ES,,ESMAR,en,17,0,0,0,0,,0,0,0,0,0,0,0,,N,Y,limesurvey-6725,gdjyrfav2okdgbgyry,
2020/08/04,Spain,ES,,ESMRC,en,10,3,3,0,0,,0,0,10,0,0,0,0,,Y,Y,limesurvey-6688,313dmjychhkdczr9hm,
2020/08/04,Spain,ES,,ESMRO,en,40,3,3,0,0,,0,0,3,0,0,0,0,,Y,N,limesurvey-6648,mus4bq49h7kdfyr92h,
2020/08/04,Spain,ES,,ESMRO,en,20,6,6,0,0,,0,0,1,1,0,0,0,,N,Y,limesurvey-6628,rvnb3qt84kdbx4p6w,
2020/08/04,Spain,ES,,ESMRO,en,10,2,2,0,0,,0,0,4,2,0,0,0,,N,Y,limesurvey-6691,rt7d9b04zckdg4qkqo,
2020/08/04,Spain,ES,,ESMRC,es,20,2,2,0,0,,0,0,3,2,0,0,0,,Y,N,limesurvey-6735,d3nbwmro0wkdgctzqg,
2020/08/04,Spain,ES,,ESMRC,en,5,1,1,0,9,,0,0,3,0,0,0,0,,N,N,limesurvey-6753,rok2jv6454kdghdri3,
2020/08/04,Spain,ES,,ESMRC,en,50,2,2,0,0,,0,0,10,3,0,0,0,,Y,Y,limesurvey-6604,97icqnikppkdfot5la,
2020/08/04,Spain,ES,,ESMRC,en,35,4,4,0,0,,0,0,6,5,0,0,0,,N,N,limesurvey-6656,9eonl1zdt2kdg04qdo,
2020/08/04,Spain,ES,,ESMRO,en,15,3,3,,0,,0,0,,,,,,,,,limesurvey-6687,onqb9roatbkdg4b6nv,
2020/08/04,Spain,ES,,ESMRO,en,35,6,6,0,0,,0,0,0,0,0,0,0,,Y,N,limesurvey-6623,vrnehjl7i4kdftwk4v,
2020/08/04,Spain,ES,,ESMAR,en,15,3,3,,0,,0,0,0,,,,,,N,N,limesurvey-6682,xlxqiodr9zkdg34npq,
2020/08/04,Spain,ES,,ESMAR,en,15,5,5,0,0,,0,0,4,1,0,0,0,,N,Y,limesurvey-6615,9oowr86lx2kd9l0yo5,
2020/08/04,Spain,ES,,ESMRC,en,50,3,3,0,0,,0,0,2,1,1,1,0,,N,N,limesurvey-6678,zbrbmfxf21kdg2h04k,
2020/08/05,Spain,ES,,ESMRE,en,32,3,3,0,0,,0,0,1,1,0,1,1,,N,Y,limesurvey-6817,5yhmrwk6hfkdbxx1lr,
2020/08/05,Spain,ES,,ESMRC,en,20,5,5,0,0,,0,0,6,5,1,1,1,,N,N,limesurvey-6789,ovjr1f2bqykd96tnhj,
2020/08/05,Spain,ES,,ESMRC,en,20,0,,,,,,,,,,,,,N,N,limesurvey-6770,w0cjavyj21kdgv700z,
2020/08/05,Spain,ES,,ESMRC,en,25,0,0,0,0,,0,0,4,0,0,0,0,,Y,N,limesurvey-6780,co0e7pfj2gkdh1mxn2,
2020/08/05,Spain,ES,,ESMRE,en,50,1,1,0,0,,0,0,3,1,0,0,0,,Y,N,limesurvey-6804,tolc1r82zokdh53ulp,
2020/08/05,Spain,ES,,ESMRC,en,30,3,2,0,0,,0,1,1,0,0,0,0,,Y,Y,limesurvey-6833,mcx7qbgv5wkd9aofhk,
2020/08/05,Spain,ES,,ESMAR,en,6,1,1,0,0,,0,0,0,0,0,0,0,,N,N,limesurvey-6868,ope5cr40b0kdhsa01l,
2020/08/05,Spain,ES,,ESMRC,en,8,0,,,,,,,3,0,,,,,N,N,limesurvey-6777,6lis4gdjfnkdh075ia,
2020/08/05,Spain,ES,,ESMAR,en,50,0,0,0,0,,0,0,2,0,0,0,2,,N,Y,limesurvey-6782,df32xmvjufkd9z00sr,
2020/08/05,Spain,ES,,ESMRE,en,32,3,3,0,0,,0,0,1,1,0,1,1,,N,Y,limesurvey-6816,5yhmrwk6hfkdbxx1lr,
2020/08/05,Spain,ES,,ESMRE,en,50,1,1,0,0,,1,0,2,0,0,0,0,,Y,N,limesurvey-6797,1jmzqn4a3pkdh4xef6,
2020/08/05,Spain,ES,,ESMRO,en,25,4,4,0,0,,0,0,3,1,2,2,1,,Y,N,limesurvey-6880,2ygzm6cifdkdhzme5y,
2020/08/05,Spain,ES,,ESMRC,en,4,2,2,0,0,,0,0,2,2,2,1,0,,N,Y,limesurvey-6857,5y9dw79m3qkdhlz8ma,
2020/08/05,Spain,ES,,ESMAR,en,20,0,0,0,0,,0,0,3,0,1,0,0,,N,N,limesurvey-6840,blt8rx8b6gkdhhfnwj,
2020/08/05,Spain,ES,,ESMRC,en,4,0,0,0,0,,0,0,1,0,0,0,0,,N,N,limesurvey-6843,o81deapw2lkdhimrnm,
2020/08/05,Spain,ES,,ESMRC,en,100,4,4,0,0,,0,0,2,1,1,1,0,,N,Y,limesurvey-6859,gycqss22xhkdg1q0bz,
2020/08/05,Spain,ES,,ESMRE,en,32,3,3,0,0,,0,0,1,1,0,1,1,,N,Y,limesurvey-6813,5yhmrwk6hfkdbxx1lr,
2020/08/05,Spain,ES,,ESMRO,en,20,4,4,0,0,,0,0,2,2,2,1,1,,Y,Y,limesurvey-6802,tw4w9uluwmkd8w7ahr,
2020/08/05,Spain,ES,,ESMRE,en,32,3,3,0,0,,0,0,1,1,0,1,1,,N,Y,limesurvey-6818,5yhmrwk6hfkdbxx1lr,
2020/08/05,Spain,ES,,ESMRC,en,20,3,3,0,0,,0,0,3,2,0,0,0,,N,N,limesurvey-6809,cgaguydbfokdef3k01,
2020/08/05,Spain,ES,,ESMRC,en,8,2,2,0,0,,0,0,4,2,1,0,0,,N,N,limesurvey-6879,85v4mjf0i2kdhyi7tv,
2020/08/05,Spain,ES,,ESMRC,en,4,3,3,0,0,,0,0,2,0,1,0,0,,N,Y,limesurvey-6873,125wejpdebkdanjff9,
2020/08/05,Spain,ES,,ESMAR,en,25,1,1,0,0,,0,0,3,1,0,0,0,,N,Y,limesurvey-6766,2ndimyw2etkdgos130,
2020/08/05,Spain,ES,,ESMRE,en,20,6,6,0,0,,0,0,3,3,1,1,0,,N,N,limesurvey-6827,dbzikkd5qikda2rajt,
2020/08/05,Spain,ES,,ESMRE,en,18,0,0,0,0,,0,0,0,0,0,0,0,,N,Y,limesurvey-6796,am9i3svwbbkdh4w2wr,
2020/08/05,Spain,ES,,ESMRC,en,189,54,52,1,19,,2,0,39,37,5,5,5,,N,N,limesurvey-6855,f5qm2om82dkdhknxgf,
2020/08/05,Spain,ES,,ESMAR,en,100,3,3,0,0,,0,0,6,3,2,0,0,,N,N,limesurvey-6787,oxsxy7lz3lkdh390no,
2020/08/05,Spain,ES,,ESMRE,en,50,3,3,0,0,,0,0,5,3,1,1,1,,N,N,limesurvey-6841,ui91euibp2kdhhoy4i,
2020/08/05,Spain,ES,,ESMAR,en,20,4,2,1,0,,1,0,6,1,1,1,1,,Y,Y,limesurvey-6774,y34762u4hekdgxr84v,
2020/08/05,Spain,ES,,ESMAR,en,150,3,,0,,,,3,3,0,1,1,0,,N,N,limesurvey-6765,8829vtrmx3kdgodi9w,
2020/08/05,Spain,ES,,ESMRE,en,32,3,3,0,0,,0,0,1,1,0,1,1,,N,Y,limesurvey-6815,5yhmrwk6hfkdbxx1lr,
2020/08/05,Spain,ES,,ESMRE,en,32,3,3,0,0,,0,0,1,1,0,1,1,,N,Y,limesurvey-6814,5yhmrwk6hfkdbxx1lr,
2020/08/05,Spain,ES,,ESMRE,en,50,5,5,0,0,,0,0,3,,1,1,0,,Y,Y,limesurvey-6852,naoep0pntqkdhkehwi,
2020/08/05,Spain,ES,,ESMAR,en,20,2,1,1,0,,0,0,1,1,1,1,0,,Y,N,limesurvey-6874,y0rt5ygblxkdhvs9w8,
2020/08/05,Spain,ES,,ESMRC,en,150,4,4,0,0,,0,0,15,4,1,1,1,,N,Y,limesurvey-6867,yhnp0dsqjykdhrqaj7,
