ISO2,ISO_3,country_agg,date,first_date,day_count,weight,Finished,B2,B4,E5,E6,E7,pos_RF,pos_RF_symp,pos_XGB,pos_XGB_symp,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,test_recent,tested_vaccinated,tested_unvaccinated,tested_vac1dose,tested_vac2doses,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,C0_1.0,C0_1.1,C0_1.2,C0_1.NA,C0_2.0,C0_2.1,C0_2.2,C0_2.NA,C0_3.0,C0_3.1,C0_3.2,C0_3.NA,C0_4.0,C0_4.1,C0_4.2,C0_4.NA,C0_5.0,C0_5.1,C0_5.2,C0_5.NA,C0_6.0,C0_6.1,C0_6.2,C0_6.NA,C0a_7.0,C0a_7.1,C0a_7.NA,I6_1.1,I6_1.2,I6_1.3,I6_1.NA,I6_2.1,I6_2.2,I6_2.3,I6_2.NA,I6_3.1,I6_3.2,I6_3.3,I6_3.NA,I6_4.1,I6_4.2,I6_4.3,I6_4.NA,I6_5.1,I6_5.2,I6_5.3,I6_5.NA,I6_6.1,I6_6.2,I6_6.3,I6_6.NA,I6_7.1,I6_7.2,I6_7.3,I6_7.NA,I6_8.1,I6_8.2,I6_8.3,I6_8.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D10.1,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,D5.1,D5.2,D5.3,D5.4,D5.NA,days_aggregated,p_infected,p_infected_CI,p_rf,p_rf_CI,p_rf_symp,p_rf_symp_CI,p_XGB,p_XGB_CI,p_XGB_symp,p_XGB_symp_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
ZA,ZAF,South Africa,2021-07-01,2021-07-01,972,35449220.8094485,733,3751,1329,2603,0,2070.5,73,62,111,78,972,591,165,769,193,745,177,10,51,1955007.80532784,3,44,2,0,23,812806.51109875,1330,943,22095.2087191185,146,24,0,0,0,41,8,33,8,0,33,9,59,9,0,64,10,25,8,27,25,23,13,12,15,19,24,8,0,4,2,5,3,3,1,0,2,2,3,0,21,46,21,42,44,39,25,22,21,36,46,19,0,4,3,5,3,3,1,0,2,2,3,0,535,342,0,95,397,480,0,95,841,36,0,95,662,215,0,95,826,51,0,95,754,123,0,95,664,213,95,23,173,162,614,13,158,178,623,44,136,170,622,78,173,98,623,212,104,27,629,89,209,45,629,41,214,90,627,98,177,66,631,15,22,66,68,243,558,22,23,44,7,16,23,75,37,22,52,7,36,37,34,5,532,20,32,77,61,224,558,61,73,84,183,571,135,102,85,81,569,1,0.176659528907923,0.0244586745710617,0.0751028806584362,0.0165687585641442,0.0637860082304527,0.0153626180999224,0.114197530864198,0.0199945557300654,0.0802469135802469,0.0170790910727279,0.0524691358024691,0.0140172750994908,0.0551495282741663,7.51444979695721e-05,0.0236625514403292,0.0095553306059266,0.0229287553446621,4.92717628087709e-05,0.0601940455465887,0.0031361360826137
ZA,ZAF,South Africa,2021-07-02,2021-07-02,966,35611588.35643,710,3941,1380,2292,0,1938,95,88,146,111,966,616,210,712,203,718,179,17,72,2667729.53805103,6,58,6,0,33,1014518.79025763,1384,935,21907.7626218195,157,35,0,0,0,59,13,46,13,0,51,13,76,13,0,90,16,36,13,30,41,33,17,15,15,25,34,18,2,8,2,6,9,6,1,2,1,1,6,1,37,62,19,50,65,56,30,31,21,43,57,32,3,8,2,6,9,7,1,3,1,2,6,2,538,322,0,106,407,453,0,106,826,34,0,106,625,235,0,106,814,46,0,106,746,114,0,106,630,230,106,30,160,155,621,21,133,187,625,44,128,168,626,69,184,87,626,203,115,17,631,98,194,41,633,45,197,89,635,106,164,57,639,24,27,58,79,238,540,16,21,30,6,7,19,86,42,10,40,8,39,36,28,5,573,18,33,69,80,225,541,67,64,100,187,548,124,115,91,89,547,1,0.227765726681128,0.0270708164144024,0.098343685300207,0.01877817065322,0.0910973084886128,0.018145585891439,0.151138716356108,0.0225873746525359,0.114906832298137,0.0201106889168982,0.0745341614906832,0.0165621765184977,0.0749118380048147,8.64607914908155e-05,0.0341614906832298,0.0114546069943261,0.0284884453932101,5.46400111253058e-05,0.0631739545425591,0.00322142175858967
ZA,ZAF,South Africa,2021-07-03,2021-07-03,996,34596851.0191132,743,3586,1580,2496,0,2058,111,100,160,122,996,593,229,728,218,738,193,19,59,2619795.11909509,13,43,10,2,35,1251241.92752898,1581,975,22844.9931083144,166,37,0,0,0,74,13,60,13,0,67,17,90,16,0,103,15,45,21,45,50,42,21,23,18,37,48,23,2,7,1,5,8,9,1,0,4,6,7,5,23,66,26,65,73,57,32,36,24,54,73,31,3,8,2,6,10,11,1,1,6,7,9,5,600,297,0,99,424,473,0,99,874,23,0,99,668,229,0,99,867,30,0,99,785,112,0,99,647,250,99,32,168,193,603,23,152,205,616,45,143,188,620,80,177,121,618,228,121,28,619,93,218,64,621,43,223,111,619,99,188,87,622,18,18,50,74,238,598,16,13,37,10,5,17,93,38,23,74,6,35,41,26,7,555,17,28,68,71,219,593,56,48,90,201,601,105,103,88,102,598,1,0.239289446185998,0.0270310935269523,0.11144578313253,0.0195430439240434,0.100401606425703,0.0186643593826351,0.160642570281125,0.0228045871064369,0.122489959839357,0.0203607942378403,0.0592369477911647,0.0146607059994657,0.0757235136124896,8.81548348787014e-05,0.035140562248996,0.0114354905514306,0.0361663530255319,6.22132952956165e-05,0.0692055363074106,0.00329116677697308
ZA,ZAF,South Africa,2021-07-04,2021-07-04,1105,35826725.9923511,844,4502.2,1295,2844,0,2153,119,115,179,136,1105,663,215,853,261,799,216,34,72,2820591.54099605,9,61,7,1,44,1513014.17238279,1298,1071,25094.3462759023,200,43,0,0,0,70,8,60,7,0,63,14,103,12,0,112,19,45,23,40,50,35,21,22,20,37,42,19,2,6,2,1,5,2,1,1,1,2,4,0,31,80,31,71,87,63,38,38,38,61,74,34,6,11,3,6,9,5,4,3,2,5,9,4,737,261,0,107,473,525,0,107,971,27,0,107,742,256,0,107,951,47,0,107,896,102,0,107,688,310,107,26,194,197,688,17,180,222,686,37,179,198,691,85,219,111,690,226,152,35,692,101,250,61,693,47,262,101,695,117,204,87,697,19,32,63,76,288,627,11,18,39,18,11,17,84,46,20,66,10,38,54,28,11,634,15,30,77,87,268,628,63,71,107,230,634,131,129,83,121,641,1,0.201310861423221,0.0240483319209608,0.107692307692308,0.0182774924068891,0.104072398190045,0.018004090672127,0.161990950226244,0.0217238443690428,0.123076923076923,0.0193702852696652,0.065158371040724,0.014551946284961,0.0787286993960385,8.8187054979468e-05,0.0398190045248869,0.0115289220862275,0.0422314384157182,6.58556067716959e-05,0.0517247983162824,0.00274016520620331
ZA,ZAF,South Africa,2021-07-05,2021-07-05,1076,34931144.0675761,805,3953.3,1709,2945,0,2131,101,91,150,119,1076,676,220,821,244,794,198,31,77,2527766.98621667,10,64,9,1,42,1396150.80435533,1711,1050,24602.3002704925,161,30,0,0,0,53,2,50,2,0,50,10,89,10,0,96,16,41,14,33,34,32,23,21,16,33,38,21,1,2,1,2,2,2,0,1,2,2,2,2,32,78,29,64,65,59,44,43,31,61,69,41,2,8,5,7,5,7,2,5,4,5,6,5,686,302,0,88,476,512,0,88,965,23,0,88,708,280,0,88,951,37,0,88,870,118,0,88,727,261,88,31,182,198,665,23,153,228,672,43,141,212,680,97,168,132,679,226,131,33,686,112,201,80,683,51,233,106,686,121,181,79,695,22,22,67,66,277,622,12,19,33,13,20,21,106,41,16,66,12,38,42,28,9,600,21,34,75,87,237,622,73,58,100,215,630,131,116,103,99,627,1,0.21133525456292,0.0248001847267138,0.0938661710037175,0.0174257981357527,0.0845724907063197,0.0166252618963699,0.139405204460967,0.0206957327175625,0.110594795539033,0.0187395489563117,0.0715613382899628,0.01540131454728,0.0723642770281608,8.5919656533567e-05,0.0390334572490706,0.0115721645006261,0.0399686538080288,6.49597213496806e-05,0.0695463424634379,0.00317866496178259
ZA,ZAF,South Africa,2021-07-06,2021-07-06,1140,35349296.0787688,884,4504,1366,3091,0,2394,107,98,153,120,1140,679,204,901,256,849,199,44,72,2638141.32539097,7,63,6,1,37,1395781.97746162,1372,1112,26055.0075245596,183,30,0,0,0,63,2,61,2,0,57,9,93,7,1,100,18,41,18,43,40,35,23,22,19,34,41,24,1,1,1,2,1,1,1,0,1,1,2,1,33,70,26,68,73,59,40,33,34,61,72,37,5,4,2,8,6,4,2,1,5,6,8,3,698,341,0,101,486,553,0,101,1022,17,0,101,767,272,0,101,999,40,0,101,909,130,0,101,765,274,101,35,193,189,723,24,158,226,732,44,162,204,730,84,212,111,733,239,131,30,740,100,249,55,736,48,247,107,738,113,209,82,736,24,26,57,101,304,628,14,20,44,20,8,16,108,50,14,55,9,38,48,32,10,654,27,36,83,96,267,631,82,82,115,229,632,169,117,100,118,636,1,0.184615384615385,0.0228761087885979,0.093859649122807,0.0169290607561556,0.0859649122807018,0.0162718791958837,0.134210526315789,0.0197876903555592,0.105263157894737,0.0178148234579773,0.0631578947368421,0.0141202598378013,0.074630660806156,8.66311146582444e-05,0.0324561403508772,0.0102867795369152,0.039485424953057,6.41989749544657e-05,0.0526578239790084,0.00271198560576151
ZA,ZAF,South Africa,2021-07-07,2021-07-07,1163,36409143.7468018,867,4152.3,1678.4,3078,0,2300,124,115,174,131,1163,709,225,888,244,867,206,26,63,2181444.29548601,5,53,5,0,41,1175275.72869258,1681.4,1120,26242.4536218586,182,30,0,0,0,69,8,60,8,0,58,14,101,14,0,112,18,43,15,42,45,43,30,24,24,31,43,21,2,3,0,4,3,2,1,1,1,1,3,0,33,82,34,73,84,74,52,45,35,54,70,45,5,9,1,10,8,6,5,3,2,3,7,2,697,348,0,118,483,562,0,118,1022,23,0,118,793,252,0,118,1011,34,0,118,925,120,0,118,753,292,118,40,195,211,717,29,192,222,720,58,184,202,719,121,187,136,719,272,128,39,724,122,248,68,725,65,274,102,722,125,226,82,730,15,35,78,90,275,670,18,11,35,18,9,22,116,45,20,67,6,43,44,27,7,675,20,45,85,91,251,671,86,81,104,217,675,160,121,92,114,676,1,0.202156334231806,0.0235940821093013,0.106620808254514,0.0177376930543873,0.0988822012037833,0.0171556856708287,0.149613069647463,0.0204998785853648,0.112639724849527,0.0181699618476974,0.0541702493551161,0.0130090366205511,0.0599147376454747,7.70891596439009e-05,0.0352536543422184,0.0105990484098923,0.0322796860279314,5.74093246586186e-05,0.064071752749502,0.00296278714507823
ZA,ZAF,South Africa,2021-07-08,2021-07-08,1026,34570186.2300158,789,3957.5,1494,2568,0,2104,96,84,142,102,1026,581,187,812,238,759,196,35,55,2389515.82965582,5,46,4,0,31,1076225.55993173,1495,1005,23547.9159731856,165,39,0,0,0,61,11,49,8,2,53,15,77,10,2,88,14,42,17,36,41,29,20,24,13,30,34,21,1,5,1,6,5,4,1,3,2,3,4,3,26,66,25,58,60,50,32,34,21,49,54,34,2,7,1,8,6,7,2,4,2,3,7,4,647,306,0,73,465,488,0,73,938,15,0,73,708,245,0,73,923,30,0,73,839,114,0,73,677,276,73,38,163,180,645,25,143,213,645,48,135,193,650,75,185,112,654,225,120,25,656,98,211,57,660,46,232,95,653,107,189,74,656,18,37,64,73,271,563,18,17,31,11,13,20,81,46,25,58,8,42,40,21,10,585,18,33,81,86,243,565,76,81,93,204,572,147,125,72,113,569,1,0.187187187187187,0.0241879285232451,0.0935672514619883,0.0178198539655185,0.0818713450292398,0.0167761439610973,0.138401559454191,0.0211298957599764,0.0994152046783626,0.0183089366227282,0.0536062378167641,0.0137821829166328,0.0691207103646176,8.45566973833603e-05,0.0302144249512671,0.0104741656286571,0.0311316101328171,5.78935813776038e-05,0.0634875715414637,0.00311438990186824
ZA,ZAF,South Africa,2021-07-09,2021-07-09,966,36158887.7226707,738,4037.4,1336,2516,0,2063,101,97,144,112,966,575,202,732,262,674,206,46,50,1917369.66045518,7,42,6,0,34,1263202.62330535,1338,948,22212.3625299303,164,37,0,0,0,63,6,57,6,0,61,13,83,13,0,99,19,49,22,49,41,43,25,24,18,36,46,28,1,4,1,4,3,3,4,1,2,4,2,3,27,76,31,75,68,66,43,38,28,59,72,41,2,10,2,9,8,7,11,2,4,6,7,5,617,269,0,80,411,475,0,80,870,16,0,80,667,219,0,80,859,27,0,80,769,117,0,80,638,248,80,25,171,189,581,22,142,214,588,43,158,179,586,75,182,115,594,216,124,28,598,103,207,59,597,43,238,91,594,121,172,73,600,12,23,57,73,239,562,14,20,28,10,11,19,91,33,24,55,7,41,38,25,3,547,15,27,67,76,218,563,60,57,89,190,570,123,99,73,104,567,1,0.21627408993576,0.0264033481284713,0.104554865424431,0.0192952825271625,0.100414078674948,0.0189530084727987,0.149068322981366,0.0224594727241809,0.115942028985507,0.020189257540926,0.05175983436853,0.0139706026408634,0.0530262345225027,7.30390183505904e-05,0.0351966873706004,0.0116206338154208,0.0349347754553123,5.98477559735619e-05,0.0602367262013257,0.00312889240488353
ZA,ZAF,South Africa,2021-07-10,2021-07-10,891,34294860.3493713,674,3429,1245,2305,0,1896,93,82,148,107,891,526,203,653,242,618,186,47,52,2130532.60069402,6,45,5,0,32,1230188.26658081,1246,860,20150.4554596414,170,42,0,0,0,62,10,51,9,0,56,12,77,10,0,87,20,36,19,40,45,37,22,17,12,30,37,24,2,6,2,7,7,5,2,1,1,4,3,2,31,54,23,64,64,53,32,27,19,46,54,34,4,7,2,8,9,7,4,1,2,5,4,4,582,224,0,85,360,446,0,85,792,14,0,85,587,219,0,85,771,35,0,85,710,96,0,85,580,226,85,26,142,151,572,22,112,177,580,30,120,162,579,56,152,102,581,172,111,21,587,84,170,48,589,32,197,73,589,95,160,46,590,15,29,52,63,248,484,12,17,41,10,5,13,76,35,18,43,11,35,35,27,11,502,11,33,67,80,215,485,55,64,86,195,491,113,109,87,94,488,1,0.23714953271028,0.0284932542640079,0.104377104377104,0.0200758737047647,0.0920314253647587,0.0189807217205241,0.166105499438833,0.0244375013956308,0.120089786756453,0.0213442773305365,0.058361391694725,0.0153926780974263,0.062123961987006,8.07859551983082e-05,0.0359147025813693,0.0122180839841238,0.0358709221745923,6.22404083222899e-05,0.061834830606959,0.00332553787042668
