ISO2,ISO_3,country_agg,date,weight,Finished,B2,B4,E5,E6,E7,pos_RF,pos_RF_symp,pos_XGB,pos_XGB_symp,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,test_recent,tested_vaccinated,tested_unvaccinated,tested_vac1dose,tested_vac2doses,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,C0_1.0,C0_1.1,C0_1.2,C0_1.NA,C0_2.0,C0_2.1,C0_2.2,C0_2.NA,C0_3.0,C0_3.1,C0_3.2,C0_3.NA,C0_4.0,C0_4.1,C0_4.2,C0_4.NA,C0_5.0,C0_5.1,C0_5.2,C0_5.NA,C0_6.0,C0_6.1,C0_6.2,C0_6.NA,C0a_7.0,C0a_7.1,C0a_7.NA,I6_1.1,I6_1.2,I6_1.3,I6_1.NA,I6_2.1,I6_2.2,I6_2.3,I6_2.NA,I6_3.1,I6_3.2,I6_3.3,I6_3.NA,I6_4.1,I6_4.2,I6_4.3,I6_4.NA,I6_5.1,I6_5.2,I6_5.3,I6_5.NA,I6_6.1,I6_6.2,I6_6.3,I6_6.NA,I6_7.1,I6_7.2,I6_7.3,I6_7.NA,I6_8.1,I6_8.2,I6_8.3,I6_8.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D10.1,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,D5.1,D5.2,D5.3,D5.4,D5.NA,first_date,day_count,days_aggregated,p_infected,p_infected_CI,p_rf,p_rf_CI,p_rf_symp,p_rf_symp_CI,p_XGB,p_XGB_CI,p_XGB_symp,p_XGB_symp_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
JP,JPN,Japan,2021-07-11,100114428.996424,5525,6939.9,236,10912.1,0,13222,22,17,21,19,6411,1648,640,5544,3189,3103,1714,1431,27,327334.170920884,4,21,3,1,19,238388.098878008,240,6337,84978.5917813384,302,180,0,0,0,16,4,12,1,2,12,3,17,1,1,18,5,9,1,7,6,5,2,2,2,3,5,2,0,1,0,1,1,2,0,0,0,0,0,0,8,14,6,12,9,8,5,5,4,10,8,5,0,1,0,1,1,1,0,0,0,0,0,0,3762,1775,0,874,1492,4045,0,874,3844,1693,0,874,3798,1739,0,874,5124,413,0,874,3929,1608,0,874,5120,417,874,184,1912,718,3597,179,1861,754,3617,799,1564,413,3635,345,1952,473,3641,1969,745,51,3646,1229,1435,102,3645,617,1883,263,3648,2373,334,30,3674,50,52,348,499,1981,3481,69,193,601,218,43,222,747,443,230,350,52,193,371,511,3,2165,44,69,340,532,1947,3479,33,185,809,1855,3529,196,533,954,1204,3524,2021-07-11,6411,1,0.103492884864166,0.00759181239431277,0.00343160193417564,0.00143148634679671,0.00265169240368117,0.00125883903784383,0.00327562002807674,0.00139868366269834,0.00296365621587896,0.00133062172331449,0.0042115114646701,0.00158521344425397,0.00326960033835457,1.11824236229496e-05,0.00296365621587896,0.00133062172331449,0.00238115625557353,9.5472000620585e-06,0.0028242407289774,0.000356804265998884
JP,JPN,Japan,2021-07-12,101195706.594085,5186,7575.2,233.6,10568,0,13039,8,8,11,6,6010,1632,579,5261,3130,2779,1615,1474,28,739587.191002825,14,13,9,5,21,492424.72998089,236.6,5940,79654.8580055468,271,162,0,0,0,6,1,5,0,1,4,2,6,1,1,6,2,1,0,2,3,2,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,2,4,5,4,3,4,0,3,3,2,1,2,1,1,1,1,1,1,0,1,1,1,3150,2101,0,759,1520,3731,0,759,3876,1375,0,759,3530,1721,0,759,4957,294,0,759,3625,1626,0,759,4862,389,759,166,1762,620,3462,151,1673,716,3470,737,1394,395,3484,311,1741,464,3494,1792,660,58,3500,1059,1342,108,3501,530,1685,295,3500,2187,258,36,3529,46,55,323,501,1935,3150,57,193,596,163,60,192,762,443,217,288,55,161,331,415,5,2072,41,68,335,516,1899,3151,34,172,735,1884,3185,188,543,910,1195,3174,2021-07-12,6010,1,0.0991438356164384,0.00766482516653094,0.00133111480865225,0.000921784438361823,0.00133111480865225,0.000921784438361823,0.00183028286189684,0.00108061789847732,0.000998336106489185,0.000798421733145209,0.00465890183028286,0.00172162516864072,0.00730848388627248,1.65954047667555e-05,0.00349417637271215,0.00149184322699653,0.00486606345816725,1.35580334189389e-05,0.00297031475448145,0.000377917704419606
JP,JPN,Japan,2021-07-13,101574267.806409,5185,7290.4,233,10511,0,12814.2,8,8,10,7,6068,1597,597,5290,3141,2802,1662,1427,28,744762.901741025,13,13,4,9,20,603938.323473043,237,5976,80137.6147207319,272,180,0,0,0,6,1,5,1,0,4,1,7,1,0,6,1,0,1,4,2,3,3,1,0,0,2,0,0,0,0,1,1,1,1,0,0,0,1,0,1,2,2,6,4,5,5,3,2,2,4,1,0,0,0,1,1,1,1,0,0,0,1,0,3020,2172,0,876,1522,3670,0,876,3841,1351,0,876,3527,1665,0,876,4939,253,0,876,3579,1613,0,876,4822,370,876,156,1784,639,3489,163,1699,704,3502,753,1430,365,3520,330,1755,458,3525,1812,673,51,3532,1181,1245,113,3529,571,1725,247,3525,2200,281,34,3553,31,64,313,512,1934,3214,59,176,517,197,64,191,708,413,228,349,62,187,355,488,2,2072,32,81,328,534,1879,3214,36,164,796,1827,3245,184,538,890,1221,3235,2021-07-13,6068,1,0.10140988618991,0.00771120127168132,0.001318391562294,0.000912979526092451,0.001318391562294,0.000912979526092451,0.0016479894528675,0.00102057368800698,0.00115359261700725,0.000854084607251084,0.00461437046802901,0.00170520743598681,0.00733220054473316,1.65911074289725e-05,0.003295978905735,0.00144211741669186,0.00594578072296905,1.49508444006451e-05,0.00295741270595476,0.000375960922806007
JP,JPN,Japan,2021-07-14,99802406.2221786,5375,7208.5,312,10637.1,0,13192,10,9,14,10,6224,1584,604,5427,3338,2756,1701,1597,22,408521.702114646,10,11,5,4,16,309175.119162116,322,6126,82149.1010340033,278,164,0,0,0,6,1,4,1,0,4,2,7,2,0,8,1,2,1,4,2,2,0,1,0,1,2,0,0,1,0,1,1,1,0,0,0,0,1,0,4,7,2,7,7,6,3,2,3,2,6,3,1,2,0,2,2,2,0,0,1,0,2,1,3023,2290,0,911,1617,3696,0,911,3925,1388,0,911,3625,1688,0,911,5026,287,0,911,3621,1692,0,911,4937,376,911,163,1845,667,3549,148,1772,732,3572,739,1483,419,3583,335,1835,464,3590,1833,730,54,3607,1210,1290,124,3600,605,1755,259,3605,2265,285,43,3631,48,52,341,495,1968,3320,48,172,639,170,51,226,719,382,250,329,73,209,403,467,1,2085,40,66,354,559,1884,3321,37,200,761,1858,3368,207,516,885,1255,3361,2021-07-14,6224,1,0.100149228983585,0.00757639272547189,0.00160668380462725,0.000995014339377462,0.00144601542416452,0.000944029435805195,0.00224935732647815,0.00117693785842624,0.00160668380462725,0.000995014339377462,0.00353470437017995,0.00147441905994206,0.00409330513740521,1.25263335286847e-05,0.0025706940874036,0.00125799686985697,0.00309787239471797,1.09027388249574e-05,0.00391970205330327,0.000427287695386915
JP,JPN,Japan,2021-07-15,100351844.35772,5212,6678.7,370,10297,0,12660,11,10,10,6,6069,1592,568,5315,3369,2574,1691,1632,24,325291.021685227,12,10,5,7,15,219423.473900222,382,5978,80164.4345382422,272,160,0,0,0,9,2,7,1,1,6,2,8,1,1,8,1,3,1,5,0,4,0,3,1,1,2,0,0,0,0,2,0,1,0,1,1,0,0,0,2,5,1,6,2,5,0,3,1,2,2,0,0,0,0,2,0,1,0,1,1,0,0,0,3101,2103,0,865,1553,3651,0,865,3891,1313,0,865,3527,1677,0,865,4920,284,0,865,3577,1627,0,865,4838,366,865,173,1775,664,3457,159,1685,751,3474,779,1399,398,3493,331,1759,482,3497,1801,716,52,3500,1158,1313,99,3499,550,1740,268,3511,2199,291,36,3543,41,58,322,453,1932,3263,81,210,578,193,43,196,700,383,197,305,52,203,362,477,4,2085,40,76,323,511,1856,3263,41,173,802,1770,3283,194,518,889,1186,3282,2021-07-15,6069,1,0.0965493795682475,0.00754702208232981,0.00181248970176306,0.00107012217078538,0.00164771791069369,0.00102040566502274,0.00164771791069369,0.00102040566502274,0.000988630746416213,0.000790663688428459,0.00395452298566485,0.00157897828809746,0.00324150516382813,1.11212535789785e-05,0.00247157686604053,0.00124922084555239,0.0021865415160488,9.13879539563519e-06,0.00476520544553668,0.000476717192211425
JP,JPN,Japan,2021-07-16,102263187.563165,5209,6961.9,315,10015.2,0,12367,13,12,13,12,6133,1627,615,5306,3435,2587,1762,1630,20,624433.035161815,7,13,2,5,12,327224.854199767,322,6057,81223.8173298984,273,183,0,0,0,12,1,11,1,0,10,1,12,1,0,11,6,7,0,5,5,6,5,0,3,2,5,3,0,1,0,0,0,0,1,0,0,0,1,0,7,8,0,6,6,6,6,0,3,2,6,4,0,1,0,0,0,0,1,0,0,0,1,0,3019,2259,0,855,1526,3752,0,855,3909,1369,0,855,3533,1745,0,855,4992,286,0,855,3565,1713,0,855,4946,332,855,176,1741,645,3571,169,1676,710,3578,755,1363,411,3604,329,1728,473,3603,1821,655,44,3613,1163,1262,96,3612,549,1685,277,3622,2205,251,42,3635,40,51,336,494,1962,3250,59,173,566,226,45,227,670,390,208,319,55,205,356,532,2,2100,47,64,304,528,1932,3258,39,189,751,1869,3285,165,549,898,1241,3280,2021-07-16,6133,1,0.103867589934133,0.00777099590506021,0.00211968041741399,0.00115102837840021,0.00195662807761291,0.00110596264061624,0.00211968041741399,0.00115102837840021,0.00195662807761291,0.00110596264061624,0.00326104679602152,0.0014268582797934,0.00610613701803614,1.50987747220119e-05,0.00195662807761291,0.00110596264061624,0.0031998303788218,1.09460129703964e-05,0.00396435442934387,0.000432145575545244
JP,JPN,Japan,2021-07-17,100311778.757078,5648,7026.4,215,11309,0,14092,12,6,11,5,6600,1645,630,5757,3749,2692,1884,1818,20,406374.912254319,10,8,5,5,14,277634.218643981,219,6500,87164.4069084266,298,196,0,0,0,9,3,4,3,0,5,3,6,3,0,8,3,4,0,3,3,1,1,1,2,2,3,0,0,1,0,1,0,0,0,0,0,1,0,0,4,7,1,4,4,2,2,2,2,3,4,1,0,1,0,1,0,0,0,0,0,1,0,0,3528,2184,0,888,1479,4233,0,888,4024,1688,0,888,3862,1850,0,888,5349,363,0,888,3974,1738,0,888,5306,406,888,158,1967,713,3762,176,1864,785,3775,813,1579,409,3799,341,1940,522,3797,2040,703,49,3808,1287,1416,88,3809,638,1871,281,3810,2439,306,29,3826,52,45,355,536,2073,3539,59,168,601,227,40,205,756,431,243,376,74,194,461,605,2,2158,38,52,366,580,2019,3545,35,192,824,1969,3580,162,545,952,1367,3574,2021-07-17,6600,1,0.0986378581493659,0.00731258801342431,0.00181818181818182,0.00102777868340862,0.000909090909090909,0.000727080143573884,0.00166666666666667,0.000984097852432982,0.000757575757575758,0.00066378065269474,0.00303030303030303,0.00132605070982489,0.00405111859533889,1.24302003299239e-05,0.00212121212121212,0.00110995933672827,0.00276771304510829,1.02808925726598e-05,0.00251249343358784,0.0003323415962339
JP,JPN,Japan,2021-07-18,99957845.8155499,5631,7277.2,228,11187,0,13681,16,15,12,12,6570,1680,638,5722,3746,2703,1927,1767,34,726218.828892496,12,20,7,5,26,400064.059708245,236,6480,86896.2087333238,300,184,0,0,0,11,0,11,0,0,9,1,13,0,1,14,6,7,2,7,4,5,6,2,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,11,11,3,12,6,10,10,4,1,3,9,8,1,1,0,1,1,1,1,0,0,0,1,1,3791,1817,0,962,1512,4096,0,962,3869,1739,0,962,3864,1744,0,962,5204,404,0,962,3973,1635,0,962,5157,451,962,159,1910,731,3770,179,1829,787,3775,782,1555,431,3802,330,1924,508,3808,1932,771,59,3808,1242,1422,92,3814,656,1812,296,3806,2401,305,28,3836,49,60,352,513,2079,3517,55,202,641,220,55,218,746,455,256,362,63,203,385,510,7,2192,41,65,362,572,2011,3519,39,182,818,1981,3550,181,592,980,1274,3543,2021-07-18,6570,1,0.100314465408805,0.00738323486228288,0.00243531202435312,0.00119182707326206,0.00228310502283105,0.00115406963465379,0.00182648401826484,0.00103246744304839,0.00182648401826484,0.00103246744304839,0.00517503805175038,0.00173498417128943,0.00726525089618851,1.66487475218979e-05,0.00395738203957382,0.00151812787985674,0.00400232774570267,1.23772776567653e-05,0.00271588373578256,0.000346029173064814
JP,JPN,Japan,2021-07-19,100706501.49221,5148,6494.6,183,10258,0,12324,13,8,13,8,5983,1581,563,5250,3515,2358,1719,1756,27,412763.499322982,16,8,5,11,16,217703.23434659,185,5900,79118.4616553411,268,159,0,0,0,13,3,9,1,2,7,3,9,0,3,9,3,4,0,7,3,5,2,1,1,4,5,1,0,0,0,1,0,0,0,0,0,0,0,0,5,5,0,9,5,7,3,3,2,6,7,3,1,1,0,2,1,1,0,1,0,1,1,1,3126,2030,0,827,1544,3612,0,827,3790,1366,0,827,3543,1613,0,827,4859,297,0,827,3574,1582,0,827,4811,345,827,163,1739,684,3397,140,1703,723,3417,702,1460,392,3429,302,1772,479,3430,1762,732,51,3438,1167,1270,112,3434,586,1680,273,3444,2189,306,29,3459,44,50,283,469,1908,3229,63,179,554,168,60,194,724,402,238,340,46,183,359,447,2,2024,31,53,299,499,1871,3230,30,193,728,1771,3261,162,548,855,1164,3254,2021-07-19,5983,1,0.0968518837089283,0.00760293811856371,0.00217282299849574,0.0011798544325949,0.00133712184522815,0.000925941469678545,0.00217282299849574,0.0011798544325949,0.00133712184522815,0.000925941469678545,0.004512786227645,0.00169835632660164,0.00409867777359846,1.24781263637182e-05,0.00267424369045629,0.0013086020521003,0.00216175948047833,9.07095671203643e-06,0.00233826588800354,0.000336548592217997
JP,JPN,Japan,2021-07-20,101183016.305604,5225,6850.1,213,10074,0,12704,11,9,6,10,6056,1515,599,5279,3639,2299,1766,1823,27,526249.00993818,14,13,8,6,15,285574.962149198,217,5967,80016.9255419356,286,186,0,0,0,12,4,7,2,2,9,3,8,2,1,9,4,5,1,2,1,5,2,1,1,2,4,2,2,1,1,2,0,2,1,1,1,0,2,1,5,6,2,3,1,6,3,2,2,3,4,3,2,1,1,2,0,2,1,1,1,0,2,1,3032,2172,0,852,1502,3702,0,852,3878,1326,0,852,3481,1723,0,852,4893,311,0,852,3533,1671,0,852,4862,342,852,183,1833,624,3416,160,1736,723,3437,772,1440,405,3439,334,1789,483,3450,1829,724,44,3459,1209,1303,90,3454,585,1745,269,3457,2271,280,22,3483,42,41,325,408,1945,3295,47,193,608,201,51,225,716,394,227,334,44,191,329,429,3,2064,38,49,278,488,1903,3300,31,162,736,1810,3317,158,558,855,1169,3316,2021-07-20,6056,1,0.101905410003403,0.00773380042389921,0.00181638044914135,0.00107241723863515,0.00148612945838838,0.000970198346897886,0.000990752972258917,0.000792360110343483,0.00165125495376486,0.0010225942884351,0.00445838837516513,0.00167792990863019,0.00520096187238324,1.40153450234873e-05,0.00247688243064729,0.00125189913303719,0.00282236063497724,1.03368163139457e-05,0.00271192623973379,0.000360334968516363
JP,JPN,Japan,2021-07-21,99898504.9983553,5484,6843,397,10948,0,13619,14,12,12,10,6343,1623,632,5528,3804,2429,1856,1911,28,546119.297093179,16,12,6,10,22,438650.786946894,405,6268,84053.3080772335,299,200,0,0,0,11,5,6,2,3,10,4,10,2,2,14,3,5,2,7,0,6,2,3,1,3,5,3,1,2,1,4,0,2,1,1,1,0,1,1,7,9,3,11,3,10,6,4,1,5,9,6,1,2,1,4,0,2,1,1,1,0,1,1,3199,2305,0,839,1669,3835,0,839,4044,1460,0,839,3703,1801,0,839,5197,307,0,839,3781,1723,0,839,5093,411,839,170,1809,747,3617,174,1739,806,3624,807,1464,426,3646,337,1849,508,3649,1888,745,59,3651,1213,1361,115,3654,625,1758,303,3657,2325,309,36,3673,41,60,333,534,1971,3404,59,219,624,183,57,238,737,399,213,362,62,245,392,500,4,2049,37,62,334,567,1937,3406,24,174,833,1881,3431,168,559,962,1229,3425,2021-07-21,6343,1,0.102597402597403,0.00757738892888764,0.00220715749645278,0.00115488193915281,0.00189184928267381,0.00106938183746869,0.00189184928267381,0.00106938183746869,0.00157654106889484,0.00097636177428678,0.00441431499290557,0.00163144229453741,0.00546674144024648,1.4459141868178e-05,0.00346839035156866,0.00144680586127317,0.00439096447893905,1.29656105691093e-05,0.00481837073715005,0.00046813592163522
JP,JPN,Japan,2021-07-22,100486851.306803,5485,7861.5,261,11289,0,13943,13,13,14,14,6414,1664,625,5569,3836,2469,1817,1949,24,318790.513679567,15,7,6,9,20,265668.56916042,273,6327,84844.4926937869,331,219,0,0,0,9,2,7,2,0,8,2,10,2,0,13,3,6,0,4,3,2,2,0,1,4,3,4,1,1,0,0,1,0,1,0,0,0,1,1,6,11,3,8,6,6,4,3,3,8,7,8,1,2,1,1,2,1,2,1,0,1,2,2,3494,2020,0,900,1494,4020,0,900,3950,1564,0,900,3839,1675,0,900,5197,317,0,900,3887,1627,0,900,5092,422,900,172,1847,701,3694,170,1807,731,3706,762,1522,408,3722,315,1858,512,3729,1878,759,45,3732,1235,1349,103,3727,640,1805,233,3736,2320,303,28,3763,50,64,326,515,2028,3431,67,210,605,225,49,227,752,413,244,377,57,200,370,510,6,2102,43,73,335,531,2000,3432,39,199,772,1947,3457,197,550,918,1299,3450,2021-07-22,6414,1,0.100904100742654,0.00750101280944526,0.00202681633925787,0.0011006525583164,0.00202681633925787,0.0011006525583164,0.00218272528843156,0.00114211191541843,0.00218272528843156,0.00114211191541843,0.00374181478016838,0.00149420679674518,0.00317245997395467,1.0995160206813e-05,0.00311817898347365,0.00136444480280973,0.00264381424739132,1.00400085831781e-05,0.00321765139176784,0.000381071023689368
JP,JPN,Japan,2021-07-23,100774629.292399,5435,6948.14,297,10796,0,13676,12,9,9,5,6314,1549,634,5494,3791,2399,1756,1996,20,404017.613934031,13,7,4,9,16,276176.764628813,304,6230,83543.7315445381,316,216,0,0,0,10,3,6,3,0,7,3,8,3,0,9,2,6,0,4,1,3,4,2,0,1,2,1,0,1,0,0,0,1,0,1,0,0,0,0,2,7,0,6,1,3,5,2,0,3,2,1,0,1,0,0,0,1,0,1,0,0,0,0,3809,1604,0,901,1414,3999,0,901,3873,1540,0,901,3832,1581,0,901,5149,264,0,901,3987,1426,0,901,4992,421,901,172,1838,676,3628,171,1773,726,3644,729,1509,420,3656,284,1864,504,3662,1893,699,53,3669,1245,1304,94,3671,604,1778,257,3675,2283,303,32,3696,43,46,341,519,1995,3370,65,154,563,239,39,193,745,404,255,384,59,225,398,563,1,2027,36,57,344,544,1960,3373,31,169,806,1906,3402,166,561,922,1271,3394,2021-07-23,6314,1,0.10345953002611,0.00762533472763856,0.00190053848590434,0.00107428879780205,0.00142540386442825,0.000930582807866694,0.00142540386442825,0.000930582807866694,0.000791891035793475,0.000693835458244074,0.0031675641431739,0.00138602030222905,0.00400912031898197,1.23374303041372e-05,0.00253405131453912,0.0012400881119226,0.00274053863128073,1.02069158254914e-05,0.00363881280354271,0.000408300032123063
JP,JPN,Japan,2021-07-24,100505538.18239,5477,6884.9,333,11274,0,13422,13,10,14,10,6334,1592,607,5546,3791,2443,1799,1954,34,620111.129881931,22,9,13,9,23,424019.871248306,343,6260,83946.0288071924,295,200,0,0,0,12,3,8,3,0,9,3,10,3,0,11,2,6,2,6,5,4,4,2,1,3,4,0,2,2,0,2,2,0,2,0,0,1,1,0,3,7,2,8,7,6,5,2,1,4,6,0,2,2,0,2,2,0,2,0,0,1,1,0,3860,1635,0,839,1397,4098,0,839,3853,1642,0,839,3844,1651,0,839,5194,301,0,839,4011,1484,0,839,5086,409,839,152,1864,715,3603,160,1764,795,3615,720,1550,432,3632,300,1878,537,3619,1902,744,51,3637,1304,1283,109,3638,652,1758,285,3639,2356,269,37,3672,59,46,326,489,2017,3397,53,198,591,243,42,232,687,419,261,369,82,205,412,534,3,2003,50,65,332,491,1991,3405,37,180,805,1887,3425,188,530,920,1274,3422,2021-07-24,6334,1,0.0986510645213717,0.00745078439916795,0.00205241553520682,0.00111453977977416,0.00157878118092832,0.000977747992858683,0.00221029365329965,0.00115652109690573,0.00157878118092832,0.000977747992858683,0.0053678560151563,0.00179945394442775,0.00616991999740949,1.53090742467327e-05,0.00363119671613514,0.00148130336896,0.00421887071017744,1.26716494022882e-05,0.00408595861976752,0.000431524961814463
JP,JPN,Japan,2021-07-25,100625616.66726,5408,7104.5,263,11288,0,12996,10,9,11,10,6319,1616,610,5528,3791,2418,1692,2053,23,378897.820981911,9,13,3,6,19,337565.035773252,274,6243,83718.060358355,269,187,0,0,0,5,0,5,0,0,5,0,9,0,0,10,2,4,1,3,3,3,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,3,7,5,6,3,3,2,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,3909,1557,0,853,1360,4106,0,853,3711,1755,0,853,3756,1710,0,853,5057,409,0,853,3935,1531,0,853,5090,376,853,166,1858,631,3664,140,1793,711,3675,736,1488,398,3697,314,1833,479,3693,1863,697,54,3705,1211,1308,95,3705,614,1737,267,3701,2272,295,31,3721,54,59,323,536,2020,3327,68,215,568,217,57,200,745,418,207,352,60,225,367,541,3,2076,48,75,333,527,2007,3329,41,200,811,1907,3360,205,580,920,1258,3356,2021-07-25,6319,1,0.0993809058325187,0.00748439499309554,0.00158252888115208,0.000980067125106379,0.00142427599303687,0.000929846995903798,0.00174078176926729,0.00102782160615105,0.00158252888115208,0.000980067125106379,0.00363981642664979,0.00148481325431089,0.00376542110777635,1.19668926699374e-05,0.00300680487418895,0.00134996538642158,0.00335466302670705,1.12976621749932e-05,0.00327288996934644,0.000386894316637122
JP,JPN,Japan,2021-07-26,101020229.337145,5142,7008.1,291,10133,0,12430,15,13,13,11,5950,1641,542,5237,3742,2099,1541,2160,34,601949.966492809,16,15,6,10,25,401553.891637948,295,5859,78568.6553963802,265,175,0,0,0,11,3,8,1,2,10,3,11,1,2,14,5,7,0,8,7,4,4,2,1,5,6,4,1,2,0,2,1,0,1,0,0,1,1,1,6,11,1,11,9,5,5,3,2,8,6,5,1,2,0,2,1,0,1,0,0,1,1,1,3134,2016,0,800,1429,3721,0,800,3794,1356,0,800,3513,1637,0,800,4862,288,0,800,3518,1632,0,800,4805,345,800,165,1711,646,3428,147,1687,676,3440,704,1416,372,3458,325,1686,480,3459,1764,682,36,3468,1177,1225,81,3467,555,1683,241,3471,2182,249,28,3491,36,50,324,475,1927,3138,74,181,579,185,52,183,674,414,216,330,63,190,354,463,3,1989,35,67,343,471,1894,3140,33,174,764,1811,3168,191,541,875,1178,3165,2021-07-26,5950,1,0.0937878525696487,0.00751640165564595,0.00252100840336135,0.00127417369107968,0.00218487394957983,0.00118639099886015,0.00218487394957983,0.00118639099886015,0.00184873949579832,0.00109150479432693,0.00571428571428571,0.00191525314258345,0.00595870718610094,1.50079768443368e-05,0.00420168067226891,0.00164356477214578,0.00397498495373439,1.22700627405491e-05,0.00375467797573625,0.000427654381354243
JP,JPN,Japan,2021-07-27,100602205.552124,5508,7291.9,566,10612,0,13626,16,12,14,13,6390,1791,644,5539,3940,2317,1635,2268,35,674373.257995886,20,12,2,18,27,568735.522039097,573,6288,84321.5062523364,300,202,0,0,0,13,3,10,2,1,10,3,12,2,1,13,4,7,4,8,5,6,5,2,1,1,5,3,1,1,1,1,1,1,1,0,0,0,1,1,6,10,6,11,7,9,6,3,2,4,7,6,1,1,1,1,1,1,1,0,0,0,1,1,3193,2267,0,930,1482,3978,0,930,4027,1433,0,930,3775,1685,0,930,5148,312,0,930,3767,1693,0,930,5117,343,930,147,1853,681,3709,183,1735,751,3721,761,1474,413,3742,322,1842,478,3748,1929,659,51,3751,1273,1267,101,3749,613,1731,288,3758,2296,294,26,3774,57,47,360,530,2019,3377,54,208,673,183,50,221,763,449,250,383,60,210,344,483,5,2054,48,67,347,523,2023,3382,35,196,782,1969,3408,216,563,941,1273,3397,2021-07-27,6390,1,0.10415655830503,0.00761391172830043,0.00250391236306729,0.00122535753212508,0.00187793427230047,0.00106152367413583,0.00219092331768388,0.00114639682823031,0.00203442879499218,0.00110478225102143,0.0054773082942097,0.00180962506664507,0.00670336454648087,1.59452099236328e-05,0.00422535211267606,0.00159041201307147,0.00565331066965949,1.46509127527388e-05,0.00679541940682687,0.000554506195756142
