ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
PW,PLW,Palau,2021-02-15,2020-12-01,100,5,189355.158576468,3,74271.3128392744,76,78,11,2,3189705.88417303,42,6,82,12,18,73,9,17,71,12,28,62,10,20,69,11,20,69,11,11,79,10,13,75,12,10,76,14,9,80,11,13,77,10,17,72,11,20,67,13,7,10,83,30,51,19,11,19,70,2,9,0,89,26,40,34,47,21,32,14,53,33,24,41,35,9,58,33,15,51,34,31,38,31,21,2,4,3,70,12,52,36,42,9,4,3,2,4,36,29,12,12,11,36,3,5,4,17,30,41,3,9,7,15,27,39,27,15,11,6,41,8,11,12,27,42,18,24,1,57,4,5,5,6,6,13,5,56,19,13,10,58,17.3849525200877,19.5678137432101,61.9834710743802,78.710493888899,5.60941828254848,3.00800338880379,0.05,0.042716424707947,0.0593644572422891,0.000259326390023355,0.03,0.0334344809563718,0.0232846900423643,0.000165497714064392,0.0137233658360419,0.00306408852179019
PW,PLW,Palau,2021-02-19,2020-12-01,100,5,189355.158576468,3,74271.3128392744,76,78,11,2,3160853.86193308,42,6,82,12,18,73,9,17,71,12,28,62,10,20,69,11,20,69,11,11,79,10,13,75,12,10,76,14,9,80,11,13,77,10,17,72,11,20,67,13,7,10,83,30,51,19,11,19,70,2,9,0,89,27,39,34,47,21,32,15,52,33,24,41,35,9,58,33,15,51,34,31,38,31,21,2,4,3,70,12,51,37,43,8,4,3,2,4,36,30,12,11,11,36,3,6,4,17,29,41,3,10,7,15,26,39,27,15,11,6,41,8,12,12,26,42,19,23,1,57,4,5,6,6,6,12,5,56,19,13,10,58,17.3849525200877,19.5678137432101,61.9834710743802,78.710493888899,6.02493074792244,3.28956726676795,0.05,0.042716424707947,0.0599063312786829,0.000261618112610992,0.03,0.0334344809563718,0.0234972308380787,0.000166990191870218,0.0137233658360419,0.00306408852179019
PW,PLW,Palau,2021-02-22,2020-12-01,100,5,189355.158576468,3,74271.3128392744,76,77,12,2,3116380.83430629,42,6,82,12,18,73,9,17,71,12,28,62,10,20,69,11,20,69,11,11,79,10,13,75,12,10,76,14,9,80,11,13,77,10,17,72,11,21,66,13,7,11,82,31,50,19,12,19,69,2,10,0,88,27,40,33,48,21,31,15,53,32,25,41,34,10,58,32,16,51,33,32,37,31,21,2,4,4,69,13,50,37,44,7,4,3,2,4,36,30,13,10,11,36,3,6,5,17,28,41,3,10,8,15,25,39,27,14,11,7,41,8,13,11,26,42,18,24,1,57,5,5,5,6,6,12,5,56,19,13,10,58,17.3849525200877,19.5678137432101,61.9834710743802,78.710493888899,6.16343490304709,3.25343362421709,0.05,0.042716424707947,0.0607612383223433,0.000265230913088056,0.03,0.0334344809563718,0.0238325534612676,0.000169344180557195,0.0139015913663801,0.00310360142241097
PW,PLW,Palau,2021-02-24,2020-12-02,100,5,189355.158576468,3,74271.3128392744,76,77,12,2,3127158.86091244,43,6,82,12,18,73,9,17,71,12,28,62,10,20,69,11,19,70,11,11,79,10,13,75,12,10,76,14,9,80,11,13,77,10,17,72,11,21,66,13,7,11,82,31,50,19,12,19,69,2,10,0,88,28,40,32,49,20,31,15,53,32,25,41,34,10,58,32,16,51,33,32,37,31,20,2,4,5,69,14,50,36,44,7,5,3,2,4,35,30,13,10,12,35,3,6,6,17,28,40,3,10,9,15,25,38,28,14,11,7,40,8,13,11,27,41,18,25,1,56,5,5,5,7,6,12,5,55,19,14,10,57,17.3849525200877,19.5678137432101,61.9834710743802,78.710493888899,5.98290598290598,3.13117562848311,0.05,0.042716424707947,0.0605518193985251,0.000264346236812006,0.03,0.0334344809563718,0.023750412480677,0.000168767621169304,0.0139015913663801,0.00310360142241097
PW,PLW,Palau,2021-03-02,2020-12-02,100,5,189355.158576468,3,74271.3128392744,76,77,12,2,3207483.8854394,44,6,82,12,18,73,9,17,72,11,28,63,9,20,70,10,19,71,10,11,80,9,13,75,12,10,77,13,9,81,10,13,77,10,17,72,11,21,66,13,7,11,82,31,50,19,12,19,69,2,10,0,88,28,40,32,50,19,31,15,53,32,25,41,34,10,58,32,16,51,33,33,36,31,21,2,4,5,68,15,49,36,44,7,5,3,2,4,35,30,13,10,12,35,3,6,5,17,29,40,3,10,8,15,26,38,28,14,11,7,40,8,13,11,27,41,19,25,1,55,5,5,5,7,6,13,5,54,19,14,11,56,17.3849525200877,19.5678137432101,61.9834710743802,78.710493888899,5.98290598290598,3.13117562848311,0.05,0.042716424707947,0.0590354200799133,0.000257934132554777,0.03,0.0334344809563718,0.0231556308595763,0.00016459128919281,0.0139015913663801,0.00310360142241097
PW,PLW,Palau,2021-03-07,2020-12-02,100,5,189355.158576468,3,74271.3128392744,75,77,12,2,3023588.8885203,45,6,82,12,18,73,9,17,72,11,28,63,9,20,70,10,19,71,10,11,80,9,13,75,12,10,77,13,9,81,10,13,77,10,17,72,11,20,67,13,7,11,82,31,50,19,12,19,69,2,10,0,88,28,40,32,50,19,31,16,52,32,26,40,34,9,59,32,15,52,33,33,36,31,22,2,4,4,68,15,49,36,45,6,5,3,2,4,35,31,13,10,11,35,3,6,5,17,30,39,3,10,8,15,27,37,29,14,11,7,39,8,14,11,27,40,20,25,1,54,5,5,5,8,6,13,5,53,19,14,12,55,17.3849525200877,19.5678137432101,75,88.0971685760168,5.6875,3.1514902864583,0.05,0.042716424707947,0.0626259605912016,0.000273099170887337,0.03,0.0334344809563718,0.0245639587846288,0.000174475840773636,0.0137186756905067,0.00308340131753308
PW,PLW,Palau,2021-03-12,2020-12-03,100,5,189355.158576468,3,74271.3128392744,75,78,12,2,3007908.69517691,45,6,82,12,18,73,9,17,72,11,29,62,9,20,70,10,19,71,10,11,80,9,13,75,12,10,77,13,9,81,10,14,76,10,17,72,11,20,68,12,7,11,82,31,51,18,12,19,69,2,10,0,88,28,40,32,51,19,30,17,52,31,26,40,34,10,59,31,15,52,33,33,37,30,22,2,4,4,68,16,49,35,46,6,5,3,2,4,34,32,13,10,11,34,3,6,6,17,30,38,3,11,8,15,27,36,30,14,11,7,38,8,14,11,28,39,20,25,1,54,5,5,5,8,6,13,5,53,19,14,12,55,18.5595567867036,21.3172151361133,75,88.0971685760168,5.6875,3.1514902864583,0.05,0.042716424707947,0.0629524290016159,0.000274475024178853,0.03,0.0334344809563718,0.0246920104185231,0.000175373868969926,0.0135427952329361,0.00304414192125858
PW,PLW,Palau,2021-03-13,2020-12-03,100,5,189355.158576468,3,74271.3128392744,75,78,12,2,3093918.56145546,45,6,82,12,18,73,9,17,72,11,29,62,9,20,70,10,19,71,10,11,80,9,13,75,12,10,77,13,9,81,10,14,76,10,17,72,11,20,68,12,7,11,82,30,52,18,12,18,70,2,10,0,88,28,40,32,51,19,30,17,52,31,26,40,34,11,58,31,16,51,33,33,37,30,22,2,4,4,68,15,50,35,45,6,5,3,3,4,34,33,13,10,10,34,3,6,6,18,29,38,3,11,8,15,27,36,29,14,11,8,38,8,14,12,27,39,19,26,1,54,5,5,5,8,6,13,5,53,19,14,12,55,18.5595567867036,21.3172151361133,75,88.0971685760168,6,3.66025079706786,0.05,0.042716424707947,0.0612023732413273,0.000267093780425312,0.03,0.0334344809563718,0.0240055810662111,0.000170558524593454,0.0135427952329361,0.00304414192125858
PW,PLW,Palau,2021-03-16,2020-12-04,100,6,282497.240450874,3,74271.3128392744,72,76,10,2,3239546.49502198,45,7,80,13,17,72,11,17,71,12,28,61,11,20,68,12,19,69,12,10,80,10,13,73,14,10,75,15,10,79,11,14,74,12,17,70,13,20,67,13,7,10,83,28,52,20,10,18,72,2,8,0,90,27,39,34,50,18,32,16,51,33,25,39,36,11,56,33,15,50,35,33,36,31,22,2,4,4,68,15,49,36,45,5,5,3,3,4,35,32,13,10,10,35,3,6,6,17,29,39,3,11,8,14,27,37,29,14,10,8,39,8,14,11,27,40,19,26,1,54,5,5,5,8,6,13,5,53,19,14,12,55,18.845872899927,22.1545296174165,88.8888888888889,102.13764617139,6,3.66025079706786,0.06,0.046546565661405,0.0872027121342356,0.000307226129085874,0.03,0.0334344809563718,0.0229264537346208,0.000162981402789962,0.0133432171979244,0.00306143787715986
PW,PLW,Palau,2021-03-23,2020-12-05,100,6,282497.240450874,3,74271.3128392744,75,77,10,2,3240778.55092507,44,7,79,14,17,71,12,17,71,12,28,61,11,21,67,12,19,69,12,10,79,11,14,72,14,10,75,15,10,79,11,14,74,12,18,69,13,20,67,13,6,11,83,27,53,20,10,17,73,2,8,0,90,27,39,34,50,18,32,15,52,33,24,40,36,10,57,33,14,51,35,33,36,31,23,2,3,4,68,15,49,36,46,5,5,3,2,4,35,33,13,10,9,35,3,6,6,16,29,40,3,11,7,14,27,38,29,13,10,8,40,8,14,10,27,41,18,26,1,55,5,5,5,7,6,13,5,54,19,14,11,56,17.9362880886427,21.4302483674752,75,88.0971685760168,6.11439842209073,3.79477078937801,0.06,0.046546565661405,0.087169560033726,0.000307114907001219,0.03,0.0334344809563718,0.0229177377201765,0.000162920168353652,0.0137186756905067,0.00308340131753308
