ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
WS,WSM,Samoa,2021-05-14,2020-12-01,100,4,54115.2050860075,3,44618.6068440624,88,74,13,3,4526253.69901329,34,6,81,13,18,70,12,12,77,11,20,70,10,19,70,11,19,71,10,12,78,10,13,77,10,12,77,11,9,79,12,12,78,10,19,69,12,15,66,19,5,8,87,33,44,23,13,20,67,3,8,1,88,25,28,47,32,18,50,19,33,48,21,30,49,18,33,49,17,37,46,27,30,43,15,5,2,3,75,16,41,43,27,13,3,4,7,1,45,21,18,10,5,46,3,2,7,7,26,55,5,3,7,5,24,56,19,6,6,13,56,9,2,13,19,57,18,18,64,8,7,8,5,5,1,2,64,15,5,11,69,25.1869806094183,49.0607638869737,135.9375,132.361366153421,18.8775510204082,38.2296382014719,0.04,0.0384072934108425,0.0119558488508509,0.000100128342826046,0.03,0.0334344809563718,0.0098577344115265,9.10156344710917e-05,0.0167491435097069,0.00347001638385559
WS,WSM,Samoa,2021-05-16,2020-12-01,100,4,54115.2050860075,3,44618.6068440624,88,75,14,3,4504035.26432745,34,6,81,13,18,70,12,12,77,11,20,70,10,19,70,11,18,72,10,12,78,10,13,77,10,12,77,11,9,79,12,12,78,10,18,70,12,15,67,18,5,8,87,34,44,22,14,20,66,3,9,1,87,25,28,47,32,18,50,19,33,48,21,30,49,18,33,49,17,37,46,27,30,43,15,5,2,3,75,16,41,43,27,13,3,4,7,1,45,21,18,10,5,46,3,2,7,7,26,55,5,3,7,5,24,56,19,6,6,13,56,9,2,13,19,57,18,18,64,8,7,8,5,5,1,2,64,15,5,11,69,25.1869806094183,49.0607638869737,135.9375,132.361366153421,18.8775510204082,38.2296382014719,0.04,0.0384072934108425,0.012014827129487,0.000100619273365235,0.03,0.0334344809563718,0.00990636267825156,9.14623691253061e-05,0.0165258215962441,0.00342413828806534
WS,WSM,Samoa,2021-05-17,2020-12-03,100,3,44618.6068440624,3,44618.6068440624,88,75,14,3,4751369.99336607,34,5,81,14,17,70,13,12,76,12,20,69,11,18,70,12,18,72,10,12,78,10,12,77,11,11,77,12,8,79,13,11,78,11,18,70,12,15,67,18,5,8,87,34,44,22,14,20,66,3,9,1,87,25,28,47,32,18,50,19,33,48,21,30,49,18,33,49,17,37,46,27,30,43,15,5,2,3,75,16,41,43,27,13,3,4,7,1,45,21,18,10,5,46,3,2,7,7,26,55,5,3,7,5,24,56,19,6,6,13,56,9,2,13,19,57,18,18,64,8,7,8,5,5,1,2,64,15,5,11,69,25.1869806094183,49.0607638869737,135.9375,132.361366153421,18.8775510204082,38.2296382014719,0.03,0.0334344809563718,0.00939068245713542,8.67238296383132e-05,0.03,0.0334344809563718,0.00939068245713542,8.67238296383132e-05,0.0165258215962441,0.00342413828806534
