ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
TO,TON,Tonga,2021-04-24,2020-12-01,100,5,157766.186410662,0,0,45,79,9,1,3348612.86653016,33,7,85,8,13,79,8,12,82,6,19,75,6,17,76,7,16,78,6,11,81,8,9,85,6,5,89,6,4,88,8,9,85,6,13,81,6,11,73,16,8,2,90,26,56,18,9,14,77,1,8,91,18,37,45,28,27,45,22,34,44,16,38,46,11,43,46,11,44,45,20,40,40,10,4,2,3,81,9,43,48,22,7,7,2,6,9,47,26,11,5,12,46,3,13,4,25,55,3,2,10,6,23,56,13,14,6,10,57,8,6,14,16,56,20,14,1,2,63,5,9,6,9,6,2,1,62,8,12,14,66,34.8025711662075,68.2874653393684,125,158.377186909395,12.7551020408163,7.42998126048459,0.05,0.042716424707947,0.0471138924381365,0.000226939770274053,0,0,0,0,0.00802282046710644,0.00233463906689051
TO,TON,Tonga,2021-04-27,2020-12-03,100,5,157766.186410662,0,0,45,80,10,1,3328461.07330151,34,7,85,8,13,79,8,12,82,6,19,75,6,17,76,7,16,78,6,11,81,8,9,85,6,5,89,6,4,88,8,9,85,6,13,81,6,10,74,16,8,1,91,27,55,18,10,14,76,1,9,90,18,37,45,28,27,45,22,34,44,15,39,46,11,43,46,11,44,45,20,40,40,10,4,2,3,81,9,43,48,22,7,7,2,6,9,47,26,10,6,12,46,3,13,4,25,55,3,2,10,6,23,56,13,14,6,10,57,9,6,13,16,56,21,14,1,2,62,6,9,6,9,6,2,1,61,9,12,14,65,34.8025711662075,68.2874653393684,125,158.377186909395,12.128418549346,7.11600888958891,0.05,0.042716424707947,0.0473991382011788,0.000228279576254607,0,0,0,0,0.00792253521126761,0.00230557261218755
TO,TON,Tonga,2021-05-03,2020-12-04,100,5,157766.186410662,0,0,45,81,11,1,3359128.38403034,35,7,85,8,13,79,8,12,82,6,18,76,6,16,77,7,15,79,6,11,81,8,9,85,6,5,89,6,4,88,8,8,86,6,12,82,6,10,75,15,8,1,91,28,55,17,11,14,75,1,10,89,19,36,45,29,26,45,23,33,44,16,38,46,12,42,46,11,44,45,21,39,40,10,5,2,3,80,9,44,47,22,7,7,2,7,9,46,26,10,6,13,45,3,13,5,25,54,3,2,10,7,23,55,13,15,6,10,56,9,7,13,16,55,22,14,1,2,61,6,9,6,10,6,2,1,60,10,12,14,64,34.8025711662075,68.2874653393684,125,158.377186909395,11.8888888888889,6.81913767052727,0.05,0.042716424707947,0.0469664056785384,0.000226246858224749,0,0,0,0,0.00782472613458529,0.00227722100027021
TO,TON,Tonga,2021-05-05,2020-12-04,100,5,157766.186410662,0,0,45,80,11,1,3371171.54756165,34,7,85,8,13,79,8,12,82,6,18,76,6,16,77,7,15,79,6,11,81,8,9,85,6,5,89,6,4,88,8,8,86,6,12,82,6,10,74,16,8,1,91,29,54,17,11,15,74,1,10,89,19,35,46,29,25,46,23,32,45,16,37,47,12,41,47,11,43,46,21,38,41,10,5,2,3,80,9,43,48,22,7,7,2,7,8,47,25,10,6,13,46,3,13,5,24,55,3,2,10,7,22,56,13,15,6,9,57,9,7,13,15,56,21,14,1,2,62,6,9,6,9,6,2,1,61,10,12,13,65,34.8025711662075,68.2874653393684,125,158.377186909395,12.3662306777646,7.16931307190407,0.05,0.042716424707947,0.046798623026103,0.000225458458089187,0,0,0,0,0.00792253521126761,0.00230557261218755
TO,TON,Tonga,2021-05-07,2020-12-07,100,5,157766.186410662,0,0,45,79,11,1,3241589.41999311,32,7,85,8,14,78,8,11,82,7,19,75,6,17,76,7,16,78,6,12,81,7,9,85,6,5,89,6,4,88,8,8,86,6,12,82,6,10,73,17,8,1,91,28,54,18,11,14,75,1,10,89,18,34,48,27,25,48,21,32,47,14,37,49,11,40,49,10,42,48,19,38,43,8,5,2,3,82,8,42,50,22,7,6,2,6,8,49,25,10,5,12,48,3,13,5,22,57,3,2,10,7,20,58,13,15,5,8,59,9,7,13,13,58,19,14,1,2,64,6,8,6,9,5,2,1,63,9,11,13,67,32.9584775086505,65.4421705216605,125,158.377186909395,13.3058984910837,7.84055921121714,0.05,0.042716424707947,0.048669392069708,0.000234240929973549,0,0,0,0,0.00802282046710644,0.00233463906689051
TO,TON,Tonga,2021-05-08,2020-12-08,100,5,157766.186410662,0,0,45,79,11,1,3238655.53553593,32,7,84,9,14,77,9,11,81,8,18,75,7,17,75,8,16,77,7,12,81,7,9,84,7,5,88,7,4,87,9,8,85,7,12,81,7,10,73,17,8,1,91,27,54,19,11,13,76,1,10,89,17,34,49,27,25,48,21,32,47,14,36,50,11,39,50,10,41,49,18,39,43,7,5,2,3,83,9,41,50,23,7,6,2,5,8,49,25,9,6,12,48,3,13,5,22,57,3,2,10,6,21,58,13,15,5,8,59,9,7,12,14,58,18,15,1,2,64,6,8,6,9,5,2,1,63,9,10,14,67,34.8025711662075,68.2874653393684,125,158.377186909395,14.0532544378698,8.20897961877292,0.05,0.042716424707947,0.0487134814677211,0.000234447694923205,0,0,0,0,0.00802282046710644,0.00233463906689051
TO,TON,Tonga,2021-05-14,2020-12-09,100,5,157766.186410662,0,0,45,79,11,1,3246010.38114792,31,7,84,9,15,76,9,11,80,9,19,74,7,17,74,9,16,76,8,12,80,8,10,83,7,6,87,7,4,86,10,8,84,8,12,81,7,10,73,17,8,1,91,27,53,20,11,13,76,1,10,89,16,34,50,26,25,49,20,32,48,14,35,51,11,38,51,10,40,50,18,38,44,7,5,2,3,83,9,40,51,23,7,6,1,5,8,50,25,8,6,12,49,3,12,5,22,58,3,2,9,6,21,59,12,15,5,8,60,8,7,12,14,59,18,14,1,2,65,6,7,6,9,5,2,1,64,9,9,14,68,34.2516069788797,68.473638330994,125,158.377186909395,14.88,8.60387509594756,0.05,0.042716424707947,0.0486031059318023,0.000233930050782913,0,0,0,0,0.00802282046710644,0.00233463906689051
TO,TON,Tonga,2021-05-17,2020-12-10,100,5,157766.186410662,0,0,45,79,11,1,3397443.91051093,31,7,85,8,15,77,8,11,81,8,20,74,6,17,75,8,17,76,7,12,81,7,10,84,6,6,88,6,4,87,9,7,85,8,13,81,6,10,73,17,8,1,91,26,54,20,11,12,77,1,10,89,16,35,49,26,26,48,20,33,47,14,36,50,11,39,50,10,41,49,18,38,44,7,5,2,3,83,9,41,50,24,7,6,1,5,8,49,26,8,6,12,48,3,13,5,22,57,4,2,9,6,21,58,12,16,5,8,59,8,7,13,14,58,18,14,1,2,65,6,7,6,9,5,2,1,64,9,9,14,68,32.439446366782,65.6130113716398,125,158.377186909395,14.88,8.60387509594756,0.05,0.042716424707947,0.0464367302496353,0.000223757456358919,0,0,0,0,0.00802282046710644,0.00233463906689051
TO,TON,Tonga,2021-05-19,2020-12-11,100,5,157766.186410662,0,0,45,79,11,1,3532922.99768817,31,7,85,8,15,77,8,11,81,8,20,74,6,17,75,8,17,76,7,12,81,7,10,84,6,6,88,6,4,87,9,7,85,8,13,81,6,10,73,17,8,1,91,26,54,20,11,12,77,1,10,89,15,35,50,26,25,49,20,32,48,14,35,51,11,38,51,11,40,49,17,39,44,7,5,1,3,84,9,41,50,24,7,6,1,5,8,49,26,8,6,12,48,3,13,5,22,57,4,2,9,6,21,58,12,16,5,8,59,8,7,13,14,58,18,14,1,2,65,6,7,6,9,5,2,1,64,9,9,14,68,32.439446366782,65.6130113716398,125,158.377186909395,14.88,8.60387509594756,0.05,0.042716424707947,0.0446559934971408,0.000215377719775907,0,0,0,0,0.00802282046710644,0.00233463906689051
