ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
GF,GUF,French Guiana,2021-01-20,2020-12-03,100,2,39828.7929530755,1,15578.0957804102,80,88,22,1,1703239.53418526,57,4,91,5,9,84,7,3,89,8,19,75,6,15,79,6,12,82,6,7,87,6,5,91,4,6,88,6,5,90,5,4,93,3,11,84,5,12,80,8,4,6,90,60,32,8,22,37,41,1,19,2,78,47,37,16,51,34,15,45,39,16,53,31,16,17,67,16,12,73,15,48,37,15,26,11,5,5,53,13,68,19,39,25,4,7,3,3,19,27,18,17,18,20,1,3,9,15,48,24,2,2,11,12,50,23,19,21,18,17,25,5,7,11,51,26,29,26,2,3,40,8,16,12,12,6,4,3,39,29,16,11,44,24.072265625,40.2488388600267,125,205.830200477412,8.64197530864198,19.3389203447725,0.02,0.0274394957835608,0.0233841407234171,0.000226951376266754,0.01,0.0195013954179879,0.00914615676054156,0.000142966519993461,0.0128040973111396,0.00278774943028704
GF,GUF,French Guiana,2021-01-21,2020-12-03,100,2,39828.7929530755,1,15578.0957804102,80,88,21,1,1693436.68801055,56,4,91,5,9,84,7,3,89,8,20,74,6,15,79,6,11,83,6,7,87,6,5,91,4,6,88,6,5,90,5,4,93,3,11,84,5,12,80,8,4,6,90,60,32,8,21,38,41,1,18,2,79,47,36,17,50,34,16,45,38,17,52,31,17,16,67,17,12,72,16,47,37,16,25,11,5,5,54,13,67,20,39,24,4,7,3,3,20,27,17,17,18,21,1,3,9,15,47,25,2,2,11,12,49,24,19,20,18,17,26,5,7,11,50,27,28,26,2,3,41,7,16,12,12,6,4,3,40,28,16,11,45,24.072265625,40.2488388600267,125,205.830200477412,8.8999644001424,19.879891555169,0.02,0.0274394957835608,0.0235195051784702,0.000228249316330218,0.01,0.0195013954179879,0.00919910138400945,0.000143790272692264,0.0128040973111396,0.00278774943028704
GF,GUF,French Guiana,2021-01-22,2020-12-05,100,2,39828.7929530755,1,15578.0957804102,80,88,19,1,1676509.00029007,56,4,91,5,10,83,7,3,89,8,21,73,6,14,80,6,11,83,6,6,88,6,5,91,4,6,88,6,5,90,5,4,93,3,11,84,5,12,80,8,4,6,90,59,33,8,19,39,42,1,16,2,81,46,37,17,51,33,16,46,37,17,51,32,17,15,68,17,11,73,16,47,38,15,25,11,5,5,54,13,68,19,38,24,5,7,3,4,19,28,17,17,18,20,1,3,9,14,49,24,2,2,11,12,50,23,18,21,18,18,25,5,7,11,51,26,29,26,2,3,40,8,15,11,13,6,5,3,39,28,16,11,45,25.6503642039542,41.9899456911405,125,205.830200477412,9.00676397294411,19.8670220804129,0.02,0.0274394957835608,0.0237569812903982,0.00023052590985768,0.01,0.0195013954179879,0.00929198458088495,0.000145235312984354,0.0128040973111396,0.00278774943028704
GF,GUF,French Guiana,2021-01-23,2020-12-06,100,2,39828.7929530755,1,15578.0957804102,80,87,17,1,1692957.61822656,55,4,91,5,10,83,7,3,89,8,22,72,6,15,79,6,11,83,6,6,88,6,5,91,4,6,88,6,5,90,5,4,93,3,11,84,5,12,79,9,4,6,90,58,33,9,17,40,43,1,14,2,83,46,36,18,49,34,17,44,38,18,49,33,18,15,67,18,11,72,17,47,37,16,25,11,5,5,54,13,67,20,37,24,5,6,3,5,20,28,17,18,16,21,1,3,9,13,49,25,2,2,11,12,49,24,17,22,17,18,26,4,7,11,51,27,27,27,2,3,41,8,15,12,11,6,5,3,40,28,17,9,46,24.365234375,40.1096723229521,125,205.830200477412,9.43047337278107,20.4062309461108,0.02,0.0274394957835608,0.0235261606813274,0.000228313127795252,0.01,0.0195013954179879,0.00920170452744637,0.000143830773233456,0.0129512708434515,0.00281958232863669
GF,GUF,French Guiana,2021-01-26,2020-12-07,100,2,39828.7929530755,1,15578.0957804102,80,86,17,1,1696262.23882815,54,4,90,6,10,82,8,3,88,9,22,71,7,15,78,7,11,82,7,6,87,7,5,90,5,6,87,7,5,89,6,4,92,4,11,83,6,13,78,9,4,7,89,57,34,9,17,39,44,1,14,2,83,46,35,19,49,33,18,43,38,19,48,33,19,14,67,19,11,71,18,46,37,17,25,11,4,5,55,13,66,21,37,22,6,6,3,5,21,29,15,18,16,22,1,2,9,13,49,26,2,2,10,12,49,25,17,21,17,18,27,4,7,10,51,28,27,26,2,3,42,8,15,11,10,6,5,4,41,28,16,9,47,23.0489073881374,39.8644806907107,125,205.830200477412,9.76547481737793,20.9849370048199,0.02,0.0274394957835608,0.0234803275350815,0.000227873680917192,0.01,0.0195013954179879,0.00918377797006921,0.000143551863927591,0.0131018670160498,0.00285215056535749
GF,GUF,French Guiana,2021-01-27,2020-12-08,100,2,39828.7929530755,1,15578.0957804102,80,87,19,1,1663010.39922134,54,4,90,6,10,82,8,3,88,9,21,72,7,14,79,7,9,84,7,5,88,7,5,90,5,6,87,7,5,89,6,4,92,4,11,83,6,13,79,8,4,7,89,58,34,8,19,38,43,1,16,2,81,46,36,18,50,33,17,44,38,18,49,33,18,15,67,18,11,72,17,48,36,16,26,11,5,5,53,14,66,20,36,24,6,6,3,5,20,29,16,18,16,21,1,2,9,13,50,25,2,2,10,13,49,24,17,23,16,18,26,4,7,11,51,27,27,26,2,3,42,8,14,12,10,6,5,4,41,27,17,9,47,24.3888888888889,41.7722417258099,125,205.830200477412,9.76547481737793,20.9849370048199,0.02,0.0274394957835608,0.0239498159312318,0.000232374127618445,0.01,0.0195013954179879,0.00936740731609628,0.000146408609902167,0.0129512708434515,0.00281958232863669
GF,GUF,French Guiana,2021-01-28,2020-12-09,100,2,39828.7929530755,1,15578.0957804102,80,87,19,1,1673339.61288936,54,4,90,6,10,82,8,3,88,9,21,72,7,14,79,7,9,84,7,5,88,7,5,90,5,6,87,7,5,89,6,4,92,4,11,83,6,13,79,8,4,7,89,58,34,8,19,38,43,1,16,2,81,46,36,18,51,32,17,43,39,18,48,34,18,14,68,18,11,72,17,48,36,16,27,11,5,4,53,14,66,20,36,23,7,6,3,5,20,29,16,19,15,21,1,2,9,13,50,25,1,2,10,13,50,24,17,23,16,18,26,4,7,11,51,27,27,26,2,3,42,8,14,12,10,6,5,4,41,27,17,9,47,24.3888888888889,41.7722417258099,125,205.830200477412,7.03575547866205,9.41320634864272,0.02,0.0274394957835608,0.0238019781796136,0.000230957214439888,0.01,0.0195013954179879,0.00930958405598939,0.000145509103330743,0.0129512708434515,0.00281958232863669
GF,GUF,French Guiana,2021-01-29,2020-12-10,100,2,39828.7929530755,1,15578.0957804102,25,87,19,1,1599166.83121413,56,4,90,6,10,82,8,2,89,9,23,70,7,13,80,7,9,84,7,5,88,7,5,90,5,5,88,7,5,89,6,4,92,4,11,83,6,11,81,8,4,6,90,58,34,8,19,38,43,1,16,2,81,46,38,16,53,32,15,44,40,16,49,35,16,14,70,16,11,74,15,49,37,14,29,11,5,4,51,12,70,18,37,24,8,6,2,5,18,31,16,21,13,19,1,4,9,14,49,23,2,3,11,13,49,22,16,23,20,17,24,4,6,13,52,25,27,27,2,4,40,8,17,12,9,6,5,4,39,28,19,8,45,23.486328125,38.0576074586615,69.4444444444445,61.8390982637528,6.58597365610538,8.81591332338093,0.02,0.0274394957835608,0.0249059648910029,0.000241532813338636,0.01,0.0195013954179879,0.00974138249764903,0.000152224942167291,0.0040472721385786,0.00158328776870453
GF,GUF,French Guiana,2021-01-30,2020-12-11,100,2,39828.7929530755,1,15578.0957804102,25,88,17,1,1601132.259182,57,5,89,6,10,82,8,2,89,9,24,69,7,13,80,7,9,84,7,5,88,7,5,90,5,6,87,7,6,88,6,4,92,4,11,83,6,10,82,8,4,5,91,58,34,8,17,40,43,1,14,2,83,47,37,16,53,32,15,45,39,16,51,33,16,16,68,16,12,73,15,48,37,15,27,10,6,5,52,13,69,18,36,24,8,7,2,5,18,31,16,21,14,18,1,4,9,15,49,22,2,3,11,13,50,21,16,23,20,18,23,4,6,13,53,24,28,27,2,4,39,8,17,13,8,7,5,4,38,29,18,8,45,20.849609375,35.893884330094,69.4444444444445,61.8390982637528,6.75582990397805,8.62733499728601,0.02,0.0274394957835608,0.0248753922261385,0.00024124010783847,0.01,0.0195013954179879,0.00972942471871053,0.000152039000384942,0.00400128040973111,0.0015653320034311
GF,GUF,French Guiana,2021-01-31,2020-12-12,100,2,39828.7929530755,1,15578.0957804102,25,88,17,1,1586220.68588986,57,4,90,6,10,82,8,2,89,9,23,70,7,12,81,7,9,84,7,5,88,7,5,90,5,5,88,7,6,88,6,4,92,4,10,84,6,10,82,8,4,5,91,58,34,8,17,40,43,1,14,2,83,47,37,16,54,31,15,44,40,16,51,33,16,15,69,16,12,73,15,47,38,15,27,9,6,5,53,13,69,18,37,24,7,7,2,5,18,31,15,21,15,18,1,4,9,14,49,23,2,3,11,13,50,21,16,23,20,17,24,4,7,12,53,24,28,28,1,4,39,8,18,12,8,7,5,4,38,29,19,7,45,21.4880332986472,37.6637069445797,69.4444444444445,61.8390982637528,5.89849108367627,5.37288880530769,0.02,0.0274394957835608,0.0251092381453415,0.000243478732239785,0.01,0.0195013954179879,0.00982088805106645,0.000153461184833701,0.00400128040973111,0.0015653320034311
