ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
MF,MAF,Saint Martin,2021-03-28,2020-12-03,100,6,156439.401045086,3,88557.9658535978,43,80,19,2,2652993.46201813,48,8,89,3,17,79,4,9,87,4,17,79,4,18,79,3,18,80,2,15,81,4,14,83,3,11,86,3,8,89,3,12,83,5,20,76,4,8,73,19,4,4,92,42,33,25,19,21,60,2,17,0,81,30,38,32,50,21,29,29,35,36,37,31,32,11,54,35,17,51,32,36,37,27,21,10,2,3,64,11,62,27,35,15,14,5,2,2,27,27,13,20,13,27,1,3,14,12,35,35,1,3,7,18,35,36,24,22,10,6,38,11,8,9,34,38,24,24,1,51,5,8,10,7,9,8,1,52,17,14,14,55,22.4609375,38.1779898471641,85.7142857142857,152.975032421038,6.15663196016297,3.35633603011805,0.06,0.046546565661405,0.0589671264874067,0.000283457127076336,0.03,0.0334344809563718,0.0333803935522072,0.000216149147725668,0.00757042253521127,0.00225415529584769
MF,MAF,Saint Martin,2021-03-29,2020-12-04,100,6,156439.401045086,3,88557.9658535978,42,80,19,2,2698926.33872959,47,8,88,4,17,78,5,9,86,5,17,78,5,18,78,4,18,79,3,15,80,5,13,83,4,11,85,4,7,89,4,13,82,5,20,75,5,7,74,19,3,4,93,41,34,25,19,20,61,2,17,0,81,29,39,32,49,22,29,28,36,36,37,31,32,11,54,35,16,52,32,36,37,27,21,10,2,3,64,10,63,27,34,15,14,5,3,2,27,28,12,20,13,27,2,3,14,12,34,35,2,3,7,17,35,36,23,22,10,6,39,11,8,9,33,39,24,23,1,52,5,8,10,7,8,8,1,53,16,14,14,56,22.8515625,38.0043163600658,116.666666666667,189.443629845104,6.33270321361059,3.45481490859055,0.06,0.046546565661405,0.0579635682531165,0.00027878151960759,0.03,0.0334344809563718,0.032812294497553,0.000212532944572666,0.0073943661971831,0.00222798759489136
MF,MAF,Saint Martin,2021-03-30,2020-12-11,100,6,156439.401045086,3,88557.9658535978,42,82,19,2,2625542.12454616,48,8,88,4,17,78,5,9,86,5,16,79,5,18,78,4,19,78,3,15,80,5,12,84,4,11,85,4,7,89,4,13,82,5,19,76,5,7,76,17,3,4,93,42,35,23,19,22,59,2,17,0,81,30,40,30,49,23,28,28,38,34,37,32,31,11,55,34,16,54,30,36,38,26,20,11,2,3,64,11,63,26,34,15,14,6,3,2,26,28,13,20,13,26,2,3,14,12,35,34,2,3,7,17,36,35,24,22,10,6,38,11,7,9,35,38,24,24,1,51,6,9,10,6,8,8,1,52,16,13,16,55,21.6712580348944,36.3803718759028,116.666666666667,189.443629845104,6.24717066545948,3.30224875439425,0.06,0.046546565661405,0.0595836568693896,0.000286326969500297,0.03,0.0334344809563718,0.0337294020254601,0.000218369660596866,0.00721401580212985,0.00217384389422722
MF,MAF,Saint Martin,2021-03-31,2020-12-15,100,6,156439.401045086,3,88557.9658535978,42,82,20,2,2639699.56490215,48,8,88,4,17,78,5,9,86,5,16,79,5,18,78,4,19,78,3,15,80,5,12,84,4,11,85,4,7,89,4,13,82,5,20,75,5,7,76,17,3,4,93,43,34,23,20,22,58,2,18,0,80,30,41,29,48,24,28,28,39,33,36,33,31,11,56,33,16,55,29,36,38,26,20,11,2,3,64,10,64,26,34,15,14,6,3,2,26,29,13,20,12,26,2,3,14,12,35,34,2,3,6,18,36,35,23,23,10,6,38,10,7,9,36,38,24,24,1,51,6,10,10,6,7,8,1,52,15,14,16,55,20.5882352941176,34.8681965304479,116.666666666667,189.443629845104,6.11136260751471,3.33819523100112,0.06,0.046546565661405,0.0592640932040633,0.000284839702086018,0.03,0.0334344809563718,0.033548501894336,0.000217218814017166,0.00721401580212985,0.00217384389422722
MF,MAF,Saint Martin,2021-04-01,2020-12-21,100,6,156439.401045086,3,88557.9658535978,42,83,20,2,2618165.33893021,49,8,88,4,17,78,5,9,86,5,17,78,5,18,78,4,18,79,3,16,79,5,12,84,4,11,85,4,7,89,4,13,82,5,20,75,5,6,77,17,3,3,94,44,33,23,20,23,57,2,18,0,80,29,42,29,49,23,28,29,38,33,37,32,31,11,56,33,16,55,29,37,37,26,20,11,3,3,63,10,64,26,33,15,14,6,4,2,26,29,12,20,13,26,2,3,14,12,36,33,2,3,6,18,37,34,23,23,10,7,37,10,8,9,36,37,25,24,1,50,6,11,10,6,7,8,1,51,15,14,17,54,20.5882352941176,34.8681965304479,116.666666666667,189.443629845104,5.94618055555556,3.24431169703373,0.06,0.046546565661405,0.0597515362070326,0.000287108077074748,0.03,0.0334344809563718,0.0338244359654471,0.000218974156866774,0.00712709994909214,0.00214774701261923
MF,MAF,Saint Martin,2021-04-03,2020-12-25,100,6,156439.401045086,3,88557.9658535978,42,83,20,2,2645483.28784377,50,8,88,4,17,78,5,9,86,5,17,78,5,18,78,4,19,78,3,16,79,5,12,84,4,11,85,4,7,89,4,13,82,5,21,74,5,6,77,17,3,3,94,44,33,23,20,23,57,2,18,0,80,28,43,29,50,22,28,30,37,33,37,32,31,11,56,33,16,55,29,37,37,26,19,11,3,4,63,10,64,26,33,15,14,5,4,3,26,29,13,18,14,26,2,3,14,14,35,32,2,3,7,17,38,33,25,22,9,8,36,10,9,8,37,36,24,25,2,49,6,12,9,7,7,8,1,50,15,13,19,53,20.4152249134948,34.8827871221216,116.666666666667,189.443629845104,5.8725531028738,3.16251508168571,0.06,0.046546565661405,0.0591345262939061,0.000284236539337683,0.03,0.0334344809563718,0.0334751560369062,0.000216752140902375,0.00712709994909214,0.00214774701261923
MF,MAF,Saint Martin,2021-04-04,2020-12-28,100,6,156439.401045086,3,88557.9658535978,42,84,20,2,2622200.59692737,51,8,88,4,16,79,5,9,86,5,16,79,5,18,78,4,18,79,3,15,80,5,12,84,4,11,85,4,7,89,4,12,83,5,20,75,5,6,78,16,3,3,94,45,33,22,20,24,56,2,18,0,80,29,43,28,51,22,27,31,37,32,38,32,30,11,57,32,16,56,28,38,37,25,19,12,3,4,62,10,65,25,33,16,14,5,4,3,25,29,13,18,15,25,2,3,14,14,36,31,2,3,7,17,39,32,25,22,10,8,35,10,9,9,37,35,24,26,2,48,6,12,9,7,8,8,1,49,15,14,19,52,20.4152249134948,34.8827871221216,116.666666666667,189.443629845104,5.72,3.07750230026937,0.06,0.046546565661405,0.0596595856275825,0.000286680268311447,0.03,0.0334344809563718,0.0337723841407739,0.000218643070779757,0.00704225352112676,0.00212226926975806
MF,MAF,Saint Martin,2021-04-05,2021-01-01,100,6,156439.401045086,3,88557.9658535978,42,85,20,2,2620633.81725791,53,7,89,4,17,78,5,9,86,5,16,79,5,19,77,4,17,80,3,16,79,5,12,84,4,11,85,4,7,89,4,10,85,5,20,75,5,6,79,15,3,3,94,46,33,21,20,25,55,2,18,0,80,28,43,29,51,22,27,32,36,32,36,33,31,9,58,33,16,55,29,38,37,25,19,12,3,4,62,10,65,25,31,18,14,5,4,3,25,29,13,18,15,25,2,3,12,15,37,31,2,3,5,17,41,32,25,22,11,8,34,9,10,9,38,34,25,27,2,46,6,12,9,7,9,9,1,47,15,16,19,50,20.4152249134948,34.8827871221216,116.666666666667,189.443629845104,5.5103550295858,2.92589484106818,0.06,0.046546565661405,0.0596952538789933,0.000286846223433795,0.03,0.0334344809563718,0.0337925753954668,0.000218771503485298,0.00695940347970174,0.00209738889110047
MF,MAF,Saint Martin,2021-04-06,2021-01-01,100,6,156439.401045086,3,88557.9658535978,42,86,20,2,2684595.90811244,54,7,89,4,16,79,5,9,86,5,17,78,5,18,78,4,17,80,3,16,79,5,12,84,4,11,85,4,7,89,4,10,85,5,20,75,5,6,80,14,3,3,94,47,33,20,20,27,53,2,18,0,80,28,44,28,52,22,26,32,37,31,37,33,30,10,58,32,16,56,28,38,38,24,19,12,3,4,62,10,66,24,33,17,14,5,4,3,24,28,13,19,16,24,2,3,12,14,39,30,2,3,5,16,43,31,25,22,12,8,33,10,10,9,38,33,26,27,2,45,6,13,9,8,9,8,1,46,14,17,20,49,20.4897959183673,33.610191919379,116.666666666667,189.443629845104,5.37557849768601,2.85178567701857,0.06,0.046546565661405,0.0582729790253908,0.00028022363044447,0.03,0.0334344809563718,0.0329874472303221,0.000213648102079929,0.00687848018342614,0.00207308511130777
MF,MAF,Saint Martin,2021-04-11,2021-01-02,100,4,86799.274531178,2,39336.7743942743,42,85,19,2,2650706.60320082,53,5,90,5,14,80,6,9,86,5,17,79,4,17,79,4,18,79,3,14,80,6,11,84,5,11,85,4,7,89,4,10,85,5,19,76,5,6,79,15,3,3,94,47,32,21,19,28,53,2,17,0,81,27,44,29,52,22,26,33,36,31,37,33,30,11,57,32,14,57,29,38,37,25,20,12,3,3,62,10,65,25,33,18,13,5,4,2,25,27,12,19,17,25,2,3,11,15,38,31,2,3,5,17,42,31,25,23,12,7,33,10,10,9,38,33,25,27,2,46,5,13,9,8,9,8,1,47,14,17,19,50,22.6813590449954,36.5220760135753,116.666666666667,189.443629845104,5.21449704142012,2.19880551370005,0.04,0.0384072934108425,0.0327457118137348,0.000214247030196653,0.02,0.0274394957835608,0.0148401088022242,0.000145559033958149,0.00695940347970174,0.00209738889110047
