ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
MF,MAF,Saint Martin,2021-04-12,2021-01-04,100,4,86799.274531178,2,39336.7743942743,42,86,19,2,2597056.29326675,53,5,91,4,14,81,5,9,87,4,16,80,4,17,80,3,18,80,2,14,81,5,11,85,4,11,86,3,7,90,3,10,86,4,19,77,4,6,80,14,3,3,94,47,33,20,19,28,53,2,17,0,81,27,45,28,52,23,25,33,37,30,37,34,29,11,58,31,14,58,28,38,38,24,20,12,3,3,62,10,66,24,33,19,13,5,4,2,24,27,12,20,17,24,2,3,11,15,39,30,2,3,5,17,43,30,25,23,12,7,33,10,10,9,38,33,25,27,2,46,5,13,9,8,9,8,1,47,14,17,19,50,22.6813590449954,36.5220760135753,116.666666666667,189.443629845104,5.21449704142012,2.19880551370005,0.04,0.0384072934108425,0.0334221767761514,0.000218596492212437,0.02,0.0274394957835608,0.0151466776042786,0.000148542892781588,0.00687848018342614,0.00207308511130777
MF,MAF,Saint Martin,2021-04-14,2021-01-04,100,4,86799.274531178,2,39336.7743942743,44,86,19,2,2606909.73263045,53,5,91,4,14,81,5,9,87,4,16,80,4,17,80,3,18,80,2,14,81,5,11,85,4,11,86,3,7,90,3,9,87,4,18,78,4,7,79,14,4,3,93,49,32,19,19,30,51,2,17,0,81,27,45,28,53,22,25,33,37,30,38,33,29,11,58,31,15,57,28,39,37,24,21,12,3,3,61,10,66,24,33,19,13,5,4,2,24,26,13,20,17,24,2,3,11,15,39,30,2,3,6,17,42,30,24,24,12,7,33,10,10,9,38,33,24,28,2,46,6,13,9,8,9,7,1,47,15,17,18,50,22.6813590449954,36.5220760135753,89.795918367347,150.670674284703,5.25147928994083,2.19149996417088,0.04,0.0384072934108425,0.0332958496585899,0.000217784484746119,0.02,0.0274394957835608,0.0150894271105361,0.000147985740451766,0.00720602685882738,0.00212152031767436
MF,MAF,Saint Martin,2021-04-17,2021-01-05,100,4,86799.274531178,2,39336.7743942743,44,86,18,2,2582979.83329966,53,5,91,4,14,81,5,9,87,4,16,80,4,17,80,3,18,80,2,14,81,5,11,85,4,11,86,3,7,90,3,9,87,4,18,78,4,7,79,14,4,3,93,49,32,19,18,31,51,2,16,0,82,26,46,28,54,21,25,34,36,30,37,34,29,11,58,31,15,57,28,39,37,24,21,12,3,3,61,10,66,24,32,19,14,5,4,2,24,27,13,20,16,24,2,3,11,14,40,30,2,3,6,17,42,30,24,23,13,7,33,10,9,9,39,33,23,29,2,46,5,13,9,8,9,8,1,47,14,17,18,51,22.6813590449954,36.5220760135753,89.795918367347,150.670674284703,5.30565167243368,2.22854563157157,0.04,0.0384072934108425,0.0336043175452497,0.000219767067824808,0.02,0.0274394957835608,0.0152292224225471,0.000149346147616718,0.00720602685882738,0.00212152031767436
MF,MAF,Saint Martin,2021-04-21,2021-01-06,100,4,86799.274531178,2,39336.7743942743,44,86,18,2,2598321.41007963,53,6,90,4,14,81,5,9,86,5,16,80,4,17,80,3,19,79,2,14,81,5,12,84,4,10,87,3,7,90,3,10,86,4,19,77,4,7,79,14,4,3,93,48,33,19,18,30,52,2,16,0,82,25,46,29,54,21,25,33,36,31,36,34,30,10,58,32,15,56,29,39,37,24,22,11,3,3,61,10,66,24,33,19,13,5,4,2,24,27,13,20,16,24,2,3,11,15,39,30,2,3,6,17,42,30,24,24,12,7,33,10,9,8,40,33,23,29,2,46,5,13,9,8,9,8,1,47,14,16,19,51,23.048668503214,36.3789377050935,89.795918367347,150.670674284703,5.3440984236832,2.25544516466678,0.04,0.0384072934108425,0.0334059035939352,0.000218491897302981,0.02,0.0274394957835608,0.0151393027212398,0.000148471123478822,0.00720602685882738,0.00212152031767436
MF,MAF,Saint Martin,2021-04-23,2021-01-07,100,4,86799.274531178,2,39336.7743942743,54,86,18,2,2600601.36291485,54,6,90,4,14,81,5,9,86,5,16,80,4,17,80,3,19,79,2,14,81,5,12,84,4,10,87,3,7,90,3,10,86,4,19,77,4,8,78,14,4,4,92,47,34,19,18,29,53,2,16,0,82,24,46,30,54,21,25,33,36,31,36,33,31,10,57,33,15,55,30,40,36,24,22,11,4,3,60,11,65,24,33,19,13,5,4,2,24,26,14,20,16,24,2,3,12,15,38,30,2,3,7,17,41,30,24,24,12,7,33,10,10,8,39,33,23,30,2,45,5,14,9,8,9,8,1,46,14,17,19,50,23.048668503214,36.3789377050935,84.375,123.156042134707,5.17751479289941,2.2380926474527,0.04,0.0384072934108425,0.0333766165660585,0.000218303652122276,0.02,0.0274394957835608,0.0151260300618255,0.000148341958092967,0.00884376023583361,0.0023483305644916
MF,MAF,Saint Martin,2021-04-24,2021-01-08,100,4,86799.274531178,2,39336.7743942743,58,87,20,2,2573511.84013919,56,6,90,4,13,82,5,10,85,5,16,80,4,17,80,3,19,79,2,14,81,5,13,83,4,10,87,3,8,89,3,11,85,4,19,77,4,9,78,13,5,4,91,49,34,17,20,29,51,2,18,0,80,24,48,28,54,22,24,34,36,30,36,34,30,12,56,32,16,55,29,41,37,22,23,10,5,3,59,11,67,22,34,19,13,6,4,2,22,26,14,21,17,22,2,4,12,15,39,28,2,3,8,15,44,28,24,23,13,9,31,11,10,8,40,31,26,29,2,43,5,14,11,9,9,7,1,44,16,17,19,48,25.5190311418685,36.8401762859256,71.604938271605,102.906992514443,4.98398006407974,2.25367495468146,0.04,0.0384072934108425,0.0337279483922963,0.000220561484996184,0.02,0.0274394957835608,0.0152852509868953,0.000149891330377079,0.00938967136150235,0.00240511536273793
MF,MAF,Saint Martin,2021-04-25,2021-01-10,100,4,86799.274531178,2,39336.7743942743,58,87,19,2,2578088.00372855,56,6,90,4,14,81,5,10,85,5,16,80,4,17,80,3,19,79,2,14,81,5,13,83,4,10,87,3,8,89,3,11,85,4,18,78,4,9,78,13,5,4,91,48,35,17,19,29,52,2,17,0,81,24,48,28,54,22,24,34,36,30,37,33,30,13,55,32,16,55,29,41,37,22,23,10,5,3,59,10,68,22,35,18,13,6,4,2,22,26,13,22,17,22,2,4,11,17,38,28,3,3,8,14,44,28,25,23,13,8,31,11,11,8,39,31,25,30,2,43,6,15,9,9,9,7,1,44,18,15,19,48,24,35.5454834340036,71.604938271605,102.906992514443,4.98398006407974,2.37207523453417,0.04,0.0384072934108425,0.0336680805331878,0.00022017680394298,0.02,0.0274394957835608,0.0152581193261765,0.000149627331213694,0.00938967136150235,0.00240511536273793
MF,MAF,Saint Martin,2021-04-26,2021-01-15,100,4,86799.274531178,2,39336.7743942743,58,87,20,2,2580085.3356466,56,6,90,4,14,81,5,10,85,5,16,80,4,17,80,3,19,79,2,14,81,5,13,83,4,10,87,3,8,89,3,11,85,4,18,78,4,9,78,13,5,4,91,49,34,17,20,29,51,2,18,0,80,24,48,28,55,21,24,34,36,30,38,32,30,13,55,32,16,55,29,41,37,22,23,10,5,3,59,9,69,22,34,18,14,6,4,2,22,27,13,21,17,22,2,4,11,18,37,28,3,3,9,14,43,28,24,23,14,8,31,11,11,8,39,31,26,29,2,43,6,15,9,9,9,7,1,44,17,16,19,48,24,35.5454834340036,71.604938271605,102.906992514443,4.98398006407974,2.37207523453417,0.04,0.0384072934108425,0.0336420169255468,0.000220009324533295,0.02,0.0274394957835608,0.0152463074964209,0.000149512396282548,0.00938967136150235,0.00240511536273793
MF,MAF,Saint Martin,2021-04-28,2021-01-15,100,5,314294.213933339,3,266831.713796435,58,87,20,3,2801793.96786359,56,7,89,4,15,80,5,11,84,5,16,80,4,17,80,3,20,78,2,13,82,5,14,82,4,11,86,3,9,88,3,11,85,4,18,78,4,9,78,13,5,4,91,49,34,17,20,29,51,3,17,0,80,24,48,28,54,22,24,33,37,30,37,33,30,13,55,32,16,55,29,40,38,22,22,10,5,3,60,9,69,22,34,18,14,6,4,2,22,28,12,21,17,22,2,4,11,18,37,28,3,3,10,13,43,28,25,23,13,8,31,12,11,8,38,31,26,29,2,43,6,15,8,10,9,7,1,44,17,16,19,48,24.734693877551,35.3608926431443,71.604938271605,102.906992514443,4.91278034887861,2.40774754051262,0.05,0.042716424707947,0.112176062029641,0.00036952473419505,0.03,0.0334344809563718,0.0952360226544063,0.000343714828184901,0.00938967136150235,0.00240511536273793
MF,MAF,Saint Martin,2021-04-30,2021-01-17,100,5,314294.213933339,3,266831.713796435,58,87,21,3,2814861.78701985,57,7,89,4,15,80,5,11,84,5,16,80,4,17,80,3,21,77,2,14,81,5,14,82,4,12,85,3,9,88,3,12,84,4,18,78,4,9,78,13,5,4,91,50,33,17,21,29,50,3,18,0,79,23,49,28,54,22,24,33,37,30,37,33,30,12,56,32,16,55,29,40,38,22,23,10,5,2,60,9,69,22,35,17,14,6,4,2,22,28,12,22,16,22,2,3,12,18,37,28,3,3,11,12,43,28,25,23,13,8,31,12,11,8,38,31,26,30,2,42,6,15,9,10,9,7,1,43,18,16,19,47,23.6882716049383,33.952491129946,71.604938271605,102.906992514443,4.83539094650206,2.34288823402916,0.05,0.042716424707947,0.111655291703003,0.000367917095814147,0.03,0.0334344809563718,0.0947938953972355,0.000342202734433998,0.00938967136150235,0.00240511536273793
MF,MAF,Saint Martin,2021-05-02,2021-01-19,100,5,314294.213933339,3,266831.713796435,58,88,23,3,3142680.11672691,58,7,89,4,15,80,5,11,84,5,16,80,4,17,80,3,21,77,2,14,81,5,14,82,4,12,85,3,9,88,3,12,84,4,18,78,4,9,79,12,5,4,91,51,33,16,23,28,49,3,20,0,77,23,49,28,54,23,23,33,38,29,38,33,29,13,56,31,16,56,28,40,39,21,22,11,5,2,60,9,70,21,35,17,14,7,4,2,21,28,11,24,16,21,2,2,13,18,38,27,3,2,11,12,45,27,25,23,13,9,30,11,11,8,40,30,28,29,2,41,6,15,9,9,10,8,1,42,17,17,20,46,23.6882716049383,33.952491129946,71.604938271605,102.906992514443,4.7603305785124,2.25388578083695,0.05,0.042716424707947,0.100008337552559,0.000331692268979654,0.03,0.0334344809563718,0.0849057822895255,0.000308176516346704,0.00928297055057618,0.00237791256108686
MF,MAF,Saint Martin,2021-05-04,2021-01-20,100,5,314294.213933339,3,266831.713796435,58,88,22,3,3219285.11234571,58,7,89,4,15,80,5,10,85,5,15,81,4,16,81,3,20,78,2,13,82,5,13,83,4,12,85,3,8,89,3,11,85,4,17,79,4,10,79,11,6,4,90,51,34,15,22,29,49,3,19,0,78,23,49,28,53,24,23,32,39,29,37,34,29,13,56,31,15,57,28,40,39,21,22,11,5,2,60,9,70,21,34,17,14,7,4,3,21,29,10,24,16,21,2,2,12,18,39,27,3,2,11,11,46,27,26,22,13,9,30,11,11,7,41,30,28,29,2,41,6,15,9,10,10,8,0,42,18,17,19,46,23.6882716049383,33.952491129946,71.604938271605,102.906992514443,4.72727272727273,2.28381135532325,0.05,0.042716424707947,0.0976285737252798,0.000324227248082418,0.03,0.0334344809563718,0.0828853936462963,0.000301175179432534,0.00928297055057618,0.00237791256108686
MF,MAF,Saint Martin,2021-05-07,2021-01-20,100,4,282847.033845337,3,266831.713796435,29,88,22,2,3196358.52642144,59,6,90,4,14,81,5,10,86,4,15,82,3,15,82,3,19,79,2,13,82,5,12,84,4,11,86,3,7,90,3,11,86,3,17,79,4,10,79,11,6,4,90,51,34,15,22,29,49,2,19,1,78,23,50,27,53,25,22,32,40,28,38,34,28,13,57,30,15,58,27,41,39,20,23,11,5,2,59,9,71,20,34,18,14,7,4,3,20,30,10,24,16,20,2,2,12,18,40,26,3,2,11,11,47,26,26,23,13,9,29,12,11,7,41,29,28,30,2,40,6,15,10,10,10,8,0,41,18,18,19,45,21.5277777777778,32.4918589722241,35.8024691358025,32.2881403225235,4.65561224489796,2.22459298325803,0.04,0.0384072934108425,0.0884903966520943,0.000311350123799578,0.03,0.0334344809563718,0.0834799073979892,0.000303237091202778,0.00464148527528809,0.00168537224292235
MF,MAF,Saint Martin,2021-05-08,2021-01-20,100,4,282847.033845337,3,266831.713796435,29,87,22,2,3203851.54948387,58,6,90,4,14,81,5,10,86,4,15,82,3,15,82,3,20,78,2,13,82,5,12,84,4,11,86,3,7,90,3,11,86,3,17,79,4,10,78,12,6,4,90,50,34,16,22,28,50,2,19,1,78,23,49,28,52,25,23,31,40,29,37,34,29,12,57,31,15,57,28,40,39,21,23,10,5,2,60,9,70,21,34,18,13,7,4,3,21,30,10,24,15,21,2,2,12,18,39,27,3,2,11,11,46,27,26,23,12,9,30,12,11,7,40,30,27,30,2,41,6,15,10,10,10,7,0,42,18,18,19,45,21.5277777777778,32.4918589722241,35.8024691358025,32.2881403225235,4.66115702479339,2.20647227715243,0.04,0.0384072934108425,0.0882834393156894,0.000310657213414584,0.03,0.0334344809563718,0.0832846683671785,0.000302560114859386,0.00469483568075117,0.00170469865060256
MF,MAF,Saint Martin,2021-05-12,2021-01-21,100,4,282847.033845337,3,266831.713796435,29,87,22,2,3336875.36378608,58,6,90,4,14,81,5,10,86,4,15,82,3,15,82,3,20,78,2,13,82,5,12,84,4,11,86,3,7,90,3,11,86,3,17,79,4,10,78,12,6,4,90,50,34,16,22,28,50,2,19,1,78,23,49,28,51,26,23,30,41,29,37,34,29,12,57,31,15,57,28,40,39,21,23,10,5,2,60,9,70,21,35,18,12,7,4,3,21,30,10,24,15,21,2,2,12,19,38,27,3,2,11,11,46,27,26,22,13,9,30,12,11,6,41,30,27,30,2,41,6,16,10,9,10,7,0,42,18,18,19,45,22.6938775510204,33.7417838090759,35.8024691358025,32.2881403225235,4.49586776859504,2.06578509751643,0.04,0.0384072934108425,0.0847640391112521,0.000298848071586861,0.03,0.0334344809563718,0.0799645430849065,0.00029102420441593,0.00469483568075117,0.00170469865060256
MF,MAF,Saint Martin,2021-05-13,2021-01-22,100,4,282847.033845337,3,266831.713796435,29,87,22,2,3353473.81119356,58,6,90,4,14,81,5,10,86,4,15,82,3,15,82,3,20,78,2,12,83,5,11,85,4,10,87,3,6,91,3,10,87,3,16,80,4,10,78,12,6,4,90,50,34,16,22,28,50,2,19,1,78,22,50,28,51,26,23,31,41,28,38,34,28,12,58,30,15,58,27,40,39,21,22,11,5,2,60,9,70,21,35,18,12,7,4,3,21,30,10,23,16,21,2,2,12,18,39,27,3,2,11,10,47,27,25,23,13,9,30,11,12,6,41,30,26,31,2,41,6,15,10,10,10,7,0,42,18,19,18,45,21.6326530612245,33.6729964679949,35.8024691358025,32.2881403225235,4.46280991735537,2.03484135676247,0.04,0.0384072934108425,0.0843444886616446,0.000297437035005714,0.03,0.0334344809563718,0.0795687483545505,0.000289646024959102,0.00469483568075117,0.00170469865060256
