ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
MU,MUS,Mauritius,2021-03-10,2020-12-01,100,2,450853.11446965,1,63790.9028669282,33,87,26,1,4712146.50789782,66,4,93,3,12,84,4,5,91,4,20,77,3,13,82,5,14,82,4,7,89,4,3,91,6,8,89,3,2,91,7,13,83,4,15,82,3,10,83,7,5,3,92,54,35,11,26,26,48,1,22,3,74,24,54,22,41,39,20,31,48,21,29,50,21,18,60,22,17,62,21,32,48,20,17,4,7,4,68,11,64,25,39,14,6,6,3,7,25,30,21,18,7,24,1,2,13,13,45,26,2,4,14,14,40,26,17,29,11,15,28,8,14,16,34,28,40,25,1,34,11,11,18,11,10,4,1,34,29,21,12,38,19.75,43.573545255738,206.25,254.439744012867,4.73670949861426,7.1527613163218,0.02,0.0274394957835608,0.0956789254565823,0.000265587829149798,0.01,0.0195013954179879,0.0135375465851945,0.000104339550294037,0.00534239922292375,0.00181787602693329
MU,MUS,Mauritius,2021-03-13,2020-12-03,100,2,450853.11446965,1,63790.9028669282,33,88,25,0,4709299.50837836,66,3,94,3,12,85,3,5,92,3,19,78,3,13,83,4,13,83,4,6,90,4,2,92,6,8,90,2,1,92,7,12,84,4,14,83,3,9,84,7,4,3,93,53,36,11,25,26,49,0,22,3,75,23,55,22,40,40,20,30,49,21,28,51,21,17,61,22,16,63,21,31,49,20,17,4,7,3,69,11,65,24,40,14,6,6,3,7,24,31,21,18,7,23,1,2,14,13,45,25,2,4,14,15,40,25,18,29,11,15,27,8,15,16,34,27,40,25,1,34,11,11,18,11,10,4,1,34,29,21,12,38,17.4884944115713,41.6570498395271,206.25,254.439744012867,4.73670949861426,7.1527613163218,0.02,0.0274394957835608,0.0957367679986235,0.000265739890761343,0.01,0.0195013954179879,0.0135457306874276,0.000104402195518351,0.00528169014084507,0.00179727319072342
MU,MUS,Mauritius,2021-03-15,2020-12-03,100,2,450853.11446965,1,63790.9028669282,33,88,24,0,4710314.33896028,66,3,94,3,12,85,3,5,92,3,20,77,3,14,82,4,13,83,4,6,90,4,2,92,6,8,90,2,1,92,7,12,84,4,14,83,3,9,84,7,4,3,93,52,37,11,24,26,50,0,21,3,76,23,55,22,40,40,20,30,49,21,28,51,21,16,62,22,15,64,21,31,49,20,18,4,7,2,69,11,65,24,41,13,6,6,3,7,24,31,22,18,6,23,1,2,13,14,45,25,2,4,14,15,40,25,18,29,11,15,27,7,15,16,35,27,40,25,1,34,11,11,17,11,10,4,2,34,28,22,12,38,17.125,40.0942399469435,206.25,254.439744012867,4.33358528596624,6.26678679612219,0.02,0.0274394957835608,0.0957161416469644,0.00026568566758559,0.01,0.0195013954179879,0.0135428122788529,0.000104379856615246,0.00528169014084507,0.00179727319072342
MU,MUS,Mauritius,2021-03-18,2020-12-06,100,2,450853.11446965,1,63790.9028669282,15,88,24,0,4779998.04447742,66,3,94,3,11,86,3,4,93,3,19,78,3,13,83,4,12,84,4,6,90,4,2,92,6,7,91,2,1,92,7,12,84,4,13,84,3,9,84,7,3,4,93,53,36,11,24,27,49,0,21,3,76,22,56,22,40,40,20,30,49,21,27,52,21,16,62,22,15,64,21,30,50,20,18,4,6,2,70,11,65,24,41,13,6,6,3,7,24,31,23,18,5,23,1,2,13,14,45,25,2,4,13,16,40,25,18,29,11,15,27,7,15,16,35,27,39,26,1,34,11,12,17,10,10,4,2,34,28,23,12,37,16.8125,40.1199623405248,93.75,68.8446318410763,4.38397581254724,6.25710390066885,0.02,0.0274394957835608,0.0943207738318104,0.000262014371045048,0.01,0.0195013954179879,0.0133453826284781,0.000102868480052411,0.00240076824583867,0.00121347477440377
MU,MUS,Mauritius,2021-03-20,2020-12-07,100,2,450853.11446965,1,63790.9028669282,15,88,24,0,4776502.96504065,66,3,94,3,11,86,3,4,93,3,19,78,3,13,83,4,12,84,4,6,90,4,2,92,6,6,92,2,1,92,7,12,84,4,13,84,3,9,84,7,3,4,93,54,35,11,24,28,48,0,21,3,76,21,57,22,39,41,20,30,49,21,27,52,21,16,62,22,15,64,21,30,50,20,18,4,6,2,70,10,66,24,41,12,7,6,3,7,24,32,22,18,5,23,1,2,13,14,45,25,2,4,12,16,41,25,18,29,11,15,27,6,15,16,36,27,39,26,1,34,10,12,17,10,10,5,2,34,28,23,12,37,17.6199868507561,41.6167748101238,93.75,68.8446318410763,4.45956160241875,6.25153460370356,0.02,0.0274394957835608,0.0943897905579575,0.000262196102298959,0.01,0.0195013954179879,0.0133551477584784,0.000102943241906686,0.00240076824583867,0.00121347477440377
MU,MUS,Mauritius,2021-03-24,2020-12-09,100,2,450853.11446965,1,63790.9028669282,15,87,24,0,4823238.15344868,65,3,95,2,12,86,2,4,94,2,19,79,2,14,83,3,12,84,4,6,91,3,2,93,5,6,93,1,1,93,6,12,85,3,13,85,2,9,83,8,3,4,93,54,34,12,24,28,48,0,21,3,76,21,57,22,39,41,20,30,49,21,27,52,21,16,62,22,15,64,21,30,50,20,18,4,6,2,70,10,65,25,41,12,7,6,3,7,24,31,22,18,5,24,1,2,13,14,44,26,1,4,12,16,41,26,18,29,11,14,28,5,15,16,36,28,38,26,1,35,9,12,17,10,10,5,2,35,28,23,11,38,17.6199868507561,41.6167748101238,93.75,68.8446318410763,4.60457856399584,6.37746105713564,0.02,0.0274394957835608,0.0934751924176259,0.000259786613390066,0.01,0.0195013954179879,0.013225741884903,0.000101952449607241,0.00242836328314716,0.00122740578405484
MU,MUS,Mauritius,2021-03-26,2020-12-10,100,2,450853.11446965,1,63790.9028669282,15,87,24,0,4787168.52622003,65,3,95,2,12,86,2,4,94,2,19,79,2,14,83,3,12,84,4,6,91,3,2,93,5,6,93,1,1,93,6,12,85,3,13,85,2,9,83,8,3,4,93,54,34,12,24,28,48,0,21,3,76,21,57,22,40,40,20,31,48,21,27,52,21,17,61,22,15,64,21,30,50,20,17,5,6,2,70,10,65,25,41,12,7,6,3,7,24,31,22,17,6,24,1,2,12,14,45,26,1,4,12,15,42,26,17,29,12,14,28,5,15,17,35,28,38,26,1,35,9,12,17,11,9,5,2,35,29,23,10,38,18.4210526315789,43.2325967653349,93.75,68.8446318410763,4.474505723205,6.32085469242963,0.02,0.0274394957835608,0.0941794950397633,0.000261642316328186,0.01,0.0195013954179879,0.0133253931875463,0.000102715438522581,0.00242836328314716,0.00122740578405484
MU,MUS,Mauritius,2021-03-27,2020-12-13,100,2,450853.11446965,1,63790.9028669282,15,87,25,0,4986133.85735676,64,3,95,2,11,87,2,4,94,2,19,79,2,14,83,3,12,84,4,5,92,3,2,93,5,6,93,1,1,93,6,12,85,3,13,85,2,9,83,8,3,4,93,54,34,12,25,27,48,0,22,3,75,21,56,23,39,40,21,29,49,22,28,50,22,17,60,23,14,64,22,31,48,21,17,6,6,2,69,10,64,26,38,13,8,6,3,7,25,30,21,17,7,25,1,2,12,15,43,27,1,4,12,16,40,27,15,28,13,15,29,5,15,15,36,29,36,27,1,36,8,12,18,11,8,5,2,36,27,23,11,39,20.1388888888889,46.8184182316563,93.75,68.8446318410763,4.62241332975007,6.45069084741845,0.02,0.0274394957835608,0.0904213820502316,0.000251722372293524,0.01,0.0195013954179879,0.012793660317163,9.86432789518982e-05,0.00242836328314716,0.00122740578405484
MU,MUS,Mauritius,2021-03-31,2020-12-14,100,2,450853.11446965,1,63790.9028669282,15,87,25,0,5997995.3358512,64,3,95,2,11,87,2,4,94,2,19,79,2,14,83,3,12,84,4,5,92,3,2,93,5,6,93,1,1,93,6,12,85,3,13,85,2,9,83,8,3,4,93,54,34,12,25,27,48,0,22,3,75,20,57,23,39,40,21,29,49,22,27,51,22,17,60,23,14,64,22,31,48,21,17,6,6,2,69,10,64,26,38,13,8,6,3,7,25,30,21,17,7,25,1,2,12,15,43,27,1,4,12,16,40,27,16,28,12,15,29,5,15,15,36,29,35,28,1,36,8,12,19,11,8,4,2,36,27,23,11,39,20.1388888888889,46.8184182316563,93.75,68.8446318410763,4.50052029136316,6.30543748565619,0.02,0.0274394957835608,0.0751672999435015,0.000211004196575926,0.01,0.0195013954179879,0.0106353705354916,8.20917533833519e-05,0.00242836328314716,0.00122740578405484
MU,MUS,Mauritius,2021-04-01,2020-12-15,100,2,450853.11446965,1,63790.9028669282,15,87,26,0,6013511.9403046,63,3,95,2,10,88,2,4,94,2,18,80,2,14,83,3,12,84,4,5,92,3,2,93,5,6,93,1,2,92,6,12,85,3,12,86,2,9,83,8,3,4,93,55,33,12,26,27,47,0,23,3,74,20,56,24,38,40,22,29,48,23,27,50,23,17,59,24,14,63,23,31,47,22,17,6,6,2,69,10,63,27,37,13,8,6,3,7,26,30,20,17,7,26,1,2,11,15,43,28,1,3,12,16,40,28,16,28,11,15,30,5,14,15,36,30,35,27,1,37,8,11,19,11,8,4,2,37,26,23,11,40,19.9074074074074,46.8989871018731,93.75,68.8446318410763,4.59553883364687,6.45979075086325,0.02,0.0274394957835608,0.0749733465145184,0.000210481811936217,0.01,0.0195013954179879,0.010607928195732,8.18810684144701e-05,0.00242836328314716,0.00122740578405484
