ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
VG,VGB,British Virgin Islands,2021-01-04,2020-12-01,100,3,73246.3864576345,2,65857.1083503756,44,82,10,0,2535660.08870299,55,6,85,9,17,75,8,8,83,9,16,76,8,19,76,5,24,70,6,11,80,9,10,83,7,7,86,7,6,86,8,8,83,9,23,69,8,8,76,16,5,3,92,25,54,21,10,12,78,0,10,0,90,28,45,27,46,25,29,23,46,31,27,46,27,9,63,28,16,56,28,22,54,24,11,7,3,1,78,11,56,33,46,11,3,1,3,6,30,35,11,15,8,31,5,5,5,9,43,33,5,7,4,15,34,35,26,15,10,14,35,10,8,12,35,35,22,33,0,1,44,6,6,6,14,17,7,1,43,18,16,12,54,13.3174791914388,14.3875635766692,122.222222222222,111.886185557103,9.14256198347107,20.0751078433246,0.03,0.0334344809563718,0.0288865162897684,0.000206150859705977,0.02,0.0274394957835608,0.0259723724973177,0.0001957690452295,0.00755754036413604,0.00222461517996393
VG,VGB,British Virgin Islands,2021-01-05,2020-12-01,100,3,73246.3864576345,2,65857.1083503756,44,81,10,0,2527566.26539974,54,6,85,9,17,75,8,8,83,9,16,76,8,19,76,5,24,70,6,11,80,9,10,83,7,7,86,7,6,86,8,9,82,9,24,68,8,9,75,16,5,4,91,25,54,21,10,13,77,0,10,0,90,29,44,27,45,26,29,24,45,31,26,47,27,10,62,28,16,56,28,22,55,23,11,7,3,1,78,10,56,34,46,11,2,1,3,6,31,35,11,14,8,32,5,5,5,9,42,34,5,7,4,14,34,36,25,15,10,14,36,10,8,12,34,36,21,33,0,1,45,6,6,6,14,17,6,1,44,18,16,12,54,12.5555555555556,13.7766344847605,122.222222222222,111.886185557103,9.14256198347107,20.0751078433246,0.03,0.0334344809563718,0.0289790172706116,0.000206801150250293,0.02,0.0274394957835608,0.0260555417485603,0.000196387555781441,0.00765084333159451,0.00225197369949706
VG,VGB,British Virgin Islands,2021-01-06,2020-12-02,100,4,81029.0030768785,3,73639.7249696197,54,82,9,0,2496348.40260716,55,7,84,9,19,72,9,9,82,9,17,75,8,20,75,5,23,70,7,13,78,9,11,82,7,7,86,7,7,84,9,10,81,9,24,67,9,11,75,14,6,4,90,23,57,20,9,12,79,0,9,0,91,30,44,26,46,26,28,26,44,30,26,48,26,11,62,27,17,56,27,23,55,22,11,7,3,2,77,10,57,33,45,11,2,2,3,7,30,36,10,14,9,31,5,5,5,9,43,33,5,7,4,14,35,35,26,15,10,14,35,11,8,11,35,35,22,33,0,1,44,7,6,7,13,16,6,2,43,18,16,13,53,12.3333333333333,13.7617939666337,110.204081632653,88.7227147725884,9.58024691358025,19.7164081469783,0.04,0.0384072934108425,0.0324590121283762,0.000219835500945072,0.03,0.0334344809563718,0.0294989773433512,0.000209892524507782,0.00927516317416695,0.00246234722893206
VG,VGB,British Virgin Islands,2021-01-07,2020-12-02,100,4,81029.0030768785,3,73639.7249696197,54,82,9,0,2438185.2935698,56,7,84,9,19,72,9,9,82,9,17,75,8,20,75,5,23,70,7,13,78,9,11,82,7,7,86,7,7,84,9,10,81,9,24,67,9,11,75,14,6,4,90,22,58,20,9,12,79,0,9,0,91,29,45,26,44,28,28,26,45,29,25,49,26,11,62,27,17,56,27,23,55,22,11,7,3,2,77,10,57,33,46,9,2,2,3,8,30,36,10,14,9,31,5,5,7,9,42,32,5,7,6,14,34,34,28,14,10,14,34,11,8,11,36,34,21,34,0,1,44,7,6,7,13,15,7,2,43,18,16,14,52,12.3333333333333,13.7617939666337,110.204081632653,88.7227147725884,9.26275992438563,19.086658205325,0.04,0.0384072934108425,0.0332333245100672,0.000224989612324713,0.03,0.0334344809563718,0.0302026778538239,0.000214821602929742,0.00927516317416695,0.00246234722893206
VG,VGB,British Virgin Islands,2021-01-08,2020-12-03,100,4,81029.0030768785,3,73639.7249696197,54,82,9,0,2406291.4231755,56,7,84,9,20,71,9,10,81,9,17,75,8,20,75,5,23,70,7,14,77,9,11,82,7,7,86,7,7,84,9,9,82,9,25,66,9,11,75,14,5,5,90,21,59,20,9,12,79,0,9,0,91,28,46,26,44,29,27,26,45,29,26,49,25,11,63,26,17,57,26,24,54,22,12,7,3,2,76,9,58,33,46,9,2,2,3,8,30,36,10,14,9,31,5,5,7,9,42,32,5,7,6,14,34,34,28,14,10,14,34,11,8,11,36,34,21,34,0,1,44,7,6,8,13,14,7,2,43,18,16,15,51,12.3333333333333,13.7617939666337,110.204081632653,88.7227147725884,8.96333182435491,18.4897123001667,0.04,0.0384072934108425,0.0336738112002857,0.000227919766139994,0.03,0.0334344809563718,0.0306029952400528,0.000217623997536472,0.00927516317416695,0.00246234722893206
VG,VGB,British Virgin Islands,2021-01-09,2020-12-05,100,3,36789.2312242733,2,29399.9531170145,51,80,10,0,2400795.67235326,56,6,86,8,21,71,8,9,83,8,18,75,7,22,74,4,24,69,7,16,76,8,10,84,6,7,86,7,6,86,8,8,84,8,25,67,8,11,74,15,4,6,90,20,60,20,10,10,80,0,10,0,90,25,47,28,40,31,29,26,43,31,24,49,27,11,61,28,17,55,28,21,55,24,11,5,3,2,79,9,58,33,47,9,1,2,3,8,30,37,10,13,9,31,4,5,7,9,42,33,4,7,5,15,34,35,27,15,10,13,35,11,8,10,36,35,21,34,0,1,44,7,6,8,12,14,8,2,43,18,16,15,51,12.7991675338189,13.3389826126395,141.666666666667,106.848802832164,9.31001890359168,19.0714012494127,0.03,0.0334344809563718,0.0153237660530322,0.000155381738302758,0.02,0.0274394957835608,0.0122459205735725,0.000139120338719891,0.00897887323943662,0.00245316240149682
VG,VGB,British Virgin Islands,2021-01-10,2020-12-05,100,4,54638.2206447223,2,29399.9531170145,52,79,11,0,2356556.80850241,57,7,85,8,20,72,8,9,83,8,16,77,7,22,74,4,24,69,7,15,77,8,10,84,6,6,87,7,6,86,8,8,84,8,25,67,8,12,72,16,5,6,89,21,58,21,11,10,79,0,11,0,89,26,46,28,40,31,29,25,44,31,25,48,27,11,61,28,18,54,28,22,54,24,12,5,3,2,78,8,60,32,48,9,1,2,3,8,29,36,10,15,9,30,4,5,7,9,43,32,4,7,5,16,34,34,27,17,10,12,34,11,8,10,37,34,22,34,0,1,43,7,6,9,11,15,8,2,42,20,15,15,50,12.5555555555556,13.4956593939552,106.122448979592,92.8963810346207,9.28021729289271,18.4176614395301,0.04,0.0384072934108425,0.0231856157456458,0.000192142958928613,0.02,0.0274394957835608,0.012475809202197,0.000141715504738965,0.00927081476198966,0.00250808240349586
VG,VGB,British Virgin Islands,2021-01-11,2020-12-06,100,4,54638.2206447223,2,29399.9531170145,51,78,11,0,2284225.79458182,57,7,85,8,18,74,8,9,83,8,16,77,7,22,74,4,23,70,7,15,78,7,10,84,6,6,87,7,6,86,8,8,84,8,25,67,8,11,72,17,4,6,90,20,58,22,11,9,80,0,11,0,89,27,44,29,41,29,30,23,45,32,25,47,28,11,60,29,18,53,29,20,56,24,12,4,2,2,80,7,61,32,48,9,1,2,3,8,29,37,10,15,8,30,4,5,6,9,44,32,4,7,5,14,36,34,25,18,10,13,34,11,7,10,38,34,21,35,0,1,43,6,6,10,11,15,8,2,42,20,16,14,50,13.1985731272295,14.159810221592,141.666666666667,106.848802832164,9.32548664554097,18.4023071776123,0.04,0.0384072934108425,0.0239197984605218,0.000198152741469039,0.02,0.0274394957835608,0.012870861184893,0.000146173741839308,0.00920910075839653,0.00251577172682794
VG,VGB,British Virgin Islands,2021-01-12,2020-12-07,100,4,54638.2206447223,2,29399.9531170145,51,79,10,0,2311491.09521802,56,7,85,8,17,75,8,8,84,8,17,76,7,20,76,4,23,70,7,13,80,7,10,84,6,8,85,7,5,87,8,8,84,8,23,69,8,10,73,17,3,6,91,19,59,22,10,9,81,0,10,0,90,26,44,30,41,30,29,21,46,33,23,48,29,10,60,30,17,53,30,18,58,24,10,4,2,2,82,8,60,32,46,10,1,2,4,8,29,39,8,15,8,30,3,4,6,9,45,33,4,5,5,15,36,35,24,18,10,13,35,10,7,11,37,35,20,35,0,1,44,4,6,10,11,15,9,2,43,19,16,13,52,14.9519890260631,15.493073587851,141.666666666667,106.848802832164,9.7283950617284,19.5819890727906,0.04,0.0384072934108425,0.0236376513661493,0.000195843720891754,0.02,0.0274394957835608,0.0127190423436355,0.000144460650298484,0.00909252986272063,0.00248407263322368
VG,VGB,British Virgin Islands,2021-01-13,2020-12-08,100,4,54638.2206447223,2,29399.9531170145,51,79,11,0,2340034.09180921,57,7,84,9,17,74,9,8,83,9,17,75,8,20,75,5,23,69,8,13,80,7,10,84,6,9,83,8,5,86,9,9,83,8,24,67,9,10,73,17,3,6,91,20,58,22,11,9,80,0,11,0,89,27,42,31,43,28,29,21,46,33,24,47,29,10,60,30,19,51,30,17,58,25,9,4,2,2,83,9,60,31,46,11,1,2,4,8,28,38,10,15,8,29,3,4,7,9,45,32,4,6,6,15,35,34,24,19,10,13,34,10,8,12,36,34,19,37,0,1,43,4,6,10,11,15,10,2,42,18,17,13,52,13.9120095124851,13.9304357349715,141.666666666667,106.848802832164,9.62962962962963,19.6089720411801,0.04,0.0384072934108425,0.0233493267623629,0.000193483443035498,0.02,0.0274394957835608,0.0125638994833121,0.000142709776420407,0.00909252986272063,0.00248407263322368
