ISO2,ISO_3,country_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
CF,CAF,Central African Republic,2021-02-04,2020-12-02,100,3,91957.9405406513,2,28266.4267709652,157,76,13,2,3584942.07551343,47,4,86,10,14,75,11,9,81,10,20,70,10,12,81,7,19,71,10,11,80,9,8,81,11,12,79,9,9,81,10,14,76,10,24,67,9,13,70,17,6,6,88,26,55,19,13,13,74,2,11,0,87,29,42,29,41,28,31,26,41,33,34,34,32,16,53,31,24,46,30,34,35,31,22,3,1,8,66,15,52,33,36,11,5,3,5,7,33,19,22,8,16,35,5,7,9,13,27,39,7,8,11,10,26,38,24,17,5,12,42,11,9,12,26,42,21,25,2,2,50,5,12,15,6,7,4,1,50,19,14,14,53,24.1632653061225,49.9091268186941,436.111111111111,482.057703630623,10.716049382716,22.6240879987522,0.03,0.0334344809563718,0.0256511649571022,0.000163650675198481,0.02,0.0274394957835608,0.00788476526971971,9.15550835605785e-05,0.0290956263899185,0.00448450182354132
CF,CAF,Central African Republic,2021-02-06,2020-12-05,100,3,91957.9405406513,2,28266.4267709652,157,78,14,2,3609715.6102134,48,4,86,10,14,75,11,9,81,10,20,71,9,11,82,7,19,71,10,11,80,9,7,82,11,11,80,9,8,82,10,14,77,9,24,68,8,13,72,15,6,6,88,28,55,17,14,14,72,2,12,0,86,30,42,28,42,28,30,27,41,32,34,35,31,16,54,30,24,47,29,35,35,30,23,3,1,8,65,16,52,32,36,12,5,3,5,7,32,19,22,9,16,34,5,7,9,13,28,38,7,8,11,10,27,37,24,17,6,12,41,11,9,12,27,41,22,25,2,2,49,5,12,15,7,7,4,1,49,19,15,14,52,25.6055363321799,51.9642958408749,436.111111111111,482.057703630623,10.3969754253308,21.8927569018463,0.03,0.0334344809563718,0.0254751206107384,0.00016254222004573,0.02,0.0274394957835608,0.00783065200233161,9.09292192796105e-05,0.0283495846876129,0.00437119303969698
CF,CAF,Central African Republic,2021-02-07,2020-12-06,100,3,91957.9405406513,2,28266.4267709652,167,80,13,2,3519982.05115152,49,4,87,9,14,76,10,9,82,9,19,72,9,11,83,6,18,72,10,11,81,8,7,83,10,11,81,8,7,84,9,14,78,8,23,70,7,13,73,14,5,7,88,27,57,16,13,14,73,2,11,0,87,29,43,28,41,29,30,26,42,32,34,35,31,15,55,30,22,49,29,36,34,30,25,3,1,7,64,16,51,33,35,12,6,3,4,8,32,20,21,10,15,34,5,7,9,13,29,37,7,8,11,10,28,36,25,18,6,11,40,11,9,13,27,40,24,25,2,1,48,5,12,15,8,7,4,1,48,20,15,13,52,25.3460207612457,52.0574624729294,340.816326530612,387.16030284261,7.37240075614367,8.78550510509211,0.03,0.0334344809563718,0.0261245481381271,0.000166630297493634,0.02,0.0274394957835608,0.00803027582533217,9.32378620504034e-05,0.0294014084507042,0.00439316807833154
CF,CAF,Central African Republic,2021-02-08,2020-12-06,100,3,91957.9405406513,2,28266.4267709652,167,80,14,2,3522616.63827808,48,4,87,9,14,77,9,9,82,9,19,73,8,10,84,6,18,73,9,11,82,7,7,84,9,11,82,7,7,84,9,14,79,7,22,71,7,13,73,14,5,7,88,28,56,16,14,14,72,2,12,0,86,29,43,28,42,29,29,26,43,31,34,36,30,15,56,29,22,50,28,35,35,30,24,3,1,7,65,16,51,33,36,11,6,3,4,8,32,21,21,9,15,34,5,7,9,13,29,37,7,8,10,11,28,36,26,17,6,11,40,11,9,14,26,40,23,25,2,1,49,5,11,15,8,7,4,1,49,19,15,13,53,26.4462809917355,54.4310285853652,340.816326530612,387.16030284261,7.50617283950617,9.07987858050908,0.03,0.0334344809563718,0.0261050094243585,0.000166507343927233,0.02,0.0274394957835608,0.00802426993156494,9.31684109106977e-05,0.0294014084507042,0.00439316807833154
CF,CAF,Central African Republic,2021-02-09,2020-12-08,100,3,91957.9405406513,2,28266.4267709652,167,80,14,2,3545320.50984472,48,4,88,8,14,78,8,9,83,8,18,74,8,10,85,5,18,74,8,11,83,6,7,85,8,11,83,6,7,85,8,13,80,7,22,72,6,13,73,14,5,7,88,28,56,16,14,14,72,2,12,0,86,28,43,29,42,29,29,26,43,31,34,36,30,15,56,29,21,50,29,35,34,31,24,3,1,7,65,16,50,34,36,11,6,3,4,7,33,21,21,9,15,34,5,7,9,13,29,37,7,8,10,11,28,36,26,17,6,11,40,11,9,14,26,40,23,25,2,1,49,5,11,15,8,7,4,1,49,19,15,13,53,27.83203125,56.9366655189637,340.816326530612,387.16030284261,7.50617283950617,9.07987858050908,0.03,0.0334344809563718,0.0259378356019718,0.00016545524662207,0.02,0.0274394957835608,0.0079728833239405,9.25741675769381e-05,0.0294014084507042,0.00439316807833154
CF,CAF,Central African Republic,2021-02-13,2020-12-08,100,3,91957.9405406513,2,28266.4267709652,167,81,14,2,3702107.11848971,48,4,87,9,14,78,8,9,82,9,18,73,9,10,84,6,18,73,9,11,82,7,7,84,9,11,82,7,7,84,9,13,79,8,22,71,7,12,74,14,5,6,89,28,56,16,14,14,72,2,12,0,86,28,43,29,42,29,29,27,42,31,35,35,30,16,55,29,20,51,29,36,33,31,24,3,1,8,64,16,50,34,35,11,7,3,4,7,33,20,22,9,15,34,5,8,9,13,28,37,7,9,10,11,27,36,26,18,5,11,40,11,10,13,26,40,23,25,2,1,49,5,11,15,8,7,4,1,49,20,14,13,53,27.7318640955005,54.5092536231808,340.816326530612,387.16030284261,7.85185185185185,9.42332755094693,0.03,0.0334344809563718,0.0248393516441971,0.000158537429472193,0.02,0.0274394957835608,0.00763522660643503,8.86686785098503e-05,0.029038428099461,0.00433974268715158
CF,CAF,Central African Republic,2021-02-16,2020-12-09,100,3,91957.9405406513,2,28266.4267709652,167,81,16,2,3971673.53640228,49,4,87,9,14,79,7,9,83,8,18,74,8,10,85,5,18,74,8,11,83,6,7,85,8,11,83,6,7,85,8,13,80,7,22,72,6,12,74,14,5,6,89,30,54,16,16,14,70,2,14,0,84,29,42,29,43,28,29,28,41,31,35,35,30,16,55,29,21,50,29,36,33,31,24,3,1,8,64,17,49,34,35,11,7,3,4,7,33,19,22,10,15,34,5,8,9,13,28,37,7,9,10,11,27,36,26,19,5,10,40,11,10,13,26,40,23,25,2,1,49,5,11,15,7,8,4,1,49,20,15,13,52,27.7318640955005,54.5092536231808,340.816326530612,387.16030284261,7.56143667296786,9.15156435294122,0.03,0.0334344809563718,0.0231534489674977,0.00014790482427482,0.02,0.0274394957835608,0.00711700659983505,8.26721133580456e-05,0.029038428099461,0.00433974268715158
CF,CAF,Central African Republic,2021-02-17,2020-12-10,100,3,91957.9405406513,2,28266.4267709652,167,81,17,2,3972938.98990161,49,4,87,9,14,79,7,9,83,8,17,75,8,10,85,5,18,74,8,11,83,6,7,85,8,11,83,6,7,85,8,13,80,7,22,72,6,12,74,14,5,6,89,31,53,16,17,14,69,2,15,0,83,29,42,29,42,29,29,28,41,31,35,35,30,16,55,29,20,51,29,35,34,31,23,3,1,8,65,18,48,34,36,10,7,3,4,7,33,19,22,10,15,34,5,8,9,12,29,37,7,9,9,11,28,36,26,19,5,10,40,11,10,12,27,40,24,24,2,1,49,5,11,15,7,9,3,1,49,21,14,13,52,29.19921875,57.0044022367568,340.816326530612,387.16030284261,7.56143667296786,9.15156435294122,0.03,0.0334344809563718,0.0231460741718887,0.000147858272023679,0.02,0.0274394957835608,0.00711473970348214,8.26458751288555e-05,0.029038428099461,0.00433974268715158
CF,CAF,Central African Republic,2021-02-19,2020-12-11,100,3,91957.9405406513,2,28266.4267709652,167,80,17,2,3958787.60415173,49,4,87,9,14,79,7,9,83,8,17,75,8,9,86,5,18,74,8,11,83,6,7,85,8,11,83,6,8,84,8,13,80,7,22,72,6,12,73,15,5,6,89,31,52,17,17,14,69,2,15,0,83,29,42,29,42,29,29,28,41,31,35,35,30,16,55,29,20,51,29,35,34,31,23,3,1,8,65,18,48,34,36,10,7,3,4,7,33,19,22,10,15,34,5,8,9,12,29,37,7,9,9,11,28,36,26,19,5,10,40,11,10,12,27,40,24,24,2,1,49,5,11,15,7,9,3,1,49,21,14,13,52,30.9053069719043,59.6543064428331,340.816326530612,387.16030284261,7.56143667296786,9.15156435294122,0.03,0.0334344809563718,0.0232288139035829,0.000148380533211079,0.02,0.0274394957835608,0.00714017259762083,8.29402451284299e-05,0.0294014084507042,0.00439316807833154
CF,CAF,Central African Republic,2021-02-20,2020-12-13,100,3,91957.9405406513,2,28266.4267709652,167,80,17,2,4079835.81820575,49,3,87,10,14,78,8,9,82,9,16,75,9,9,85,6,17,74,9,11,82,7,7,84,9,11,82,7,8,83,9,13,79,8,22,71,7,13,73,14,6,6,88,33,52,15,17,16,67,2,15,0,83,30,42,28,42,29,29,28,41,31,35,35,30,16,55,29,20,51,29,36,35,29,23,3,2,8,64,19,48,33,37,10,6,3,4,7,33,20,21,10,15,34,5,8,8,12,30,37,7,9,9,11,28,36,27,19,5,9,40,11,10,12,27,40,24,24,2,1,49,5,12,15,7,9,2,1,49,21,14,13,52,30.9053069719043,59.6543064428331,340.816326530612,387.16030284261,7.51417769376181,9.18555391369245,0.03,0.0334344809563718,0.0225396179253833,0.000144028887011435,0.02,0.0274394957835608,0.0069283245773837,8.0488004068768e-05,0.0294014084507042,0.00439316807833154
