ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.-77,B1_1.-99,B1_1.1,B1_1.2,B1_2.-77,B1_2.-99,B1_2.1,B1_2.2,B1_3.-77,B1_3.-99,B1_3.1,B1_3.2,B1_4.-77,B1_4.-99,B1_4.1,B1_4.2,B1_5.-77,B1_5.-99,B1_5.1,B1_5.2,B1_6.-77,B1_6.-99,B1_6.1,B1_6.2,B1_7.-77,B1_7.-99,B1_7.1,B1_7.2,B1_8.-77,B1_8.-99,B1_8.1,B1_8.2,B1_9.-77,B1_9.-99,B1_9.1,B1_9.2,B1_10.-77,B1_10.-99,B1_10.1,B1_10.2,B1_11.-77,B1_11.-99,B1_11.1,B1_11.2,B1_12.-77,B1_12.-99,B1_12.1,B1_12.2,B3.-77,B3.-99,B3.1,B3.2,B5.-77,B5.-99,B5.1,B5.2,B6.-77,B6.-99,B6.1,B6.2,B7.-77,B7.-99,B7.1,B7.2,B8.-77,B8.-99,B8.1,B8.2,B8.3,C0_1.-77,C0_1.-99,C0_1.1,C0_1.2,C0_2.-77,C0_2.-99,C0_2.1,C0_2.2,C0_3.-77,C0_3.-99,C0_3.1,C0_3.2,C0_4.-77,C0_4.-99,C0_4.1,C0_4.2,C0_5.-77,C0_5.-99,C0_5.1,C0_5.2,C0_6.-77,C0_6.-99,C0_6.1,C0_6.2,C1_m.-77,C1_m.-99,C1_m.1,C1_m.2,C2.-77,C2.-99,C2.1,C2.2,C2.3,C2.4,C3.-77,C3.-99,C3.1,C3.2,C5.-77,C5.-99,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C6.-77,C6.-99,C6.1,C6.2,C6.3,C6.4,D1.-77,D1.-99,D1.1,D1.2,D1.3,D1.4,D1.5,D2.-77,D2.-99,D2.1,D2.2,D2.3,D2.4,D2.5,D3.-77,D3.-99,D3.1,D3.2,D3.3,D3.4,D4.-77,D4.-99,D4.1,D4.2,D4.3,D4.4,E3.-77,E3.-99,E3.1,E3.2,E3.3,E3.4,E4.-77,E4.-99,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E2.-77,E2.-99,E2.1,E2.2,E2.3,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd
PT,PRT,Portugal,Leiria,2021-01-20,2021-01-20,115,0,0,0,0,47,111,9,1,301711.97492985346,82,1,0,0,114,1,0,10,104,1,0,2,112,1,0,13,101,1,0,14,100,1,0,13,101,1,0,5,109,1,0,0,114,1,0,3,111,0,0,2,113,1,0,4,110,1,0,16,98,1,3,18,93,0,98,3,14,4,6,35,70,1,80,9,25,0,106,1,8,0,1,13,43,58,1,13,60,41,1,13,6,95,1,13,24,77,2,13,1,99,2,13,2,98,0,14,27,74,0,88,14,6,2,5,0,16,18,81,0,16,91,5,0,0,0,3,0,16,22,25,21,31,2,20,0,7,19,26,41,1,20,0,7,21,23,43,2,20,58,30,3,2,0,20,11,23,29,32,1,31,35,48,0,0,0,31,10,16,27,14,11,3,3,2,32,35,14,32,3.239130434782609,2.9301860586256723,3.0714285714285716,2.234839031005476,2.4615384615384617,1.0153664515676253
PT,PRT,Portugal,Lisboa,2021-01-20,2021-01-20,449,1,3477.0381407621308,0,0,151,439,36,4,1231774.5269729793,326,0,0,3,446,2,0,36,411,0,0,7,442,0,0,25,424,1,0,69,379,0,0,19,430,1,0,14,434,0,0,10,439,1,0,10,438,0,0,2,447,0,0,11,438,0,0,57,392,0,10,67,372,0,385,23,41,6,16,182,245,1,267,36,145,0,413,4,31,1,6,33,143,267,3,33,251,162,13,33,39,364,11,33,109,296,12,33,8,396,8,33,54,354,1,34,122,292,1,327,75,24,10,12,5,40,76,328,0,40,348,43,4,2,2,10,0,40,120,93,103,93,7,52,3,7,71,98,211,3,52,4,19,68,97,206,5,57,209,144,28,6,0,57,40,63,135,154,6,117,147,179,0,0,0,117,32,66,86,68,47,27,6,11,121,231,54,32,2.9074534161490684,2.3625080104369767,2.482142857142857,1.5014062672111033,2.378205128205128,1.0749587517275903
PT,PRT,Portugal,Madeira,2021-01-20,2021-01-18,100,0,0,0,0,24,98,22,3,384817.37040744507,66,0,0,0,100,0,0,6,94,0,0,2,98,0,0,6,94,0,0,15,85,0,0,5,95,0,0,4,96,0,0,1,99,0,0,1,99,0,0,0,100,0,0,3,97,0,0,16,84,0,2,14,84,0,86,5,9,2,2,51,45,1,49,22,28,0,78,3,19,0,0,8,32,60,2,8,56,34,1,8,27,64,1,8,29,62,2,8,0,90,1,8,5,86,0,9,30,61,0,70,23,4,1,2,0,10,15,75,0,10,74,10,0,0,0,6,0,10,19,24,24,23,0,10,1,3,14,23,49,0,10,0,1,18,26,45,0,10,61,20,7,2,0,10,7,24,26,33,1,29,28,40,1,1,1,29,8,15,12,20,11,4,0,4,32,45,12,7,2.6,1.7733661737517428,2,1.247219128924647,2.40625,1.191487665543734
PT,PRT,Portugal,Portalegre,2021-01-20,2021-01-16,100,0,0,0,0,24,97,17,2,323652.26492349856,71,1,0,0,99,1,0,8,91,0,0,2,98,1,0,8,91,1,0,16,83,1,0,12,87,1,0,4,95,0,0,5,95,1,0,2,97,1,0,1,98,1,0,3,96,0,0,15,85,0,3,14,83,0,86,4,10,1,5,42,52,1,58,17,24,0,83,2,14,1,1,8,21,70,2,8,50,40,4,8,2,86,3,8,20,69,4,8,3,85,3,8,1,88,0,9,23,68,0,77,14,4,1,4,0,11,12,77,0,11,77,7,0,0,1,4,0,11,25,13,25,26,1,17,1,3,13,19,46,0,17,1,2,19,18,43,2,17,52,23,2,4,0,17,9,14,30,30,0,26,34,40,0,0,0,26,3,7,15,19,24,4,2,8,29,38,14,11,3.075,2.0177100500700904,1.8333333333333333,0.9374368665610919,2.3311475409836064,1.0688843067433378
PT,PRT,Portugal,Porto,2021-01-20,2021-01-20,422,0,0,0,0,71,411,28,3,1194937.8667943198,271,0,0,0,422,0,0,29,393,0,0,7,415,0,0,33,389,0,0,53,369,0,0,24,398,0,0,24,398,1,0,6,415,0,0,4,418,0,0,3,419,2,0,21,399,1,0,53,368,1,10,36,375,0,387,16,19,5,15,181,221,4,241,28,149,0,394,3,21,4,5,37,129,251,3,37,214,168,7,37,28,350,9,37,86,290,8,37,10,367,7,37,35,343,0,41,101,280,1,321,67,14,8,11,6,46,78,292,0,46,325,29,4,3,1,14,0,46,112,79,86,99,4,72,2,13,73,97,161,1,72,3,22,73,91,160,5,74,232,88,15,8,1,74,33,70,111,133,5,138,114,163,0,2,0,138,33,54,74,62,41,18,2,10,151,192,39,30,2.629370629370629,1.901364675508656,2.206896551724138,1.3984509375128402,2.4196078431372547,1.0235455607342905
PT,PRT,Portugal,Santarém,2021-01-20,2021-01-19,100,0,0,0,0,45,98,9,2,391108.9956044208,60,0,0,0,100,0,0,5,95,0,0,1,99,0,0,10,90,0,0,11,89,0,0,4,96,0,0,6,94,0,0,1,99,0,0,0,100,0,0,1,99,0,0,5,95,0,0,16,84,1,1,18,80,0,83,5,12,1,2,29,68,0,71,9,20,0,91,2,7,0,5,10,40,45,0,10,58,32,5,10,7,78,4,10,21,65,5,10,2,83,5,10,6,79,0,11,29,60,0,71,19,5,1,4,0,14,14,72,0,14,73,5,1,0,1,6,0,14,17,19,25,25,1,20,0,2,15,24,38,1,20,1,3,13,25,37,1,22,54,18,4,1,0,22,10,22,28,18,0,34,30,36,0,0,0,34,4,12,22,16,7,5,0,2,38,28,16,16,3.6785714285714284,3.055699852292693,2.6875,2.1203380233664,2.23728813559322,1.1497973292302799
PT,PRT,Portugal,Setúbal,2021-01-20,2021-01-20,194,0,0,0,0,69,189,12,2,828255.9593364716,134,0,0,0,194,1,0,17,176,0,0,4,190,0,0,15,179,0,0,31,163,0,0,14,180,0,0,17,177,0,0,6,188,0,0,5,189,0,0,3,191,0,0,7,187,0,0,29,165,0,5,28,161,0,166,6,22,4,5,48,137,1,147,12,34,0,182,2,9,1,3,16,59,116,2,16,113,63,6,16,20,152,5,16,45,128,5,16,3,170,3,16,19,156,2,16,63,113,0,131,39,13,4,7,0,17,31,146,0,17,152,19,0,1,0,5,1,17,50,37,40,49,2,25,2,6,27,37,95,3,25,0,6,28,47,85,1,26,110,49,4,4,1,26,21,38,48,60,1,54,52,86,0,1,0,54,15,22,32,35,23,10,3,4,57,89,35,9,2.3146067415730336,2.0033806973689243,2.5185185185185186,1.3117917978085245,2.3384615384615386,1.1105822633310518
PT,PRT,Portugal,Viana do Castelo,2021-01-20,2021-01-18,100,0,0,0,0,25,98,18,2,463413.09749640856,64,0,0,0,100,0,0,4,96,0,0,2,98,0,0,5,95,0,0,9,91,0,0,3,97,0,0,4,96,0,0,2,98,0,0,1,99,0,0,0,100,0,0,1,99,0,0,10,90,1,1,11,87,0,90,4,6,0,2,37,61,0,63,18,19,0,82,2,14,2,3,7,36,54,1,7,59,33,4,7,9,80,3,7,27,63,4,7,1,88,4,7,5,84,0,9,31,60,0,69,20,4,4,3,2,11,19,68,0,11,79,4,0,1,0,5,0,11,18,16,30,25,4,16,0,5,9,22,44,3,16,1,2,13,20,45,1,17,56,23,0,3,0,17,13,27,20,23,1,35,26,38,0,0,0,35,3,12,13,19,10,6,2,2,36,13,18,31,2.5161290322580645,2.350474671804761,2.75,1.4880476182856899,2.4754098360655736,1.2056334072048212
PT,PRT,Portugal,Vila Real,2021-01-20,2021-01-16,100,0,0,0,0,23,96,12,2,496985.21436614014,63,0,0,0,100,0,0,8,92,0,0,0,100,0,0,8,92,0,0,15,85,0,0,8,92,0,0,4,96,0,0,2,98,0,0,1,99,0,0,0,100,0,0,9,91,0,0,18,82,2,2,13,83,0,88,1,11,0,5,51,44,0,49,12,39,0,88,2,10,0,1,11,15,73,0,11,51,38,1,11,4,84,2,11,26,61,1,11,2,86,1,11,3,85,1,11,25,63,0,75,16,7,0,2,0,13,14,73,0,13,77,6,0,1,0,3,0,13,31,18,18,20,1,18,0,5,18,14,44,1,18,1,4,16,22,38,1,20,50,26,3,0,0,20,7,17,27,29,3,34,23,40,0,0,2,34,10,18,13,14,5,4,0,1,36,31,12,20,2.26,1.804868698938558,2.4285714285714284,1.2724180205607036,2.540983606557377,1.2051800763344218
PT,PRT,Portugal,Viseu,2021-01-20,2021-01-19,100,1,9621.09410862759,0,0,31,95,10,0,415613.6487637729,62,0,0,1,99,1,0,12,87,0,0,3,97,1,0,12,87,0,0,13,87,1,0,10,89,0,0,6,94,0,0,0,100,0,0,2,98,0,0,2,98,0,0,6,94,0,0,20,80,0,5,16,79,0,84,4,12,1,5,29,65,0,71,10,19,0,90,0,10,0,0,8,33,59,0,8,47,45,0,8,8,84,0,8,22,70,0,8,1,91,0,8,1,91,0,9,22,69,0,78,14,4,3,1,0,11,17,72,0,11,80,3,1,1,0,4,0,11,34,18,19,18,1,15,0,5,22,27,30,1,15,0,3,24,25,32,1,16,61,21,0,1,0,16,6,21,33,24,2,35,26,36,0,1,2,35,1,16,18,15,8,2,3,2,35,29,10,24,3.166666666666666,2.2514674528087033,2.0714285714285716,1.6391501416322993,2.4754098360655736,1.0425378870341544
PT,PRT,Portugal,-99,2021-01-21,2021-01-20,100,0,0,0,0,5,87,6,1,491151.15396051516,36,0,0,2,98,0,0,6,94,0,0,2,98,1,0,5,94,0,0,7,93,0,0,5,95,0,0,2,98,0,0,4,96,0,0,2,98,0,0,3,97,0,0,3,97,0,0,10,90,2,11,5,82,0,95,2,3,4,14,24,58,2,76,6,16,0,94,1,5,0,4,21,18,57,4,21,45,30,6,21,10,63,4,21,17,58,6,21,3,70,6,21,8,65,1,22,23,54,0,77,17,3,1,2,2,23,9,66,0,23,59,9,0,0,0,9,0,23,38,15,10,14,3,28,1,2,11,19,36,0,28,1,1,12,17,41,1,30,46,19,1,3,0,30,16,14,24,16,1,62,13,24,0,0,0,62,3,5,4,6,10,7,3,0,63,18,8,11,3.2777777777777772,2.2701530281551134,1,0,1.6571428571428575,1.0555973258234952
PT,PRT,Portugal,Évora,2021-01-21,2021-01-19,100,0,0,0,0,21,97,12,3,286095.63361033465,67,0,0,1,99,0,0,5,95,0,0,0,100,0,0,8,92,0,0,13,87,0,0,5,95,0,0,4,96,0,0,2,98,0,0,1,99,0,0,1,99,0,0,1,99,0,0,8,92,0,3,10,87,0,90,3,7,1,3,50,46,1,50,12,37,0,88,3,9,0,1,9,24,66,1,9,53,37,3,9,5,83,2,9,18,71,2,9,4,85,2,9,4,85,0,10,21,69,0,79,13,3,1,4,1,14,13,72,0,14,77,5,0,0,0,4,0,14,27,23,14,22,2,16,1,4,13,22,42,1,16,1,3,17,18,44,0,16,60,18,2,4,0,16,10,23,32,19,2,32,24,42,0,0,0,32,10,10,16,15,13,4,0,1,32,40,10,17,4.08,3.414674215792775,2.2222222222222223,1.481365736219265,2.298507462686567,1.0873226135110754
PT,PRT,Portugal,Aveiro,2021-01-21,2021-01-21,147,0,0,0,0,48,145,18,2,471517.18346815964,103,0,0,0,147,0,0,8,139,0,0,4,143,0,0,12,135,0,0,17,130,1,0,3,143,0,0,7,140,0,0,3,144,0,0,2,145,0,0,2,145,0,0,7,140,0,0,14,133,1,1,22,123,1,125,4,17,1,1,60,85,1,87,18,41,0,129,2,15,1,1,9,53,84,2,9,82,54,3,9,5,130,3,9,40,95,3,9,3,132,4,9,3,131,0,10,40,97,0,107,29,6,1,4,0,11,18,118,0,11,121,7,1,0,0,7,0,11,37,26,36,37,0,18,3,4,28,30,64,0,18,2,9,17,27,74,1,20,80,39,5,2,0,20,7,25,53,42,3,42,43,58,1,0,0,42,11,22,34,22,11,5,0,4,43,53,29,18,3.086956521739131,2.4660006934893297,2.625,1.4999999999999998,2.444444444444445,1.0900498230723425
PT,PRT,Portugal,Azores,2021-01-21,2021-01-19,100,0,0,0,0,9,99,16,1,374205.8580127288,62,0,0,0,100,0,0,3,97,0,0,1,99,0,0,7,93,0,0,7,93,0,0,6,94,0,0,0,100,0,0,1,99,0,0,4,96,0,0,1,99,0,0,1,99,0,0,9,91,0,1,6,93,0,95,1,4,3,2,51,44,0,49,16,35,0,84,1,14,1,2,8,22,68,1,8,66,25,3,8,24,65,3,8,25,64,3,8,2,87,3,8,6,83,0,10,27,63,0,73,16,5,5,1,1,12,19,68,0,12,79,7,1,0,0,1,0,12,21,17,28,22,2,17,1,3,14,24,39,2,17,0,2,13,31,35,0,19,48,25,5,3,1,19,8,16,27,29,0,36,19,45,0,0,0,36,2,16,17,16,10,3,0,1,38,29,15,17,2.413793103448276,2.096208164746703,1.7500000000000002,0.5,2.4237288135593222,0.9505604486666052
PT,PRT,Portugal,Beja,2021-01-21,2021-01-18,100,0,0,0,0,23,98,15,0,321428.0171049511,59,0,0,0,100,0,0,9,91,0,0,1,99,0,0,8,92,0,0,15,85,0,0,4,96,0,0,5,95,0,0,2,98,0,0,0,100,0,0,0,100,0,0,3,97,0,0,14,86,1,1,14,84,0,87,5,8,0,3,48,49,0,52,15,33,0,85,0,13,2,2,12,22,64,0,12,54,34,1,12,7,80,1,12,29,58,1,12,2,85,1,12,3,84,0,14,29,57,0,71,15,3,10,1,2,14,16,68,0,14,70,9,1,0,0,6,0,14,23,16,20,27,1,19,0,8,16,21,35,1,19,2,4,18,21,35,2,22,49,22,2,3,1,22,11,12,28,26,0,37,22,41,0,0,0,37,4,13,22,9,14,1,0,1,40,19,19,21,2.8529411764705883,2.0616608918050936,1.6923076923076923,1.031553471276484,2.2413793103448274,1.0811031537453364
PT,PRT,Portugal,Braga,2021-01-21,2021-01-21,145,0,0,0,0,20,143,14,1,465194.28555278614,98,0,0,0,145,0,0,17,128,0,0,1,144,0,0,12,133,0,0,26,119,0,0,5,140,0,0,6,139,0,0,4,141,0,0,3,142,0,0,0,145,0,0,7,138,0,0,26,119,0,2,12,131,0,134,4,7,3,3,70,69,0,75,14,56,0,131,1,13,0,1,4,51,89,0,4,66,75,1,4,8,132,1,4,43,97,1,4,3,137,1,4,6,134,0,4,42,99,0,103,32,5,3,2,0,7,18,120,0,7,129,2,1,0,0,6,0,7,40,27,35,36,2,16,2,2,26,31,66,1,16,1,4,27,34,62,1,17,81,36,7,3,1,17,11,26,49,41,1,44,46,53,1,0,0,44,15,23,25,23,10,5,0,3,46,46,19,31,2.9019607843137254,2.6476774876165283,2.142857142857143,0.8997354108424374,2.6914893617021276,0.9730408576407765
PT,PRT,Portugal,Bragança,2021-01-21,2021-01-16,100,0,0,0,0,14,95,8,1,420806.07932348404,65,0,0,0,100,0,0,7,93,0,0,1,99,0,0,12,88,0,0,14,86,0,0,8,92,0,0,6,94,0,0,5,95,0,0,2,98,0,0,3,97,0,0,3,97,0,0,19,81,0,5,11,84,0,89,2,9,2,7,33,58,0,67,8,25,0,92,1,7,0,2,10,34,54,0,10,52,38,3,10,6,81,2,10,24,64,3,10,1,86,3,10,1,86,0,11,31,58,0,69,21,3,4,3,1,12,20,67,0,12,81,3,0,0,1,3,0,12,23,13,16,36,0,19,3,3,11,21,43,0,19,1,2,24,12,42,2,19,59,17,2,1,0,19,11,12,35,23,1,33,30,36,0,0,0,33,9,15,17,13,8,4,1,3,35,39,6,17,2.3181818181818183,1.735708785893871,1.6,0.8944271909999157,2.032258064516129,1.1730266573562271
PT,PRT,Portugal,Castelo Branco,2021-01-21,2021-01-19,100,1,8524.655826519449,0,0,38,98,11,0,341128.0391587203,70,0,0,1,99,0,0,10,90,0,0,0,100,0,0,13,87,0,0,21,79,0,0,10,90,0,0,6,94,0,0,2,98,0,0,1,99,0,0,0,100,0,0,9,91,0,0,12,88,0,2,14,84,0,87,3,10,1,3,45,51,0,55,11,34,0,89,0,9,2,0,6,26,68,0,6,47,47,0,6,7,87,0,6,24,70,0,6,1,93,0,6,2,92,0,6,31,63,0,69,21,7,1,2,0,6,18,76,0,6,81,6,0,0,0,7,0,6,27,24,19,24,0,10,2,5,17,26,40,0,10,1,5,18,25,41,2,11,58,26,3,0,1,11,11,19,32,26,1,27,32,39,0,1,1,27,6,14,23,19,6,3,1,2,30,37,16,15,2.657142857142857,1.8777780540223776,3.1818181818181817,1.9400093720485896,2.537313432835821,0.9743429520195435
PT,PRT,Portugal,Coimbra,2021-01-21,2021-01-21,119,0,0,0,0,15,113,9,4,385587.3208425268,70,0,0,3,116,0,0,10,109,0,0,2,117,0,0,6,113,0,0,20,99,0,0,8,111,0,0,8,111,0,0,2,117,0,0,3,116,0,0,2,117,0,0,3,116,0,0,14,105,0,6,9,104,0,110,4,5,4,7,38,70,0,81,9,29,0,110,4,5,0,0,15,26,78,0,15,61,43,0,15,12,92,1,15,28,75,0,15,2,102,0,15,9,95,1,17,27,74,0,92,19,4,1,3,1,22,19,77,0,22,86,4,1,1,0,5,0,22,34,25,14,24,0,29,0,4,16,25,45,1,29,0,7,13,21,48,0,30,60,22,1,6,0,30,7,23,31,28,2,47,35,35,0,0,0,47,8,12,16,18,12,6,0,6,48,31,13,21,2.8,2.062654952856986,1.75,0.8864052604279183,2.2615384615384615,1.1494145667050883
PT,PRT,Portugal,Faro,2021-01-21,2021-01-21,136,0,0,0,0,29,132,11,1,420197.5116139112,97,0,0,1,135,0,0,7,129,0,0,2,134,0,0,16,120,0,0,11,125,1,0,9,126,0,0,3,133,1,0,2,133,2,0,1,133,0,0,2,134,1,0,5,130,0,0,21,115,0,4,13,119,0,123,2,11,2,5,45,84,2,91,11,32,0,125,1,8,2,2,9,28,97,0,9,82,45,3,9,9,115,2,9,28,97,1,9,3,123,2,9,3,122,0,9,37,90,0,99,27,5,4,1,3,11,20,102,0,11,108,10,4,0,0,3,0,11,44,27,25,29,3,15,2,6,15,27,68,1,15,3,3,14,26,74,3,15,66,36,9,7,0,15,18,21,31,51,5,34,45,50,0,2,3,34,7,14,20,20,18,16,4,3,37,59,22,15,3.1739130434782608,2.862045483186123,2.3333333333333335,0.9847319278346619,2.230769230769231,1.0008543359097775
PT,PRT,Portugal,Guarda,2021-01-21,2021-01-17,100,0,0,0,0,30,94,19,4,446034.53258474794,61,0,0,0,100,0,0,4,96,0,0,3,97,0,0,7,93,0,0,17,83,0,0,6,94,0,0,3,97,0,0,2,98,0,0,2,98,0,0,2,98,0,0,1,99,0,0,13,87,2,4,12,82,0,88,4,8,1,4,41,54,0,59,19,22,0,81,4,15,0,0,9,26,65,0,9,52,39,0,9,10,81,0,9,22,69,0,9,3,88,0,9,0,91,0,10,23,67,0,77,12,3,5,3,1,13,21,65,0,13,75,7,0,0,0,5,0,13,29,15,20,23,0,16,0,4,15,26,39,0,16,1,1,17,26,39,0,16,55,24,4,1,0,16,9,16,31,28,0,36,28,36,0,0,0,36,10,11,11,17,10,5,0,2,39,28,10,21,3.482142857142857,2.89150141332845,2.6363636363636362,1.8586407545691703,2.3620689655172415,1.0034724947859275
PT,PRT,Portugal,Leiria,2021-01-21,2021-01-20,100,0,0,0,0,26,98,18,2,312263.41730793775,66,0,0,1,99,0,0,5,95,0,0,1,99,0,0,10,90,0,0,16,84,0,0,10,90,0,0,9,91,0,0,2,98,0,0,0,100,0,0,2,98,0,0,5,95,0,0,15,85,0,2,13,85,0,88,6,6,2,3,33,62,0,67,18,15,0,82,2,15,1,1,10,29,60,2,10,63,25,2,10,5,83,1,10,26,63,2,10,0,88,2,10,3,85,0,12,30,58,0,70,19,3,4,4,0,13,12,75,0,13,78,5,1,0,0,3,0,13,17,27,22,21,0,17,0,3,13,18,49,0,17,0,4,14,20,45,0,18,46,32,2,2,0,18,8,13,29,32,0,31,28,39,2,0,0,31,4,12,16,15,10,9,3,1,32,25,23,19,2.763157894736842,2.3183662761978887,2.3,1.70293863659264,2.1846153846153844,1.1844343018439711
PT,PRT,Portugal,Lisboa,2021-01-21,2021-01-21,443,0,0,0,0,155,431,44,4,1233199.8123338523,315,1,0,0,442,2,0,26,415,1,0,4,438,1,0,38,404,1,0,62,380,1,0,22,420,1,0,21,421,0,0,6,437,1,0,6,436,1,0,8,434,1,0,22,420,1,0,64,378,1,11,69,362,0,375,16,52,3,13,199,228,2,245,44,152,0,399,4,39,1,2,32,118,291,1,32,230,180,5,32,28,378,4,32,73,334,5,32,6,400,3,32,36,372,0,36,110,297,0,333,88,9,5,8,0,43,66,334,0,43,345,33,2,0,1,19,0,43,113,110,99,78,4,54,1,18,68,90,208,3,54,1,17,73,96,199,2,56,251,120,10,4,3,56,30,66,134,154,7,118,128,189,0,1,1,118,34,65,74,71,47,24,9,13,124,218,56,32,2.6863905325443787,2.053421503341685,2.3934426229508197,1.6661201289681982,2.3033333333333332,1.0747896530094978
PT,PRT,Portugal,Madeira,2021-01-21,2021-01-19,100,0,0,0,0,12,98,23,2,331396.71708327916,58,0,0,0,100,0,0,5,95,0,0,3,97,0,0,3,97,0,0,11,89,0,0,7,93,0,0,5,95,0,0,0,100,0,0,1,99,0,0,0,100,0,0,4,96,0,0,12,88,0,2,7,91,0,93,5,2,1,2,48,49,1,52,23,24,0,77,2,21,0,0,8,35,57,2,8,58,32,2,8,30,60,2,8,30,60,3,8,0,89,2,8,5,85,0,9,42,49,0,58,30,4,3,5,1,11,18,70,0,11,73,10,1,0,0,5,0,11,17,20,25,27,1,13,0,1,16,26,43,1,13,0,2,17,28,39,1,14,59,19,5,2,0,14,12,19,30,25,2,35,24,38,1,0,2,35,5,8,20,16,12,2,0,3,40,37,10,10,2.933333333333333,2.0833218390487516,2.25,1.8929694486000914,2.2857142857142856,1.0738932690201355
PT,PRT,Portugal,Portalegre,2021-01-21,2021-01-18,100,0,0,0,0,19,96,13,2,289321.9384157357,67,1,0,0,99,1,0,6,93,0,0,2,98,1,0,5,94,1,0,14,85,1,0,10,89,1,0,4,95,0,0,3,97,1,0,2,97,1,0,1,98,1,0,2,97,0,0,14,86,0,4,12,84,0,88,3,9,0,4,33,63,0,67,13,20,0,87,2,10,1,1,7,23,69,1,7,55,37,5,7,2,86,4,7,22,67,4,7,3,86,5,7,1,87,0,7,27,66,0,73,17,4,2,4,1,9,14,76,0,9,80,6,0,0,1,4,0,9,24,17,28,22,1,15,1,3,14,18,48,0,15,1,3,19,11,51,2,15,52,24,4,3,0,15,8,17,29,31,0,29,33,38,0,0,0,29,4,7,14,19,20,4,3,7,32,37,13,11,3.0303030303030303,1.9443001389453813,1.6666666666666667,1.118033988749895,2.2533333333333334,1.0607746876001083
PT,PRT,Portugal,Porto,2021-01-21,2021-01-21,446,0,0,0,0,64,435,34,7,1233992.084574178,316,0,0,1,445,1,0,33,412,0,0,4,442,0,0,42,404,0,0,71,375,0,0,23,423,0,0,14,432,1,0,14,431,0,0,5,441,0,0,4,442,0,0,19,427,0,0,64,382,0,11,33,402,0,414,12,20,4,14,182,246,2,264,34,146,0,412,7,25,2,6,26,146,268,6,26,249,165,9,26,37,374,5,26,111,304,9,26,8,403,8,26,37,375,0,30,134,282,0,312,91,16,9,18,2,37,88,319,0,37,362,27,1,2,0,17,0,37,116,91,107,95,5,55,5,15,86,103,177,1,55,8,19,81,97,185,5,56,260,101,16,8,1,56,46,80,129,134,8,122,126,187,0,3,0,122,41,70,69,79,40,22,3,11,127,219,59,30,3.369047619047619,2.3990005998245123,2.1481481481481484,1.511588662599811,2.485148514851485,1.0943611767396866
PT,PRT,Portugal,Santarém,2021-01-21,2021-01-20,100,0,0,0,0,25,94,8,3,324486.8576293851,61,0,0,1,99,0,0,7,93,0,0,0,100,0,0,7,93,0,0,10,90,0,0,7,93,0,0,2,98,0,0,1,99,0,0,1,99,0,0,0,100,0,0,2,98,0,0,12,88,0,6,13,81,0,87,4,9,1,6,44,49,0,56,8,36,0,92,3,5,0,2,11,33,54,0,11,43,46,2,11,5,82,2,11,22,65,2,11,1,86,2,11,2,85,1,11,28,60,0,72,16,5,1,6,0,12,10,78,0,12,77,4,1,0,0,6,0,12,25,17,21,25,0,17,1,2,9,23,48,0,17,2,2,10,26,43,0,17,53,24,5,1,0,17,10,21,29,23,1,38,31,30,0,0,0,38,4,11,21,10,14,1,1,3,38,26,11,22,3.7083333333333335,2.5956345737756905,2.2,1.9321835661585918,2.263793103448276,1.227277442697906
PT,PRT,Portugal,Setúbal,2021-01-21,2021-01-21,188,0,0,0,0,76,187,10,2,773686.85631956,125,0,0,0,188,0,0,20,168,0,0,2,186,0,0,12,176,0,0,26,162,1,0,10,177,0,0,10,178,0,0,3,185,0,0,5,183,0,0,3,185,0,0,9,179,0,0,23,165,0,1,27,160,0,161,10,17,6,1,56,125,2,132,10,44,0,178,2,8,0,6,6,42,134,3,6,112,67,8,6,12,162,8,6,38,136,8,6,2,172,7,6,14,161,1,8,51,128,0,137,36,4,6,5,3,16,33,136,0,16,147,17,2,2,1,3,0,16,54,48,42,28,3,27,1,10,32,43,72,1,27,1,12,32,55,60,1,29,107,39,7,5,0,29,20,38,56,45,1,57,50,80,0,0,0,57,14,14,31,41,12,15,4,5,60,78,33,12,2.9868421052631575,2.1134074921959978,3.227272727272727,2.1365708658818376,2.3583333333333334,1.0830693494353325
