ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
GP,GLP,Guadeloupe,Basse-Terre,2021-04-12,2021-01-05,100,2,61864.1442907581,1,55527.5832462616,6,89,19,0,1643596.66631038,65,3,97,0,10,90,0,3,95,2,14,85,1,18,80,2,10,89,1,8,90,2,3,96,1,5,93,2,2,98,0,3,95,2,13,86,1,6,84,10,2,4,94,68,20,12,19,49,32,0,19,81,22,59,19,65,17,18,42,39,19,43,38,19,12,68,20,9,71,20,40,41,19,25,5,7,3,60,12,67,21,48,22,4,5,1,0,20,37,16,18,9,20,0,0,8,9,57,26,1,1,7,10,55,26,16,29,20,6,29,5,7,16,45,27,27,40,1,0,32,5,11,12,8,17,13,2,32,13,29,23,35,30.0111111111111,43.7434600110922,24,8.94427190999916,3.81065088757396,2.38814398216754,0.02,0.0274394957835608,0.0376394924368114,0.000290965327960371,0.01,0.0195013954179879,0.0337841907229663,0.0002762131144637,0.000949517328691249,0.000759397350946438
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-04-12,2021-01-21,100,1,3933.8387483749,1,3933.8387483749,2,95,20,1,1192870.70366631,66,2,98,0,5,95,0,3,97,0,18,82,0,14,86,0,7,93,0,3,97,0,3,97,0,6,94,0,1,99,0,4,96,0,10,90,0,2,94,4,0,2,98,77,15,8,20,57,23,1,19,80,32,53,15,70,17,13,48,39,13,46,40,14,9,76,15,14,71,15,47,40,13,28,10,4,5,53,10,70,20,46,29,4,3,0,0,18,33,20,15,13,19,1,2,4,20,52,21,1,3,8,21,46,21,21,28,19,9,23,4,7,9,58,22,26,43,0,0,31,2,11,9,15,11,20,2,30,15,31,18,36,44.2307692307692,70.1330097261941,200,0,3.69605142332415,1.95536814110955,0.01,0.0195013954179879,0.00329779140042938,0.000102883494188663,0.01,0.0195013954179879,0.00329779140042938,0.000102883494188663,0.000296515937731653,0.000410881642054855
GP,GLP,Guadeloupe,Basse-Terre,2021-04-13,2021-01-05,100,2,61864.1442907581,1,55527.5832462616,6,89,19,0,1643596.66631038,65,3,97,0,10,90,0,3,95,2,14,85,1,18,80,2,10,89,1,8,90,2,3,96,1,5,93,2,2,98,0,3,95,2,13,86,1,6,84,10,2,4,94,68,20,12,19,49,32,0,19,81,22,59,19,65,17,18,42,39,19,43,38,19,12,68,20,9,71,20,40,41,19,25,5,7,3,60,12,67,21,48,22,4,5,1,0,20,37,16,18,9,20,0,0,8,9,57,26,1,1,7,10,55,26,16,29,20,6,29,5,7,16,45,27,27,40,1,0,32,5,11,12,8,17,13,2,32,13,29,23,35,30.0111111111111,43.7434600110922,24,8.94427190999916,3.81065088757396,2.38814398216754,0.02,0.0274394957835608,0.0376394924368114,0.000290965327960371,0.01,0.0195013954179879,0.0337841907229663,0.0002762131144637,0.000949517328691249,0.000759397350946438
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-04-13,2021-01-22,100,1,3933.8387483749,1,3933.8387483749,2,95,20,1,1201940.02703448,66,2,98,0,5,95,0,3,97,0,18,82,0,14,86,0,7,93,0,3,97,0,3,97,0,6,94,0,1,99,0,4,96,0,10,90,0,2,94,4,0,2,98,76,16,8,20,56,24,1,19,80,32,53,15,70,17,13,48,39,13,45,41,14,10,75,15,14,71,15,47,40,13,28,9,4,6,53,10,70,20,45,30,4,3,0,0,18,32,20,16,13,19,1,2,4,20,52,21,1,3,8,21,46,21,20,28,20,9,23,4,6,9,59,22,26,43,0,0,31,2,12,9,14,11,20,2,30,15,31,18,36,44.2307692307692,70.1330097261941,200,0,3.69605142332415,1.95536814110955,0.01,0.0195013954179879,0.00327290768249125,0.00010210845411506,0.01,0.0195013954179879,0.00327290768249125,0.00010210845411506,0.000296515937731653,0.000410881642054855
GP,GLP,Guadeloupe,Basse-Terre,2021-04-14,2021-01-08,100,2,61864.1442907581,1,55527.5832462616,6,89,18,0,1660159.37464441,65,3,97,0,10,90,0,3,95,2,14,85,1,18,80,2,10,89,1,8,90,2,3,96,1,5,93,2,2,98,0,3,95,2,13,86,1,6,84,10,2,4,94,67,21,12,18,49,33,0,18,82,22,59,19,64,18,18,41,40,19,43,38,19,12,68,20,9,71,20,40,41,19,25,5,7,3,60,12,67,21,48,21,4,5,1,1,20,38,15,18,9,20,0,0,8,9,57,26,1,1,7,10,55,26,17,29,19,6,29,5,6,16,46,27,27,40,1,0,32,5,10,12,8,18,13,2,32,12,29,23,36,30.0111111111111,43.7434600110922,24,8.94427190999916,3.857421875,2.44242910120939,0.02,0.0274394957835608,0.0372639791309245,0.000288118685419631,0.01,0.0195013954179879,0.0334471401326484,0.000273505144680919,0.000949517328691249,0.000759397350946438
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-04-14,2021-01-22,100,1,3933.8387483749,1,3933.8387483749,2,95,20,1,1202532.87139769,67,2,98,0,5,95,0,3,97,0,18,82,0,14,86,0,7,93,0,3,97,0,3,97,0,6,94,0,1,99,0,4,96,0,10,90,0,2,94,4,0,2,98,76,16,8,20,56,24,1,19,80,32,53,15,69,18,13,48,39,13,44,42,14,10,75,15,13,72,15,46,41,13,28,9,4,5,54,10,70,20,46,29,4,3,0,0,18,33,20,16,12,19,1,2,4,20,52,21,1,3,8,21,46,21,21,28,19,9,23,4,6,9,59,22,26,44,0,0,30,2,12,9,14,11,20,3,29,15,31,19,35,44.2307692307692,70.1330097261941,200,0,3.65337491646246,1.91426684097713,0.01,0.0195013954179879,0.00327129415082237,0.000102058197623232,0.01,0.0195013954179879,0.00327129415082237,0.000102058197623232,0.000296515937731653,0.000410881642054855
GP,GLP,Guadeloupe,Basse-Terre,2021-04-15,2021-01-09,100,2,61864.1442907581,1,55527.5832462616,7,90,18,0,1643201.02966708,66,3,97,0,11,89,0,3,95,2,15,84,1,18,80,2,10,89,1,8,90,2,3,96,1,5,93,2,2,98,0,3,95,2,13,86,1,6,84,10,1,5,94,68,21,11,18,50,32,0,18,82,22,59,19,63,19,18,40,41,19,42,39,19,12,68,20,9,71,20,41,40,19,25,6,7,3,59,12,67,21,49,21,4,5,0,1,20,38,15,18,9,20,0,0,8,9,57,26,1,1,7,10,55,26,17,29,19,6,29,5,5,16,47,27,26,41,1,0,32,5,10,12,7,19,13,2,32,12,30,23,35,34.3496357960458,51.041791244727,19.4444444444444,6.80413817439772,3.76331360946746,2.40239601229876,0.02,0.0274394957835608,0.0376485549691337,0.000291034013896041,0.01,0.0195013954179879,0.0337923250069481,0.000276278455861157,0.00109546165884194,0.000811069828310522
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-04-15,2021-01-22,100,1,3933.8387483749,1,3933.8387483749,2,95,19,1,1202377.28183236,66,2,98,0,5,95,0,3,97,0,18,82,0,14,86,0,7,93,0,3,97,0,3,97,0,6,94,0,1,99,0,4,96,0,10,90,0,2,94,4,0,2,98,76,16,8,19,57,24,1,18,81,33,52,15,68,19,13,48,39,13,45,41,14,10,75,15,13,72,15,46,40,14,28,9,4,5,54,10,69,21,46,28,4,3,0,0,19,32,20,16,12,20,1,2,4,20,51,22,1,3,7,21,46,22,20,28,19,9,24,4,5,9,59,23,26,43,0,0,31,2,12,9,14,11,19,3,30,15,31,18,36,44.2307692307692,70.1330097261941,200,0,3.69605142332415,1.95536814110955,0.01,0.0195013954179879,0.00327171746157741,0.000102071382444233,0.01,0.0195013954179879,0.00327171746157741,0.000102071382444233,0.000296515937731653,0.000410881642054855
GP,GLP,Guadeloupe,Basse-Terre,2021-04-16,2021-01-09,100,2,61864.1442907581,1,55527.5832462616,7,90,18,0,1643201.02966708,66,3,97,0,11,89,0,3,95,2,15,84,1,18,80,2,10,89,1,8,90,2,3,96,1,5,93,2,2,98,0,3,95,2,13,86,1,6,84,10,1,5,94,68,21,11,18,50,32,0,18,82,22,59,19,63,19,18,40,41,19,42,39,19,12,68,20,9,71,20,41,40,19,25,6,7,3,59,12,67,21,49,21,4,5,0,1,20,38,15,18,9,20,0,0,8,9,57,26,1,1,7,10,55,26,17,29,19,6,29,5,5,16,47,27,26,41,1,0,32,5,10,12,7,19,13,2,32,12,30,23,35,34.3496357960458,51.041791244727,19.4444444444444,6.80413817439772,3.76331360946746,2.40239601229876,0.02,0.0274394957835608,0.0376485549691337,0.000291034013896041,0.01,0.0195013954179879,0.0337923250069481,0.000276278455861157,0.00109546165884194,0.000811069828310522
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-04-16,2021-01-23,100,1,3933.8387483749,1,3933.8387483749,2,95,18,1,1330007.04686763,66,2,98,0,5,95,0,3,97,0,18,82,0,14,86,0,7,93,0,3,97,0,3,97,0,6,94,0,2,98,0,4,96,0,10,90,0,2,94,4,0,2,98,75,17,8,18,57,25,1,17,82,33,51,16,66,20,14,49,37,14,46,39,15,10,74,16,14,71,15,46,40,14,28,9,4,5,54,11,68,21,47,27,4,3,0,0,19,31,21,16,11,21,1,2,4,20,51,22,1,3,6,21,47,22,19,28,20,9,24,4,5,9,58,24,26,42,0,0,32,2,11,9,14,11,20,3,30,16,30,18,36,44.2307692307692,70.1330097261941,200,0,3.71900826446281,1.95632574965947,0.01,0.0195013954179879,0.00295775782364439,9.22909688718252e-05,0.01,0.0195013954179879,0.00295775782364439,9.22909688718252e-05,0.000296515937731653,0.000410881642054855
GP,GLP,Guadeloupe,Basse-Terre,2021-04-17,2021-01-09,100,2,61864.1442907581,1,55527.5832462616,7,90,18,0,1643201.02966708,66,3,97,0,11,89,0,3,95,2,15,84,1,18,80,2,10,89,1,8,90,2,3,96,1,5,93,2,2,98,0,3,95,2,13,86,1,6,84,10,1,5,94,68,21,11,18,50,32,0,18,82,22,59,19,63,19,18,40,41,19,42,39,19,12,68,20,9,71,20,41,40,19,25,6,7,3,59,12,67,21,49,21,4,5,0,1,20,38,15,18,9,20,0,0,8,9,57,26,1,1,7,10,55,26,17,29,19,6,29,5,5,16,47,27,26,41,1,0,32,5,10,12,7,19,13,2,32,12,30,23,35,34.3496357960458,51.041791244727,19.4444444444444,6.80413817439772,3.76331360946746,2.40239601229876,0.02,0.0274394957835608,0.0376485549691337,0.000291034013896041,0.01,0.0195013954179879,0.0337923250069481,0.000276278455861157,0.00109546165884194,0.000811069828310522
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-04-17,2021-01-24,100,1,3933.8387483749,1,3933.8387483749,2,95,18,1,1341126.96523874,66,2,98,0,6,94,0,3,97,0,18,82,0,15,85,0,7,93,0,3,97,0,3,97,0,6,94,0,2,98,0,4,96,0,10,90,0,2,94,4,0,2,98,75,17,8,18,57,25,1,17,82,33,51,16,66,20,14,49,37,14,46,39,15,10,74,16,14,71,15,46,40,14,28,9,4,5,54,11,68,21,48,26,4,3,0,0,19,31,21,16,11,21,1,2,4,20,51,22,1,3,6,21,47,22,19,27,21,9,24,4,5,9,58,24,25,43,0,0,32,2,11,9,14,11,19,4,30,16,30,18,36,42.3868312757202,66.232627382362,200,0,3.71900826446281,1.95632574965947,0.01,0.0195013954179879,0.00293323365373882,9.15268663900608e-05,0.01,0.0195013954179879,0.00293323365373882,9.15268663900608e-05,0.000296515937731653,0.000410881642054855
GP,GLP,Guadeloupe,Basse-Terre,2021-04-18,2021-01-09,100,2,61864.1442907581,1,55527.5832462616,7,90,18,0,1642087.92664195,66,3,97,0,11,89,0,3,95,2,16,83,1,18,80,2,10,89,1,8,90,2,3,96,1,5,93,2,2,98,0,3,95,2,14,85,1,6,84,10,1,5,94,68,21,11,18,50,32,0,18,82,23,59,18,63,19,18,40,42,18,42,40,18,12,69,19,9,72,19,41,40,19,25,6,7,3,59,12,67,21,49,21,4,5,0,1,20,38,15,18,9,20,0,0,8,10,56,26,1,1,7,11,54,26,17,29,20,5,29,5,5,16,47,27,26,40,1,0,33,5,10,12,7,19,13,2,32,12,29,23,36,35.166015625,49.8035445196172,19.4444444444444,6.80413817439772,3.7109375,2.28726579597313,0.02,0.0274394957835608,0.0376740753567742,0.000291227432159616,0.01,0.0195013954179879,0.0338152314168796,0.000276462456340464,0.00109546165884194,0.000811069828310522
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-04-18,2021-01-24,100,1,3933.8387483749,1,3933.8387483749,2,95,18,1,1351076.44178956,65,2,98,0,6,94,0,3,97,0,17,83,0,14,86,0,6,94,0,2,98,0,3,97,0,6,94,0,2,98,0,3,97,0,10,90,0,2,94,4,0,2,98,75,17,8,18,57,25,1,17,82,33,50,17,65,20,15,48,37,15,46,39,15,10,73,17,14,70,16,46,40,14,27,9,5,5,54,11,68,21,49,25,4,3,0,0,19,31,21,17,10,21,1,2,5,20,50,22,1,3,6,21,47,22,18,27,22,9,24,4,5,9,58,24,24,43,0,0,33,2,11,9,14,11,18,4,31,16,31,17,36,44.3786982248521,70.11597129786,200,0,3.7396449704142,1.90315120900873,0.01,0.0195013954179879,0.00291163299625324,9.08538365312634e-05,0.01,0.0195013954179879,0.00291163299625324,9.08538365312634e-05,0.000296515937731653,0.000410881642054855
GP,GLP,Guadeloupe,Basse-Terre,2021-04-20,2021-01-11,100,2,61864.1442907581,1,55527.5832462616,6,90,19,0,1673002.21003543,66,3,97,0,11,89,0,3,95,2,15,84,1,16,82,2,9,90,1,8,90,2,3,96,1,5,93,2,2,98,0,3,95,2,14,85,1,5,85,10,1,4,95,69,20,11,19,50,31,0,19,81,21,61,18,62,20,18,39,43,18,43,39,18,11,70,19,8,73,19,40,41,19,24,6,8,2,60,13,66,21,48,22,4,5,0,1,20,38,14,18,10,20,0,0,8,10,56,26,1,1,8,11,53,26,16,29,20,6,29,5,5,17,46,27,23,43,1,0,33,5,11,12,5,19,14,2,32,11,30,22,37,39.4555555555556,54.3502535767494,24,8.94427190999916,3.77928949357521,2.23441486220863,0.02,0.0274394957835608,0.0369779214394749,0.000285949409088457,0.01,0.0195013954179879,0.0331903824831682,0.000271441622944296,0.000938967136150235,0.000750963567741297
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-04-20,2021-01-24,100,1,3933.8387483749,1,3933.8387483749,2,95,18,1,1351076.44178956,65,2,98,0,6,94,0,3,97,0,17,83,0,14,86,0,6,94,0,2,98,0,3,97,0,6,94,0,2,98,0,3,97,0,10,90,0,2,94,4,0,2,98,75,17,8,18,57,25,1,17,82,33,50,17,65,20,15,48,37,15,46,39,15,10,73,17,14,70,16,46,40,14,27,9,5,5,54,11,68,21,49,25,4,3,0,0,19,31,21,17,10,21,1,2,5,20,50,22,1,3,6,21,47,22,18,27,22,9,24,4,5,9,58,24,24,43,0,0,33,2,11,9,14,11,18,4,31,16,31,17,36,44.3786982248521,70.11597129786,200,0,3.7396449704142,1.90315120900873,0.01,0.0195013954179879,0.00291163299625324,9.08538365312634e-05,0.01,0.0195013954179879,0.00291163299625324,9.08538365312634e-05,0.000296515937731653,0.000410881642054855
GP,GLP,Guadeloupe,Basse-Terre,2021-04-21,2021-01-11,100,2,61864.1442907581,1,55527.5832462616,6,90,19,0,1673002.21003543,66,3,97,0,11,89,0,3,95,2,15,84,1,16,82,2,9,90,1,8,90,2,3,96,1,5,93,2,2,98,0,3,95,2,14,85,1,5,85,10,1,4,95,69,20,11,19,50,31,0,19,81,21,61,18,62,20,18,39,43,18,43,39,18,11,70,19,8,73,19,40,41,19,24,6,8,2,60,13,66,21,48,22,4,5,0,1,20,38,14,18,10,20,0,0,8,10,56,26,1,1,8,11,53,26,16,29,20,6,29,5,5,17,46,27,23,43,1,0,33,5,11,12,5,19,14,2,32,11,30,22,37,39.4555555555556,54.3502535767494,24,8.94427190999916,3.77928949357521,2.23441486220863,0.02,0.0274394957835608,0.0369779214394749,0.000285949409088457,0.01,0.0195013954179879,0.0331903824831682,0.000271441622944296,0.000938967136150235,0.000750963567741297
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-04-21,2021-01-25,100,1,3933.8387483749,1,3933.8387483749,2,95,18,1,1331231.06219066,65,3,97,0,6,94,0,3,97,0,17,83,0,14,86,0,6,94,0,2,98,0,3,97,0,6,94,0,2,98,0,3,97,0,10,90,0,2,94,4,0,2,98,76,16,8,18,58,24,1,17,82,33,50,17,64,21,15,48,37,15,46,39,15,10,73,17,14,70,16,46,40,14,27,9,5,5,54,10,69,21,49,25,4,3,0,0,19,32,20,17,10,21,1,2,5,20,50,22,1,3,6,21,47,22,19,27,22,8,24,4,5,9,58,24,24,43,0,0,33,2,11,8,14,11,19,4,31,17,31,16,36,41.4266117969822,66.5560734873318,200,0,3.7396449704142,1.90315120900873,0.01,0.0195013954179879,0.00295503828005742,9.22062366570529e-05,0.01,0.0195013954179879,0.00295503828005742,9.22062366570529e-05,0.000296515937731653,0.000410881642054855
GP,GLP,Guadeloupe,Basse-Terre,2021-04-22,2021-01-11,100,2,61864.1442907581,1,55527.5832462616,6,90,19,0,1673002.21003543,66,3,97,0,11,89,0,3,95,2,15,84,1,16,82,2,9,90,1,8,90,2,3,96,1,5,93,2,2,98,0,3,95,2,14,85,1,5,85,10,1,4,95,69,20,11,19,50,31,0,19,81,21,61,18,62,20,18,39,43,18,43,39,18,11,70,19,8,73,19,40,41,19,24,6,8,2,60,13,66,21,48,22,4,5,0,1,20,38,14,18,10,20,0,0,8,10,56,26,1,1,8,11,53,26,16,29,20,6,29,5,5,17,46,27,23,43,1,0,33,5,11,12,5,19,14,2,32,11,30,22,37,39.4555555555556,54.3502535767494,24,8.94427190999916,3.77928949357521,2.23441486220863,0.02,0.0274394957835608,0.0369779214394749,0.000285949409088457,0.01,0.0195013954179879,0.0331903824831682,0.000271441622944296,0.000938967136150235,0.000750963567741297
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-04-22,2021-01-27,100,1,3933.8387483749,1,3933.8387483749,2,95,17,1,1361127.23481742,66,3,97,0,6,94,0,3,97,0,18,82,0,14,86,0,6,94,0,2,98,0,3,97,0,6,94,0,2,98,0,3,97,0,10,90,0,2,94,4,0,2,98,74,18,8,17,57,26,1,16,83,34,50,16,64,22,14,47,39,14,46,40,14,10,74,16,14,71,15,46,41,13,27,9,5,5,54,10,70,20,49,26,4,3,0,0,18,32,21,17,10,20,1,2,5,20,51,21,1,3,6,20,49,21,19,28,22,8,23,4,6,9,58,23,25,43,0,0,32,2,11,9,14,11,19,4,30,17,32,16,35,42.3469387755102,64.2468598462834,200,0,3.65013774104683,1.87888699504087,0.01,0.0195013954179879,0.0028901330072222,9.01839287737146e-05,0.01,0.0195013954179879,0.0028901330072222,9.01839287737146e-05,0.000296515937731653,0.000410881642054855
GP,GLP,Guadeloupe,Basse-Terre,2021-04-23,2021-01-12,100,2,61864.1442907581,1,55527.5832462616,6,90,20,0,1629665.12782601,67,3,97,0,11,89,0,3,95,2,15,84,1,16,82,2,9,90,1,8,90,2,3,96,1,5,93,2,2,98,0,3,95,2,14,85,1,5,85,10,1,4,95,70,19,11,20,50,30,0,20,80,22,60,18,61,21,18,40,42,18,44,38,18,11,70,19,8,73,19,41,40,19,24,6,8,3,59,13,67,20,48,23,4,5,0,1,19,38,14,18,11,19,0,0,8,11,56,25,1,1,8,12,53,25,16,30,20,6,28,5,5,17,47,26,23,44,1,0,32,5,11,12,5,20,14,2,31,11,30,23,36,39.4555555555556,54.3502535767494,24,8.94427190999916,3.7109375,2.18324415939304,0.02,0.0274394957835608,0.0379612616324959,0.000293403644205721,0.01,0.0195013954179879,0.034073002053088,0.000278532743528501,0.000938967136150235,0.000750963567741297
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-04-23,2021-01-27,100,1,3933.8387483749,1,3933.8387483749,2,95,16,1,1360087.54475706,66,3,97,0,6,94,0,3,97,0,19,81,0,14,86,0,7,93,0,2,98,0,3,97,0,6,94,0,2,98,0,3,97,0,10,90,0,2,94,4,0,2,98,74,18,8,16,58,26,1,15,84,35,49,16,63,23,14,47,39,14,46,40,14,11,73,16,14,71,15,46,41,13,26,10,5,5,54,10,70,20,49,26,4,3,0,0,18,32,20,17,11,20,1,2,5,19,52,21,1,3,6,20,49,21,18,28,22,9,23,4,6,9,58,23,25,43,0,0,32,2,11,9,14,11,19,4,30,17,32,16,35,44.8275862068966,64.5047511296226,200,0,3.65013774104683,1.87888699504087,0.01,0.0195013954179879,0.00289234230806634,9.02527679773193e-05,0.01,0.0195013954179879,0.00289234230806634,9.02527679773193e-05,0.000296515937731653,0.000410881642054855
GP,GLP,Guadeloupe,Basse-Terre,2021-04-24,2021-01-13,100,2,61864.1442907581,1,55527.5832462616,6,91,20,0,1627905.48087505,68,3,97,0,11,89,0,3,96,1,14,85,1,16,83,1,7,92,1,8,90,2,2,97,1,5,94,1,2,98,0,3,96,1,14,86,0,5,86,9,1,4,95,69,21,10,20,49,31,0,20,80,22,61,17,62,21,17,40,43,17,44,39,17,12,70,18,9,73,18,41,41,18,23,6,9,3,59,12,69,19,50,22,4,5,0,1,18,38,15,17,12,18,0,0,8,10,58,24,1,1,8,12,54,24,16,30,20,7,27,6,5,17,47,25,23,45,1,0,31,6,10,12,6,20,14,2,30,12,30,23,35,42.1046373365042,56.7670076843667,24,8.94427190999916,3.64497041420118,2.13399559209322,0.02,0.0274394957835608,0.0380022949842912,0.000293714528091016,0.01,0.0195013954179879,0.0341098324802088,0.000278828501120982,0.00092864881597276,0.00074271505620051
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-04-24,2021-01-27,100,1,3933.8387483749,1,3933.8387483749,2,95,16,1,1360087.54475706,66,3,97,0,6,94,0,3,97,0,19,81,0,14,86,0,7,93,0,2,98,0,3,97,0,6,94,0,2,98,0,3,97,0,10,90,0,2,94,4,0,2,98,74,18,8,16,58,26,1,15,84,35,49,16,63,23,14,47,39,14,46,40,14,11,73,16,14,71,15,46,41,13,26,10,5,5,54,10,70,20,49,26,4,3,0,0,18,32,20,17,11,20,1,2,5,19,52,21,1,3,6,20,49,21,18,28,22,9,23,4,6,9,58,23,25,43,0,0,32,2,11,9,14,11,19,4,30,17,32,16,35,44.8275862068966,64.5047511296226,200,0,3.65013774104683,1.87888699504087,0.01,0.0195013954179879,0.00289234230806634,9.02527679773193e-05,0.01,0.0195013954179879,0.00289234230806634,9.02527679773193e-05,0.000296515937731653,0.000410881642054855
GP,GLP,Guadeloupe,Basse-Terre,2021-04-25,2021-01-13,100,2,61864.1442907581,1,55527.5832462616,6,91,20,0,1634088.10913959,68,3,97,0,12,88,0,3,96,1,15,84,1,17,82,1,7,92,1,8,90,2,3,96,1,5,94,1,2,98,0,3,96,1,14,86,0,5,86,9,1,4,95,69,21,10,20,49,31,0,20,80,22,61,17,62,21,17,40,43,17,44,39,17,12,70,18,8,74,18,41,41,18,23,5,9,4,59,13,68,19,51,21,4,5,0,1,18,38,15,16,13,18,0,0,8,10,58,24,1,1,8,12,54,24,16,31,19,7,27,6,5,17,47,25,23,45,1,0,31,6,10,12,6,19,15,2,30,12,31,22,35,49.3444444444445,71.753755336241,24,8.94427190999916,3.59763313609467,2.14622489331193,0.02,0.0274394957835608,0.0378585120011259,0.000292625114976319,0.01,0.0195013954179879,0.0339807767620922,0.000277792100440271,0.00092864881597276,0.00074271505620051
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-04-25,2021-01-28,100,1,3933.8387483749,1,3933.8387483749,2,95,16,1,1365397.51762583,65,3,97,0,6,94,0,3,97,0,19,81,0,14,86,0,7,93,0,2,98,0,3,97,0,6,94,0,2,98,0,3,97,0,10,90,0,2,94,4,0,2,98,74,18,8,16,58,26,1,15,84,35,48,17,61,24,15,46,39,15,46,39,15,11,72,17,14,70,16,46,40,14,27,10,4,5,54,11,68,21,49,25,4,3,0,0,19,31,20,17,11,21,1,2,5,19,51,22,1,3,6,19,49,22,19,27,21,9,24,4,6,8,58,24,25,42,0,0,33,1,11,10,14,10,19,4,31,18,31,15,36,44.8275862068966,64.5047511296226,200,0,3.71597633136095,1.92100480080017,0.01,0.0195013954179879,0.00288109411185623,8.99022858832144e-05,0.01,0.0195013954179879,0.00288109411185623,8.99022858832144e-05,0.000296515937731653,0.000410881642054855
GP,GLP,Guadeloupe,Basse-Terre,2021-04-26,2021-01-13,100,2,61864.1442907581,1,55527.5832462616,6,91,20,0,1632033.66942524,68,3,97,0,12,88,0,3,96,1,15,84,1,17,82,1,7,92,1,8,90,2,3,96,1,5,94,1,2,98,0,4,95,1,14,86,0,5,86,9,1,4,95,68,22,10,20,48,32,0,20,80,22,60,18,62,21,17,40,43,17,44,39,17,12,70,18,8,74,18,40,42,18,22,5,9,4,60,13,68,19,52,21,3,5,0,1,18,38,15,16,13,18,0,0,8,10,58,24,1,1,8,12,54,24,17,30,19,7,27,6,4,18,47,25,23,45,1,0,31,6,10,11,6,19,16,2,30,11,31,23,35,49.3444444444445,71.753755336241,24,8.94427190999916,3.59763313609467,2.14622489331193,0.02,0.0274394957835608,0.0379061691248962,0.000292986221460882,0.01,0.0195013954179879,0.0340235525078457,0.000278135633031095,0.00092864881597276,0.00074271505620051
GP,GLP,Guadeloupe,Pointe-à-Pitre,2021-04-26,2021-02-02,100,1,3933.8387483749,1,3933.8387483749,2,94,16,1,1368555.37503522,65,3,97,0,5,95,0,2,98,0,20,80,0,12,88,0,6,94,0,1,99,0,3,97,0,5,95,0,2,98,0,3,97,0,10,90,0,2,93,5,0,2,98,75,17,8,16,59,25,1,15,84,34,48,18,58,26,16,45,39,16,46,38,16,10,72,18,13,70,17,46,39,15,28,9,5,4,54,10,68,22,48,26,3,3,0,0,20,31,22,15,10,22,1,1,5,19,51,23,1,2,7,18,49,23,19,26,22,8,25,4,6,8,57,25,25,43,0,0,32,1,12,9,13,10,19,5,31,18,32,14,36,47.3214285714286,67.8301603273779,200,0,3.76331360946746,1.94279828592436,0.01,0.0195013954179879,0.0028744461642801,8.96951408886652e-05,0.01,0.0195013954179879,0.0028744461642801,8.96951408886652e-05,0.000299670362601139,0.000415252068216777
