ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
AI,AIA,Anguilla,Anguilla,2021-01-20,2021-01-01,100,18,368960.846148845,12,324188.238364775,445,72,9,2,2493302.13894326,28,20,72,8,28,64,8,18,74,8,29,62,9,36,59,5,27,66,7,21,69,10,20,73,7,18,73,9,21,72,7,28,65,7,25,67,8,20,60,20,14,3,83,19,50,31,9,8,83,2,7,0,91,27,25,48,34,17,49,16,33,51,19,31,50,12,39,49,18,32,50,16,38,46,8,3,0,5,84,12,35,53,33,0,3,5,3,4,52,24,8,3,12,53,4,3,3,7,21,62,4,2,4,5,23,62,14,5,6,12,63,11,6,6,13,64,11,14,3,1,71,8,6,2,3,7,2,2,70,7,15,6,72,30.0554016620499,50.9093455615371,309.027777777778,374.308425149698,27.8463648834019,62.0035021865036,0.18,0.0752993573634233,0.147980800395584,0.000440745627917272,0.12,0.0636912907284269,0.130023647475864,0.000417470250598875,0.0870500782472614,0.00772788639832945
AI,AIA,Anguilla,Anguilla,2021-01-21,2021-01-01,100,17,361133.062031634,11,316360.454247565,444,72,9,2,2492722.54772138,29,19,73,8,27,65,8,18,74,8,27,64,9,35,60,5,26,67,7,19,71,10,19,74,7,17,74,9,21,72,7,27,66,7,24,68,8,19,61,20,13,3,84,19,50,31,9,8,83,2,7,0,91,28,24,48,34,17,49,16,33,51,20,30,50,13,38,49,19,31,50,16,38,46,8,3,0,5,84,12,36,52,34,0,3,5,3,4,51,24,8,3,13,52,4,3,3,7,22,61,4,2,4,5,24,61,14,5,6,13,62,11,6,6,14,63,12,14,3,1,70,8,6,2,4,7,2,2,69,7,16,6,71,31.6289262235208,52.7925808841213,366.942148760331,414.335527533434,26.0204081632653,58.8361640616562,0.17,0.0736226758274882,0.144874953035487,0.000436940788143067,0.11,0.0613252654740242,0.126913624838333,0.000413231909078243,0.0868544600938967,0.00772002544993032
AI,AIA,Anguilla,Anguilla,2021-01-22,2021-01-02,100,16,584850.96293599,9,310285.331712291,361,71,8,2,2734113.19558546,32,18,74,8,25,66,9,19,73,8,25,65,10,34,61,5,25,68,7,18,71,11,19,74,7,18,73,9,21,72,7,25,67,8,25,67,8,19,60,21,13,3,84,18,50,32,8,8,84,2,6,0,92,29,24,47,35,17,48,17,33,50,21,30,49,14,38,48,20,31,49,16,39,45,7,3,0,6,84,12,37,51,35,0,3,4,5,3,50,25,7,3,14,51,4,3,3,7,24,59,5,1,4,5,26,59,14,5,6,15,60,12,6,6,15,61,11,14,3,4,68,8,7,2,4,7,2,3,67,8,16,7,69,27.0761245674741,38.1067316995349,298.347107438017,376.320115661574,26.84703433923,56.4186514940094,0.16,0.0718534665483364,0.213908832992101,0.000486060873360849,0.09,0.0560905943465434,0.113486644303273,0.00037597144731366,0.0716127752430073,0.00711786214155818
AI,AIA,Anguilla,Anguilla,2021-01-23,2021-01-02,100,17,602501.378056278,10,327935.746832579,366,72,9,2,2689664.856282,34,19,73,8,25,66,9,20,72,8,26,64,10,34,61,5,25,68,7,19,70,11,19,74,7,19,72,9,20,73,7,25,67,8,25,67,8,20,60,20,14,3,83,18,51,31,9,7,84,2,7,0,91,31,23,46,34,18,48,18,33,49,22,30,48,16,37,47,21,31,48,16,40,44,7,3,0,6,84,11,39,50,35,0,4,4,5,3,49,25,7,4,14,50,4,3,4,7,24,58,5,2,4,5,26,58,13,5,7,16,59,13,6,5,16,60,11,15,4,4,66,8,7,2,5,7,2,4,65,10,16,7,67,26.0408163265306,36.5023732792307,254.166666666667,335.645390677167,24.3342516069789,51.5067108085263,0.17,0.0736226758274882,0.224006116096239,0.000498262375301309,0.1,0.0587989195362016,0.121924389972472,0.000391030163492245,0.0715962441314554,0.00706750676605983
AI,AIA,Anguilla,Anguilla,2021-01-24,2021-01-03,100,17,602501.378056278,10,327935.746832579,416,75,10,3,2591102.91659551,37,18,75,7,24,69,7,20,73,7,24,65,11,32,63,5,24,70,6,19,72,9,19,75,6,20,73,7,20,74,6,26,68,6,25,69,6,22,62,16,15,4,81,19,54,27,10,7,83,3,7,0,90,35,25,40,37,19,44,19,37,44,24,33,43,17,41,42,21,36,43,18,43,39,8,3,1,6,82,12,42,46,37,1,4,4,5,3,46,28,8,4,13,47,4,4,4,8,26,54,5,2,4,5,28,56,13,6,8,17,56,12,7,5,18,58,13,17,4,4,62,8,7,4,6,8,2,4,61,12,17,7,64,25.6944444444444,35.1262211308695,246.153846153846,299.539422910762,21.2962962962963,45.3236450898734,0.17,0.0736226758274882,0.232526996205892,0.000514368073178793,0.1,0.0587989195362016,0.126562223650869,0.000404831029941991,0.0781220657276995,0.00720795147452522
AI,AIA,Anguilla,Anguilla,2021-01-25,2021-01-05,100,17,602501.378056278,10,327935.746832579,370,76,11,4,2657585.22620455,36,18,73,9,24,67,9,19,73,8,22,65,13,33,60,7,24,68,8,22,67,11,21,71,8,19,73,8,19,73,8,23,69,8,25,67,8,20,64,16,13,4,83,24,50,26,11,11,78,4,7,0,89,37,24,39,38,17,45,20,35,45,24,33,43,16,42,42,21,36,43,21,41,38,10,4,1,6,79,11,47,42,39,1,3,3,8,3,43,29,8,5,14,44,4,5,4,9,25,53,5,4,5,4,27,55,12,8,8,17,55,11,8,5,19,57,14,17,4,3,62,7,6,4,6,8,3,4,62,13,17,6,64,28.734693877551,48.4523644838743,256.944444444444,311.841899638856,18.8271604938272,37.1677587278235,0.17,0.0736226758274882,0.226710087080347,0.000503397535516355,0.1,0.0587989195362016,0.123396135559093,0.000395418478351414,0.0685693106004448,0.00674298639903248
AI,AIA,Anguilla,Anguilla,2021-01-26,2021-01-06,100,18,610338.135263883,10,327935.746832579,370,74,11,4,2682023.20803971,35,20,71,9,25,65,10,20,71,9,22,64,14,33,59,8,23,68,9,23,65,12,21,70,9,20,71,9,20,71,9,24,67,9,25,66,9,20,62,18,13,4,83,23,49,28,11,10,79,4,7,0,89,36,23,41,36,18,46,19,35,46,22,34,44,16,41,43,21,35,44,20,41,39,9,4,1,6,80,11,47,42,39,2,3,2,8,3,43,29,7,6,14,44,4,5,4,8,25,54,5,4,5,4,26,56,12,8,8,16,56,10,8,5,19,58,13,17,4,3,63,7,5,4,6,8,3,4,63,13,16,6,65,31.7722681359045,52.6617126168084,256.944444444444,311.841899638856,19.1020408163265,38.7547552970928,0.18,0.0752993573634233,0.227566313905978,0.000501766214238014,0.1,0.0587989195362016,0.122271778204435,0.000392066712055291,0.0704225352112676,0.00691833644001426
AI,AIA,Anguilla,Anguilla,2021-01-27,2021-01-06,100,18,610338.135263883,10,327935.746832579,371,75,11,4,3292932.05899436,37,21,70,9,28,63,9,21,70,9,24,63,13,35,58,7,25,67,8,25,63,12,22,68,10,21,70,9,21,69,10,24,67,9,26,65,9,21,62,17,14,4,82,22,50,28,11,9,80,4,7,0,89,37,24,39,37,19,44,19,37,44,23,35,42,18,42,40,22,37,41,20,43,37,9,4,1,6,80,12,47,41,39,3,3,2,8,3,42,29,8,6,14,43,4,5,4,8,27,52,5,4,5,4,28,54,13,8,8,17,54,10,9,5,20,56,15,17,4,3,61,8,5,4,6,8,4,4,61,14,17,6,63,30.4012345679012,47.2196285209475,219.526627218935,282.853440639863,17.5310445580716,35.7228599930941,0.18,0.0752993573634233,0.185347928329343,0.000419697765605198,0.1,0.0587989195362016,0.0995877658443791,0.000323430069630012,0.0696713615023474,0.00683807136219093
AI,AIA,Anguilla,Anguilla,2021-01-28,2021-01-08,100,19,612690.839726486,11,330288.451295182,371,74,12,4,3177571.30970588,38,22,69,9,29,62,9,22,69,9,25,62,13,37,56,7,26,66,8,26,62,12,22,67,11,21,69,10,22,68,10,25,66,9,27,64,9,21,61,18,14,4,82,23,48,29,12,9,79,4,8,0,88,38,24,38,38,19,43,20,37,43,23,36,41,19,42,39,23,37,40,22,41,37,11,4,1,6,78,13,46,41,38,4,3,2,8,3,42,27,9,6,15,43,4,5,5,8,26,52,6,4,5,4,27,54,13,9,8,16,54,11,9,5,19,56,16,17,4,3,60,8,5,4,6,8,4,5,60,15,17,6,62,30.3240740740741,47.2589726277155,219.526627218935,282.853440639863,16.8975069252078,34.3259437178899,0.19,0.0768895644743047,0.19281733752285,0.00043376987932737,0.11,0.0613252654740242,0.103943678710314,0.000335557641857383,0.0706128663875143,0.00692696997669399
AI,AIA,Anguilla,Anguilla,2021-01-29,2021-01-08,100,19,612690.839726486,11,330288.451295182,371,77,13,4,3234265.26523824,40,22,70,8,29,62,9,22,70,8,25,63,12,36,58,6,27,66,7,26,63,11,21,69,10,20,71,9,21,69,10,25,67,8,28,64,8,20,64,16,14,3,83,24,50,26,13,9,78,4,9,0,87,40,25,35,39,21,40,22,38,40,25,37,38,22,42,36,25,38,37,26,40,34,12,4,1,9,74,13,49,38,38,4,3,2,11,3,39,26,10,6,18,40,4,5,5,8,29,49,6,4,5,4,30,51,13,9,8,18,52,11,9,5,21,54,18,16,4,4,58,8,6,4,6,8,5,5,58,17,16,7,60,28.8531775018262,45.5113434802827,219.526627218935,282.853440639863,19.25,36.0786178597056,0.19,0.0768895644743047,0.189437411430554,0.000427057570993796,0.11,0.0613252654740242,0.102121633264009,0.000330010609829488,0.0678617157490397,0.00666693382883574
