ISO2,ISO_3,country_agg,region_agg,date,first_date,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,B2.mean,B2.sd,B4.mean,B4.sd,E5.mean,E5.sd,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
MQ,MTQ,Martinique,Fort-de-France,2021-05-24,2021-01-01,100,2,21388.5693709813,1,15509.3721045926,13,95,28,3,1561322.18660181,80,3,95,2,8,91,1,6,93,1,20,77,3,17,82,1,11,87,2,4,95,1,0,98,2,5,93,2,1,97,2,8,86,6,13,86,1,7,90,3,3,2,95,78,12,10,28,54,18,3,24,1,72,36,51,13,50,39,11,42,45,13,53,36,11,18,69,13,5,83,12,43,46,11,26,7,8,2,57,17,69,14,53,27,7,2,0,3,8,32,16,19,21,12,0,6,14,12,57,11,0,3,9,17,60,11,29,35,12,7,17,4,17,13,53,13,36,44,0,3,17,10,24,14,10,18,5,2,17,27,39,10,24,27.7777777777778,39.5892060575955,52,22.8035085019828,4.91649465190467,7.77542452341852,0.02,0.0274394957835608,0.0136990107195832,0.0001823270740583,0.01,0.0195013954179879,0.00993348601440713,0.000155555314705914,0.00192735359525574,0.00104669196385103
MQ,MTQ,Martinique,Fort-de-France,2021-05-25,2021-01-03,100,2,21388.5693709813,1,15509.3721045926,13,95,27,3,1565038.86184565,80,3,95,2,8,91,1,6,93,1,20,77,3,17,82,1,11,87,2,4,95,1,0,98,2,5,93,2,1,97,2,7,86,7,13,86,1,7,90,3,3,2,95,77,12,11,27,55,18,3,23,1,73,36,50,14,50,38,12,41,45,14,53,35,12,18,68,14,5,82,13,43,45,12,26,7,8,2,57,16,69,15,53,27,7,2,0,3,8,31,16,19,21,13,0,6,14,12,56,12,0,3,9,17,59,12,29,34,12,7,18,4,17,13,52,14,36,44,0,3,17,11,24,13,10,18,5,2,17,27,39,10,24,26.3333333333333,39.5409482693361,52,22.8035085019828,4.8039031713267,7.7461661749863,0.02,0.0274394957835608,0.0136664781255066,0.000181897081094831,0.01,0.0195013954179879,0.00990989583881798,0.000155187748647071,0.00192735359525574,0.00104669196385103
MQ,MTQ,Martinique,Fort-de-France,2021-05-27,2021-01-09,100,2,21388.5693709813,1,15509.3721045926,13,94,28,3,1543817.15781155,82,3,95,2,8,91,1,6,93,1,18,79,3,16,83,1,9,89,2,4,95,1,0,98,2,5,93,2,1,97,2,7,84,9,13,86,1,7,89,4,3,2,95,75,12,13,28,54,18,3,23,1,73,35,49,16,48,38,14,40,44,16,52,34,14,18,66,16,5,80,15,43,43,14,26,7,8,2,57,16,67,17,51,29,7,2,0,3,8,30,16,19,20,15,0,6,13,11,57,13,0,3,9,18,57,13,29,34,12,7,18,4,17,14,52,13,36,46,0,3,15,11,24,13,10,19,6,2,15,27,39,12,22,22.3214285714286,24.3514710459406,52,22.8035085019828,4.69333333333333,7.45069075943921,0.02,0.0274394957835608,0.0138543410161996,0.000184379923169432,0.01,0.0195013954179879,0.0100461197921767,0.000157310175915346,0.0019478573569074,0.00105781611902911
MQ,MTQ,Martinique,Fort-de-France,2021-05-28,2021-01-10,100,2,21388.5693709813,1,15509.3721045926,13,94,29,3,1552640.43154775,81,3,95,2,8,91,1,6,93,1,18,79,3,16,83,1,9,89,2,4,95,1,0,98,2,5,93,2,1,97,2,7,83,10,13,86,1,7,89,4,3,2,95,74,12,14,29,53,18,3,23,1,73,34,49,17,47,38,15,39,44,17,51,34,15,18,65,17,5,79,16,42,43,15,25,7,8,2,58,15,67,18,52,28,7,2,0,3,8,30,15,19,20,16,0,6,13,11,57,13,0,3,9,18,57,13,29,33,12,7,19,4,17,14,52,13,36,45,0,3,16,11,24,13,10,18,6,2,16,27,38,12,23,22.3214285714286,24.3514710459406,52,22.8035085019828,4.7845142439737,7.59906832040893,0.02,0.0274394957835608,0.0137756102033618,0.000183339455598813,0.01,0.0195013954179879,0.00998903016401038,0.000156420730989195,0.0019478573569074,0.00105781611902911
MQ,MTQ,Martinique,Fort-de-France,2021-05-29,2021-01-10,100,2,21388.5693709813,1,15509.3721045926,13,94,29,3,1552640.43154775,81,3,95,2,8,91,1,6,93,1,18,79,3,16,83,1,9,89,2,4,95,1,0,98,2,5,93,2,1,97,2,7,83,10,13,86,1,7,89,4,3,2,95,74,12,14,29,53,18,3,23,1,73,34,49,17,47,38,15,39,44,17,51,34,15,18,65,17,5,79,16,42,43,15,25,7,8,2,58,15,67,18,52,28,7,2,0,3,8,30,15,19,20,16,0,6,13,11,57,13,0,3,9,18,57,13,29,33,12,7,19,4,17,14,52,13,36,45,0,3,16,11,24,13,10,18,6,2,16,27,38,12,23,22.3214285714286,24.3514710459406,52,22.8035085019828,4.7845142439737,7.59906832040893,0.02,0.0274394957835608,0.0137756102033618,0.000183339455598813,0.01,0.0195013954179879,0.00998903016401038,0.000156420730989195,0.0019478573569074,0.00105781611902911
