"Timestamp","Country","ISO.3166.1.a2","Region","ISO.3166.2","Language","Reach","Cases","Visibility","Recovered","Fatalities","RecentCases","RecentCases14","PositiveTest14Days","PositiveTest07Days","LongCovid","StillSick","Tested","Positive","Hospital","Severe","ICU","Vaccinated","RecentVaccinated","VaccineSideEffects","RefuseVaccine","ContactsDoctors","Surveyfirst","Surveyknown","Surveyforward","Dataset","Cookie","Campaign"
"2021-08-17","Finland","FI","Pohjanmaa","FI12","en",55,0,35,,0,,,,,,,,,0,,,50,,0,0,,,,,"limesurvey-18220","luqgyxeazttgpmi19p",
"2021-09-24","Finland","FI","Pohjois-Karjala","FI13","en",20,6,4,,0,0,,,,,0,,,0,,,8,,0,1,,,,,"limesurvey-19160","ukd5287qdafqzrea8c",
