"","date","p_cases_infected","p_cases_recent","p_cases_active","p_cases_daily","p_cases_infected_smooth","p_cases_infected_smooth_low","p_cases_infected_smooth_high"
"1",2020-04-07,0.00178571428571429,0,0,0,0.0104349409274598,0.0102968438035657,0.0105730380513539
"2",2020-04-08,0.0033921302578019,0,0,0,0.0104361076977125,0.0102984958418645,0.0105737195535606
"3",2020-04-09,0.0071609098567818,0,0,0,0.0104372745960982,0.0103001474987683,0.010574401693428
"4",2020-04-10,0.00721931789892955,0,0,0,0.0104384416223263,0.0103017987669345,0.0105750844777181
"5",2020-04-11,0.00312963267995388,0,0,0,0.0104396087761065,0.0103034496389267,0.0105757679132863
"6",2020-04-12,0.0100072780203785,0,0,0,0.0104407760571481,0.0103051001072148,0.0105764520070813
"7",2020-04-13,0.0109070034443169,0,0,0,0.0104419434651604,0.0103067501641753,0.0105771367661455
"8",2020-04-14,0.0107686594875603,0,0,0,0.0104431109998524,0.0103083998020908,0.010577822197614
"9",2020-04-15,0.0107686594875603,0,0,0,0.0104442786609333,0.0103100490131506,0.0105785083087159
"10",2020-04-16,0.0104498760184201,0,0,0,0.0104454464481117,0.0103116977894497,0.0105791951067738
"11",2020-04-17,0.0104498760184201,0,0,0,0.0104466143610965,0.0103133461229889,0.0105798825992041
"12",2020-04-18,0.0104498760184201,0,0,0,0.0104477823995962,0.0103149940056745,0.0105805707935179
"13",2020-04-19,0.0104498760184201,0,0,0,0.0104489505633192,0.0103166414293172,0.0105812596973213
"14",2020-04-20,0.0104498760184201,0,0,0,0.0104501188519739,0.0103182883856319,0.0105819493183158
"15",2020-04-21,0.0104498760184201,0,0,0,0.0104512872652683,0.0103199348662372,0.0105826396642995
"16",2020-04-22,0.0104498760184201,0,0,0,0.0104524558029107,0.0103215808626537,0.0105833307431677
"17",2020-04-23,0.0104498760184201,0,0,0,0.0104536244646087,0.0103232263663037,0.0105840225629138
"18",2020-04-24,0.0104498760184201,0,0,0,0.0104547932500703,0.0103248713685098,0.0105847151316309
"19",2020-04-25,0.0104498760184201,0,0,0,0.0104559621590031,0.0103265158604939,0.0105854084575122
"20",2020-04-26,0.0107628398791541,0,0,0,0.0104571311911144,0.0103281598333756,0.0105861025488533
"21",2020-04-27,0.0107628398791541,0,0,0,0.0104583003461118,0.0103298032781708,0.0105867974140528
"22",2020-04-28,0.0107628398791541,0,0,0,0.0104594696237024,0.0103314461857901,0.0105874930616147
"23",2020-04-29,0.0107628398791541,0,0,0,0.0104606390235933,0.0103330885470371,0.0105881895001496
"24",2020-04-30,0.0107628398791541,0,0,0,0.0104618085454915,0.0103347303526064,0.0105888867383766
"25",2020-05-01,0.0107628398791541,0,0,0,0.0104629781891038,0.0103363715930817,0.0105895847851258
"26",2020-05-02,0.0107628398791541,0,0,0,0.0104641479541368,0.0103380122589336,0.0105902836493401
"27",2020-05-03,0.0107628398791541,0,0,0,0.0104653178402972,0.0103396523405171,0.0105909833400773
"28",2020-05-04,0.0107628398791541,0,0,0,0.0104664878472913,0.0103412918280694,0.0105916838665132
"29",2020-05-05,0.0107628398791541,0,0,0,0.0104676579748254,0.0103429307117071,0.0105923852379437
"30",2020-05-06,0.0107628398791541,0,0,0,0.0104688282226056,0.0103445689814235,0.0105930874637878
"31",2020-05-07,0.0107628398791541,0,0,0,0.010469998590338,0.0103462066270856,0.0105937905535905
"32",2020-05-08,0.0107628398791541,0,0,0,0.0104711690777285,0.0103478436384309,0.010594494517026
"33",2020-05-09,0.0107628398791541,0,0,0,0.0104723396844827,0.0103494800050646,0.0105951993639008
"34",2020-05-10,0.0107628398791541,0,0,0,0.0104735104103062,0.0103511157164552,0.0105959051041573
"35",2020-05-11,0.0107628398791541,0,0,0,0.0104746812549046,0.0103527507619318,0.0105966117478774
"36",2020-05-12,0.0107628398791541,0,0,0,0.0104758522179845,0.0103543851306772,0.0105973193052918
"37",2020-05-13,0.0107628398791541,0,0,0,0.0104770232992689,0.0103560188116974,0.0105980277868405
"38",2020-05-14,0.0107628398791541,0,0,0,0.0104781944984911,0.0103576517938278,0.0105987372031545
