"","date","p_cases_infected","p_cases_recent","p_cases_active","p_cases_daily","p_cases_infected_smooth","p_cases_infected_smooth_low","p_cases_infected_smooth_high","p_cases_active_smooth","p_cases_active_smooth_low","p_cases_active_smooth_high"
"1",2020-06-09,0,0,0,0,0.00875486611183798,0.00844175613678934,0.00906797608688662,715.939346475892,-610.021552018748,2041.90024497053
"2",2020-06-10,0,0,0,0,0.00875553863330968,0.00844322980969456,0.00906784745692479,568.335508864241,-463.202026894283,1599.87304462276
"3",2020-06-11,0,0,0,0,0.00875621120644237,0.00844469931492865,0.00906772309795609,451.162870466504,-350.992563887256,1253.31830482026
"4",2020-06-12,0,0,0,0,0.00875688383124004,0.00844616461707088,0.0090676030454092,358.147489489695,-265.362756708688,981.657735688078
"5",2020-06-13,0,0,0,0,0.00875755650770663,0.00844762568051143,0.00906748733490184,284.308910649361,-200.122320648304,768.740141947026
"6",2020-06-14,0,0,0,0,0.00875822923584614,0.00844908246945395,0.00906737600223834,225.693489544765,-150.503677731686,601.890656821217
"7",2020-06-15,0,0,0,0,0.00875890201566252,0.00845053494791811,0.00906726908340693,179.162697034546,-112.838442371803,471.163836440895
"8",2020-06-16,0,0,0,0,0.00875957484715974,0.00845198307974239,0.0090671666145771,142.225068491954,-84.3068312555062,368.756968239415
"9",2020-06-17,0,0,0,0,0.00876024773034179,0.0084534268285869,0.00906706863209667,112.902799758818,-62.7436792133763,288.549278731012
"10",2020-06-18,0,0,0,0,0.00876092066521261,0.00845486615793639,0.00906697517248882,89.6258467550032,-46.4883717651089,225.740065275115
"11",2020-06-19,0,0,0,0,0.00876159365177619,0.00845630103110337,0.00906688627244901,71.147858367648,-34.2688312428733,176.564547978169
"12",2020-06-20,0,0,0,0,0.00876226669003649,0.00845773141123129,0.00906680196884169,56.4794412948779,-25.1118936187044,138.07077620846
"13",2020-06-21,0,0,0,0,0.00876293977999749,0.00845915726129802,0.00906672229869695,44.8351835482943,-18.2741253871401,107.944492483729
"14",2020-06-22,0,0,0,0,0.00876361292166316,0.00846057854411927,0.00906664729920706,35.5916000180326,-13.1884617793805,84.3716618154457
"15",2020-06-23,0,0,0,0,0.00876428611503747,0.00846199522235222,0.00906657700772272,28.2537483197569,-9.42308324313397,65.9305798826479
"16",2020-06-24,0,0,0,0,0.0087649593601244,0.0084634072584994,0.00906651146174939,22.4287273882523,-6.64975206092704,51.5072068374317
"17",2020-06-25,0,0,0,0,0.0087656326569279,0.00846481461491249,0.00906645069894332,17.8046398149861,-4.61945631197712,40.2287359419492
"18",2020-06-26,0,0,0,0,0.00876630600545197,0.00846621725379643,0.0090663947571075,14.133891480059,-3.14369395284562,31.4114769129637
"19",2020-06-27,0,0,0,0,0.00876697940570056,0.00846761513721365,0.00906634367418748,11.2199342669063,-2.08010664909919,24.5199751829117
"20",2020-06-28,0,0,0,0,0.00876765285767766,0.00846900822708833,0.00906629748826699,8.90674200600072,-1.32146532119488,19.1349493331963
"21",2020-06-29,0,0,0,0,0.00876832636138724,0.00847039648521097,0.00906625623756352,7.07045614299589,-0.787236007508002,14.9281482934998
"22",2020-06-30,0,0,0,0,0.00876899991683328,0.00847177987324297,0.00906621996042358,5.61275380339387,-0.41713025713871,11.6426378639264
"23",2020-07-01,0,0,0,0,0.00876967352401973,0.00847315835272144,0.00906618869531802,4.4555831505609,-0.166180253000821,9.07734655412261
"24",2020-07-02,0,0,0,0,0.00877034718295059,0.00847453188506414,0.00906616248083704,3.53698414485205,-0.000984104908217542,7.07495239461232
"25",2020-07-03,0,0,0,0,0.00877102089362982,0.00847590043157451,0.00906614135568512,2.80777092878627,0.103151858482872,5.51238999908967
"26",2020-07-04,0,0,0,0,0.0087716946560614,0.00847726395344702,0.00906612535867578,2.22889819848685,0.164384069910715,4.29341232706299
"27",2020-07-05,0,0,0,0,0.0087723684702493,0.00847862241177243,0.00906611452872618,1.76937054525509,0.195977671653284,3.34276341885689
"28",2020-07-06,0,0,0,0,0.00877304233619751,0.00847997576754342,0.0090661089048516,1.40458282416919,0.207551643754271,2.60161400458411
"29",2020-07-07,0,0,0,0,0.00877371625391,0.00848132398166029,0.0090661085261597,1.11500268569616,0.206018423867828,2.02398694752449
"30",2020-07-08,0,0,0,0,0.00877439022339073,0.00848266701493677,0.0090661134318447,0.885124727226402,0.196291066744022,1.57395838770878
"31",2020-07-09,0,0,0,0,0.00877506424464371,0.00848400482810608,0.00906612366118134,0.702640265174307,0.181813856681684,1.22346667366693
"32",2020-07-10,0,0,0,0,0.00877573831767288,0.00848533738182708,0.00906613925351869,0.55777827356747,0.164959111916453,0.950597435218487
"33",2020-07-11,0,0,0,0,0.00877641244248224,0.00848666463669063,0.00906616024827386,0.442782200058985,0.147322801211009,0.73824159890696
"34",2020-07-12,0,0,0,0,0.00877708661907577,0.00848798655322606,0.00906618668492548,0.351494645775871,0.129943829889748,0.573045461661993
"35",2020-07-13,0,0,0,0,0.00877776084745743,0.00848930309190782,0.00906621860300705,0.279027670924094,0.113465903974277,0.444589437873911
"36",2020-07-14,0,0,0,0,0.00877843512763122,0.00849061421316232,0.00906625604210012,0.22150107285267,0.0982563287331632,0.344745816972176
"37",2020-07-15,0,0,0,0,0.0087791094596011,0.00849191987737487,0.00906629904182733,0.175834622825744,0.0844926189732377,0.267176626678249
"38",2020-07-16,0,0,0,0,0.00877978384337105,0.00849322004489682,0.00906634764184528,0.13958313693964,0.0722251436669108,0.20694113021237
"39",2020-07-17,0,0,0,0,0.00878045827894507,0.0084945146760529,0.00906640188183724,0.110805550151627,0.0614220050033473,0.160189095299907
"40",2020-07-18,0,0,0,0,0.00878113276632711,0.00849580373114856,0.00906646180150566,0.0879609830642658,0.0520008137593257,0.123921152369206
"41",2020-07-19,0,0,0,0,0.00878180730552118,0.00849708717047771,0.00906652744056464,0.0698262364208696,0.0438508551518889,0.0958016176898503
"42",2020-07-20,0,0,0,0,0.00878248189653123,0.00849836495433039,0.00906659883873206,0.0554302956020956,0.036848254429496,0.0740123367746952
"43",2020-07-21,0,0,0,0,0.00878315653936126,0.00849963704300076,0.00906667603572176,0.0440023382044601,0.0308660818214465,0.0571385945874737
"44",2020-07-22,0,0,0,0,0.00878383123401524,0.00850090339679512,0.00906675907123536,0.0349304607963609,0.0257808295742118,0.0440800920185099
"45",2020-07-23,0,0,0,0,0.00878450598049716,0.0085021639760402,0.00906684798495411,0.0277289148994002,0.0214763074479909,0.0339815223508096
"46",2020-07-24,0,0,0,0,0.008785180778811,0.00850341874109154,0.00906694281653046,0.0220120978644027,0.0178456988265845,0.026178496902221
"47",2020-07-25,0,0,0,0,0.00878585562896073,0.00850466765234199,0.00906704360557947,0.0174739059984827,0.0147922468370082,0.0201555651599572
"48",2020-07-26,0,0,0,0,0.00878653053095036,0.0085059106702305,0.00906715039167022,0.0138713444181797,0.0122286737724609,0.0155140150638985
"49",2020-07-27,0,0,0,0,0.00878720548478384,0.00850714775525081,0.00906726321431686,0.0110115160276399,0.0100744774933308,0.0119485545619491
"50",2020-07-28,0.00936414985448313,0,0.00769198023761114,0,0.00878788049046516,0.00850837886796061,0.00906738211296971,0.00873718526661536,0.00824121296308216,0.00923315757014856
"51",2020-07-29,0.00936414985448313,0,0.00769198023761114,0,0.00878855555848795,0.00850960387974751,0.00906750723722838,0.00688685058465351,0.00659071345574531,0.00718298771356171
"52",2020-07-30,0.00936414985448313,0,0.00769198023761114,0,0.00878923070498864,0.0085108227019079,0.00906763870806938,0.00538750718700054,0.00513322887744088,0.00564178549656019
"53",2020-07-31,0.00936414985448313,0,0.00256399341253705,0,0.00878990593843729,0.00851203535393318,0.00906777652294139,0.00418806022319001,0.00393597072265504,0.00444014972372498
"54",2020-08-01,0.00936414985448313,0,0.00256399341253705,0,0.00879058126730662,0.00851324185455224,0.00906792068006101,0.00323918382762238,0.0029969891860526,0.00348137846919217
"55",2020-08-02,0.00936414985448313,0,0.00256399341253705,0,0.00879125670007197,0.00851444222237348,0.00906807117777046,0.00249571886939751,0.00227358533617105,0.00271785240262396
"56",2020-08-03,0.00936414985448313,0,0.00256399341253705,0,0.00879193224521121,0.0085156364764754,0.00906822801394702,0.00191793059693645,0.00172049489336365,0.00211536630050925
"57",2020-08-04,0.00936414985448313,0,0.00256399341253705,0,0.00879260791120488,0.00851682463694458,0.00906839118546517,0.00147192959796497,0.00129941051622067,0.00164444867970927
"58",2020-08-05,0.00936414985448313,0,0,0,0.00879328370653608,0.00851800672535984,0.00906856068771233,0.00112953029310626,0.000979832952408347,0.00127922763380418
"59",2020-08-06,0.00936414985448313,0,0,0,0.00879395963969057,0.00851918276522183,0.00906873651415931,0.000867771113548408,0.000738004760010359,0.000997537467086456
"60",2020-08-07,0.00936414985448313,0,0,0,0.00879463571915665,0.00852035278232687,0.00906891865598643,0.00066826501470638,0.000555563342898913,0.000780966686513847
"61",2020-08-08,0.00936414985448313,0,0,0,0.00879531195342529,0.0085215168050843,0.00906910710176627,0.000516497542294375,0.000418345054439149,0.0006146500301496
"62",2020-08-09,0.00936414985448313,0,0,0,0.00879598835099002,0.00852267486477612,0.00906930183720393,0.000401147009628978,0.000315434473786763,0.000486859545471194
"63",2020-08-10,0.00936414985448313,0,0,0,0.00879666492034703,0.00852382699575825,0.00906950284493581,0.00031346885146082,0.000238437814828861,0.000388499888092779
"64",2020-08-11,0.00936414985448313,0,0,0,0.00879734166999509,0.00852497323560247,0.00906971010438771,0.000246763276455277,0.000180927631902557,0.000312598921007996
"65",2020-08-12,0.00936414985448313,0,0,0,0.0087980186084356,0.00852611362517807,0.00906992359169312,0.00019593035856239,0.000138010733965052,0.000253849983159727
"66",2020-08-13,0.00936414985448313,0,0,0,0.00879869574417258,0.00852724820867252,0.00907014327967263,0.000157107810528155,0.000105986200211772,0.000208229420844537
"67",2020-08-14,0.00936414985448313,0,0,0,0.00879937308571265,0.00852837703355027,0.00907036913787503,0.000127382106105869,8.20728952132491e-05,0.000172691316998489
"68",2020-08-15,0.00936414985448313,0,0,0,0.00880005064156507,0.00852950015044897,0.00907060113268116,0.000104561895561629,6.41931381717787e-05,0.00014493065295148
"69",2020-08-16,0.00936414985448313,0,0,0,0.00880072842024172,0.00853061761301232,0.00907083922747111,8.7002676315653e-05,5.08026582717602e-05,0.000123202694359546
"70",2020-08-17,0.00936414985448313,0,0,0,0.0088014064302571,0.00853172947765884,0.00907108338285536,7.34726470244213e-05,4.07586191411176e-05,0.000106186674907725
"71",2020-08-18,0.00936414985448313,0,0,0,0.00880208468012834,0.00853283580328587,0.00907133355697081,6.30510667533126e-05,3.32185345466545e-05,9.28835989599707e-05
"72",2020-08-19,0.00936414985448313,0,0,0,0.0088027631783752,0.00853393665090823,0.00907158970584218,5.50519411211195e-05,2.75638370159313e-05,8.25400452263076e-05
"73",2020-08-20,0.00936414985448313,0,0,0,0.00880344193352007,0.00853503208323074,0.0090718517838094,4.89672876356085e-05,2.33428272229717e-05,7.45917480482453e-05
"74",2020-08-21,0.00936414985448313,0,0,0,0.00880412095408799,0.00853612216415421,0.00907211974402177,4.44255120463694e-05,2.02287037786265e-05,6.86223203141122e-05
"75",2020-08-22,0.00936414985448313,0,0,0,0.00880480024860659,0.00853720695821406,0.00907239353899913,4.11615372267781e-05,1.79893044705018e-05,6.43337699830544e-05
"76",2020-08-23,0.00936414985448313,0,0,0,0.00880547982560622,0.0085382865299514,0.00907267312126104,3.89962860084234e-05,1.64660567596929e-05,6.1526515257154e-05
"77",2020-08-24,0.00936414985448313,0,0,0,0.00880615969363255,0.00853936094321577,0.00907295844404933,3.7822618332997e-05,1.55595628100652e-05,6.00856738559288e-05
"78",2020-08-25,0.00936414985448313,0,0,0,0.00880683986555911,0.00854043026042831,0.00907324947068991,3.75580492252695e-05,1.5195831224115e-05,5.9920267226424e-05
"79",2020-08-26,0.00936414985448313,0,0,0,0.00880752036486668,0.00854149454191845,0.00907354618781491,3.81341537291005e-05,1.53184217340325e-05,6.09498857241684e-05
"80",2020-08-27,0.00936414985448313,0,0,0,0.00880820121663838,0.00854255384600707,0.00907384858726968,3.95354980884292e-05,1.59119515899217e-05,6.31590445869366e-05
"81",2020-08-28,0.00936414985448313,0,0,0,0.00880888244596508,0.00854360822967889,0.00907415666225128,4.17950354100881e-05,1.69978235171104e-05,6.65922473030657e-05
"82",2020-08-29,0.00936414985448313,0,0,0,0.00880956407794546,0.00854465774924354,0.00907447040664738,4.49913399234046e-05,1.86325311313845e-05,7.13501487154248e-05
"83",2020-08-30,0.00936414985448313,0,0,0,0.00881024613768601,0.00854570246093965,0.00907478981443237,4.92495504002816e-05,2.09095319528475e-05,7.75895688477158e-05
"84",2020-08-31,0.00936414985448313,0,0,0,0.00881092865030099,0.00854674242148082,0.00907511487912117,5.47453317045296e-05,2.39641917551473e-05,8.55264716539119e-05
"85",2020-09-01,0.00936414985448313,0,0,0,0.00881161164091249,0.00854777768854307,0.00907544559328192,6.17114509038019e-05,2.79816269690422e-05,9.54412748385617e-05
"86",2020-09-02,0.00936414985448313,0,0,0,0.00881229513465047,0.0085488083211925,0.00907578194810843,7.04466966501258e-05,3.32074431374096e-05,0.000107685950162842
"87",2020-09-03,0.00936414985448313,0,0,0,0.00881297915665268,0.00854983438025257,0.00907612393305278,8.13268750656795e-05,3.99614110216968e-05,0.000122692339109662
"88",2020-09-04,0.00966991801299686,0,0,0,0.00881366373206477,0.00855085592861023,0.00907647153551932,9.48174953001061e-05,4.86540310507e-05,0.000140980959549512
"89",2020-09-05,0.00966991801299686,0,0,0,0.00881434888604026,0.00855187303145998,0.00907682474062055,0.00011148750079799,5.98056814624549e-05,0.000163169320133526
"90",2020-09-06,0.00966991801299686,0,0,0,0.00881503464374057,0.00855288575648541,0.00907718353099573,0.000132022987074252,7.40675785608505e-05,0.000189978395587654
"91",2020-09-07,0.00966991801299686,0,0,0,0.008815721030335,0.00855389417397724,0.00907754788669277,0.000157239251690907,9.22430421417044e-05,0.000222235461240109
"92",2020-09-08,0.00966991801299686,0,0,0,0.00881640807100081,0.00855489835688739,0.00907791778511424,0.000188088735590336,0.000115306501520324,0.000260870969660348
"93",2020-09-09,0.00966991801299686,0,0,0,0.0088170957909232,0.00855589838081836,0.00907829320102804,0.000225661450981118,0.000144416268268112,0.000306906633694124
"94",2020-09-10,0.00966991801299686,0,0,0,0.00881778421529533,0.00855689432394734,0.00907867410664332,0.000271173409829073,0.000180915368622052,0.000361431451036095
"95",2020-09-11,0.00966991801299686,0,0,0,0.00881847336931833,0.00855788626688441,0.00907906047175224,0.000325937500095324,0.000226312802798676,0.000425562197391972
"96",2020-09-12,0.00966991801299686,0,0,0,0.00881916327820137,0.00855887429246445,0.00907945226393828,0.000391310432406077,0.000282235772030227,0.000500385092781928
"97",2020-09-13,0.00966991801299686,0,0,0,0.0088198539671616,0.00855985848547196,0.00907984944885125,0.000468609141535742,0.000350342201525339,0.000586876081546145
"98",2020-09-14,0.00966991801299686,0,0,0,0.00882054546142429,0.00856083893229858,0.00908025199055,0.00055899083340389,0.000432183079711561,0.000685798587096218
"99",2020-09-15,0.00966991801299686,0,0,0,0.00882123778622269,0.0085618157205326,0.00908065985191278,0.00066329325549068,0.000529006827373299,0.000797579683608062
"100",2020-09-16,0.00966991801299686,0,0,0,0.00882193096679822,0.00856278893848023,0.00908107299511621,0.000781836258953868,0.000641504489854087,0.000922168028053649
"101",2020-09-17,0.00966991801299686,0,0,0,0.00882262502840036,0.00856375867461799,0.00908149138218274,0.000914192662178381,0.000769506583094786,0.00105887874126198
"102",2020-09-18,0.00914721974202406,0,0.0023667631500342,0,0.00882331999628679,0.00856472501697599,0.00908191497559759,0.00105894576361291,0.000911661327939503,0.00120623019928631
"103",2020-09-19,0.00914721974202406,0,0.0023667631500342,0,0.00882401589572332,0.00856568805245163,0.009082343738995,0.00121346186381657,0.0010651498159639,0.00136177391166923
"104",2020-09-20,0.00914721974202406,0,0.0023667631500342,0,0.0088247127521047,0.00856664786602822,0.00908277763818118,0.00137379039114809,0.00122559331416471,0.00152198746813146
"105",2020-09-21,0.00914721974202406,0,0.0023667631500342,0,0.00882541059807976,0.00856760453852121,0.00908321665763831,0.00153607051737689,0.00138854257004465,0.00168359846470913
"106",2020-09-22,0.00914721974202406,0,0.0023667631500342,0,0.00882610947753972,0.00856855814555015,0.00908366080952929,0.00169719200379954,0.00155027215239883,0.00184411185520024
"107",2020-09-23,0.00914721974202406,0,0.0023667631500342,0,0.00882680943535624,0.00856950876031539,0.0090841101103971,0.00185406831844285,0.00170720054058459,0.00200093609630111
"108",2020-09-24,0.00914721974202406,0,0.0023667631500342,0,0.00882751051641555,0.00857045645456031,0.00908456457827079,0.00200373927091655,0.00185610705122,0.00215137149061311
"109",2020-09-25,0.00914721974202406,0,0.0023667631500342,0,0.00882821276561844,0.00857140129926959,0.00908502423196728,0.00214349856141328,0.00199431247122821,0.00229268465159835
"110",2020-09-26,0.00914721974202406,0,0.0023667631500342,0,0.00882891622788038,0.00857234336530199,0.00908548909045877,0.0022710018117563,0.00211975619231003,0.00242224743120257
"111",2020-09-27,0.00914721974202406,0,0.0023667631500342,0,0.00882962094813156,0.00857328272395687,0.00908595917230626,0.00238434915027486,0.00223098089581142,0.00253771740473829
