"","date","p_cases_infected","p_cases_recent","p_cases_active","p_cases_daily","p_cases_infected_smooth","p_cases_infected_smooth_low","p_cases_infected_smooth_high","p_cases_recent_smooth","p_cases_recent_smooth_low","p_cases_recent_smooth_high","p_cases_active_smooth","p_cases_active_smooth_low","p_cases_active_smooth_high"
"1",2020-03-28,0.00159235668789809,0,0,0,0.00467136187090725,0.00301778567144284,0.00632493807037166,5367830861931346944,-53338017384452939776,64073679108315635712,0.0754620200944119,-0.337555796149692,0.488479836338516
"2",2020-03-29,0.00159235668789809,0,0,0,0.00472617073080054,0.00310826928512391,0.00634407217647716,2818839991535127040,-27604092398632775680,3.3241772381703e+19,0.0740554054755858,-0.3274043652254,0.475515176176572
"3",2020-03-30,0.00549450549450549,0,0,0,0.00478148970227625,0.00319894237789347,0.00636403702665903,1480273708739523072,-14282898566163341312,17243445983642386432,0.0726750102010529,-0.317514116298989,0.462864136701095
"4",2020-03-31,0.00520833333333333,0,0,0,0.00483730868720134,0.00328976166415181,0.00638485571025088,777344673470506240,-7388609152485275648,8943298499426287616,0.0713203455413442,-0.307878839815818,0.450519530898506
"5",2020-04-01,0.0045045045045045,0,0,0,0.00489361697370226,0.00338067571526664,0.00640655823213788,408211493459212480,-3821286105686433280,4637709092604858368,0.0699909318769252,-0.298492466973816,0.438474330727667
"6",2020-04-02,0.00432900432900433,0,0,0,0.00495040322236804,0.00347162493762326,0.00642918150711282,214366456835991296,-1975849485715776000,2404582399387758592,0.0686862985283856,-0.289349066634053,0.426721663690824
"7",2020-04-03,0.00432900432900433,0,0,0,0.00500765545269477,0.00356254164434347,0.00645276926104607,112571494317829888,-1021391828444069632,1246534817079729408,0.0674059835897954,-0.280442842297591,0.415254809477182
"8",2020-04-04,0.00432900432900433,0,0,0,0.00506536102980272,0.00365335024122829,0.00647737181837715,59115318319808096,-527863629247914880,646094265887531136,0.0661495337651668,-0.271768129147229,0.404067196677563
"9",2020-04-05,0.00432900432900433,0,0,0,0.00512350665145844,0.0037439675505544,0.00650304575236248,31043568189525312,-272733444162765184,334820580541815808,0.0649165042079645,-0.263319391152775,0.393152399568704
"10",2020-04-06,0.00432900432900433,0,0,0,0.00518207833543533,0.00383430329917622,0.00652985337169443,16302088076801928,-140876526203306432,173480702356910272,0.063706458363608,-0.255091218238497,0.382504134965713
"11",2020-04-07,0.00355871886120996,0,0,0,0.00524106140724688,0.0039242607995566,0.00655786201493716,8560809570643345,-72747579234205584,89869198375492272,0.0625189678149086,-0.247078323511451,0.372116259141268
"12",2020-04-08,0.00400320256204964,0,0,0,0.00530044048828823,0.00401373785332902,0.00658714312324744,4495587323510304,-37555541571583784,46546716218604392,0.0613536121303889,-0.239275540549395,0.361982764810173
"13",2020-04-09,0.00400320256204964,0,0,0,0.00536019948442212,0.00410262790609037,0.00661777106275388,2360793709582240,-19382097103483964,24103684522648444,0.0602099787154285,-0.231677820747039,0.352097778177896
"14",2020-04-10,0.00431965442764579,0,0,0,0.00542032157504673,0.00419082147851431,0.00664982167157914,1239737221887906,-9999866625378310,12479341069154122,0.0590876626661846,-0.224280230719394,0.342455556051763
"15",2020-04-11,0.00431965442764579,0,0,0,0.0054807892026833,0.004278207891668,0.0066833705136986,651030360296207,-5157622661009281,6459683381601695,0.057986266626236,-0.217077949761023,0.333050483013495
"16",2020-04-12,0.00474898236092266,0,0,0,0.00554158406312277,0.00436467729276525,0.00671849083348029,341879329380757,-2659266019296159,3343024678057673,0.0569054006458983,-0.210066267360004,0.323877068651801
"17",2020-04-13,0.00571791613722999,0,0,0,0.00560268709617098,0.00445012297088248,0.00675525122145948,179533064793877,-1370646706703924,1729712836291678,0.0558446820441631,-0.203240580765467,0.314929944853793
"18",2020-04-14,0.00621504039776259,0,0,0,0.005664078477033,0.00453444393025667,0.00679371302380932,94279234175005,-706212097923517,894770566273527,0.0548037352732083,-0.196596392607545,0.306203863153962
"19",2020-04-15,0.00669099756690998,0,0,0,0.00572573760837781,0.00461754766228373,0.0068339275544719,49509398209351,-363734666382008,462753462800710,0.0537821917854363,-0.190129308568673,0.297693692139545
"20",2020-04-16,0.00669099756690998,0,0,0,0.00578764311312504,0.00469935302783871,0.00687593319841137,25999155938222.4,-187269835426089,239268147302534,0.0527796899029894,-0.183835035105115,0.289394414911093
"21",2020-04-17,0.00718993409227082,0,0,0,0.00584977282799604,0.00477979313176047,0.00691975252423161,13653086766308.8,-96377987511930.9,123684161044549,0.0517958746896971,-0.177709377217674,0.281301126597069
"22",2020-04-18,0.00718993409227082,0,0,0,0.00591210379787223,0.00485881804500585,0.0069653895507386,7169724228405.07,-49580128918230.5,63919577375040.6,0.0508303978254117,-0.171748236270558,0.273409031921381
"23",2020-04-19,0.00718993409227082,0,0,0,0.0059746122710037,0.00493639721139217,0.00701282733061522,3765078651534.63,-25494685518766.6,33024842821835.9,0.0498829174826842,-0.16594760785735,0.265713442822718
"24",2020-04-20,0.00718993409227082,0,0,0,0.00603727369511174,0.0050125213691562,0.00706202602106728,1977177475819.74,-13103756849078.2,17058111800717.7,0.0489530982057414,-0.160303579713135,0.258209776124618
"25",2020-04-21,0.00718993409227082,0,0,0,0.00610006271442883,0.00508720382576346,0.0071129216030942,1038286615684.8,-6731898703105.92,8808471934475.53,0.0480406107917168,-0.154812329671771,0.250893551255205
"26",2020-04-22,0.00718993409227082,0,0,0,0.00616295316771995,0.00516048094838711,0.00716542538705279,545241441142.375,-3456732271073.65,4547215153358.4,0.0471451321740968,-0.149470123667371,0.243760388015565
"27",2020-04-23,0.00718993409227082,0,0,0,0.00622591808732915,0.00523241177035269,0.0072194244043056,286325783890.543,-1774069205384.42,2346720773165.51,0.0462663453083384,-0.144273313779055,0.236806004395731
"28",2020-04-24,0.00762910798122066,0,0,0,0.00628892969929497,0.00530307666089934,0.00727478273769059,150359910920.87,-910000311959.334,1210720133801.08,0.0454039390596197,-0.139218336318064,0.230026214437303
"29",2020-04-25,0.00762910798122066,0,0,0,0.00635195942457835,0.00537257505498,0.0073313437941767,78959367560.0476,-466516996637.048,624435731757.143,0.0445576080926825,-0.134301709956343,0.223416926141708
"30",2020-04-26,0.00762910798122066,0,0,0,0.00641497860769165,0.00544102213555954,0.00738893507982375,41464388262.1333,-239021129858.547,321949906382.814,0.0437270527637279,-0.129520033895717,0.216974139423173
"31",2020-04-27,0.00762910798122066,0,0,0,0.00647797469020919,0.00550853927087991,0.00744741010953848,21774433446.9929,-122386932653.773,165935799547.759,0.0429119790143282,-0.124869986076802,0.210693944105459
"32",2020-04-28,0.00762910798122066,0,0,0,0.00654095203498291,0.00557524067437197,0.00750666339559384,11434533868.9228,-62625292818.1025,85494360555.9481,0.0421120982673142,-0.12034832142682,0.204572517961449
"33",2020-04-29,0.00762910798122066,0,0,0,0.00660391630166535,0.00564123135520855,0.00756660124812216,6004682744.91887,-32023247622.4579,44032613112.2956,0.0413271273246051,-0.115951870145501,0.198606124794711
"34",2020-04-30,0.00762910798122066,0,0,0,0.00666687373076862,0.00570660700774052,0.00762714045379673,3153273695.3206,-16363098742.3536,22669646132.9949,0.0405567882669422,-0.111677536028266,0.19279111256215
"35",2020-05-01,0.00762910798122066,0,0,0,0.00672983114675296,0.00577145414620314,0.00768820814730278,1655896809.2052,-8354733865.66845,11666527484.0789,0.0398008083554909,-0.107522294825911,0.187123911536893
"36",2020-05-02,0.00762910798122066,0,0,0,0.00679279596105594,0.00583585049946164,0.00774974142265023,869570645.518362,-4262332946.07447,6001474237.11119,0.0390589199352779,-0.103483192640035,0.181601032510591
"37",2020-05-03,0.00762910798122066,0,0,0,0.00685577617508421,0.00589986562452755,0.00781168672564087,456642650.280938,-2172645566.36397,3085930866.92584,0.0383308603404277,-0.0995573443534465,0.176219065034302
"38",2020-05-04,0.00762910798122066,0,0,0,0.00691878038319032,0.00596356169784409,0.00787399906853655,239799389.653149,-1106456438.46149,1586055217.76779,0.0376163718011657,-0.0957419320948413,0.170974675697173
"39",2020-05-05,0.00762910798122066,0,0,0,0.00698181777565736,0.00602699444495096,0.00793664110636376,125927237.069611,-562935559.221899,814790033.361122,0.0369152013525544,-0.092034203737018,0.165864606442127
"40",2020-05-06,0.00762910798122066,0,0,0,0.00704489814171486,0.00609021417147046,0.00799958211195925,66128896.5702664,-286110984.580944,418368777.721477,0.0362271007449317,-0.0884314714279499,0.160885672917813
"41",2020-05-07,0.00762910798122066,0,0,0,0.00710803187260935,0.00615326686094008,0.00806279688427862,34726649.0027382,-145255189.920688,214708487.926164,0.0355518263560173,-0.0849311101540222,0.156034762866057
"42",2020-05-08,0.00762910798122066,0,0,0,0.00717122996475378,0.00621619530754316,0.0081262646219644,18236205.5546773,-73657453.2671781,110129864.376533,0.0348891391046586,-0.0815305563347793,0.151308834544096
"43",2020-05-09,0.00762910798122066,0,0,0,0.00723450402297988,0.0062790402540852,0.00818996779187457,9576483.84116248,-37303766.0830471,56456733.765372,0.034238804366184,-0.0782273064485324,0.146704915180901
"44",2020-05-10,0.00762910798122066,0,0,0,0.00729786626391838,0.00634184150756233,0.00825389102027442,5028954.21336835,-18866810.0030109,28924718.4297476,0.0336005918893336,-0.075018915688198,0.142220099466865
"45",2020-05-11,0.00762910798122066,0,0,0,0.00736132951953193,0.00640463900637657,0.0083180200326873,2640883.74184376,-9528140.91511923,14809908.3988068,0.0329742757147386,-0.0719029966467557,0.137851548076233
"46",2020-05-12,0.00762910798122066,0,0,0,0.00742490724082635,0.00646747381471518,0.00838234066693752,1386822.51657714,-4804301.77256499,7577946.80571927,0.0323596340949208,-0.0688772180317286,0.13359648622157
"47",2020-05-13,0.00762910798122066,0,0,0,0.00748861350176558,0.0065303890208865,0.00844683798264465,728270.109740834,-2418281.22766678,3874821.44714845,0.0317564494157826,-0.0659393034081084,0.129452202239673
"48",2020-05-14,0.00762910798122066,0,0,0,0.00755246300341685,0.00659343051753394,0.00851149548929977,382440.684660189,-1214988.32297736,1979869.69229773,0.0311645081195602,-0.0630870299691641,0.125416046208284
"49",2020-05-15,0.00762910798122066,0,0,0,0.00761647107835224,0.00665664764264413,0.00857629451406035,200833.283320393,-609188.190175681,1010854.75681647,0.030583600629214,-0.0603182273345923,0.12148542859302
"50",2020-05-16,0.00762910798122066,0,0,0,0.00768065369533353,0.0067200936610876,0.00864121372957946,105464.740826638,-304761.017157445,515690.498810721,0.0300135212742277,-0.0576307763754847,0.11765781892394
"51",2020-05-17,0.00762910798122066,0,0,0,0.00774502746430761,0.0067838260669885,0.00870622886162672,55383.3078548322,-152088.867820991,262855.483530655,0.0294540682177902,-0.0550226080656084,0.113930744501189
"52",2020-05-18,0.00762910798122066,0,0,0,0.00780960964174014,0.00684790668736709,0.0087713125961132,29083.7560013076,-75692.2229789985,133859.734981614,0.0289050433853353,-0.0524917023585171,0.110301789129188
