"","date","p_cases_infected","p_cases_recent","p_cases_active","p_cases_daily","p_cases_infected_smooth","p_cases_infected_smooth_low","p_cases_infected_smooth_high"
"1",2020-04-08,0,0,0,0,0.00263649713037554,0.00260538624859865,0.00266760801215243
"2",2020-04-09,0,0,0,0,0.0026374078531635,0.00260637617398652,0.00266843953234047
"3",2020-04-10,0,0,0,0,0.0026383188905416,0.00260736639448607,0.00266927138659712
"4",2020-04-11,0,0,0,0,0.0026392302426185,0.00260835690947508,0.00267010357576191
"5",2020-04-12,0,0,0,0,0.00264014190950292,0.00260934771832303,0.0026709361006828
"6",2020-04-13,0,0,0,0,0.00264105389130359,0.00261033882039099,0.00267176896221619
"7",2020-04-14,0,0,0,0,0.0026419661881293,0.00261133021503151,0.00267260216122708
"8",2020-04-15,0.00221975582685905,0,0,0,0.00264287880008887,0.00261232190158856,0.00267343569858917
"9",2020-04-16,0.00217155266015201,0,0,0,0.00264379172727482,0.00261331387924136,0.00267426957530828
"10",2020-04-17,0.00208116545265349,0,0,0,0.00264470496979134,0.00261430614719625,0.00267510379238643
"11",2020-04-18,0.00208116545265349,0,0,0,0.00264561852776479,0.0026152987048243,0.00267593835070527
"12",2020-04-19,0.00282752120640905,0,0,0,0.00264653240132157,0.00261629155148731,0.00267677325115583
"13",2020-04-20,0.00282752120640905,0,0,0,0.00264744659058819,0.00261728468653794,0.00267760849463845
"14",2020-04-21,0.00282752120640905,0,0,0,0.0026483610956912,0.00261827810931978,0.00267844408206261
"15",2020-04-22,0.00282752120640905,0,0,0,0.00264927591675718,0.00261927181916746,0.0026792800143469
"16",2020-04-23,0.00282752120640905,0,0,0,0.00265019105391282,0.00262026581540675,0.00268011629241889
"17",2020-04-24,0.00282752120640905,0,0,0,0.00265110650728486,0.00262126009735462,0.0026809529172151
"18",2020-04-25,0.00282752120640905,0,0,0,0.00265202227700007,0.00262225466431926,0.00268178988968089
"19",2020-04-26,0.00282752120640905,0,0,0,0.00265293836318533,0.0026232495156002,0.00268262721077045
