ISO2,ISO_3,country_agg,date,weight,Finished,B2,B4,E5,E6,E7,pos_RF,pos_RF_symp,pos_XGB,pos_XGB_symp,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,test_recent,tested_vaccinated,tested_unvaccinated,tested_vac1dose,tested_vac2doses,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C0a_7.NA,I6_1.NA,I6_2.NA,I6_3.NA,I6_4.NA,I6_5.NA,I6_6.NA,I6_7.NA,I6_8.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D10.1,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,D5.1,D5.2,D5.3,D5.4,D5.NA,first_date,day_count,days_aggregated,p_infected,p_infected_CI,p_rf,p_rf_CI,p_rf_symp,p_rf_symp_CI,p_XGB,p_XGB_CI,p_XGB_symp,p_XGB_symp_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
JP,JPN,Japan,2020-10-01,106178148.389619,5054,9666.45,167,9527,75415.12,11605,5,3,6,6,5613,1570,0,0,0,0,0,0,10,210639.221746109,0,0,0,0,7,167747.73620519,180,5572,72734.243164909,43,0,0,0,0,2,0,0,0,0,1,0,0,0,0,5,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,0,2,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1816,3700,97,4064,1459,90,2576,2940,97,2359,3167,87,392,5126,95,1698,3828,87,5613,5613,5613,5613,5613,5613,5613,5613,5613,64,84,541,980,3692,252,73,218,590,213,64,224,872,453,228,384,67,201,356,503,1,1166,79,125,555,1102,3528,224,62,459,1943,2877,272,379,1189,1925,1858,262,2020-10-01,5613,1,,,0.00089078923926599,0.000780449006924638,0.000534473543559594,0.000604640990026952,0.00106894708711919,0.000854862823800757,0.00106894708711919,0.000854862823800757,0.00178157847853198,0.0011032294306691,0.00198382835772548,8.46352640572944e-06,0.00124710493497239,0.000923275038923158,0.00157987061132054,7.55436460139799e-06,0.00247476281002731,0.000361083268869623
JP,JPN,Japan,2020-10-02,104284633.731927,5366,9505.2701,228,9850,78709.13,12343,3,2,1,4,5900,1623,0,0,0,0,0,0,18,260057.053303467,0,0,0,0,15,223555.15679293,243,5860,76493.6584613005,35,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,2,2,2,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1954,3864,82,4202,1620,78,2688,3128,84,2488,3338,74,414,5408,78,1762,4066,72,5900,5900,5900,5900,5900,5900,5900,5900,5900,74,79,552,980,3985,230,80,192,605,235,62,233,989,454,251,377,66,211,372,561,6,1206,75,106,562,1084,3868,205,72,479,2097,3013,239,395,1147,2145,1980,233,2020-10-02,5900,1,,,0.000508474576271186,0.000575236274342858,0.000338983050847458,0.000469718273046214,0.000169491525423729,0.000332169132009936,0.000677966101694915,0.0006641693143463,0.00305084745762712,0.00140724215477678,0.00249372361005713,9.57237949931293e-06,0.00254237288135593,0.00128495801206643,0.00214370179759751,8.87675264897979e-06,0.00317673392655076,0.000398781385929657
JP,JPN,Japan,2020-10-03,104210844.661911,5752,10618,194,10967,85781,13283,5,2,4,5,6383,1691,0,0,0,0,0,0,23,562381.554988845,0,0,0,0,16,351337.14001466,216,6322,82524.3871659287,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1740,4534,109,4761,1526,96,3353,2929,101,2473,3810,100,627,5650,106,1788,4496,99,6383,6383,6383,6383,6383,6383,6383,6383,6383,66,95,574,1084,4301,263,78,203,647,273,63,264,1019,495,267,431,67,238,449,635,8,1246,74,122,616,1199,4135,237,82,498,2305,3226,272,416,1232,2306,2168,261,2020-10-03,6383,1,,,0.000783330722230926,0.000686338061885327,0.00031333228889237,0.000434180380112885,0.000626664577784741,0.000613927547641128,0.000783330722230926,0.000686338061885327,0.00360332132226226,0.00146995249665621,0.00539657419353397,1.40661642558041e-05,0.00250665831113896,0.00122669964794797,0.00337140670104437,1.11291982126033e-05,0.00261740810708109,0.000348596924020409
JP,JPN,Japan,2020-10-04,103967174.074337,5682,10377.05,210,10941,83812.5,13168,7,7,12,14,6343,1717,0,0,0,0,0,0,30,416613.72845679,0,0,0,0,18,275741.11960816,227,6296,82184.9955072267,45,0,0,0,0,3,0,0,0,0,1,0,0,0,0,5,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,4,3,2,2,3,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1437,4755,151,4751,1454,138,3473,2723,147,2432,3773,138,688,5521,134,1623,4587,133,6343,6343,6343,6343,6343,6343,6343,6343,6343,75,97,548,1004,4307,312,81,247,668,247,68,250,954,499,258,406,72,248,389,622,2,1332,66,126,608,1142,4126,275,80,501,2303,3134,325,400,1248,2226,2151,318,2020-10-04,6343,1,,,0.00110357874822639,0.000817076327514952,0.00110357874822639,0.000817076327514952,0.00189184928267381,0.00106938183746869,0.00220715749645278,0.00115488193915281,0.00472962320668453,0.00168843577666146,0.00400716603260668,1.21435802385714e-05,0.00283777392401072,0.0013090991515886,0.00265219404165975,9.88612135053908e-06,0.00276206135437508,0.000358812760928491
JP,JPN,Japan,2020-10-05,104928326.521334,5224,9610.17,257,9855,77627,12036,9,8,11,10,5790,1568,0,0,0,0,0,0,18,459297.5694621,0,0,0,0,11,340304.116264802,275,5754,75109.9847758231,37,0,0,0,0,4,0,0,0,0,2,0,0,0,0,8,1,2,1,1,2,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,4,3,2,0,1,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1825,3877,88,4192,1512,86,2744,2955,91,2313,3393,84,466,5239,85,1701,4006,83,5790,5790,5790,5790,5790,5790,5790,5790,5790,66,74,485,956,3968,241,83,200,644,223,59,235,960,478,232,354,64,183,378,518,5,1174,80,114,528,1110,3746,212,87,465,2109,2874,255,382,1180,2056,1929,243,2020-10-05,5790,1,,,0.00155440414507772,0.00101473580521105,0.00138169257340242,0.000956784833772739,0.00189982728842832,0.00112163857050239,0.00172711571675302,0.00106953293978152,0.00310880829015544,0.00143393564020897,0.00437725049744997,1.26313515939556e-05,0.00189982728842832,0.00112163857050239,0.00324320541027225,1.08788640142629e-05,0.00366129750685982,0.000431936857521851
JP,JPN,Japan,2020-10-06,104596867.722244,5258,11396,311,9942.1,78146.18,12093,8,7,7,5,5808,1681,0,0,0,0,0,0,20,609254.413924552,0,0,0,0,8,217994.108088519,331,5771,75331.8947065129,43,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,1,0,0,1,2,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,4,6,5,4,3,2,8,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1900,3810,98,4153,1565,90,2706,2999,103,2482,3237,89,445,5263,100,1730,3988,90,5808,5808,5808,5808,5808,5808,5808,5808,5808,60,94,550,986,3881,237,73,211,586,172,62,245,968,514,245,391,75,189,362,544,2,1169,72,117,586,1101,3725,207,69,486,2118,2889,246,406,1132,2068,1963,239,2020-10-06,5808,1,,,0.00137741046831956,0.000953821636520546,0.00120523415977961,0.000892295355055961,0.00120523415977961,0.000892295355055961,0.000860881542699725,0.000754257204117094,0.0034435261707989,0.00150656348996104,0.00582478641274824,1.45834480703161e-05,0.00137741046831956,0.000953821636520546,0.00208413610116319,8.73974483033602e-06,0.00439388921902934,0.000472309818577556
JP,JPN,Japan,2020-10-07,105454364.332199,5286,9404,219,9923,78423,12069,11,9,10,8,5839,1695,0,0,0,0,0,0,7,150013.381121407,0,0,0,0,6,140512.917910373,234,5800,75710.446941219,44,0,0,0,0,3,0,0,0,0,3,0,0,0,0,11,1,1,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,6,7,7,7,1,0,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1897,3842,100,4166,1573,100,2721,3011,107,2427,3312,100,433,5302,104,1795,3943,101,5839,5839,5839,5839,5839,5839,5839,5839,5839,72,86,535,974,3924,248,85,210,584,199,70,207,963,527,255,327,56,208,384,546,6,1212,80,116,576,1127,3726,214,76,479,2130,2895,259,364,1252,2074,1900,249,2020-10-07,5839,1,,,0.00188388422675116,0.00111223483318266,0.00154135982188731,0.00100622686958252,0.00171262202431923,0.00106056528097315,0.00137009761945539,0.000948761148939711,0.00119883541702346,0.000887560887606232,0.00142254312632183,7.19348614475732e-06,0.00102757321459154,0.00082179215589023,0.00133245237217242,6.96229030214367e-06,0.00309072273977825,0.000395392137110454
JP,JPN,Japan,2020-10-08,103497069.227905,4863,8699.2,165,8946.1,71695.5,11109,4,3,2,4,5407,1500,0,0,0,0,0,0,18,469678.102128895,0,0,0,0,11,328359.702894821,178,5362,69993.0028446235,39,0,0,0,0,2,0,0,0,0,1,0,0,0,0,3,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,1,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1811,3497,99,3774,1540,93,2439,2869,99,2247,3062,98,390,4918,99,1604,3702,101,5407,5407,5407,5407,5407,5407,5407,5407,5407,52,75,452,891,3687,250,78,215,554,202,68,182,899,481,244,339,53,164,324,500,2,1102,64,105,482,990,3539,227,60,445,1924,2711,267,357,1137,1808,1843,262,2020-10-08,5407,1,,,0.000739781764379508,0.000724704596856933,0.000554836323284631,0.000627670668440599,0.000369890882189754,0.000512538370278857,0.000739781764379508,0.000724704596856933,0.00332901793970779,0.00153533758303826,0.00453808118077858,1.29488893810338e-05,0.00203439985204365,0.0012010078602263,0.00317264735460052,1.08344018440358e-05,0.00254311135064658,0.000373121722056818
JP,JPN,Japan,2020-10-09,104698313.521536,5223,8882.55,245,9922,77179.68,12040,5,5,8,9,5810,1626,0,0,0,0,0,0,15,340021.307432246,0,0,0,0,10,227952.773358872,261,5755,75123.0383011578,41,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,2,1,3,2,2,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1996,3709,105,4096,1613,101,2681,3014,115,2425,3279,106,441,5261,108,1797,3911,102,5810,5810,5810,5810,5810,5810,5810,5810,5810,61,73,503,941,3942,290,64,201,613,248,67,214,955,466,250,398,49,220,353,539,2,1171,68,102,534,1081,3773,252,80,467,2069,2893,301,365,1137,2015,2004,289,2020-10-09,5810,1,,,0.000860585197934596,0.000753997674900844,0.000860585197934596,0.000753997674900844,0.00137693631669535,0.000953493524969767,0.00154905335628227,0.00101124544843741,0.00258175559380379,0.00130483693701715,0.00324762926923656,1.0898208440358e-05,0.00172117039586919,0.00106585441680559,0.00217723443379041,8.92806922970198e-06,0.00347430037312505,0.000420764849571181
JP,JPN,Japan,2020-10-10,104671859.562187,5409,8735.705,164,10337.5,79184.3,12550,13,9,12,16,6000,1706,0,0,0,0,0,0,18,258419.99463399,0,0,0,0,11,160610.221024428,180,5950,77668.4757414229,42,0,0,0,0,5,0,0,0,0,2,0,0,0,0,11,1,2,0,2,2,2,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,8,1,5,9,7,8,3,3,9,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1700,4187,113,4269,1623,108,3021,2868,111,2338,3558,104,536,5357,107,1579,4313,108,6000,6000,6000,6000,6000,6000,6000,6000,6000,64,95,520,923,4134,264,77,195,599,259,64,229,952,466,285,413,75,232,377,618,3,1156,81,123,563,1129,3877,227,75,467,2091,3105,262,367,1150,2171,2059,253,2020-10-10,6000,1,,,0.00216666666666667,0.00117651514108059,0.0015,0.00097924672994898,0.002,0.00113045358198273,0.00266666666666667,0.00130489930314022,0.003,0.00138382340712824,0.00246885835137436,9.50702069251303e-06,0.00183333333333333,0.00108241727433561,0.00153441642955628,7.49844639205375e-06,0.00231754258444911,0.000338170507623606
