"date","region","population","sample_size","reach","p_cases","p_cases_error"
"2020/04/13","ARC",3044076,23,2150,0.00232558139534884,0.00203605287224372
"2020/04/14","ARC",3044076,23,2150,0.00232558139534884,0.00203605287224372
"2020/04/15","ARC",3044076,23,2150,0.00232558139534884,0.00203605287224372
"2020/04/16","ARC",3044076,23,2150,0.00232558139534884,0.00203605287224372
"2020/04/17","ARC",3044076,24,2170,0.00230414746543779,0.00201730907745988
"2020/04/18","ARC",3044076,24,2170,0.00230414746543779,0.00201730907745988
"2020/04/19","ARC",3044076,24,2170,0.00230414746543779,0.00201730907745988
"2020/04/20","ARC",3044076,24,2170,0.00230414746543779,0.00201730907745988
"2020/04/21","ARC",3044076,24,2170,0.00230414746543779,0.00201730907745988
"2020/04/22","ARC",3044076,24,2170,0.00230414746543779,0.00201730907745988
"2020/04/23","ARC",3044076,24,2170,0.00230414746543779,0.00201730907745988
"2020/04/24","ARC",3044076,24,2170,0.00230414746543779,0.00201730907745988
"2020/04/25","ARC",3044076,24,2170,0.00230414746543779,0.00201730907745988
"2020/04/26","ARC",3044076,24,2170,0.00230414746543779,0.00201730907745988
"2020/04/27","ARC",3044076,24,2170,0.00230414746543779,0.00201730907745988
"2020/04/13","ARA",1295944,0,0,NA,NA
"2020/04/14","ARA",1295944,0,0,NA,NA
"2020/04/15","ARA",1295944,0,0,NA,NA
"2020/04/16","ARA",1295944,0,0,NA,NA
"2020/04/17","ARA",1295944,0,0,NA,NA
"2020/04/18","ARA",1295944,0,0,NA,NA
"2020/04/19","ARA",1295944,0,0,NA,NA
"2020/04/20","ARA",1295944,0,0,NA,NA
"2020/04/21","ARA",1295944,0,0,NA,NA
"2020/04/22","ARA",1295944,0,0,NA,NA
"2020/04/23","ARA",1295944,0,0,NA,NA
"2020/04/24","ARA",1295944,0,0,NA,NA
"2020/04/25","ARA",1295944,0,0,NA,NA
"2020/04/26","ARA",1295944,0,0,NA,NA
"2020/04/27","ARA",1295944,0,0,NA,NA
"2020/04/13","ARB",16289599,18,1461,NA,NA
"2020/04/14","ARB",16289599,18,1461,NA,NA
"2020/04/15","ARB",16289599,18,1461,NA,NA
"2020/04/16","ARB",16289599,18,1461,NA,NA
"2020/04/17","ARB",16289599,18,1461,NA,NA
"2020/04/18","ARB",16289599,18,1461,NA,NA
"2020/04/19","ARB",16289599,18,1461,NA,NA
"2020/04/20","ARB",16289599,18,1461,NA,NA
"2020/04/21","ARB",16289599,18,1461,NA,NA
"2020/04/22","ARB",16289599,18,1461,NA,NA
"2020/04/23","ARB",16289599,18,1461,NA,NA
"2020/04/24","ARB",16289599,18,1461,NA,NA
"2020/04/25","ARB",16289599,18,1461,NA,NA
"2020/04/26","ARB",16289599,18,1461,NA,NA
"2020/04/27","ARB",16289599,18,1461,NA,NA
"2020/04/13","ARD",463411,0,0,NA,NA
"2020/04/14","ARD",463411,0,0,NA,NA
"2020/04/15","ARD",463411,0,0,NA,NA
"2020/04/16","ARD",463411,0,0,NA,NA
"2020/04/17","ARD",463411,0,0,NA,NA
"2020/04/18","ARD",463411,0,0,NA,NA
"2020/04/19","ARD",463411,0,0,NA,NA
"2020/04/20","ARD",463411,0,0,NA,NA
"2020/04/21","ARD",463411,0,0,NA,NA
"2020/04/22","ARD",463411,0,0,NA,NA
"2020/04/23","ARD",463411,0,0,NA,NA
"2020/04/24","ARD",463411,0,0,NA,NA
"2020/04/25","ARD",463411,0,0,NA,NA
"2020/04/26","ARD",463411,0,0,NA,NA
"2020/04/27","ARD",463411,0,0,NA,NA
"2020/04/13","ARE",1295121,0,0,NA,NA
"2020/04/14","ARE",1295121,0,0,NA,NA
"2020/04/15","ARE",1295121,0,0,NA,NA
"2020/04/16","ARE",1295121,0,0,NA,NA
"2020/04/17","ARE",1295121,0,0,NA,NA
"2020/04/18","ARE",1295121,0,0,NA,NA
"2020/04/19","ARE",1295121,0,0,NA,NA
"2020/04/20","ARE",1295121,0,0,NA,NA
"2020/04/21","ARE",1295121,0,0,NA,NA
"2020/04/22","ARE",1295121,0,0,NA,NA
"2020/04/23","ARE",1295121,0,0,NA,NA
"2020/04/24","ARE",1295121,0,0,NA,NA
"2020/04/25","ARE",1295121,0,0,NA,NA
"2020/04/26","ARE",1295121,0,0,NA,NA
"2020/04/27","ARE",1295121,0,0,NA,NA
"2020/04/13","ARG",908268,0,0,NA,NA
"2020/04/14","ARG",908268,0,0,NA,NA
"2020/04/15","ARG",908268,0,0,NA,NA
"2020/04/16","ARG",908268,0,0,NA,NA
"2020/04/17","ARG",908268,0,0,NA,NA
"2020/04/18","ARG",908268,0,0,NA,NA
"2020/04/19","ARG",908268,0,0,NA,NA
"2020/04/20","ARG",908268,0,0,NA,NA
"2020/04/21","ARG",908268,0,0,NA,NA
"2020/04/22","ARG",908268,0,0,NA,NA
"2020/04/23","ARG",908268,0,0,NA,NA
"2020/04/24","ARG",908268,0,0,NA,NA
"2020/04/25","ARG",908268,0,0,NA,NA
"2020/04/26","ARG",908268,0,0,NA,NA
"2020/04/27","ARG",908268,0,0,NA,NA
"2020/04/13","ARH",1117953,0,0,NA,NA
"2020/04/14","ARH",1117953,0,0,NA,NA
"2020/04/15","ARH",1117953,0,0,NA,NA
"2020/04/16","ARH",1117953,0,0,NA,NA
"2020/04/17","ARH",1117953,0,0,NA,NA
"2020/04/18","ARH",1117953,0,0,NA,NA
"2020/04/19","ARH",1117953,0,0,NA,NA
"2020/04/20","ARH",1117953,0,0,NA,NA
"2020/04/21","ARH",1117953,0,0,NA,NA
"2020/04/22","ARH",1117953,0,0,NA,NA
"2020/04/23","ARH",1117953,0,0,NA,NA
"2020/04/24","ARH",1117953,0,0,NA,NA
"2020/04/25","ARH",1117953,0,0,NA,NA
"2020/04/26","ARH",1117953,0,0,NA,NA
"2020/04/27","ARH",1117953,0,0,NA,NA
"2020/04/13","ARJ",721830,0,0,NA,NA
"2020/04/14","ARJ",721830,0,0,NA,NA
"2020/04/15","ARJ",721830,0,0,NA,NA
"2020/04/16","ARJ",721830,0,0,NA,NA
"2020/04/17","ARJ",721830,0,0,NA,NA
"2020/04/18","ARJ",721830,0,0,NA,NA
"2020/04/19","ARJ",721830,0,0,NA,NA
"2020/04/20","ARJ",721830,0,0,NA,NA
"2020/04/21","ARJ",721830,0,0,NA,NA
"2020/04/22","ARJ",721830,0,0,NA,NA
"2020/04/23","ARJ",721830,0,0,NA,NA
"2020/04/24","ARJ",721830,0,0,NA,NA
"2020/04/25","ARJ",721830,0,0,NA,NA
"2020/04/26","ARJ",721830,0,0,NA,NA
"2020/04/27","ARJ",721830,0,0,NA,NA
"2020/04/13","ARK",389256,0,0,NA,NA
"2020/04/14","ARK",389256,0,0,NA,NA
"2020/04/15","ARK",389256,0,0,NA,NA
"2020/04/16","ARK",389256,0,0,NA,NA
"2020/04/17","ARK",389256,0,0,NA,NA
"2020/04/18","ARK",389256,0,0,NA,NA
"2020/04/19","ARK",389256,0,0,NA,NA
"2020/04/20","ARK",389256,0,0,NA,NA
"2020/04/21","ARK",389256,0,0,NA,NA
"2020/04/22","ARK",389256,0,0,NA,NA
"2020/04/23","ARK",389256,0,0,NA,NA
"2020/04/24","ARK",389256,0,0,NA,NA
"2020/04/25","ARK",389256,0,0,NA,NA
"2020/04/26","ARK",389256,0,0,NA,NA
"2020/04/27","ARK",389256,0,0,NA,NA
"2020/04/13","ARL",336706,0,0,NA,NA
"2020/04/14","ARL",336706,0,0,NA,NA
"2020/04/15","ARL",336706,0,0,NA,NA
"2020/04/16","ARL",336706,0,0,NA,NA
"2020/04/17","ARL",336706,0,0,NA,NA
"2020/04/18","ARL",336706,0,0,NA,NA
"2020/04/19","ARL",336706,0,0,NA,NA
"2020/04/20","ARL",336706,0,0,NA,NA
"2020/04/21","ARL",336706,0,0,NA,NA
"2020/04/22","ARL",336706,0,0,NA,NA
"2020/04/23","ARL",336706,0,0,NA,NA
"2020/04/24","ARL",336706,0,0,NA,NA
"2020/04/25","ARL",336706,0,0,NA,NA
"2020/04/26","ARL",336706,0,0,NA,NA
"2020/04/27","ARL",336706,0,0,NA,NA
"2020/04/13","ARM",1841813,0,0,NA,NA
"2020/04/14","ARM",1841813,0,0,NA,NA
"2020/04/15","ARM",1841813,0,0,NA,NA
"2020/04/16","ARM",1841813,0,0,NA,NA
"2020/04/17","ARM",1841813,0,0,NA,NA
"2020/04/18","ARM",1841813,0,0,NA,NA
"2020/04/19","ARM",1841813,0,0,NA,NA
"2020/04/20","ARM",1841813,0,0,NA,NA
"2020/04/21","ARM",1841813,0,0,NA,NA
"2020/04/22","ARM",1841813,0,0,NA,NA
"2020/04/23","ARM",1841813,0,0,NA,NA
"2020/04/24","ARM",1841813,0,0,NA,NA
"2020/04/25","ARM",1841813,0,0,NA,NA
"2020/04/26","ARM",1841813,0,0,NA,NA
"2020/04/27","ARM",1841813,0,0,NA,NA
"2020/04/13","ARN",1159445,0,0,NA,NA
"2020/04/14","ARN",1159445,0,0,NA,NA
"2020/04/15","ARN",1159445,0,0,NA,NA
"2020/04/16","ARN",1159445,0,0,NA,NA
"2020/04/17","ARN",1159445,0,0,NA,NA
"2020/04/18","ARN",1159445,0,0,NA,NA
"2020/04/19","ARN",1159445,0,0,NA,NA
"2020/04/20","ARN",1159445,0,0,NA,NA
"2020/04/21","ARN",1159445,0,0,NA,NA
"2020/04/22","ARN",1159445,0,0,NA,NA
"2020/04/23","ARN",1159445,0,0,NA,NA
"2020/04/24","ARN",1159445,0,0,NA,NA
"2020/04/25","ARN",1159445,0,0,NA,NA
"2020/04/26","ARN",1159445,0,0,NA,NA
"2020/04/27","ARN",1159445,0,0,NA,NA
"2020/04/13","ARP",568331,0,0,NA,NA
"2020/04/14","ARP",568331,0,0,NA,NA
