"date","region","population","sample_size","reach","sample_size_recent","reach_recent","p_infected","p_infected_low","p_infected_high","p_fatalities","p_fatalities_low","p_fatalities_high","p_hospital","p_hospital_low","p_hospital_high","p_recent","p_recent_low","p_recent_high","p_daily","p_daily_low","p_daily_high","p_active","p_active_low","p_active_high"
"2022/09/10","JP01",5383579,4,63,2,35,0.301587301587302,0.18825847148331,0.414916131691293,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022/09/10","JP02",1308649,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022/09/10","JP03",1279814,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022/09/10","JP04",2334215,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022/09/10","JP05",1022839,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022/09/10","JP06",1122957,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022/09/10","JP07",1913606,1,29,1,29,0.344827586206897,0.171834839352524,0.517820333061269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022/09/10","JP08",2917857,2,17,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022/09/10","JP09",1974671,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022/09/10","JP10",1973476,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022/09/10","JP11",7261271,6,83,3,36,0.409638554216867,0.303842748356217,0.515434360077518,0,0,0,0.0625,0,0.130978323482545,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022/09/10","JP12",6224027,8,91,3,44,0.516483516483517,0.413809330177888,0.619157702789145,0.0113636363636364,0,0.0335090455418192,0.0568181818181818,0.00845129537302387,0.10518506826334,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022/09/10","JP13",13513734,19,268,12,183,0.347014925373134,0.2900239094748,0.404005941271468,0,0,0,0.0204918032786885,0.00271526042394666,0.0382683461334304,0.0382513661202186,0.0104621171111646,0.0660406151292725,0.00546448087431694,0,0.0161453636935996,0.0109289617486339,0,0.0259924565424358
"2022/09/10","JP14",9127323,5,69,1,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022/09/10","JP15",2305098,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022/09/10","JP16",1066883,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022/09/10","JP17",1154343,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022/09/10","JP18",787099,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022/09/10","JP19",835165,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
