"date","region","population","sample_size","reach","sample_size_recent","reach_recent","p_infected","p_infected_low","p_infected_high","p_fatalities","p_fatalities_low","p_fatalities_high","p_hospital","p_hospital_low","p_hospital_high","p_recent","p_recent_low","p_recent_high","p_daily","p_daily_low","p_daily_high","p_active","p_active_low","p_active_high"
"2022/10/12","CLAI",103158,3,135,1,60,0.244444444444444,0.171950038714432,0.316938850174456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022/10/12","CLAN",607534,6,295,4,200,0.322033898305085,0.268713686300338,0.375354110309832,0.0440677966101695,0.0206464804080255,0.0674891128123135,0.0304347826086957,0.00823453652442191,0.0526350286929694,0.03,0.006358251790297,0.053641748209703,0.00428571428571429,0,0.0133391218041355,0.015,0,0.0318460016139967
"2022/10/12","CLAP",226068,4,92,2,75,0.206521739130435,0.123802871506146,0.289240606754724,0,0,0,0.0769230769230769,0.00449721206872436,0.149348941777429,0,0,0,0,0,0,0,0,0
"2022/10/12","CLAR",957224,20,395,13,250,0.387341772151899,0.339301457199081,0.435382087104716,0,0,0,0.025,0.00887242193266977,0.0411275780673302,0.024,0.0050281965626945,0.0429718034373055,0.00342857142857143,0,0.0106744141583697,0.012,0,0.0254973087359147
"2022/10/12","CLAT",286168,6,131,4,77,0.66412213740458,0.583244750304527,0.744999524504633,0,0,0,0.00763358778625954,0,0.0225379303429549,0,0,0,0,0,0,0,0,0
"2022/10/12","CLBI",1556805,40,1016,25,666,0.433070866141732,0.402602784612089,0.463538947671375,0.00208116545265349,0,0.00496245770166696,0.0156087408949011,0.00777166220811117,0.0234458195816911,0.0139318885448916,0.00489351502725189,0.0229702620625314,0.00199026979212738,0,0.00542707719768707,0.0105105105105105,0.00276538473904955,0.0182556362819715
"2022/10/12","CLCO",757586,16,485,13,390,0.422680412371134,0.378716996457042,0.466643828285226,0.00222222222222222,0,0.00657285563461998,0.02,0.00706489763940301,0.032935102360597,0.00512820512820513,0,0.0122171572163274,0.000732600732600733,0,0.00341788533319859,0.00512820512820513,0,0.0122171572163274
"2022/10/12","CLLI",914555,17,440,10,205,0.384090909090909,0.338644761554576,0.429537056627243,0.00987654320987654,0.000245624034856394,0.0195074623848967,0.0172839506172839,0.00459118933324092,0.029976711901327,0,0,0,0,0,0,0,0,0
"2022/10/12","CLLL",828708,11,235,8,170,0.208510638297872,0.15657077410614,0.260450502489604,0,0,0,0.00645161290322581,0,0.0190556857388515,0,0,0,0,0,0,0,0,0
"2022/10/12","CLLR",384837,6,129,2,30,0.395348837209302,0.310977309102224,0.47972036531638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022/10/12","CLMA",166533,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022/10/12","CLML",1044950,18,363,11,191,0.487603305785124,0.436183402108599,0.539023209461648,0,0,0,0.0114942528735632,0.000295015700808636,0.0226934900463178,0.0104712041884817,0,0.0249071066848965,0.00149588631264024,0,0.00697683366969119,0.00523560209424084,0,0.0154702955781656
"2022/10/12","CLNB",480609,10,132,8,119,0.46969696969697,0.384557280790407,0.554836658603533,0.0170940170940171,0,0.0405813236599009,0.0512820512820513,0.0113146037978042,0.0912494987662984,0,0,0,0,0,0,0.00840336134453781,0,0.0248042980500132
"2022/10/12","CLRM",7112808,226,5413,147,3471,0.468871235913541,0.455577232566655,0.482165239260427,0.00328058664608259,0.00172368348054441,0.00483748981162078,0.0233054962128569,0.0191845666241881,0.0274264258015257,0.012774806892454,0.00898099038404433,0.0165686234008636,0.00193790285208746,0.000457673613225331,0.00341813209094959,0.00691443388072602,0.00415771530252336,0.00967115245892867
"2022/10/12","CLTA",330558,3,32,2,22,0.4375,0.265620772174254,0.609379227825746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022/10/12","CLVS",1815902,68,1711,46,1159,0.430742255990649,0.407279106962324,0.454205405018974,0.00745341614906832,0.00325207171292605,0.0116547605852106,0.0193146417445483,0.0125814846574965,0.0260477988316001,0.00776531492666091,0.00271180512980685,0.012818824723515,0.0011093307038087,0,0.00302577353268758,0.00431406384814495,0.000540855004625574,0.00808727269166433
