"date","region","population","sample_size","reach","sample_size_recent","reach_recent","p_infected","p_infected_low","p_infected_high","p_fatalities","p_fatalities_low","p_fatalities_high","p_hospital","p_hospital_low","p_hospital_high","p_recent","p_recent_low","p_recent_high","p_daily","p_daily_low","p_daily_high","p_active","p_active_low","p_active_high"
"2023/01/27","USAK",731545,1,50,0,0,0.3,0.172979816379776,0.427020183620224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023/01/27","USAL",4903185,11,360,10,345,0.333333333333333,0.284637636634634,0.382029030032032,0,0,0,0.00923076923076923,0,0.0196278546678116,0.0115942028985507,0.000298152182504998,0.0228902536145964,0.00165631469979296,0,0.0059472306650705,0.0144927536231884,0.00188191671613042,0.0271035905302464
"2023/01/27","USAR",3017825,6,130,1,15,0.538461538461538,0.45276609949387,0.624156977429207,0.00769230769230769,0,0.0227108546824709,0.0230769230769231,0,0.0488873715288082,0,0,0,0,0,0,0,0,0
"2023/01/27","USAZ",7278717,17,536,9,278,0.477611940298507,0.435325619048998,0.519898261548017,0.00570342205323194,0,0.0121389020773019,0.0361216730038023,0.020175728256389,0.0520676177512155,0.00359712230215827,0,0.010634660768626,0.000513874614594039,0,0.00317792638348465,0,0,0
"2023/01/27","USCA",39512223,91,2470,33,1009,0.456275303643725,0.436632538436723,0.475918068850727,0.00512601452370782,0.00223319501400536,0.00801883403341028,0.0197509660798626,0.014099960582249,0.0254019715774762,0.00594648166501487,0.00120256082657995,0.0106904025034498,0.000849497380716409,0,0.00264712190996411,0.00693756194251734,0.00181609678526282,0.0120590270997719
"2023/01/27","USCO",5758736,15,407,4,100,0.614250614250614,0.566959852704923,0.661541375796305,0.00737100737100737,0,0.015681136784513,0.0417690417690418,0.0223327575406628,0.0612053259974207,0.01,0,0.0295013954179879,0.00142857142857143,0,0.00883124567738067,0.02,0,0.0474394957835607
"2023/01/27","USCT",3565287,4,132,4,132,0.143939393939394,0.0840564398466394,0.203822348032149,0,0,0,0,0,0,0.00757575757575758,0,0.0223676194258866,0.00108225108225108,0,0.00669131003658039,0.00757575757575758,0,0.0223676194258866
"2023/01/27","USDC",705749,1,7,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023/01/27","USDE",973764,2,95,0,0,0.673684210526316,0.579401183592424,0.767967237460208,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023/01/27","USFL",21477737,57,1533,17,517,0.482713633398565,0.457699393405514,0.507727873391616,0.00665335994677312,0.00254338169293075,0.0107633382006155,0.0373387644263408,0.0276568011523057,0.0470207277003759,0,0,0,0,0,0,0,0,0
"2023/01/27","USGA",10617423,25,865,10,370,0.345664739884393,0.31397141959615,0.377358060172636,0.0153846153846154,0.0067473270036263,0.0240219037656045,0.0368421052631579,0.0234495866449479,0.0502346238813679,0.00540540540540541,0,0.0128765030425584,0.000772200772200772,0,0.00360257980743581,0.0189189189189189,0.00503705325290654,0.0328007845849313
"2023/01/27","USHI",1415872,3,84,1,5,0.416666666666667,0.311237390676528,0.522095942656805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2023/01/27","USIA",3155070,4,130,0,0,0.284615384615385,0.207048669671497,0.362182099559273,0.0153846153846154,0,0.0365415646793085,0.0153846153846154,0,0.0365415646793085,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023/01/27","USID",1787065,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023/01/27","USIL",12671821,34,843,16,368,0.410438908659549,0.377232418604778,0.44364539871432,0.005249343832021,0.000118601172348111,0.0103800864916939,0.0279542566709022,0.0164375567643025,0.0394709565775018,0,0,0,0,0,0,0,0,0
"2023/01/27","USIN",6732219,15,467,9,315,0.676659528907923,0.634236195991068,0.719082861824778,0.00537634408602151,0,0.0128073830939332,0.0645161290322581,0.0395512811555231,0.089480976908993,0.0253968253968254,0.00802296043782813,0.0427706903558227,0.0036281179138322,0,0.0102677534746264,0.0761904761904762,0.0468927189809778,0.105488233399975
"2023/01/27","USKS",2913314,4,93,1,28,0.419354838709677,0.319065942461443,0.519643734957912,0.010752688172043,0,0.0317139576772608,0.032258064516129,0,0.0681672496683082,0,0,0,0,0,0,0,0,0
"2023/01/27","USKY",4467673,10,271,4,171,0.40590405904059,0.347438051896422,0.464370066184759,0.0284552845528455,0.00767777929674213,0.0492327898089489,0.0346320346320346,0.0110529171559897,0.0582111521080796,0.0116959064327485,0,0.0278102372638737,0.00167084377610693,0,0.00779230123760055,0.0292397660818713,0.00398792941236439,0.0544916027513783
"2023/01/27","USLA",4648794,10,335,3,85,0.271641791044776,0.224010046317552,0.319273535772001,0.0119402985074627,0.000309089147868709,0.0235715078670567,0.026865671641791,0.00955113255090426,0.0441802107326778,0.0235294117647059,0,0.0557529886575895,0.00336134453781513,0,0.0156658455674599,0,0,0
"2023/01/27","USMA",6949503,20,612,10,237,0.470588235294118,0.431043405849542,0.510133064738693,0.0016750418760469,0,0.00495531287385101,0.0050251256281407,0,0.0106971807688572,0.00421940928270042,0,0.0124718340440598,0.000602772754671489,0,0.00372755526449739,0.00421940928270042,0,0.0124718340440598
"2023/01/27","USMD",6045680,9,158,4,46,0.443037974683544,0.365582375722792,0.520493573644297,0.00632911392405063,0,0.018694631150223,0.00909090909090909,0,0.0268275883383194,0,0,0,0,0,0,0,0,0
"2023/01/27","USME",1344212,4,135,2,80,0.555555555555556,0.471734390068432,0.639376721042679,0.0148148148148148,0,0.0351940676112953,0.0592592592592593,0.0194307279220446,0.0990877905964739,0,0,0,0,0,0,0,0,0
"2023/01/27","USMI",9986857,22,630,10,337,0.603174603174603,0.564971462339988,0.641377744009219,0.0115894039735099,0.00305390589993678,0.0201249020470831,0.033112582781457,0.0188429070403881,0.0473822585225258,0.0178041543026706,0.0036855143951583,0.031922794210183,0.00254345061466723,0,0.00792109139437916,0.00890207715133531,0,0.0189306030516846
"2023/01/27","USMN",5639632,8,265,4,165,0.320754716981132,0.264556181835703,0.376953252126561,0,0,0,0.0152671755725191,0.000420268075539156,0.030114083069499,0,0,0,0,0,0,0,0,0
"2023/01/27","USMO",6137428,20,582,11,314,0.467353951890034,0.42681906990055,0.507888833879519,0.0101626016260163,0.00130023076957858,0.0190249724824539,0.0345528455284553,0.018414028332673,0.0506916627242375,0.0318471337579618,0.012425292027454,0.0512689754884696,0.00454959053685168,0,0.0119931255871577,0,0,0
"2023/01/27","USMS",2976149,7,194,5,124,0.5,0.429641393335127,0.570358606664873,0,0,0,0.0277777777777778,0.000936797906155605,0.0546187576493999,0,0,0,0,0,0,0.0161290322580645,0,0.0383013184894028
"2023/01/27","USMT",1068778,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023/01/27","USNC",10488084,23,614,12,288,0.423452768729642,0.38437013349592,0.462535403963364,0.0172117039586919,0.00663617870722591,0.0277872292101579,0.0352348993288591,0.0204328355512235,0.0500369631064946,0.00694444444444444,0,0.0165353005187702,0.000992063492063492,0,0.00462791426701671,0.00694444444444444,0,0.0165353005187702
"2023/01/27","USND",762062,3,72,2,37,0.597222222222222,0.483934570897651,0.710509873546793,0.0138888888888889,0,0.0409209101740469,0.0277777777777778,0,0.0657366555396091,0,0,0,0,0,0,0,0,0
"2023/01/27","USNE",1934408,4,63,1,3,0.555555555555556,0.432853933285283,0.678257177825828,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023/01/27","USNH",1359711,2,30,2,30,0.666666666666667,0.497979825082445,0.835353508250888,0.0333333333333333,0,0.0975673689058452,0.133333333333333,0.0116915219677371,0.25497514469893,0,0,0,0,0,0,0.0333333333333333,0,0.0975673689058452
"2023/01/27","USNJ",8882190,27,756,11,353,0.588624338624339,0.553547083799826,0.623701593448852,0.00327332242225859,0,0.00780240166969337,0.0147299509001637,0.00517769879342299,0.0242822030069043,0.0028328611898017,0,0.00837729706142678,0.000404694455685957,0,0.00250284414745724,0.0056657223796034,0,0.0134955930559386
"2023/01/27","USNM",2096829,2,30,1,20,0.733333333333333,0.575091049285039,0.891575617381627,0,0,0,0.1,0,0.231478381086487,0.05,0,0.145516829402721,0.00714285714285714,0,0.044050172663911,0,0,0
"2023/01/27","USNV",3080156,8,103,5,65,0.436893203883495,0.341104894634856,0.532681513132134,0,0,0,0.029126213592233,0,0.0616014918797559,0,0,0,0,0,0,0,0,0
"2023/01/27","USNY",19453561,46,1603,27,956,0.573300062383032,0.549087897986228,0.597512226779836,0.00844704353476283,0.00387469735366889,0.0130193897158568,0.0272904483430799,0.019150423944209,0.0354304727419509,0.00627615062761506,0.00127006031282497,0.0112822409424052,0.000896592946802152,0,0.00279383186118537,0.00977198697068404,0.00341900943574816,0.0161249645056199
"2023/01/27","USOH",11689100,26,662,16,380,0.418429003021148,0.380851202545452,0.456006803496845,0.00343642611683849,0,0.00819079208593405,0.017636684303351,0.00680237823360472,0.0284709903730972,0.00789473684210526,0,0.0167929744522612,0.00112781954887218,0,0.00450248760551136,0.00789473684210526,0,0.0167929744522612
"2023/01/27","USOK",3956971,8,302,4,222,0.387417218543046,0.33247369952172,0.442360737564372,0.00662251655629139,0,0.0157702457996816,0.0298013245033113,0.0106237913821274,0.0489788576244951,0.00900900900900901,0,0.0214382602725515,0.00128700128700129,0,0.00600308435032843,0.0045045045045045,0,0.0133132642744041
"2023/01/27","USOR",4217737,9,262,2,50,0.293893129770992,0.238732733074273,0.349053526467712,0.00843881856540084,0,0.0200847572966023,0.0253164556962025,0.0053175060398349,0.0453154053525702,0,0,0,0,0,0,0,0,0
