ISO2,ISO_3,country_agg,region_agg,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope
LY,LBY,Libya,Al Butnan,2020-05-11,2020-05-03,100,12,9,0.01,0.0195013954179879,0.00385344658359702,0.000135987511504187,0,0,0,0,0.00249413145539906,0.00118413358687357,0,0,0.00371504438615429,0.00724686877224673,0.00143079244344307,5.06031772100075e-05,2.65874334991034e-05,5.18544756628632e-05,8.20303517235884e-06,3.94950904856581e-07,0.00159417456663384,0.000882386060214416,,,,,
LY,LBY,Libya,Al Butnan,2020-05-12,2020-05-03,110,10,10,0.00909090909090909,0.0177366792474103,0.00358845820784091,0.000126652956585609,0,0,0,0,0.0022588360350784,0.00107254934723455,0,0,0.00334982543884388,0.00653446671394191,0.00128855959668381,4.56454683693326e-05,4.19138922812042e-05,8.17463122299791e-05,1.3034763929923e-05,6.27575174869205e-07,0.00151501847692203,0.000856669144926453,,,,,
LY,LBY,Libya,Al Butnan,2020-05-13,2020-05-04,109,11,10,0.0091743119266055,0.0178986477811282,0.00345576055711985,0.000121977576379039,0,0,0,0,0.00214621059691482,0.00105049475900077,0,0,0.0029932670016222,0.00583894884595542,0.00114921193215119,4.08219048190712e-05,6.50948569713735e-05,0.00012695725225724,2.03830850771254e-05,9.81358454721162e-07,0.00143282713570218,0.000829861662061108,,,,,
LY,LBY,Libya,Al Butnan,2020-05-14,2020-05-05,104,7,10,0,0,0,0,0,0,0,0,0.00225352112676056,0.00110296018526087,0,0,0.00265421667721893,0.0051775732807636,0.00101596228044232,3.62606497783708e-05,9.96341973370146e-05,0.000194321219907647,3.13975474479427e-05,1.51164289372939e-06,0.00134918282014159,0.000802450364694461,,,,,
LY,LBY,Libya,Al Butnan,2020-05-15,2020-05-07,105,15,9,0,0,0,0,0,0,0,0,0.00197183098591549,0.00103187041240234,1,0,0.00234318665304087,0.00457084499049321,0.00089261936790648,3.21162892601907e-05,0.000150237393753178,0.000293015664589738,4.7647438333007e-05,2.29397549362482e-06,0.00126620115060235,0.000775099366754176,,,,,
LY,LBY,Libya,Al Butnan,2020-05-16,2020-05-08,101,9,9,0,0,0,0,0,0,0,0,0.000580804414113547,0.000569012552346139,1,0,0.00207224827519637,0.00404230998008606,0.000783836053850133,2.85737305409626e-05,0.00022266716552266,0.000434279881218955,7.10783369757705e-05,3.42201603233746e-06,0.00118666272959078,0.000748680595228817,,,,,
LY,LBY,Libya,Al Butnan,2020-05-17,2020-05-08,114,13,10,0,0,0,0,0,0,0,0,0.000516862643752423,0.000506385166814826,1,0,0.00185460148282216,0.00361771627242505,0.000694283044925368,2.58322197533991e-05,0.000324443840327276,0.000632781583808084,0.000104267654364632,5.01983919553643e-06,0.00111393515716637,0.000724252699525837,-0.000310073817222022,-0.000122751566419618,4.96427344713622e-05,1.60107698653789e-05,-8.0039901577913e-05
LY,LBY,Libya,Al Butnan,2020-05-18,2020-05-09,106,9,10,0,0,0,0,0,0,0,0,0.000683713934089977,0.000599085767813396,1,0,0.00170411263509352,0.00332411118876855,0.000629197484326903,2.41115161397408e-05,0.000464084030581829,0.00090513162025504,0.000150189679903764,7.23062075442568e-06,0.00105198893302555,0.000703061796329579,-0.000274285467291726,-0.000109893685392818,7.03616897167708e-05,2.28591526623069e-05,-7.71715906494129e-05
LY,LBY,Libya,Al Butnan,2020-05-19,2020-05-10,105,8,10,0,0,0,0,0,0,0,0,0.000690417011875173,0.000604957128759163,1,0,0.0016343444327894,0.00318794988998649,0.000593852131192273,2.3634892973941e-05,0.000650763068001822,0.00126922577981007,0.000212127407909506,1.02123915272666e-05,0.0010053041104313,0.000686491752665068,-0.000226487094805468,-9.2559966826486e-05,9.76113685050748e-05,3.19573871387301e-05,-7.12538375451468e-05
LY,LBY,Libya,Al Butnan,2020-05-20,2020-05-11,102,8,10,0,0,0,0,0,0,0,0,0.000574877838459327,0.000563207971721789,1,0,0.00165736407790671,0.00323277104350708,0.000593250677512364,2.46135498191832e-05,0.000893430107451945,0.00174251898209008,0.000293394417208392,1.41246472574855e-05,0.000978631332213516,0.000675980983033331,-0.000166142099885371,-7.0451933821659e-05,0.000132299318352488,4.36661449600748e-05,-6.17585813213448e-05
