ISO2,ISO_3,country_agg,region_agg,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope,p_cases_infected,p_cases_infected_smooth,p_cases_active
GH,GHA,Ghana,Ahafo,2020-05-29,2020-05-02,100,6,28,0.02,0.0274394957835608,0.024726968054538,0.000152562994106167,0.02,0.0274394957835608,0.024726968054538,0.000152562994106167,0.00258695027306697,0.00119354127451567,1,0,,,0.0197504184376059,0.0271004617006999,0.0262466794671306,0.000161809038402875,0.0197504184376059,0.0271004617006999,0.0262466794671306,0.000161809038402875,0.00187067821368677,0.00100142776151331,,,,,,,,0.0197504184376059
GH,GHA,Ghana,Ahafo,2020-05-30,2020-05-04,101,6,27,0.0198019801980198,0.0271705622473482,0.0245517242479232,0.000151495365853743,0.0198019801980198,0.0271705622473482,0.0245517242479232,0.000151495365853743,0.00256081946222791,0.00118150077856617,1,0,,,0.0197513549053379,0.0271013045958999,0.0263322102758006,0.000162326426738546,0.0197513549053379,0.0271013045958999,0.0263322102758006,0.000162326426738546,0.00183578393947198,0.000992296854885247,,,,,,,,0.0197513549053379
GH,GHA,Ghana,Ahafo,2020-05-31,2020-05-08,101,10,24,0.0198019801980198,0.0271705622473482,0.0274331356440491,0.000169024793189547,0.0198019801980198,0.0271705622473482,0.0274331356440491,0.000169024793189547,0.00156494522691706,0.00092408261656366,1,0,,,0.0197539707535642,0.0271041057415431,0.0264252083552425,0.000162887035854367,0.0197539707535642,0.0271041057415431,0.0264252083552425,0.000162887035854367,0.00179948148243953,0.00098279444583127,,,,,,,,0.0197539707535642
GH,GHA,Ghana,Ahafo,2020-06-01,2020-05-08,105,4,25,0.0190476190476191,0.0261455482229834,0.0266243393812027,0.000164109721970389,0.0190476190476191,0.0261455482229834,0.0266243393812027,0.000164109721970389,0.00150417065499795,0.000888222944763499,1,0,,,0.0197580909930625,0.0271087275673748,0.0265259283562754,0.000163494121797386,0.0197580909930625,0.0271087275673748,0.0265259283562754,0.000163494121797386,0.00176186251013391,0.000972933328898874,,,,,,,,0.0197580909930625
GH,GHA,Ghana,Ahafo,2020-06-02,2020-05-09,101,3,25,0.0198019801980198,0.0271705622473482,0.026733007764156,0.000164770344526245,0.0198019801980198,0.0271705622473482,0.026733007764156,0.000164770344526245,0.00156494522691706,0.00092408261656366,1,0,,,0.0197641777966139,0.0271152905265405,0.0266359061775995,0.000164153392458095,0.0197641777966139,0.0271152905265405,0.0266359061775995,0.000164153392458095,0.00172314923761488,0.000962757402012626,,,,,,,,0.0197641777966139
GH,GHA,Ghana,Ahafo,2020-06-03,2020-05-10,100,1,25,0.02,0.0274394957835608,0.0269127919329548,0.000165863132573277,0.02,0.0274394957835608,0.0269127919329548,0.000165863132573277,0.00158091405576315,0.000933504565758941,1,0,,,0.0197720749742281,0.0271233564928242,0.0267557065334416,0.000164866432036447,0.0197720749742281,0.0271233564928242,0.0267557065334416,0.000164866432036447,0.00168372901182053,0.000952352478617564,,,,,,,,0.0197720749742281
GH,GHA,Ghana,Ahafo,2020-06-06,2020-05-10,102,2,26,0.0196078431372549,0.0269068483623884,0.0263923841791184,0.000162699355825639,0.0196078431372549,0.0269068483623884,0.0263923841791184,0.000162699355825639,0.00154929577464789,0.000914848959976437,1,0,,,0.019810602307409,0.0271542395104772,0.0271779899158855,0.000167313544346364,0.019810602307409,0.0271542395104772,0.0271779899158855,0.000167313544346364,0.00156739874901137,0.000921227960241858,1.00306449671815e-05,0.000155218408125807,1.00306449671815e-05,0.000155218408125807,-5.05465774459001e-05,,,0.019810602307409
GH,GHA,Ghana,Ahafo,2020-06-07,2020-05-11,100,1,26,0.02,0.0274394957835608,0.0275475764360477,0.000169719915221493,0.02,0.0274394957835608,0.0275475764360477,0.000169719915221493,0.00158091405576315,0.000933504565758941,1,0,,,0.0198302449473914,0.0271658231244639,0.0273389757023292,0.00016821025122639,0.0198302449473914,0.0271658231244639,0.0273389757023292,0.00016821025122639,0.00153188128794558,0.000911545658197058,1.31483403422647e-05,0.000167794237754762,1.31483403422647e-05,0.000167794237754762,-5.06504419210671e-05,,,0.0198302449473914
GH,GHA,Ghana,Ahafo,2020-06-09,2020-05-11,101,1,27,0.0198019801980198,0.0271705622473482,0.0273937645691555,0.000168785630983294,0.0198019801980198,0.0271705622473482,0.0273937645691555,0.000168785630983294,0.00156494522691706,0.00092408261656366,1,0,,,0.0198828682359605,0.0271889859849743,0.027682342308307,0.00017004688317327,0.0198828682359605,0.0271889859849743,0.027682342308307,0.00017004688317327,0.00147010286331346,0.000894410325860451,2.14829137327154e-05,0.00020952232551076,2.14829137327154e-05,0.00020952232551076,-5.48964365210123e-05,,,0.0198828682359605
GH,GHA,Ghana,Ahafo,2020-06-10,2020-05-12,101,2,27,0.0198019801980198,0.0271705622473482,0.0272954477402646,0.000168188355704182,0.0198019801980198,0.0271705622473482,0.0272954477402646,0.000168188355704182,0.00156494522691706,0.00092408261656366,1,0,,,0.0199170124404244,0.027200475745988,0.0278594353955315,0.000170952475548807,0.0199166760238951,0.0272002085754592,0.0278591316023587,0.000170951349122614,0.0014447768114415,0.000887248804702728,2.64869078936524e-05,0.000222251173209354,2.64308384720988e-05,0.000222200541013889,-5.2847616448735e-05,,,0.0199170124404244
