ISO2,ISO_3,country_agg,region_agg,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope,p_cases_infected,p_cases_infected_smooth,p_cases_active
JE,JEY,Jersey,Saint Martin,2020-10-07,2020-05-09,100,2,76,0.01,0.0195013954179879,0.00203587359745041,6.292077957147e-05,0.01,0.0195013954179879,0.00203587359745041,6.292077957147e-05,0.00689553990610329,0.00196455822304454,8,0,,,0.00999696386344396,0.0194955041347059,0.00200635559160818,6.20093942862051e-05,0.00999696386344396,0.0194955041347059,0.00200635559160818,6.20093942862051e-05,0.00689343373858426,0.00196394961492054,,,,,,,,0.00999696386344396
JE,JEY,Jersey,Saint Martin,2020-10-08,2020-05-10,100,1,76,0.01,0.0195013954179879,0.00201857492449007,6.23866868859626e-05,0.01,0.0195013954179879,0.00201857492449007,6.23866868859626e-05,0.00689553990610329,0.00196455822304454,8,0,,,0.00999591954535752,0.0194934777523051,0.00200228762571002,6.18837899113353e-05,0.00999591954535752,0.0194934777523051,0.00200228762571002,6.18837899113353e-05,0.00689274279275749,0.00196374496457449,,,,,,,,0.00999591954535752
JE,JEY,Jersey,Saint Martin,2020-10-11,2020-05-11,100,1,76,0.01,0.0195013954179879,0.00198971688188246,6.14956805945198e-05,0.01,0.0195013954179879,0.00198971688188246,6.14956805945198e-05,0.00689553990610329,0.00196455822304454,8,0,,,0.00999102117025124,0.0194839730034772,0.00198460312647136,6.13377484902688e-05,0.00999102117025124,0.0194839730034772,0.00198460312647136,6.13377484902688e-05,0.00689013217240978,0.00196287229483485,,,,,,,,0.00999102117025124
JE,JEY,Jersey,Saint Martin,2020-10-16,2020-05-12,100,1,76,0.01,0.0195013954179879,0.00195357639165835,6.03797887513128e-05,0.01,0.0195013954179879,0.00195357639165835,6.03797887513128e-05,0.00689553990610329,0.00196455822304454,8,0,,,0.00997949064571273,0.0194615993107292,0.00193485760676428,5.98017165186132e-05,0.00997949064571273,0.0194615993107292,0.00193485760676428,5.98017165186132e-05,0.00689300411354355,0.00196206673098881,,,,,,,,0.00997949064571273
JE,JEY,Jersey,Saint Martin,2020-10-19,2020-05-13,101,2,76,0.0099009900990099,0.0193092777830645,0.00192707718051078,5.95615601462474e-05,0.0099009900990099,0.0193092777830645,0.00192707718051078,5.95615601462474e-05,0.00682445186583418,0.00194437463250846,8,0,,,0.00997541057275811,0.019453682385669,0.00189728360833438,5.86414705413246e-05,0.00997541057275811,0.019453682385669,0.00189728360833438,5.86414705413246e-05,0.00691668941549009,0.00196491057235157,,,,,,,,0.00997541057275811
JE,JEY,Jersey,Saint Martin,2020-10-21,2020-05-14,100,1,76,0.01,0.0195013954179879,0.00190636012163735,5.89218546230603e-05,0.01,0.0195013954179879,0.00190636012163735,5.89218546230603e-05,0.00689553990610329,0.00196455822304454,8,0,,,0.00997441686756936,0.0194517542119332,0.00187060309624944,5.78175830072012e-05,0.00997441686756936,0.0194517542119332,0.00187060309624944,5.78175830072012e-05,0.00695173869703985,0.00196963120689016,,,,,,,,0.00997441686756936
JE,JEY,Jersey,Saint Martin,2020-10-24,2020-05-15,100,1,76,0.01,0.0195013954179879,0.0017555257598287,5.42639599431068e-05,0.01,0.0195013954179879,0.0017555257598287,5.42639599431068e-05,0.00689553990610329,0.00196455822304454,8,0,,,0.00997297062952097,0.0194489479488159,0.00182794265430237,5.65002067261259e-05,0.00997297062952097,0.0194489479488159,0.00182794265430237,5.65002067261259e-05,0.00704642829071868,0.00198244834523196,-3.99887232049809e-06,-2.97354895509679e-05,-3.99887232049809e-06,-2.97354895509679e-05,2.54990920224027e-05,,,0.00997297062952097
JE,JEY,Jersey,Saint Martin,2020-10-28,2020-05-17,100,1,76,0.01,0.0195013954179879,0.00175377392240784,5.4209857557976e-05,0.01,0.0195013954179879,0.00175377392240784,5.4209857557976e-05,0.00718896713615023,0.00200562551814684,8,0,,,0.00996626032829,0.0194359273600745,0.00176503587770489,5.45575305502892e-05,0.00996626032829,0.0194359273600745,0.00176503587770489,5.45575305502892e-05,0.00726124031361981,0.00201085253943729,-4.9432028445875e-06,-3.95419580008541e-05,-4.9432028445875e-06,-3.95419580008541e-05,6.14162534770536e-05,,,0.00996626032829
JE,JEY,Jersey,Saint Martin,2020-10-31,2020-05-17,101,1,77,0.0099009900990099,0.0193092777830645,0.00174918331926044,5.40680844878599e-05,0.0099009900990099,0.0193092777830645,0.00174918331926044,5.40680844878599e-05,0.0076956584870045,0.00206385123017447,8,0,,,0.00996057621110031,0.0194248979666483,0.00171443707255054,5.29948645646392e-05,0.00996057621110031,0.0194248979666483,0.00171443707255054,5.29948645646392e-05,0.00745190071599126,0.00203574580198122,-5.07415985848946e-06,-4.50276756534698e-05,-5.07415985848946e-06,-4.50276756534698e-05,9.3628090596913e-05,,,0.00996057621110031
JE,JEY,Jersey,Saint Martin,2020-11-06,2020-05-18,101,2,77,0.0099009900990099,0.0193092777830645,0.00162054249703238,5.00949632349727e-05,0.0099009900990099,0.0193092777830645,0.00162054249703238,5.00949632349727e-05,0.0076956584870045,0.00206385123017447,8,0,,,0.00996838702301691,0.0194373864890633,0.00163530680716456,5.03914469618025e-05,0.00996606054893355,0.0194355397105861,0.00162899576478927,5.03559878039632e-05,0.00768732183992561,0.00206760645085512,-1.85060378263645e-06,-4.99251332666209e-05,-2.23834946319641e-06,-5.09769736625013e-05,0.000132386287730344,,,0.00996838702301691
JE,JEY,Jersey,Saint Martin,2020-11-07,2020-05-19,100,1,77,0.01,0.0195013954179879,0.00163315233777363,5.04844456755679e-05,0.01,0.0195013954179879,0.00163315233777363,5.04844456755679e-05,0.0076956584870045,0.00206385123017447,8,0,,,0.00997260388128012,0.0194431789188903,0.00162997939187719,5.00840215053021e-05,0.00996819302073443,0.0194396775335193,0.00161801384934837,5.00167920491292e-05,0.00770409004066945,0.00207015356010422,-4.67781912998124e-07,-4.45507027428647e-05,-1.20292533727952e-06,-4.65449598310022e-05,0.000131233437529894,,,0.00997260388128012
JE,JEY,Jersey,Saint Martin,2020-11-08,2020-05-25,100,3,76,0.01,0.0195013954179879,0.00160924126880056,4.97458959614362e-05,0.01,0.0195013954179879,0.00160924126880056,4.97458959614362e-05,0.00777582159624413,0.00208526544650757,9,0,,,0.00997835374378677,0.0194500677864987,0.00162963940884254,4.98183474870907e-05,0.00997022041781283,0.01944361147071,0.00160757544686208,4.96943792042204e-05,0.00771689454442356,0.00207220169245248,6.56146036234819e-07,-4.01606145678172e-05,-6.99408292754768e-07,-4.3837941564561e-05,0.000127525974563952,,,0.00997835374378677
JE,JEY,Jersey,Saint Martin,2020-11-11,2020-05-27,100,1,76,0.01,0.0195013954179879,0.00159918154845238,4.943517249906e-05,0.01,0.0195013954179879,0.00159918154845238,4.943517249906e-05,0.00777582159624413,0.00208526544650757,9,0,,,0.0100221278441382,0.0194901739921856,0.00170638915708072,4.95051711776246e-05,0.00997489252732126,0.0194526771738906,0.00157811672898438,4.87844602657973e-05,0.00773974012590549,0.00207630164031599,8.19286910286986e-06,-2.02589162036078e-05,3.20316300047909e-07,-4.16376542196643e-05,0.000115551972531136,,,0.0100221278441382
JE,JEY,Jersey,Saint Martin,2020-11-15,2020-05-30,100,1,76,0.01,0.0195013954179879,0.00152456901162104,4.71304513699736e-05,0.01,0.0195013954179879,0.00152456901162104,4.71304513699736e-05,0.00777582159624413,0.00208526544650757,9,0,,,0.0102930144706354,0.0197089669110034,0.00239891947219854,5.25165357806968e-05,0.00997816414318768,0.019459025351585,0.00154330569433006,4.77091896987478e-05,0.00775278509546405,0.00207918781144625,5.44590237242417e-05,0.000105647265748942,1.98396914961411e-06,-3.69550305624729e-05,8.19241303073738e-05,,,0.0102930144706354
JE,JEY,Jersey,Saint Martin,2020-11-16,2020-05-31,101,2,76,0.0099009900990099,0.0193092777830645,0.00150843814184194,4.66321591341114e-05,0.0099009900990099,0.0193092777830645,0.00150843814184194,4.66321591341114e-05,0.0076956584870045,0.00206385123017447,9,0,,,0.0104524908900785,0.0198362607445495,0.00282359994146535,5.47170194985718e-05,0.00997876841814866,0.0194601978585546,0.00153596028657132,4.74822959154255e-05,0.00775469827612109,0.00207966054982552,8.1985779829706e-05,0.000184860478152469,3.03203450805877e-06,-2.97461309965367e-05,5.04662600216389e-05,,,0.0104524908900785
JE,JEY,Jersey,Saint Martin,2020-11-18,2020-06-01,100,1,76,0.01,0.0195013954179879,0.00150817119024203,4.66239127713965e-05,0.01,0.0195013954179879,0.00150817119024203,4.66239127713965e-05,0.00777582159624413,0.00208526544650757,10,0,,,0.0109719729543568,0.020249822862625,0.00422149520750336,6.22476590502093e-05,0.00997978389196775,0.0194621681866841,0.00152315674320914,4.70868014602843e-05,0.00775738757407836,0.00208035701814579,0.000167264321889974,0.000431031400056467,2.28722383903337e-06,-1.76398369300218e-05,1.1677622358792e-05,,,0.0109719729543568
JE,JEY,Jersey,Saint Martin,2020-11-19,2020-06-04,100,1,76,0.01,0.0195013954179879,0.0015086171496073,4.66376888354969e-05,0.01,0.0195013954179879,0.0015086171496073,4.66376888354969e-05,0.00777582159624413,0.00208526544650757,10,0,,,0.0113592202924874,0.0205575334635901,0.00526955219070504,6.79953123014767e-05,0.00998003269663666,0.0194626508873223,0.00151757968406874,4.6914527484427e-05,0.00775815697568084,0.00208056517378083,0.000231102735201216,0.000606595466471307,1.97327931703885e-06,-1.67390275466051e-05,9.01115583523176e-06,,,0.0113592202924874
JE,JEY,Jersey,Saint Martin,2020-11-24,2020-06-05,100,1,76,0.01,0.0195013954179879,0.00150954105874896,4.66662291551064e-05,0.01,0.0195013954179879,0.00150954105874896,4.66662291551064e-05,0.00777582159624413,0.00208526544650757,10,0,,,0.0145845846041296,0.0231097172352997,0.0140772070562168,0.000116923682640459,0.00996912361691423,0.019441447474614,0.00149493841347755,4.62151173742266e-05,0.00775154937406073,0.00207904767253311,0.000767705143390469,0.00207459460789572,-1.82800149766659e-07,-1.87728388974217e-05,5.77580493952891e-06,,,0.0145845846041296
