"date","region","country","ISO2","ISO3","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_anosmia_14days","p_anosmia_14days_low","p_anosmia_14days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high"
2020-05-06,"-99","Norfolk Island","NF","NFK",0,0,0,0,0,0,0.0566037735849057,0.0254973615409429,0.0877101856288685
2020-05-07,"-99","Norfolk Island","NF","NFK",0,0,0,0,0,0,0.0566037735849057,0.0254973615409429,0.0877101856288685
2020-05-08,"-99","Norfolk Island","NF","NFK",0,0,0,0,0,0,0.0566037735849057,0.0254973615409429,0.0877101856288685
2020-05-09,"-99","Norfolk Island","NF","NFK",0,0,0,0,0,0,0.0566037735849057,0.0254973615409429,0.0877101856288685
2020-05-10,"-99","Norfolk Island","NF","NFK",0,0,0,0,0,0,0.0754716981132075,0.0344133289764921,0.116530067249923
2020-05-11,"-99","Norfolk Island","NF","NFK",0,0,0,0,0,0,0.0754716981132075,0.0344133289764921,0.116530067249923
2020-05-12,"-99","Norfolk Island","NF","NFK",0,0,0,0,0,0,0.0754716981132075,0.0344133289764921,0.116530067249923
2020-05-13,"-99","Norfolk Island","NF","NFK",0,0,0,0,0,0,0,0,0
2020-05-14,"-99","Norfolk Island","NF","NFK",0,0,0,0,0,0,0,0,0
2020-05-15,"-99","Norfolk Island","NF","NFK",0,0,0,0,0,0,0,0,0
2020-05-16,"-99","Norfolk Island","NF","NFK",0,0,0,0,0,0,0,0,0
2020-05-17,"-99","Norfolk Island","NF","NFK",0,0,0,0,0,0,0,0,0
2020-05-18,"-99","Norfolk Island","NF","NFK",0,0,0,0,0,0,0,0,0
2020-05-19,"-99","Norfolk Island","NF","NFK",0,0,0,0,0,0,0,0,0
2020-05-20,"-99","Norfolk Island","NF","NFK",0,0,0,0,0,0,0,0,0
2020-05-21,"-99","Norfolk Island","NF","NFK",0,0,0,0,0,0,0,0,0
2020-05-22,"-99","Norfolk Island","NF","NFK",0,0,0,0,0,0,0,0,0
2020-05-23,"-99","Norfolk Island","NF","NFK",0,0,0,0,0,0,0,0,0
2020-05-24,"-99","Norfolk Island","NF","NFK",0,0,0,0,0,0,0,0,0
2020-05-25,"-99","Norfolk Island","NF","NFK",0,0,0,0,0,0,0,0,0
2020-05-26,"-99","Norfolk Island","NF","NFK",0,0,0,0,0,0,0,0,0
2020-05-27,"-99","Norfolk Island","NF","NFK",0,0,0,0,0,0,0,0,0
2020-05-28,"-99","Norfolk Island","NF","NFK",0,0,0,0,0,0,0,0,0
2020-05-29,"-99","Norfolk Island","NF","NFK",0.125,0,0.354172303767662,0.125,0,0.354172303767662,0.00471698113207547,0,0.011238826979279
2020-05-30,"-99","Norfolk Island","NF","NFK",0.142857142857143,0,0.402082007388211,0.142857142857143,0,0.402082007388211,0.00539083557951483,0,0.0128418500615798
2020-05-31,"-99","Norfolk Island","NF","NFK",0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.00628930817610063,0,0.0149782312081253
2020-06-01,"-99","Norfolk Island","NF","NFK",0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.00628930817610063,0,0.0149782312081253
2020-06-02,"-99","Norfolk Island","NF","NFK",0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.00628930817610063,0,0.0149782312081253
2020-06-03,"-99","Norfolk Island","NF","NFK",0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.00628930817610063,0,0.0149782312081253
2020-06-04,"-99","Norfolk Island","NF","NFK",0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.00754716981132075,0,0.0179672761780292
2020-06-05,"-99","Norfolk Island","NF","NFK",0.4,0,0.829406594492118,0.4,0,0.829406594492118,0.0113207547169811,0,0.024058441138122
2020-06-06,"-99","Norfolk Island","NF","NFK",0.5,0.0100090038649866,0.989990996135013,0.5,0.0100090038649866,0.989990996135013,0.0141509433962264,0,0.0300502458133923
2020-06-07,"-99","Norfolk Island","NF","NFK",0.5,0.0100090038649866,0.989990996135013,0.5,0.0100090038649866,0.989990996135013,0.0141509433962264,0,0.0300502458133923
2020-06-08,"-99","Norfolk Island","NF","NFK",0.4,0,0.829406594492118,0.4,0,0.829406594492118,0.0113207547169811,0,0.024058441138122
2020-06-09,"-99","Norfolk Island","NF","NFK",0.4,0,0.829406594492118,0.4,0,0.829406594492118,0.0113207547169811,0,0.024058441138122
2020-06-10,"-99","Norfolk Island","NF","NFK",0.5,0.0100090038649866,0.989990996135013,0.5,0.0100090038649866,0.989990996135013,0.0141509433962264,0,0.0300502458133923
2020-06-11,"-99","Norfolk Island","NF","NFK",0.4,0,0.829406594492118,0.4,0,0.829406594492118,0.0150943396226415,0.000414222198662526,0.0297744570466205
2020-06-12,"-99","Norfolk Island","NF","NFK",0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.00754716981132075,0,0.0179672761780292
2020-06-13,"-99","Norfolk Island","NF","NFK",0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.00628930817610063,0,0.0149782312081253
2020-06-14,"-99","Norfolk Island","NF","NFK",0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.00628930817610063,0,0.0149782312081253
2020-06-15,"-99","Norfolk Island","NF","NFK",0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.00628930817610063,0,0.0149782312081253
