"date","region","country","ISO2","ISO3","count_14days","count_local_14days","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_cliWHO_14days","p_cliWHO_14days_low","p_cliWHO_14days_high","p_anosmia_14days","p_anosmia_14days_low","p_anosmia_14days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high"
2020-05-06,"-99","Heard Island and McDonald Islands","HM","HMD",1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"-99","Heard Island and McDonald Islands","HM","HMD",3,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"-99","Heard Island and McDonald Islands","HM","HMD",3,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-09,"-99","Heard Island and McDonald Islands","HM","HMD",3,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-10,"-99","Heard Island and McDonald Islands","HM","HMD",5,4,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-11,"-99","Heard Island and McDonald Islands","HM","HMD",6,5,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-12,"-99","Heard Island and McDonald Islands","HM","HMD",7,6,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-13,"-99","Heard Island and McDonald Islands","HM","HMD",7,6,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-14,"-99","Heard Island and McDonald Islands","HM","HMD",7,6,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-15,"-99","Heard Island and McDonald Islands","HM","HMD",7,6,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-16,"-99","Heard Island and McDonald Islands","HM","HMD",7,6,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-17,"-99","Heard Island and McDonald Islands","HM","HMD",6,5,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-18,"-99","Heard Island and McDonald Islands","HM","HMD",7,6,0.142857142857143,0,0.402082007388211,0.142857142857143,0,0.402082007388211,0.142857142857143,0,0.402082007388211,0.00314465408805031,0,0.00929836431956434
2020-05-19,"-99","Heard Island and McDonald Islands","HM","HMD",8,7,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0.00269541778975741,0,0.00797121493606835
2020-05-20,"-99","Heard Island and McDonald Islands","HM","HMD",10,9,0.1,0,0.285938509691368,0.1,0,0.285938509691368,0.1,0,0.285938509691368,0.00209643605870021,0,0.00620106590578278
2020-05-21,"-99","Heard Island and McDonald Islands","HM","HMD",8,8,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0.00235849056603774,0,0.00697559278741737
2020-05-22,"-99","Heard Island and McDonald Islands","HM","HMD",8,8,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0.00235849056603774,0,0.00697559278741737
2020-05-23,"-99","Heard Island and McDonald Islands","HM","HMD",8,8,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0.00235849056603774,0,0.00697559278741737
2020-05-24,"-99","Heard Island and McDonald Islands","HM","HMD",7,7,0.142857142857143,0,0.402082007388211,0.142857142857143,0,0.402082007388211,0.142857142857143,0,0.402082007388211,0.00269541778975741,0,0.00797121493606835
2020-05-25,"-99","Heard Island and McDonald Islands","HM","HMD",6,6,0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.00314465408805031,0,0.00929836431956434
2020-05-26,"-99","Heard Island and McDonald Islands","HM","HMD",5,5,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.00377358490566038,0,0.0111557073357215
2020-05-27,"-99","Heard Island and McDonald Islands","HM","HMD",7,7,0.142857142857143,0,0.402082007388211,0.142857142857143,0,0.402082007388211,0.142857142857143,0,0.402082007388211,0.00269541778975741,0,0.00797121493606835
2020-05-28,"-99","Heard Island and McDonald Islands","HM","HMD",7,7,0.142857142857143,0,0.402082007388211,0.142857142857143,0,0.402082007388211,0.142857142857143,0,0.402082007388211,0.00269541778975741,0,0.00797121493606835
2020-05-29,"-99","Heard Island and McDonald Islands","HM","HMD",7,7,0.142857142857143,0,0.402082007388211,0.142857142857143,0,0.402082007388211,0.142857142857143,0,0.402082007388211,0.00269541778975741,0,0.00797121493606835
2020-05-30,"-99","Heard Island and McDonald Islands","HM","HMD",7,7,0.142857142857143,0,0.402082007388211,0.142857142857143,0,0.402082007388211,0.142857142857143,0,0.402082007388211,0.00269541778975741,0,0.00797121493606835
2020-05-31,"-99","Heard Island and McDonald Islands","HM","HMD",8,8,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0.00235849056603774,0,0.00697559278741737
2020-06-01,"-99","Heard Island and McDonald Islands","HM","HMD",7,7,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-02,"-99","Heard Island and McDonald Islands","HM","HMD",6,6,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-03,"-99","Heard Island and McDonald Islands","HM","HMD",5,4,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-04,"-99","Heard Island and McDonald Islands","HM","HMD",6,5,0,0,0,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215
2020-06-05,"-99","Heard Island and McDonald Islands","HM","HMD",6,5,0,0,0,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215
2020-06-06,"-99","Heard Island and McDonald Islands","HM","HMD",6,5,0,0,0,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215
2020-06-07,"-99","Heard Island and McDonald Islands","HM","HMD",6,5,0,0,0,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215
2020-06-08,"-99","Heard Island and McDonald Islands","HM","HMD",6,5,0,0,0,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215
2020-06-09,"-99","Heard Island and McDonald Islands","HM","HMD",6,5,0,0,0,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215
2020-06-10,"-99","Heard Island and McDonald Islands","HM","HMD",4,3,0,0,0,0,0,0,0,0,0,0.00628930817610063,0,0.0185773009704059
2020-06-11,"-99","Heard Island and McDonald Islands","HM","HMD",4,3,0,0,0,0,0,0,0,0,0,0.00628930817610063,0,0.0185773009704059
2020-06-12,"-99","Heard Island and McDonald Islands","HM","HMD",5,4,0,0,0,0,0,0,0,0,0,0.00471698113207547,0,0.0139402639808974
2020-06-13,"-99","Heard Island and McDonald Islands","HM","HMD",5,4,0,0,0,0,0,0,0,0,0,0.00471698113207547,0,0.0139402639808974
