"date","region","country","ISO2","ISO3","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_cliWHO_14days","p_cliWHO_14days_low","p_cliWHO_14days_high","p_anosmia_14days","p_anosmia_14days_low","p_anosmia_14days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high"
2020-05-06,"-99","Mayotte","YT","MYT",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Acoua","Mayotte","YT","MYT",1,1,1,1,1,1,1,1,1,0,0,0
2020-05-06,"Mamoudzou","Mayotte","YT","MYT",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Sada","Mayotte","YT","MYT",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"-99","Mayotte","YT","MYT",0,0,0,0,0,0,0,0,0,0.00269541778975741,0,0.00797121493606835
2020-05-07,"Acoua","Mayotte","YT","MYT",1,1,1,1,1,1,1,1,1,0,0,0
2020-05-07,"Mamoudzou","Mayotte","YT","MYT",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Sada","Mayotte","YT","MYT",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"-99","Mayotte","YT","MYT",0,0,0,0,0,0,0,0,0,0.00235849056603774,0,0.00697559278741737
2020-05-08,"Acoua","Mayotte","YT","MYT",1,1,1,1,1,1,1,1,1,0,0,0
2020-05-08,"Mamoudzou","Mayotte","YT","MYT",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Sada","Mayotte","YT","MYT",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-09,"-99","Mayotte","YT","MYT",0,0,0,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215
2020-05-09,"Acoua","Mayotte","YT","MYT",1,1,1,1,1,1,1,1,1,0,0,0
2020-05-09,"Mamoudzou","Mayotte","YT","MYT",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-09,"Sada","Mayotte","YT","MYT",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-10,"-99","Mayotte","YT","MYT",0,0,0,0,0,0,0,0,0,0.0107816711590297,0.000272940662938622,0.0212904016551207
2020-05-10,"Acoua","Mayotte","YT","MYT",1,1,1,1,1,1,1,1,1,0,0,0
2020-05-10,"Dzaoudzi","Mayotte","YT","MYT",0,0,0,0,0,0,1,1,1,0,0,0
2020-05-10,"Mamoudzou","Mayotte","YT","MYT",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-10,"Sada","Mayotte","YT","MYT",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-10,"Tsingoni","Mayotte","YT","MYT",1,1,1,1,1,1,1,1,1,1,1,1
2020-05-11,"-99","Mayotte","YT","MYT",0,0,0,0,0,0,0,0,0,0.0107816711590297,0.000272940662938622,0.0212904016551207
2020-05-11,"Acoua","Mayotte","YT","MYT",1,1,1,1,1,1,1,1,1,0,0,0
2020-05-11,"Dzaoudzi","Mayotte","YT","MYT",0,0,0,0,0,0,1,1,1,0,0,0
2020-05-11,"Mamoudzou","Mayotte","YT","MYT",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-11,"Sada","Mayotte","YT","MYT",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-11,"Tsingoni","Mayotte","YT","MYT",1,1,1,1,1,1,1,1,1,1,1,1
2020-05-12,"-99","Mayotte","YT","MYT",0,0,0,0,0,0,0,0,0,0.0107816711590297,0.000272940662938622,0.0212904016551207
2020-05-12,"Acoua","Mayotte","YT","MYT",1,1,1,1,1,1,1,1,1,0,0,0
2020-05-12,"Dzaoudzi","Mayotte","YT","MYT",0,0,0,0,0,0,1,1,1,0,0,0
2020-05-12,"Mamoudzou","Mayotte","YT","MYT",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-12,"Sada","Mayotte","YT","MYT",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-12,"Tsingoni","Mayotte","YT","MYT",1,1,1,1,1,1,1,1,1,1,1,1
2020-05-13,"-99","Mayotte","YT","MYT",0,0,0,0,0,0,0,0,0,0.0107816711590297,0.000272940662938622,0.0212904016551207
2020-05-13,"Acoua","Mayotte","YT","MYT",0.666666666666667,0.133232035960521,1,0.666666666666667,0.133232035960521,1,0.666666666666667,0.133232035960521,1,0,0,0
2020-05-13,"Dzaoudzi","Mayotte","YT","MYT",0,0,0,0,0,0,1,1,1,0,0,0
2020-05-13,"Mamoudzou","Mayotte","YT","MYT",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-13,"Sada","Mayotte","YT","MYT",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-13,"Tsingoni","Mayotte","YT","MYT",1,1,1,1,1,1,1,1,1,1,1,1
2020-05-14,"-99","Mayotte","YT","MYT",0,0,0,0,0,0,0,0,0,0.0150943396226415,0.000414222198662526,0.0297744570466205
2020-05-14,"Acoua","Mayotte","YT","MYT",0.666666666666667,0.133232035960521,1,0.666666666666667,0.133232035960521,1,0.666666666666667,0.133232035960521,1,0,0,0
2020-05-14,"Dzaoudzi","Mayotte","YT","MYT",0,0,0,0,0,0,1,1,1,0,0,0
2020-05-14,"Mamoudzou","Mayotte","YT","MYT",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-14,"Sada","Mayotte","YT","MYT",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-14,"Tsingoni","Mayotte","YT","MYT",1,1,1,1,1,1,1,1,1,1,1,1
2020-05-15,"-99","Mayotte","YT","MYT",0,0,0,0,0,0,0,0,0,0.0150943396226415,0.000414222198662526,0.0297744570466205
2020-05-15,"Acoua","Mayotte","YT","MYT",0.666666666666667,0.133232035960521,1,0.666666666666667,0.133232035960521,1,0.666666666666667,0.133232035960521,1,0,0,0
2020-05-15,"Dzaoudzi","Mayotte","YT","MYT",0,0,0,0,0,0,1,1,1,0,0,0
2020-05-15,"Mamoudzou","Mayotte","YT","MYT",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-15,"Tsingoni","Mayotte","YT","MYT",1,1,1,1,1,1,1,1,1,1,1,1
2020-05-16,"-99","Mayotte","YT","MYT",0,0,0,0,0,0,0,0,0,0.0188679245283019,0.000552965022852563,0.0371828840337512
2020-05-16,"Acoua","Mayotte","YT","MYT",0.666666666666667,0.133232035960521,1,0.666666666666667,0.133232035960521,1,0.666666666666667,0.133232035960521,1,0,0,0
2020-05-16,"Dzaoudzi","Mayotte","YT","MYT",0,0,0,0,0,0,1,1,1,0,0,0
2020-05-16,"Mamoudzou","Mayotte","YT","MYT",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-16,"Tsingoni","Mayotte","YT","MYT",1,1,1,1,1,1,1,1,1,1,1,1
2020-05-17,"-99","Mayotte","YT","MYT",0,0,0,0,0,0,0,0,0,0.0188679245283019,0.000552965022852563,0.0371828840337512
2020-05-17,"Acoua","Mayotte","YT","MYT",0.666666666666667,0.133232035960521,1,0.666666666666667,0.133232035960521,1,0.666666666666667,0.133232035960521,1,0,0,0
2020-05-17,"Dzaoudzi","Mayotte","YT","MYT",0,0,0,0,0,0,1,1,1,0,0,0
2020-05-17,"Mamoudzou","Mayotte","YT","MYT",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-17,"Tsingoni","Mayotte","YT","MYT",1,1,1,1,1,1,1,1,1,1,1,1
2020-05-18,"-99","Mayotte","YT","MYT",0,0,0,0,0,0,0,0,0,0.0188679245283019,0.000552965022852563,0.0371828840337512
2020-05-18,"Acoua","Mayotte","YT","MYT",0.5,0.0100090038649866,0.989990996135013,0.5,0.0100090038649866,0.989990996135013,0.5,0.0100090038649866,0.989990996135013,0,0,0
2020-05-18,"Dzaoudzi","Mayotte","YT","MYT",0,0,0,0,0,0,1,1,1,0,0,0
2020-05-18,"Mamoudzou","Mayotte","YT","MYT",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-18,"Tsingoni","Mayotte","YT","MYT",1,1,1,1,1,1,1,1,1,1,1,1
