"date","region","country","ISO2","ISO3","count_14days","count_local_14days","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_cliWHO_14days","p_cliWHO_14days_low","p_cliWHO_14days_high","p_anosmia_14days","p_anosmia_14days_low","p_anosmia_14days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high"
2020-05-06,"Islas Malvinas","Argentina","AR","ARG",4,4,0,0,0,0,0,0,0,0,0,0.0141509433962264,0,0.0300502458133923
2020-05-07,"Islas Malvinas","Argentina","AR","ARG",5,5,0,0,0,0,0,0,0,0,0,0.0113207547169811,0,0.024058441138122
2020-05-08,"Islas Malvinas","Argentina","AR","ARG",6,6,0,0,0,0,0,0,0,0,0,0.0157232704402516,0.00205024625527756,0.0293962946252256
2020-05-09,"Islas Malvinas","Argentina","AR","ARG",6,6,0,0,0,0,0,0,0,0,0,0.0157232704402516,0.00205024625527756,0.0293962946252256
2020-05-10,"Islas Malvinas","Argentina","AR","ARG",6,6,0,0,0,0,0,0,0,0,0,0.0157232704402516,0.00205024625527756,0.0293962946252256
2020-05-11,"Islas Malvinas","Argentina","AR","ARG",6,6,0,0,0,0,0,0,0,0,0,0.0157232704402516,0.00205024625527756,0.0293962946252256
2020-05-12,"Islas Malvinas","Argentina","AR","ARG",6,6,0,0,0,0,0,0,0,0,0,0.0157232704402516,0.00205024625527756,0.0293962946252256
2020-05-13,"Islas Malvinas","Argentina","AR","ARG",8,8,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0.143867924528302,0.110462458397867,0.177273390658737
2020-05-14,"Islas Malvinas","Argentina","AR","ARG",9,9,0.111111111111111,0,0.316430196199952,0.111111111111111,0,0.316430196199952,0.111111111111111,0,0.316430196199952,0.127882599580713,0.0979129196173271,0.157852279544098
2020-05-15,"Islas Malvinas","Argentina","AR","ARG",10,10,0.1,0,0.285938509691368,0.1,0,0.285938509691368,0.1,0,0.285938509691368,0.115094339622642,0.0879245906757225,0.142264088569561
2020-05-16,"Islas Malvinas","Argentina","AR","ARG",9,9,0.111111111111111,0,0.316430196199952,0.111111111111111,0,0.316430196199952,0.111111111111111,0,0.316430196199952,0.127882599580713,0.0979129196173271,0.157852279544098
2020-05-17,"Islas Malvinas","Argentina","AR","ARG",8,8,0.25,0,0.550056979772207,0.25,0,0.550056979772207,0.25,0,0.550056979772207,0.172169811320755,0.136235088904626,0.208104533736883
2020-05-18,"Islas Malvinas","Argentina","AR","ARG",9,9,0.222222222222222,0,0.493833841502414,0.222222222222222,0,0.493833841502414,0.222222222222222,0,0.493833841502414,0.362683438155136,0.319538448834373,0.4058284274759
2020-05-19,"Islas Malvinas","Argentina","AR","ARG",8,8,0.25,0,0.550056979772207,0.25,0,0.550056979772207,0.25,0,0.550056979772207,0.408018867924528,0.361238975535625,0.454798760313431
