"date","region","country","ISO2","ISO3","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_anosmia_14days","p_anosmia_14days_low","p_anosmia_14days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high"
2020-05-06,"-99","Guernsey","GG","GGY",0.111111111111111,0,0.316430196199952,0.111111111111111,0,0.316430196199952,0.00628930817610063,0,0.013383784123693
2020-05-06,"St Peter Port","Guernsey","GG","GGY",0,0,0,0,0,0,0,0,0
2020-05-07,"-99","Guernsey","GG","GGY",0.111111111111111,0,0.316430196199952,0.111111111111111,0,0.316430196199952,0.00628930817610063,0,0.013383784123693
2020-05-07,"St Peter Port","Guernsey","GG","GGY",0,0,0,0,0,0,0,0,0
2020-05-08,"-99","Guernsey","GG","GGY",0.125,0,0.354172303767662,0.125,0,0.354172303767662,0.00707547169811321,0,0.0150535993604193
2020-05-08,"St Peter Port","Guernsey","GG","GGY",0,0,0,0,0,0,0,0,0
2020-05-09,"-99","Guernsey","GG","GGY",0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.0113207547169811,0,0.024058441138122
2020-05-09,"St Peter Port","Guernsey","GG","GGY",0,0,0,0,0,0,0,0,0
2020-05-10,"-99","Guernsey","GG","GGY",0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.0113207547169811,0,0.024058441138122
2020-05-10,"St Anne, Alderney","Guernsey","GG","GGY",0,0,0,0,0,0,0,0,0
2020-05-10,"St Peter Port","Guernsey","GG","GGY",0,0,0,0,0,0,0,0,0
2020-05-11,"-99","Guernsey","GG","GGY",0.25,0,0.674344650278564,0.25,0,0.674344650278564,0.0141509433962264,0,0.0300502458133923
2020-05-11,"St Anne, Alderney","Guernsey","GG","GGY",0,0,0,0,0,0,0,0,0
2020-05-11,"St Peter Port","Guernsey","GG","GGY",0,0,0,0,0,0,0.0125786163522013,0,0.0299013819415159
2020-05-11,"St Peter, Sark","Guernsey","GG","GGY",0,0,0,0,0,0,0,0,0
2020-05-12,"-99","Guernsey","GG","GGY",0.5,0,1,0.5,0,1,0.00943396226415094,0,0.0278367638059564
2020-05-12,"St Anne, Alderney","Guernsey","GG","GGY",0,0,0,0,0,0,0,0,0
2020-05-12,"St Peter Port","Guernsey","GG","GGY",0,0,0,0,0,0,0.0125786163522013,0,0.0299013819415159
2020-05-12,"St Peter, Sark","Guernsey","GG","GGY",0,0,0,0,0,0,0,0,0
