ISO2,ISO_3,country_agg,region_agg,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope,p_cases_infected,p_cases_infected_smooth,p_cases_active
HN,HND,Honduras,Atlántida,2020-05-04,2020-05-02,108,60,3,0.00925925925925926,0.0180636016201853,0.00377209590847111,0.000129472185127916,0,0,0,0,0.00586854460093897,0.00170959859202405,0,0,,,0.00710944936619042,0.011686307355021,0.00416331924833635,0.000108882793215862,5.3668184679697e-05,0.00010477750109867,5.8683197078147e-05,1.51878105330246e-06,0.0021987644262367,0.000895698762865207,,,,,,,,0.00710944936619042
HN,HND,Honduras,Atlántida,2020-05-05,2020-05-03,133,39,3,0.0150375939849624,0.0206833687719074,0.00770213640930444,0.000181093457493933,0,0,0,0,0.00360055067245579,0.00120807611875027,0,0,,,0.00676217186821587,0.0111846112592358,0.00406957789545994,0.000105853164639595,7.74809006350692e-05,0.000151267628225946,8.47194406376742e-05,2.1926261587887e-06,0.00206610899662381,0.000867265799775522,,,,,,,,0.00676217186821587
HN,HND,Honduras,Atlántida,2020-05-06,2020-05-04,142,43,3,0.0140845070422535,0.0193818215253853,0.00794145389433673,0.000186697798376205,0,0,0,0,0.00287641341003769,0.00104538169599706,1,0,,,0.00641476408300236,0.0106840140484647,0.00398112679904926,0.000102890633438787,0.000110400578669345,0.000215537520695982,0.000120707462558335,3.12403434890736e-06,0.00193870903207528,0.00084023583261677,,,,,,,,0.00641476408300236
HN,HND,Honduras,Atlántida,2020-05-07,2020-05-05,136,54,3,0.00735294117647059,0.0143584186750738,0.00417725115189819,0.000135289774371062,0,0,0,0,0.00103562551781276,0.000641543093820459,1,0,,,0.00607372638597919,0.0101918930436885,0.00390140665167383,0.000100063465075531,0.000155023585062935,0.000302656143763006,0.000169479511138451,4.3863078976111e-06,0.00181892205160067,0.000815149286007405,,,,,,,,0.00607372638597919
HN,HND,Honduras,Atlántida,2020-05-08,2020-05-06,141,44,3,0,0,0,0,0,0,0,0,0.000905432595573441,0.000591270566185377,1,0,,,0.00574681055152723,0.00971727862942662,0.00383454147915667,9.7456918149067e-05,0.000214181784506515,0.000418152236962567,0.00023412105287398,6.05930307513254e-06,0.00170924483492791,0.000792574158183637,,,,,,,,0.00574681055152723
HN,HND,Honduras,Atlántida,2020-05-09,2020-05-07,146,48,3,0,0,0,0,0,0,0,0,0.000777076250607091,0.000538267214463693,0,0,,,0.00544194135707577,0.00926907724787199,0.00378471057662988,9.5154235068404e-05,0.000290671229985128,0.000567484627942204,0.000317672731752532,8.22171667542116e-06,0.00161217995291723,0.00077307029242347,,,,,,,,0.00544194135707577
HN,HND,Honduras,Atlántida,2020-05-10,2020-05-08,131,39,3,0,0,0,0,0,0,0,0,0.00075839653304442,0.000561604609627099,0,0,,,0.00516774855539396,0.00885735924432007,0.00375634915770383,9.32487136024928e-05,0.000387063812850317,0.000755674610419905,0.000422781899525314,1.09433021104121e-05,0.00153005204930947,0.000757158870367705,-0.000323616801799409,-6.78283484387533e-05,5.55659380284367e-05,6.06831170745278e-05,-0.000111452062821205,,,0.00516774855539396
HN,HND,Honduras,Atlántida,2020-05-11,2020-05-09,121,34,3,0.00826446280991736,0.0161309765023335,0.00779999257910416,0.000193976154693931,0,0,0,0,0.000814806192527063,0.000603359822020289,0,0,,,0.00493165070160196,0.00849118473640544,0.00375296191384499,9.18199769859536e-05,0.000504629866976016,0.000985202302578387,0.000550818275344265,1.42593493843375e-05,0.00146482580936752,0.000745274128405141,-0.000305086861102318,-5.27693302691583e-05,7.11914943901578e-05,7.76831391177651e-05,-0.000100213864542716,,,0.00493165070160196
HN,HND,Honduras,Atlántida,2020-05-12,2020-05-10,114,41,3,0.0087719298245614,0.0171170940046306,0.00804167310870812,0.000199962092251008,0,0,0,0,0.000741289844329133,0.000592924624775071,0,0,,,0.00473995157871744,0.0081785450030903,0.00377695131564055,9.09306028451069e-05,0.000642921749746721,0.00125519376084675,0.000701283533237942,1.81568034350664e-05,0.0014178730166256,0.000737721627366624,-0.00027913541738082,-3.40292472347847e-05,8.8753528512896e-05,9.67626784466012e-05,-8.68060025749459e-05,,,0.00473995157871744
HN,HND,Honduras,Atlántida,2020-05-13,2020-05-10,136,22,4,0.00735294117647059,0.0143584186750738,0.00598290221908518,0.000148923548430836,0,0,0,0,0.00144987572493786,0.000758926620795077,0,0,,,0.0045959256566338,0.00792409392921158,0.0038279500471699,9.05942352071238e-05,0.000799521982581213,0.00156092942414988,0.000871296666794018,2.25627981673423e-05,0.00138983634418664,0.000734631026985475,-0.000246300121557565,-1.22427674173225e-05,0.00010741639958638,0.000116969525942594,-7.15142845690044e-05,,,0.0045959256566338
