"date","region","country","ISO2","ISO3","cli","anosmia","count","cli_local","count_local","cli_14days","anosmia_14days","count_14days","cli_local_14days","count_local_14days","p_cli","p_cli_low","p_cli_high","p_anosmia","p_anosmia_low","p_anosmia_high","p_cli_local","p_cli_local_low","p_cli_local_high","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_anosmia_14days","p_anosmia_14days_low","p_anosmia_14days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high"
2020-05-07,"-99","Cook Islands","CK","COK",NA,NA,NA,NA,NA,1,1,6,157,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.493710691823899,0.438760378225137,0.548661005422662
2020-05-08,"-99","Cook Islands","CK","COK",NA,NA,NA,NA,NA,1,1,5,106,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.4,0.341016468017277,0.458983531982723
2020-05-09,"-99","Cook Islands","CK","COK",1,1,1,20,1,2,2,6,126,6,1,1,1,1,1,1,0.377358490566038,0.246859769819899,0.507857211312177,0.333333333333333,0,0.71052857802539,0.333333333333333,0,0.71052857802539,0.39622641509434,0.342468390957072,0.449984439231607
2020-05-10,"-99","Cook Islands","CK","COK",NA,NA,NA,NA,NA,2,2,5,120,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0,0.829406594492118,0.4,0,0.829406594492118,0.452830188679245,0.392898860257763,0.512761517100727
2020-05-11,"-99","Cook Islands","CK","COK",0,0,1,0,1,2,2,6,120,6,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0.71052857802539,0.333333333333333,0,0.71052857802539,0.377358490566038,0.324082610913705,0.43063437021837
2020-05-12,"-99","Cook Islands","CK","COK",0,0,2,0,2,2,2,8,120,8,0,0,0,0,0,0,0,0,0,0.25,0,0.550056979772207,0.25,0,0.550056979772207,0.283018867924528,0.240141637912869,0.325896097936187
2020-05-13,"-99","Cook Islands","CK","COK",0,0,2,1,2,1,1,8,21,8,0,0,0,0,0,0,0.00943396226415094,0,0.0278367638059564,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0.0495283018867925,0.0288763323114868,0.0701802714620981
2020-05-14,"-99","Cook Islands","CK","COK",NA,NA,NA,NA,NA,1,1,8,21,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125,0,0.354172303767662,0.125,0,0.354172303767662,0.0495283018867925,0.0288763323114868,0.0701802714620981
2020-05-15,"-99","Cook Islands","CK","COK",0,0,1,0,1,1,1,9,21,9,0,0,0,0,0,0,0,0,0,0.111111111111111,0,0.316430196199952,0.111111111111111,0,0.316430196199952,0.0440251572327044,0.0256147840791645,0.0624355303862443
2020-05-16,"-99","Cook Islands","CK","COK",0,0,1,0,1,1,1,10,21,10,0,0,0,0,0,0,0,0,0,0.1,0,0.285938509691368,0.1,0,0.285938509691368,0.039622641509434,0.0230151964206879,0.05623008659818
2020-05-17,"-99","Cook Islands","CK","COK",0,0,1,0,1,1,1,10,21,10,0,0,0,0,0,0,0,0,0,0.1,0,0.285938509691368,0.1,0,0.285938509691368,0.039622641509434,0.0230151964206879,0.05623008659818
2020-05-18,"-99","Cook Islands","CK","COK",1,1,2,100,2,2,2,12,121,12,0.5,0,1,0.5,0,1,0.943396226415094,0.899405116625756,0.987387336204432,0.166666666666667,0,0.377525218646943,0.166666666666667,0,0.377525218646943,0.190251572327044,0.159747437121246,0.220755707532842
2020-05-19,"-99","Cook Islands","CK","COK",NA,NA,NA,NA,NA,2,2,11,121,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.181818181818182,0,0.409744941200983,0.181818181818182,0,0.409744941200983,0.207547169811321,0.174627237632189,0.240467101990453
2020-05-20,"-99","Cook Islands","CK","COK",1,1,3,1,2,3,3,14,122,13,0.333333333333333,0,0.866767964039479,0.333333333333333,0,0.866767964039479,0.00943396226415094,0,0.0278367638059564,0.214285714285714,0,0.42922361728078,0.214285714285714,0,0.42922361728078,0.177068214804064,0.14856520626347,0.205571223344657
2020-05-21,"-99","Cook Islands","CK","COK",0,0,1,0,1,3,3,15,122,14,0,0,0,0,0,0,0,0,0,0.2,0,0.402424209901066,0.2,0,0.402424209901066,0.164420485175202,0.137750793604974,0.19109017674543
2020-05-22,"-99","Cook Islands","CK","COK",NA,NA,NA,NA,NA,3,3,15,122,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0,0.402424209901066,0.2,0,0.402424209901066,0.164420485175202,0.137750793604974,0.19109017674543
2020-05-23,"-99","Cook Islands","CK","COK",0,0,1,0,1,2,2,15,102,14,0,0,0,0,0,0,0,0,0,0.133333333333333,0,0.305360832718189,0.133333333333333,0,0.305360832718189,0.137466307277628,0.112690243746479,0.162242370808777
2020-05-24,"-99","Cook Islands","CK","COK",0,0,2,0,2,2,2,17,102,16,0,0,0,0,0,0,0,0,0,0.117647058823529,0,0.270803524690984,0.117647058823529,0,0.270803524690984,0.120283018867925,0.0983890844798778,0.142176953255971
2020-05-25,"-99","Cook Islands","CK","COK",0,0,2,0,2,2,2,18,102,17,0,0,0,0,0,0,0,0,0,0.111111111111111,0,0.256293628484448,0.111111111111111,0,0.256293628484448,0.113207547169811,0.0925187910529493,0.133896303286673
2020-05-26,"-99","Cook Islands","CK","COK",NA,NA,NA,NA,NA,2,2,16,102,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125,0,0.287049290054257,0.125,0,0.287049290054257,0.128301886792453,0.105055037441202,0.151548736143704
2020-05-27,"-99","Cook Islands","CK","COK",0,0,2,1,2,2,2,16,102,15,0,0,0,0,0,0,0.00943396226415094,0,0.0278367638059564,0.125,0,0.287049290054257,0.125,0,0.287049290054257,0.128301886792453,0.105055037441202,0.151548736143704
2020-05-28,"-99","Cook Islands","CK","COK",1,0,2,2,2,3,2,18,104,17,0.5,0,1,0,0,0,0.0188679245283019,0,0.0447691886552224,0.166666666666667,0,0.338831953417934,0.111111111111111,0,0.256293628484448,0.11542730299667,0.09456286289453,0.136291743098811
2020-05-29,"-99","Cook Islands","CK","COK",0,0,1,1,1,3,2,18,105,17,0,0,0,0,0,0,0.0188679245283019,0,0.0554978435392005,0.166666666666667,0,0.338831953417934,0.111111111111111,0,0.256293628484448,0.1165371809101,0.0955858272441021,0.137488534576098
2020-05-30,"-99","Cook Islands","CK","COK",1,1,1,1,1,4,3,18,106,17,1,1,1,1,1,1,0.0188679245283019,0,0.0554978435392005,0.222222222222222,0.0301638043801397,0.414280640064305,0.166666666666667,0,0.338831953417934,0.117647058823529,0.0966094002995877,0.138684717347471
2020-05-31,"-99","Cook Islands","CK","COK",NA,NA,NA,NA,NA,4,3,17,106,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.235294117647059,0.0336542606474689,0.436933974646649,0.176470588235294,0,0.357687762509181,0.125,0.102740818130663,0.147259181869337
2020-06-01,"-99","Cook Islands","CK","COK",2,2,2,123,2,5,4,17,129,16,1,1,1,1,1,1,1,1,1,0.294117647058824,0.0775216958639377,0.510713598253709,0.235294117647059,0.0336542606474689,0.436933974646649,0.152122641509434,0.127950584326264,0.176294698692604
2020-06-02,"-99","Cook Islands","CK","COK",0,0,2,0,2,5,4,19,129,18,0,0,0,0,0,0,0,0,0,0.263157894736842,0.0651572020521229,0.461158587421561,0.210526315789474,0.0272132947330727,0.393839336845875,0.135220125786164,0.11352074413078,0.156919507441547
2020-06-03,"-99","Cook Islands","CK","COK",0,0,2,0,2,4,3,18,128,18,0,0,0,0,0,0,0,0,0,0.222222222222222,0.0301638043801397,0.414280640064305,0.166666666666667,0,0.338831953417934,0.134171907756813,0.112543699762599,0.155800115751028
2020-06-04,"-99","Cook Islands","CK","COK",NA,NA,NA,NA,NA,4,3,17,128,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.235294117647059,0.0336542606474689,0.436933974646649,0.176470588235294,0,0.357687762509181,0.142064372918979,0.119268531015773,0.164860214822185
2020-06-05,"-99","Cook Islands","CK","COK",1,1,1,1,1,5,4,18,129,18,1,1,1,1,1,1,0.0188679245283019,0,0.0554978435392005,0.277777777777778,0.070860854698893,0.484694700856663,0.222222222222222,0.0301638043801397,0.414280640064305,0.135220125786164,0.11352074413078,0.156919507441547
2020-06-06,"-99","Cook Islands","CK","COK",NA,NA,NA,NA,NA,5,4,17,129,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.294117647058824,0.0775216958639377,0.510713598253709,0.235294117647059,0.0336542606474689,0.436933974646649,0.143174250832408,0.120304343236922,0.166044158427895
2020-06-07,"-99","Cook Islands","CK","COK",0,0,1,1,1,5,4,16,130,16,0,0,0,0,0,0,0.0188679245283019,0,0.0554978435392005,0.3125,0.0853830947358135,0.539616905264186,0.25,0.0378276748607179,0.462172325139282,0.153301886792453,0.129053200730941,0.177550572853965
2020-06-08,"-99","Cook Islands","CK","COK",NA,NA,NA,NA,NA,5,4,14,130,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.357142857142857,0.106149461329932,0.608136252955783,0.285714285714286,0.0490754427644738,0.522353128664098,0.175202156334232,0.147850122794725,0.202554189873738
2020-06-09,"-99","Cook Islands","CK","COK",0,0,2,100,2,5,4,16,230,16,0,0,0,0,0,0,0.943396226415094,0.899405116625756,0.987387336204432,0.3125,0.0853830947358135,0.539616905264186,0.25,0.0378276748607179,0.462172325139282,0.27122641509434,0.241302909664743,0.301149920523936
2020-06-10,"-99","Cook Islands","CK","COK",NA,NA,NA,NA,NA,5,4,14,229,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.357142857142857,0.106149461329932,0.608136252955783,0.285714285714286,0.0490754427644738,0.522353128664098,0.308625336927224,0.275388578784486,0.341862095069962
2020-06-11,"-99","Cook Islands","CK","COK",0,0,2,78,2,4,4,14,305,14,0,0,0,0,0,0,0.735849056603774,0.651919368320001,0.819778744887546,0.285714285714286,0.0490754427644738,0.522353128664098,0.285714285714286,0.0490754427644738,0.522353128664098,0.411051212938005,0.375648799362255,0.446453626513755
2020-06-12,"-99","Cook Islands","CK","COK",1,1,3,80,3,5,5,16,384,16,0.333333333333333,0,0.866767964039479,0.333333333333333,0,0.866767964039479,0.50314465408805,0.425428563884567,0.580860744291533,0.3125,0.0853830947358135,0.539616905264186,0.3125,0.0853830947358135,0.539616905264186,0.452830188679245,0.419327557596171,0.48633281976232
2020-06-13,"-99","Cook Islands","CK","COK",NA,NA,NA,NA,NA,4,4,15,383,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.266666666666667,0.0428782824246736,0.49045505090866,0.266666666666667,0.0428782824246736,0.49045505090866,0.481761006289308,0.447027758627251,0.516494253951366
2020-06-14,"-99","Cook Islands","CK","COK",0,0,1,1,1,4,4,16,384,16,0,0,0,0,0,0,0.0188679245283019,0,0.0554978435392005,0.25,0.0378276748607179,0.462172325139282,0.25,0.0378276748607179,0.462172325139282,0.452830188679245,0.419327557596171,0.48633281976232
2020-06-15,"-99","Cook Islands","CK","COK",0,0,1,0,1,2,2,15,261,15,0,0,0,0,0,0,0,0,0,0.133333333333333,0,0.305360832718189,0.133333333333333,0,0.305360832718189,0.328301886792453,0.295659020943677,0.360944752641229
2020-06-16,"-99","Cook Islands","CK","COK",NA,NA,NA,NA,NA,2,2,13,261,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.153846153846154,0,0.349976323034732,0.153846153846154,0,0.349976323034732,0.378809869375907,0.342588789304846,0.415030949446968
2020-06-17,"-99","Cook Islands","CK","COK",0,0,1,100,1,2,2,12,361,12,0,0,0,0,0,0,1,1,1,0.166666666666667,0,0.377525218646943,0.166666666666667,0,0.377525218646943,0.567610062893082,0.529108144832405,0.606111980953759
2020-06-18,"-99","Cook Islands","CK","COK",NA,NA,NA,NA,NA,2,2,12,361,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666666666667,0,0.377525218646943,0.166666666666667,0,0.377525218646943,0.567610062893082,0.529108144832405,0.606111980953759
2020-06-19,"-99","Cook Islands","CK","COK",0,0,1,0,1,1,1,12,360,12,0,0,0,0,0,0,0,0,0,0.0833333333333333,0,0.239710220752064,0.0833333333333333,0,0.239710220752064,0.566037735849057,0.527519338499459,0.604556133198654
2020-06-20,"-99","Cook Islands","CK","COK",NA,NA,NA,NA,NA,1,1,12,360,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0833333333333333,0,0.239710220752064,0.0833333333333333,0,0.239710220752064,0.566037735849057,0.527519338499459,0.604556133198654
2020-06-21,"-99","Cook Islands","CK","COK",NA,NA,NA,NA,NA,1,1,11,359,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,0,0.260795666866152,0.0909090909090909,0,0.260795666866152,0.615780445969125,0.576296868804517,0.655264023133733
2020-06-22,"-99","Cook Islands","CK","COK",0,1,2,0,2,1,2,13,359,13,0,0,0,0.5,0,1,0,0,0,0.0769230769230769,0,0.221774806631782,0.153846153846154,0,0.349976323034732,0.521044992743106,0.483743737012798,0.558346248473414
2020-06-23,"-99","Cook Islands","CK","COK",NA,NA,NA,NA,NA,1,2,11,259,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,0,0.260795666866152,0.181818181818182,0,0.409744941200983,0.444253859348199,0.403920198139323,0.484587520557075
2020-06-24,"-99","Cook Islands","CK","COK",0,0,2,0,1,1,2,13,259,12,0,0,0,0,0,0,0,0,0,0.0769230769230769,0,0.221774806631782,0.153846153846154,0,0.349976323034732,0.407232704402516,0.369048567830282,0.44541684097475
2020-06-25,"-99","Cook Islands","CK","COK",NA,NA,NA,NA,NA,1,2,11,181,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0909090909090909,0,0.260795666866152,0.181818181818182,0,0.409744941200983,0.341509433962264,0.301136874064979,0.38188199385955
2020-06-26,"-99","Cook Islands","CK","COK",NA,NA,NA,NA,NA,0,1,8,101,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.125,0,0.354172303767662,0.272237196765499,0.226944331481748,0.31753006204925
2020-06-27,"-99","Cook Islands","CK","COK",NA,NA,NA,NA,NA,0,1,8,101,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.125,0,0.354172303767662,0.272237196765499,0.226944331481748,0.31753006204925
2020-06-28,"-99","Cook Islands","CK","COK",NA,NA,NA,NA,NA,0,1,7,100,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.142857142857143,0,0.402082007388211,0.314465408805031,0.263434223264162,0.365496594345901
2020-06-29,"-99","Cook Islands","CK","COK",NA,NA,NA,NA,NA,0,1,6,100,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.166666666666667,0,0.464865690619526,0.377358490566038,0.318997688453012,0.435719292679064
2020-06-30,"-99","Cook Islands","CK","COK",0,0,1,0,1,0,1,7,100,6,0,0,0,0,0,0,0,0,0,0,0,0,0.142857142857143,0,0.402082007388211,0.314465408805031,0.263434223264162,0.365496594345901
2020-07-01,"-99","Cook Islands","CK","COK",0,0,1,3,1,0,1,7,3,6,0,0,0,0,0,0,0.0566037735849057,0,0.118816597672831,0,0,0,0.142857142857143,0,0.402082007388211,0.00943396226415094,0,0.0200588246881556
2020-07-02,"-99","Cook Islands","CK","COK",1,1,2,2,2,1,2,9,5,8,0.5,0,1,0.5,0,1,0.0188679245283019,0,0.0447691886552224,0.111111111111111,0,0.316430196199952,0.222222222222222,0,0.493833841502414,0.0117924528301887,0.00151722832135996,0.0220676773390174
2020-07-03,"-99","Cook Islands","CK","COK",0,0,2,0,2,1,2,10,5,9,0,0,0,0,0,0,0,0,0,0.1,0,0.285938509691368,0.2,0,0.447918012921825,0.010482180293501,0.00134259428926934,0.0196217662977328
2020-07-04,"-99","Cook Islands","CK","COK",NA,NA,NA,NA,NA,1,2,10,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0.285938509691368,0.2,0,0.447918012921825,0.010482180293501,0.00134259428926934,0.0196217662977328
2020-07-05,"-99","Cook Islands","CK","COK",0,0,2,1,2,1,2,12,6,11,0,0,0,0,0,0,0.00943396226415094,0,0.0278367638059564,0.0833333333333333,0,0.239710220752064,0.166666666666667,0,0.377525218646943,0.0102915951972556,0.00209923968241314,0.018483950712098
2020-07-06,"-99","Cook Islands","CK","COK",1,0,1,100,1,2,1,11,106,10,1,1,1,0,0,0,1,1,1,0.181818181818182,0,0.409744941200983,0.0909090909090909,0,0.260795666866152,0.2,0.16594584193202,0.23405415806798
2020-07-07,"-99","Cook Islands","CK","COK",0,0,1,0,1,2,1,12,106,11,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0.377525218646943,0.0833333333333333,0,0.239710220752064,0.181818181818182,0.150510033610363,0.213126330026001
2020-07-08,"-99","Cook Islands","CK","COK",0,0,1,0,1,2,1,11,106,11,0,0,0,0,0,0,0,0,0,0.181818181818182,0,0.409744941200983,0.0909090909090909,0,0.260795666866152,0.181818181818182,0.150510033610363,0.213126330026001
2020-07-09,"-99","Cook Islands","CK","COK",0,0,5,1,4,2,1,16,107,15,0,0,0,0,0,0,0.00471698113207547,0,0.0139402639808974,0.125,0,0.287049290054257,0.0625,0,0.181107935488906,0.134591194968553,0.110867435835662,0.158314954101445
2020-07-10,"-99","Cook Islands","CK","COK",0,0,1,0,1,2,1,17,107,16,0,0,0,0,0,0,0,0,0,0.117647058823529,0,0.270803524690984,0.0588235294117647,0,0.170673197656264,0.126179245283019,0.10383038885962,0.148528101706418
2020-07-11,"-99","Cook Islands","CK","COK",0,0,1,0,1,2,1,18,107,17,0,0,0,0,0,0,0,0,0,0.111111111111111,0,0.256293628484448,0.0555555555555556,0,0.161374589902615,0.118756936736959,0.097633574599918,0.139880298874
2020-07-12,"-99","Cook Islands","CK","COK",NA,NA,NA,NA,NA,2,1,18,107,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111111111111111,0,0.256293628484448,0.0555555555555556,0,0.161374589902615,0.118756936736959,0.097633574599918,0.139880298874
2020-07-13,"-99","Cook Islands","CK","COK",0,0,1,1,1,2,1,19,108,18,0,0,0,0,0,0,0.0188679245283019,0,0.0554978435392005,0.105263157894737,0,0.243256187031479,0.0526315789473684,0,0.153036255664379,0.113207547169811,0.0931016902228765,0.133313404116746
2020-07-14,"-99","Cook Islands","CK","COK",0,0,1,0,1,2,1,19,108,18,0,0,0,0,0,0,0,0,0,0.105263157894737,0,0.243256187031479,0.0526315789473684,0,0.153036255664379,0.113207547169811,0.0931016902228765,0.133313404116746
2020-07-15,"-99","Cook Islands","CK","COK",1,1,2,100,2,3,2,20,205,19,0.5,0,1,0.5,0,1,0.943396226415094,0.899405116625756,0.987387336204432,0.15,0,0.306490574738305,0.1,0,0.231478381086487,0.203574975173784,0.178705421003574,0.228444529343993
2020-07-16,"-99","Cook Islands","CK","COK",NA,NA,NA,NA,NA,2,1,18,203,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111111111111111,0,0.256293628484448,0.0555555555555556,0,0.161374589902615,0.225305216426193,0.198025702051281,0.252584730801105
2020-07-17,"-99","Cook Islands","CK","COK",0,0,2,1,2,2,1,18,204,17,0,0,0,0,0,0,0.00943396226415094,0,0.0278367638059564,0.111111111111111,0,0.256293628484448,0.0555555555555556,0,0.161374589902615,0.226415094339623,0.199088067879418,0.253742120799827
2020-07-18,"-99","Cook Islands","CK","COK",0,0,1,0,1,2,1,19,204,18,0,0,0,0,0,0,0,0,0,0.105263157894737,0,0.243256187031479,0.0526315789473684,0,0.153036255664379,0.213836477987421,0.187818637642315,0.239854318332528
2020-07-19,"-99","Cook Islands","CK","COK",0,0,1,0,0,2,1,18,203,16,0,0,0,0,0,0,NA,NA,NA,0.111111111111111,0,0.256293628484448,0.0555555555555556,0,0.161374589902615,0.23938679245283,0.210666941024683,0.268106643880977
2020-07-20,"-99","Cook Islands","CK","COK",NA,NA,NA,NA,NA,1,1,17,103,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0588235294117647,0,0.170673197656264,0.0588235294117647,0,0.170673197656264,0.129559748427673,0.106216082595043,0.152903414260303
2020-07-21,"-99","Cook Islands","CK","COK",0,0,2,1,2,1,1,18,104,16,0,0,0,0,0,0,0.00943396226415094,0,0.0278367638059564,0.0555555555555556,0,0.161374589902615,0.0555555555555556,0,0.161374589902615,0.122641509433962,0.100563625287427,0.144719393580497
2020-07-22,"-99","Cook Islands","CK","COK",NA,NA,NA,NA,NA,1,1,17,104,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0588235294117647,0,0.170673197656264,0.0588235294117647,0,0.170673197656264,0.130817610062893,0.107377853800467,0.154257366325319
2020-07-23,"-99","Cook Islands","CK","COK",0,0,1,0,1,1,1,13,103,12,0,0,0,0,0,0,0,0,0,0.0769230769230769,0,0.221774806631782,0.0769230769230769,0,0.221774806631782,0.161949685534591,0.133318150384368,0.190581220684814
2020-07-24,"-99","Cook Islands","CK","COK",1,1,1,100,1,2,2,13,203,12,1,1,1,1,1,1,1,1,1,0.153846153846154,0,0.349976323034732,0.153846153846154,0,0.349976323034732,0.319182389937107,0.282953553610583,0.355411226263631
2020-07-25,"-99","Cook Islands","CK","COK",1,1,2,0,2,3,3,14,203,13,0.5,0,1,0.5,0,1,0,0,0,0.214285714285714,0,0.42922361728078,0.214285714285714,0,0.42922361728078,0.294629898403483,0.260590222868952,0.328669573938015
2020-07-26,"-99","Cook Islands","CK","COK",1,1,2,5,2,4,4,16,208,15,0.5,0,1,0.5,0,1,0.0471698113207547,0.00681131450882176,0.0875283081326877,0.25,0.0378276748607179,0.462172325139282,0.25,0.0378276748607179,0.462172325139282,0.261635220125786,0.231082624212959,0.292187816038614
2020-07-27,"-99","Cook Islands","CK","COK",NA,NA,NA,NA,NA,4,4,15,207,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.266666666666667,0.0428782824246736,0.49045505090866,0.266666666666667,0.0428782824246736,0.49045505090866,0.278975741239892,0.246705345088139,0.311246137391645
2020-07-28,"-99","Cook Islands","CK","COK",0,0,1,1,1,4,4,15,208,14,0,0,0,0,0,0,0.0188679245283019,0,0.0554978435392005,0.266666666666667,0.0428782824246736,0.49045505090866,0.266666666666667,0.0428782824246736,0.49045505090866,0.280323450134771,0.248005446229118,0.312641454040424
2020-07-29,"-99","Cook Islands","CK","COK",NA,NA,NA,NA,NA,3,3,13,108,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.230769230769231,0.00173853632193746,0.459799925216524,0.230769230769231,0.00173853632193746,0.459799925216524,0.169811320754717,0.140630919698204,0.19899172181123
2020-07-30,"-99","Cook Islands","CK","COK",NA,NA,NA,NA,NA,3,3,13,108,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.230769230769231,0.00173853632193746,0.459799925216524,0.230769230769231,0.00173853632193746,0.459799925216524,0.169811320754717,0.140630919698204,0.19899172181123
2020-07-31,"-99","Cook Islands","CK","COK",0,0,1,0,1,3,3,12,107,11,0,0,0,0,0,0,0,0,0,0.25,0.0050045019324933,0.494995498067507,0.25,0.0050045019324933,0.494995498067507,0.183533447684391,0.152110955702622,0.21495593966616
2020-08-01,"-99","Cook Islands","CK","COK",0,0,2,0,2,3,3,13,107,12,0,0,0,0,0,0,0,0,0,0.230769230769231,0.00173853632193746,0.459799925216524,0.230769230769231,0.00173853632193746,0.459799925216524,0.168238993710692,0.139166509561424,0.19731147785996
2020-08-02,"-99","Cook Islands","CK","COK",0,0,1,0,1,3,3,13,107,13,0,0,0,0,0,0,0,0,0,0.230769230769231,0.00173853632193746,0.459799925216524,0.230769230769231,0.00173853632193746,0.459799925216524,0.155297532656023,0.128253426043799,0.182341639268247
2020-08-03,"-99","Cook Islands","CK","COK",1,0,1,0,1,4,3,14,107,14,1,1,1,0,0,0,0,0,0,0.285714285714286,0.0490754427644738,0.522353128664098,0.214285714285714,0,0.42922361728078,0.144204851752022,0.118928116213863,0.169481587290181
2020-08-04,"-99","Cook Islands","CK","COK",0,0,1,0,1,4,3,13,106,13,0,0,0,0,0,0,0,0,0,0.307692307692308,0.0568017522725962,0.558582863112019,0.230769230769231,0.00173853632193746,0.459799925216524,0.153846153846154,0.126905603199059,0.180786704493249
