ISO2,ISO_3,country_agg,region_agg,date,first_date,day_count,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B2,B4,E5,B0.NA,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,B0.1,B0.2,D1.-88,D2.-88,D4.-88,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope,p_cases_infected,p_cases_infected_smooth,p_cases_active
MR,MRT,Mauritania,Dakhlet Nouadhibou,2020-06-21,2020-05-03,3,100,1,17458.7153170202,0,0,10,97,1,0,1928584.68430934,84,252,10,321,100,5,86,9,4,90,6,4,89,7,20,73,7,15,80,5,14,79,7,4,89,7,2,90,8,2,90,8,4,89,7,7,85,8,14,80,6,9,91,0,4,5,91,3,96,1,1,1,98,0,1,0,99,41,51,8,64,30,6,17,70,13,56,37,7,8,79,13,24,66,10,49,47,4,33,11,1,4,51,9,91,0,27,15,8,10,17,12,11,41,15,17,17,10,0,3,8,17,59,13,1,3,14,14,55,13,25,33,12,17,13,11,21,17,40,11,81,7,0,0,12,17,37,15,10,4,1,0,16,82,6,0,12,42,0.01,0.0195013954179879,0.00905260497973544,0.000133672114913698,0,0,0,0,0.00145201103528387,0.000899295621069523,,,,,,0.00989490876045895,0.0192779940625146,0.00865130844233635,0.000127683674225278,0,0,0,0,0.00215461491127758,0.00108872759861604,,,,,,,,0.00989490876045895
MR,MRT,Mauritania,Dakhlet Nouadhibou,2020-06-22,2020-05-07,3,101,1,17458.7153170202,0,0,13,97,1,0,1954355.58062062,85,274,13,322,101,5,87,9,4,91,6,4,90,7,21,73,7,16,80,5,14,80,7,4,90,7,3,90,8,2,91,8,5,89,7,7,86,8,14,78,9,11,90,0,4,7,90,3,97,1,1,1,99,0,1,0,100,41,53,7,63,32,6,17,71,13,55,39,7,8,81,12,24,68,9,50,47,4,34,11,1,4,51,10,91,0,29,15,7,10,17,12,11,41,16,17,17,10,0,3,9,16,60,13,1,3,15,14,55,13,25,32,13,18,13,12,21,17,40,11,82,7,0,0,12,18,38,14,10,4,1,0,16,82,7,0,12,41,0.0099009900990099,0.0193092777830645,0.00893323379334895,0.0001319174069551,0,0,0,0,0.00188761434586903,0.00102513109394056,,,,,,0.00990136200624004,0.0192781546521767,0.00861774791647487,0.00012713318770804,0,0,0,0,0.00218289722316614,0.00109592050314475,,,,,,,,0.00990136200624004
MR,MRT,Mauritania,Dakhlet Nouadhibou,2020-06-23,2020-05-11,3,100,1,17458.7153170202,0,0,16,96,1,0,1908431.23004839,84,273,16,315,100,5,86,9,4,90,6,4,89,7,20,72,8,16,79,5,14,79,7,4,89,7,3,89,8,2,90,8,5,88,7,7,85,8,14,75,11,12,88,0,5,7,88,3,96,1,1,1,98,0,1,0,99,41,51,8,63,32,5,17,70,13,54,39,7,9,79,12,25,66,9,48,48,4,33,10,1,4,52,10,90,0,31,15,6,10,16,11,11,40,16,17,17,10,0,3,9,16,59,13,1,3,12,13,58,13,24,31,13,19,13,10,22,16,41,11,81,7,0,0,12,17,39,14,9,4,1,0,16,80,8,0,12,39,0.01,0.0195013954179879,0.00914820248282015,0.000135077205922707,0,0,0,0,0.00234741784037559,0.00114886279678716,,,,,,0.00991321692894623,0.0192832240384097,0.00858395829642706,0.000126554782602716,0,0,0,0,0.00221254552933901,0.00110345158273523,,,,,,,,0.00991321692894623
MR,MRT,Mauritania,Dakhlet Nouadhibou,2020-06-24,2020-05-11,2,102,1,17458.7153170202,0,0,16,98,1,0,1930345.03272967,85,273,16,315,102,5,88,9,4,92,6,4,91,7,20,74,8,16,81,5,14,81,7,4,91,7,3,91,8,2,92,8,5,90,7,7,87,8,14,75,13,12,90,0,5,7,90,4,97,1,1,1,100,0,1,0,101,42,52,8,65,32,5,19,70,13,56,39,7,10,80,12,26,67,9,50,48,4,35,10,1,4,52,10,92,0,31,16,6,10,16,11,12,40,16,17,18,11,0,3,9,16,60,14,1,3,12,13,59,14,25,31,13,19,14,10,23,16,41,12,81,7,0,1,13,17,40,14,9,4,1,0,17,81,8,0,13,40,0.00980392156862745,0.0191209083686488,0.0090443495960575,0.000133550770976242,0,0,0,0,0.00229951135383731,0.00112544363774366,,,,,,0.00993478914178641,0.0192966615165256,0.00855261284390411,0.000125962784214857,0,0,0,0,0.00224358728991864,0.00111133270968928,,,,,,,,0.00993478914178641
MR,MRT,Mauritania,Dakhlet Nouadhibou,2020-06-25,2020-05-15,2,101,1,17458.7153170202,0,0,16,97,1,0,2138777.93501957,84,267,16,311,101,5,87,9,3,92,6,4,90,7,18,75,8,16,80,5,13,81,7,4,90,7,3,90,8,2,91,8,5,89,7,6,87,8,14,74,13,12,89,0,5,7,89,4,96,1,1,1,99,0,1,0,100,42,51,8,65,31,5,18,70,13,55,39,7,10,79,12,27,65,9,50,47,4,35,10,1,4,51,10,91,0,33,15,6,8,16,11,12,40,15,18,17,11,0,3,10,15,59,14,1,3,13,13,57,14,23,32,13,19,14,10,22,17,40,12,79,8,0,1,13,17,38,15,9,4,1,0,17,79,8,1,13,40,0.0099009900990099,0.0193092777830645,0.00816293970082521,0.000120589280414313,0,0,0,0,0.00232321765645419,0.0011370326407494,,,,,,0.00996890162186445,0.0193209567013663,0.0085254159926959,0.00012537005982496,0,0,0,0,0.00227590462174155,0.00111953920638491,,,,,,,,0.00996890162186445
MR,MRT,Mauritania,Dakhlet Nouadhibou,2020-06-26,2020-05-15,2,103,1,17458.7153170202,0,0,16,99,1,0,2153120.75825431,86,267,16,320,103,5,88,10,3,93,7,4,91,8,18,76,9,16,81,6,13,82,8,4,91,8,3,91,9,2,92,9,5,90,8,6,88,9,14,75,14,12,91,0,5,7,91,4,98,1,1,1,101,0,1,0,102,42,53,8,66,32,5,18,72,13,57,39,7,11,80,12,27,67,9,52,47,4,36,11,1,4,51,10,93,0,34,16,6,8,16,11,12,42,15,18,17,11,1,3,10,15,60,14,1,3,14,13,58,14,23,32,15,19,14,11,22,17,41,12,81,8,0,1,13,17,38,17,9,4,1,0,17,81,8,1,13,41,0.00970873786407767,0.018936178546626,0.00810856300097874,0.000119789269145127,0,0,0,0,0.00227628396642481,0.00111408848846795,,,,,,0.01002145856971,0.0193608385235255,0.00850628275854226,0.000124801593561638,0,0,0,0,0.00230929291744783,0.00112802562808774,,,,,,,,0.01002145856971
MR,MRT,Mauritania,Dakhlet Nouadhibou,2020-06-27,2020-05-15,1,104,1,17458.7153170202,0,0,16,100,2,0,2165514.39002128,87,267,16,320,104,5,89,10,3,94,7,4,92,8,18,77,9,16,82,6,13,83,8,4,92,8,3,92,9,2,93,9,5,91,8,6,89,9,14,76,14,12,92,0,5,7,92,5,98,1,2,1,101,0,2,0,102,42,54,8,67,32,5,18,73,13,58,39,7,11,81,12,27,68,9,53,47,4,37,11,1,4,51,10,94,0,34,17,6,8,16,11,12,43,15,18,17,11,1,3,10,15,61,14,1,3,14,13,59,14,24,32,15,19,14,11,22,17,42,12,82,8,0,1,13,17,38,18,9,4,1,0,17,82,8,1,13,42,0.00961538461538462,0.0187549838461375,0.0080621562236992,0.000119106479591925,0,0,0,0,0.00225352112676056,0.00110296018526087,,,,,,0.0100995232236357,0.0194218956800838,0.00850004275006932,0.000124289479212021,0,0,0,0,0.00234338895096001,0.00113670635782463,3.41024105294553e-05,-2.52109487111713e-05,0,0,3.14623399470716e-05,,,0.0100995232236357
MR,MRT,Mauritania,Dakhlet Nouadhibou,2020-06-29,2020-05-19,4,100,1,17458.7153170202,0,0,18,96,2,0,2136649.30400701,83,274,18,289,100,5,86,9,2,91,7,4,89,7,18,74,8,15,80,5,14,79,7,4,89,7,3,89,8,3,89,8,4,89,7,6,86,8,14,73,13,13,87,0,5,8,87,5,94,1,2,1,97,0,2,0,98,42,51,7,65,31,4,19,70,11,56,38,6,12,77,11,29,64,7,50,46,4,36,9,1,4,50,10,90,0,33,18,7,9,13,9,11,39,16,16,18,11,1,3,10,15,57,14,1,2,14,14,55,14,24,29,15,18,14,11,22,16,39,12,77,8,0,1,14,16,36,17,9,4,1,0,17,76,9,1,14,40,0.01,0.0195013954179879,0.00817107200712755,0.000120708922290866,0,0,0,0,0.00264084507042254,0.00121837379924112,,,,,,0.0103717787257313,0.0196378097533093,0.00855412881791573,0.000123613672084086,0,0,0,0,0.00241156471064857,0.00115412952193354,7.8402786581876e-05,-1.0603183093189e-05,0,0,3.81112479137396e-05,,,0.0103717787257313
MR,MRT,Mauritania,Dakhlet Nouadhibou,2020-07-01,2020-05-19,1,101,1,17458.7153170202,0,0,18,97,2,0,2159930.48620737,84,274,18,291,101,5,87,9,2,92,7,4,90,7,18,75,8,15,81,5,14,80,7,4,90,7,3,90,8,3,90,8,4,90,7,6,87,8,14,74,13,13,88,0,5,8,88,5,95,1,2,1,98,0,2,0,99,42,52,7,65,32,4,19,71,11,56,39,6,12,78,11,29,65,7,51,46,4,36,10,1,4,50,10,91,0,33,18,7,9,14,9,11,39,17,16,18,11,1,3,10,15,58,14,1,2,14,14,56,14,25,29,15,18,14,11,22,16,40,12,78,8,0,1,14,17,36,17,9,4,1,0,17,76,10,1,14,41,0.0099009900990099,0.0193092777830645,0.00808299870227584,0.000119413141936967,0,0,0,0,0.00261361986351096,0.00120582970221729,,,,,,0.0108771447817009,0.020036768619731,0.00875361358527854,0.000123759657017373,0,0,0,0,0.00247496020824777,0.00117044698541284,0.000160654642125778,2.82758814752479e-05,0,0,4.37357798181268e-05,,,0.0108771447817009
MR,MRT,Mauritania,Dakhlet Nouadhibou,2020-07-02,2020-05-19,1,102,1,17458.7153170202,0,0,18,98,2,0,2167660.23696749,85,275,18,300,102,5,88,9,2,93,7,4,91,7,19,75,8,15,82,5,14,81,7,4,91,7,3,91,8,3,91,8,4,91,7,7,87,8,14,75,13,13,89,0,5,8,89,5,96,1,2,1,99,0,2,0,100,42,53,7,65,33,4,19,72,11,56,40,6,12,79,11,29,66,7,52,46,4,36,11,1,4,50,10,92,0,34,18,7,9,14,9,11,39,17,17,18,11,1,3,10,15,59,14,1,2,14,14,57,14,25,29,16,18,14,11,22,16,41,12,79,8,0,1,14,17,36,18,9,4,1,0,17,77,10,1,14,42,0.00980392156862745,0.0191209083686488,0.00805417519742141,0.000118989050371475,0,0,0,0,0.00258695027306697,0.00119354127451567,,,,,,0.0112526520784267,0.0203300354191736,0.00893391988324353,0.000124290995401054,0,0,0,0,0.00250315517418249,0.00117775277589497,0.000219643822773383,6.35511732232369e-05,0,0,4.32613140439743e-05,,,0.0112526520784267
