ISO2,ISO_3,country_agg,region_agg,date,first_date,count,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope
BD,BGD,Bangladesh,Dhaka,2020-05-01,2020-05-01,214,0.0233644859813084,0.0202388380968176,0.0118839837989962,5.93789366052816e-05,0,0,0,0,0.00504519655244902,0.00116241608155694,0.0138879867146109,0.0142016824821246,0.0140199757524539,6.02678092943275e-05,0.00263633636633557,0.004215060891823,0.00208239762232825,1.55652733573455e-05,0.00866872719399903,0.00145295431046065,,,,,
BD,BGD,Bangladesh,Dhaka,2020-05-02,2020-05-02,188,0.0106382978723404,0.0146650243040798,0.0273795424095364,9.58909440166314e-05,0,0,0,0,0.00851436301424365,0.00160639216927652,0.0140307343967512,0.0143132621214615,0.0142369905988724,6.109217977059e-05,0.0028133355789984,0.00452011928213223,0.00228444969631755,1.69016248699207e-05,0.00885752117487889,0.00146559988886453,,,,,
BD,BGD,Bangladesh,Dhaka,2020-05-03,2020-05-03,229,0,0,0,0,0,0,0,0,0.00503473328659741,0.00110742665982365,0.0142053410898093,0.0144461178243703,0.0144855486614426,6.20177009313898e-05,0.00299748184095706,0.00483661424338777,0.00249963232681774,1.83068600631858e-05,0.00905193377446117,0.0014788040786006,,,,,
BD,BGD,Bangladesh,Dhaka,2020-05-04,2020-05-04,225,0.0133333333333333,0.0149868868504022,0.00468951021634738,4.0021900403146e-05,0.00888888888888889,0.0122642711349567,0.00264789884331528,3.01043754374788e-05,0.00638409898644202,0.00126640058530136,0.0144132707607256,0.0145988730508846,0.0147665354323453,6.30376603300307e-05,0.00318841439806435,0.00516147680635991,0.00272816510910824,1.97723274051291e-05,0.00925354021714035,0.00149265853813255,,,,,
BD,BGD,Bangladesh,Dhaka,2020-05-05,2020-05-05,225,0.00888888888888889,0.0122642711349567,0.00893740059014851,5.13070828583189e-05,0,0,0,0,0.00891588060472929,0.00148090790218252,0.014653185763037,0.0147682566865431,0.0150767444479106,6.41341256096185e-05,0.00338426178401161,0.00548995469595415,0.00296791695422672,2.1280176061025e-05,0.00946415113787654,0.00150726587052967,,,,,
BD,BGD,Bangladesh,Dhaka,2020-05-06,2020-05-06,219,0.0228310502283105,0.0197821644386899,0.0194463031966694,7.90297111228118e-05,0.0045662100456621,0.00892915096348435,0.00858439673487617,5.27981788240499e-05,0.0210583891699713,0.00232689225825093,0.0149268633078946,0.0149515217210942,0.0154160035981114,6.52910071522978e-05,0.00358492921425043,0.00581754587885021,0.00321854153481834,2.28130264446432e-05,0.00968682710435948,0.00152277292520418,,,,,
BD,BGD,Bangladesh,Dhaka,2020-05-07,2020-05-07,235,0.0127659574468085,0.0143532720806705,0.019535275628961,7.63938051500511e-05,0,0,0,0,0.00738654147104851,0.00132781725351497,0.0152362387681359,0.0151454345799972,0.0157820093860783,6.64876860418639e-05,0.00378972710632576,0.00613897984308033,0.00347771362571954,2.43482481836745e-05,0.00992544083479458,0.00153934388462474,0.000224708675587498,0.000293672272270734,0.000192231789998365,0.000232552667231883,0.000209452273465925
BD,BGD,Bangladesh,Dhaka,2020-05-08,2020-05-08,241,0.020746887966805,0.0179954839601499,0.0232910304799566,8.9171909122028e-05,0.004149377593361,0.00811574042438117,0.000425871231484753,1.21982570305379e-05,0.00957746478873239,0.00151029990915424,0.0155840719648492,0.0153467706407621,0.0161733957658041,6.77031434305004e-05,0.00399940009637459,0.00644964150866518,0.00374541783305971,2.58677454422435e-05,0.0101841483809333,0.00155713125151849,0.000258889594683002,0.000322734194488613,0.000197677419562697,0.000243494689457027,0.000221104534342407
BD,BGD,Bangladesh,Dhaka,2020-05-09,2020-05-09,251,0.0159362549800797,0.0154923029543642,0.0208504161602934,7.72752791681482e-05,0.00398406374501992,0.00779305090554704,0.00636554207224546,4.30120077538156e-05,0.00827090200779143,0.0013742253360189,0.0159746673191697,0.0155526985303763,0.016589918247888,6.89189843262201e-05,0.00421625596012217,0.00674626842577547,0.00402197656627391,2.73557844496224e-05,0.0104679150174819,0.00157627075710117,0.00029488770489341,0.000350728264407557,0.000203129019860851,0.000253724039909361,0.000235996873836787
BD,BGD,Bangladesh,Dhaka,2020-05-10,2020-05-10,276,0.0181159420289855,0.0157345423445174,0.00835316352019675,4.91161319280986e-05,0.0108695652173913,0.0122328153088704,0.00701301624507311,4.50343968517077e-05,0.00720352650252661,0.0012152649239242,0.0164120149400222,0.0157606221001422,0.0170295821142449,7.01152853120061e-05,0.00444411647255144,0.00702745627756023,0.00430966690732958,2.88046954864182e-05,0.0107813689700558,0.0015968353862907,0.000333124029882772,0.000377174446983274,0.000209283679081183,0.000263583633036889,0.000254638125485915
