"date","region","country","ISO2","ISO3","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_anosmia_14days","p_anosmia_14days_low","p_anosmia_14days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high"
2020-05-06,"-99","Isle Of Man","IM","IMN",0,0,0,0,0,0,0.00209643605870021,0,0.00620106590578278
2020-05-06,"Ayre","Isle Of Man","IM","IMN",0,0,0,0,0,0,0,0,0
2020-05-06,"Glenfaba","Isle Of Man","IM","IMN",0,0,0,0,0,0,0.0377358490566038,0,0.0890378580531014
2020-05-06,"Michael","Isle Of Man","IM","IMN",0.5,0,1,0.5,0,1,0.943396226415094,0.899405116625756,0.987387336204432
2020-05-06,"Middle","Isle Of Man","IM","IMN",0,0,0,0,0,0,0,0,0
2020-05-07,"-99","Isle Of Man","IM","IMN",0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434
2020-05-07,"Ayre","Isle Of Man","IM","IMN",0,0,0,0,0,0,0,0,0
2020-05-07,"Glenfaba","Isle Of Man","IM","IMN",0,0,0,0,0,0,0.0377358490566038,0,0.0890378580531014
2020-05-07,"Michael","Isle Of Man","IM","IMN",0.5,0,1,0.5,0,1,0.943396226415094,0.899405116625756,0.987387336204432
2020-05-07,"Middle","Isle Of Man","IM","IMN",0,0,0,0,0,0,0,0,0
2020-05-08,"-99","Isle Of Man","IM","IMN",0,0,0,0,0,0,0.00269541778975741,0,0.00797121493606835
2020-05-08,"Ayre","Isle Of Man","IM","IMN",0,0,0,0,0,0,0,0,0
2020-05-08,"Glenfaba","Isle Of Man","IM","IMN",0,0,0,0,0,0,0.0377358490566038,0,0.0890378580531014
2020-05-08,"Michael","Isle Of Man","IM","IMN",0.5,0,1,0.5,0,1,0.943396226415094,0.899405116625756,0.987387336204432
2020-05-08,"Middle","Isle Of Man","IM","IMN",0,0,0,0,0,0,0,0,0
2020-05-09,"-99","Isle Of Man","IM","IMN",0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434
2020-05-09,"Ayre","Isle Of Man","IM","IMN",0,0,0,0,0,0,0,0,0
2020-05-09,"Glenfaba","Isle Of Man","IM","IMN",0,0,0,0,0,0,0.0377358490566038,0,0.0890378580531014
2020-05-09,"Michael","Isle Of Man","IM","IMN",0.5,0,1,0.5,0,1,0.943396226415094,0.899405116625756,0.987387336204432
2020-05-09,"Middle","Isle Of Man","IM","IMN",0,0,0,0,0,0,0,0,0
2020-05-09,"Rushen","Isle Of Man","IM","IMN",0,0,0,0,0,0,0,0,0
2020-05-10,"-99","Isle Of Man","IM","IMN",0,0,0,0,0,0,0.00707547169811321,0,0.0150535993604193
2020-05-10,"Ayre","Isle Of Man","IM","IMN",0,0,0,0,0,0,0,0,0
2020-05-10,"Glenfaba","Isle Of Man","IM","IMN",0,0,0,0,0,0,0.0283018867924528,0,0.0598714470737785
2020-05-10,"Michael","Isle Of Man","IM","IMN",0.5,0,1,0.5,0,1,0.943396226415094,0.899405116625756,0.987387336204432
2020-05-10,"Middle","Isle Of Man","IM","IMN",0,0,0,0,0,0,0,0,0
2020-05-10,"Rushen","Isle Of Man","IM","IMN",0,0,0,0,0,0,0,0,0
2020-05-11,"-99","Isle Of Man","IM","IMN",0,0,0,0,0,0,0.00707547169811321,0,0.0150535993604193
2020-05-11,"Ayre","Isle Of Man","IM","IMN",0,0,0,0,0,0,0,0,0
2020-05-11,"Glenfaba","Isle Of Man","IM","IMN",0,0,0,0,0,0,0.0283018867924528,0,0.0598714470737785
2020-05-11,"Michael","Isle Of Man","IM","IMN",0.5,0,1,0.5,0,1,0.943396226415094,0.899405116625756,0.987387336204432
2020-05-11,"Middle","Isle Of Man","IM","IMN",0,0,0,0,0,0,0,0,0
2020-05-11,"Rushen","Isle Of Man","IM","IMN",0,0,0,0,0,0,0,0,0
2020-05-12,"-99","Isle Of Man","IM","IMN",0,0,0,0,0,0,0.00707547169811321,0,0.0150535993604193
2020-05-12,"Ayre","Isle Of Man","IM","IMN",0,0,0,0,0,0,0,0,0
2020-05-12,"Glenfaba","Isle Of Man","IM","IMN",0,0,0,0,0,0,0.0283018867924528,0,0.0598714470737785
2020-05-12,"Michael","Isle Of Man","IM","IMN",0.5,0,1,0.5,0,1,0.943396226415094,0.899405116625756,0.987387336204432
2020-05-12,"Middle","Isle Of Man","IM","IMN",0,0,0,0,0,0,0,0,0
2020-05-12,"Rushen","Isle Of Man","IM","IMN",0,0,0,0,0,0,0,0,0
2020-05-13,"-99","Isle Of Man","IM","IMN",0,0,0,0,0,0,0.00838574423480084,0.00020239494622651,0.0165690935233752
2020-05-13,"Ayre","Isle Of Man","IM","IMN",0,0,0,0,0,0,0,0,0
2020-05-13,"Glenfaba","Isle Of Man","IM","IMN",0,0,0,0,0,0,0.0283018867924528,0,0.0598714470737785
2020-05-13,"Michael","Isle Of Man","IM","IMN",0.5,0,1,0.5,0,1,0.943396226415094,0.899405116625756,0.987387336204432
2020-05-13,"Middle","Isle Of Man","IM","IMN",0,0,0,0,0,0,0,0,0
2020-05-13,"Rushen","Isle Of Man","IM","IMN",0,0,0,0,0,0,0,0,0
2020-05-14,"-99","Isle Of Man","IM","IMN",0,0,0,0,0,0,0.00707547169811321,0,0.0150535993604193
2020-05-14,"Ayre","Isle Of Man","IM","IMN",0,0,0,0,0,0,0.125786163522013,0.0742425570591192,0.177329769984906
2020-05-14,"Glenfaba","Isle Of Man","IM","IMN",0,0,0,0,0,0,0.0283018867924528,0,0.0598714470737785
2020-05-14,"Michael","Isle Of Man","IM","IMN",0.5,0,1,0.5,0,1,0.943396226415094,0.899405116625756,0.987387336204432
2020-05-14,"Middle","Isle Of Man","IM","IMN",0,0,0,0,0,0,0,0,0
2020-05-14,"Rushen","Isle Of Man","IM","IMN",0,0,0,0,0,0,0,0,0
2020-05-15,"-99","Isle Of Man","IM","IMN",0,0,0,0,0,0,0.00628930817610063,0,0.013383784123693
2020-05-15,"Ayre","Isle Of Man","IM","IMN",0,0,0,0,0,0,0.125786163522013,0.0742425570591192,0.177329769984906
2020-05-15,"Glenfaba","Isle Of Man","IM","IMN",0,0,0,0,0,0,0.0283018867924528,0,0.0598714470737785
2020-05-15,"Michael","Isle Of Man","IM","IMN",0.333333333333333,0,0.866767964039479,0.333333333333333,0,0.866767964039479,0.628930817610063,0.55384145629842,0.704020178921706
2020-05-15,"Middle","Isle Of Man","IM","IMN",0,0,0,0,0,0,0,0,0
2020-05-15,"Rushen","Isle Of Man","IM","IMN",0,0,0,0,0,0,0,0,0
2020-05-16,"-99","Isle Of Man","IM","IMN",0,0,0,0,0,0,0.00628930817610063,0,0.013383784123693
2020-05-16,"Ayre","Isle Of Man","IM","IMN",0,0,0,0,0,0,0.125786163522013,0.0742425570591192,0.177329769984906
2020-05-16,"Glenfaba","Isle Of Man","IM","IMN",0,0,0,0,0,0,0.0283018867924528,0,0.0598714470737785
2020-05-16,"Michael","Isle Of Man","IM","IMN",0,0,0,0,0,0,0,0,0
2020-05-16,"Middle","Isle Of Man","IM","IMN",0,0,0,0,0,0,0,0,0
2020-05-16,"Rushen","Isle Of Man","IM","IMN",0,0,0,0,0,0,0,0,0
2020-05-17,"-99","Isle Of Man","IM","IMN",0,0,0,0,0,0,0.00628930817610063,0,0.013383784123693
2020-05-17,"Ayre","Isle Of Man","IM","IMN",0,0,0,0,0,0,0.125786163522013,0.0742425570591192,0.177329769984906
2020-05-17,"Glenfaba","Isle Of Man","IM","IMN",0,0,0,0,0,0,0.0188679245283019,0,0.0554978435392005
2020-05-17,"Michael","Isle Of Man","IM","IMN",0,0,0,0,0,0,0,0,0
2020-05-17,"Middle","Isle Of Man","IM","IMN",0,0,0,0,0,0,0,0,0
