ISO2,ISO_3,country_agg,region_agg,date,first_date,day_count,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B2,B4,E5,B0.NA,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,B0.1,B0.2,D1.-88,D2.-88,D4.-88,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope,p_cases_infected,p_cases_infected_smooth,p_cases_active
SN,SEN,Senegal,Dakar,2020-05-03,2020-05-01,55,106,4,235798.911754912,1,30535.6895174197,7,103,2,1,8296963.95622935,83,548,3,318,106,6,95,5,8,94,4,9,92,5,14,87,5,18,84,4,13,89,4,4,97,5,6,95,5,5,96,5,2,99,5,5,96,5,16,86,4,10,96,0,4,5,97,9,94,3,2,3,101,1,7,1,97,33,62,11,47,47,12,9,82,15,32,62,12,6,87,13,14,79,13,23,73,10,15,7,1,0,83,10,96,0,48,22,2,1,2,12,19,54,15,13,6,18,0,3,4,13,62,24,1,2,5,24,50,24,34,24,10,14,24,30,14,16,22,24,52,23,4,4,23,18,27,20,14,4,0,0,23,50,26,7,23,3,0.0377358490566038,0.0362759984499167,0.0284199031114116,0.000113067838678228,0.00943396226415094,0.0184028015418055,0.00368034496455701,4.12033096574243e-05,0.000957199507725967,0.000708750837076832,,,,,,0.0166742741142073,0.0209557063088528,0.0142813133187174,7.88167010423335e-05,0.005821898506966,0.0103849259077549,0.00403644854061472,3.396195024841e-05,0.00150158626132123,0.000790402362439885,,,,,,,,0.0166742741142073
SN,SEN,Senegal,Dakar,2020-05-04,2020-05-03,63,118,3,65028.3101988864,1,30535.6895174197,9,115,2,1,6305564.34118499,93,655,6,339,118,7,106,5,8,106,4,6,108,4,23,90,5,17,97,4,18,96,4,6,107,5,9,104,5,5,108,5,2,111,5,6,107,5,21,92,5,12,106,0,7,4,107,7,108,3,2,1,115,1,6,0,111,38,72,8,44,67,7,8,100,10,33,77,8,5,104,9,18,91,9,29,81,8,19,8,2,0,89,5,113,0,60,23,4,2,1,12,16,59,19,19,5,16,0,3,5,14,71,25,1,1,5,22,64,25,43,26,8,16,25,32,17,14,30,25,69,19,2,3,25,18,36,22,15,2,0,0,25,60,30,3,25,2,0.0254237288135593,0.0284010651185517,0.0103128453981751,7.88541093161515e-05,0.00847457627118644,0.0165393337479136,0.00484265766950864,5.41843503673608e-05,0.00110226576852419,0.000719736737086956,,,,,,0.0160204342359043,0.0203529851879662,0.01425071395459,7.81389526136551e-05,0.00562676376210451,0.00995545469623736,0.00405583738897331,3.32391107801167e-05,0.00151314882283016,0.000789035856603632,,,,,,,,0.0160204342359043
SN,SEN,Senegal,Dakar,2020-05-05,2020-05-04,48,111,1,41570.6596114768,0,0,10,107,1,0,5472051.25296094,89,494,7,354,111,4,103,4,7,100,4,1,107,3,20,87,4,10,98,3,16,91,4,4,103,4,5,102,4,4,103,4,2,105,4,6,101,4,24,83,4,12,98,1,6,5,100,6,101,4,1,0,110,0,6,0,105,36,68,7,34,70,7,6,98,7,27,77,7,5,99,7,14,90,7,25,77,9,17,5,3,0,86,5,106,0,54,22,5,2,0,14,14,58,22,12,4,15,1,2,6,14,67,21,1,4,4,19,62,21,44,18,8,20,21,27,22,8,34,20,72,13,1,3,22,15,35,23,8,5,2,0,23,59,30,1,21,2,0.00900900900900901,0.0175776157070447,0.00759690611248987,7.27504103197096e-05,0,0,0,0,0.00131630906936949,0.000815304695363373,,,,,,0.0154165192773264,0.0197791674823572,0.0142847185872765,7.75942151690723e-05,0.00543584803959126,0.00952394069839665,0.00409353212315771,3.25443091732216e-05,0.00152213332935515,0.000787030948550421,,,,,,,,0.0154165192773264
SN,SEN,Senegal,Dakar,2020-05-06,2020-05-05,67,115,2,79982.9582053508,1,38412.298593874,13,113,1,0,7241719.10533608,95,549,12,302,115,6,106,3,7,106,2,0,112,3,20,91,4,12,100,3,14,98,3,1,111,3,0,112,3,4,108,3,2,110,3,4,108,3,24,88,3,7,107,1,4,2,109,8,102,5,1,1,113,0,8,0,107,38,68,9,44,61,10,9,97,9,35,72,8,6,100,9,26,80,9,29,76,10,20,4,2,3,86,13,102,0,54,24,7,2,1,14,13,62,18,14,7,14,2,2,5,24,65,17,0,5,5,19,69,17,47,19,11,20,18,24,24,17,32,18,67,22,3,4,19,20,31,21,11,5,4,1,22,61,34,2,18,2,0.0173913043478261,0.023892167460625,0.0110447473924272,7.61190690002546e-05,0.00869565217391304,0.0169689025724735,0.00530430662045008,5.29037774416142e-05,0.00162034151813536,0.000880097600458963,,,,,,0.0148796163979254,0.0192486068272433,0.0143915793589244,7.72140327271051e-05,0.00525830228947717,0.00910188447331405,0.00415817350817198,3.191717076991e-05,0.00152885970216178,0.000784560026768633,,,,,,,,0.0148796163979254
SN,SEN,Senegal,Dakar,2020-05-07,2020-05-06,77,144,2,96737.593455902,2,96737.593455902,25,143,0,0,9103400.58971927,120,617,24,464,144,6,129,9,12,125,7,5,131,8,30,104,10,18,119,7,15,120,9,5,130,9,2,133,9,5,129,10,4,132,8,9,127,8,25,110,9,9,135,0,4,4,136,6,134,4,1,2,141,0,4,2,138,49,84,11,61,68,15,19,111,14,48,84,12,5,125,14,36,94,14,38,97,9,26,7,1,4,106,12,132,0,77,28,9,6,1,9,14,73,27,15,14,15,2,2,7,27,84,22,1,2,8,18,94,21,56,26,15,25,22,32,27,24,39,22,75,37,3,7,22,33,38,23,14,8,2,1,25,69,52,1,22,2,0.0138888888888889,0.0191145255599144,0.0106265337334655,6.66073577715757e-05,0.0138888888888889,0.0191145255599144,0.0106265337334655,6.66073577715757e-05,0.00246232640598838,0.000964025146139663,,,,,,0.0144272883835681,0.0187761002918694,0.0145784910712348,7.7027451023253e-05,0.00510571843419226,0.0087033859432492,0.00426038386905775,3.14050816329136e-05,0.00153388892671309,0.00078187284824005,,,,,,,,0.0144272883835681
SN,SEN,Senegal,Dakar,2020-05-08,2020-05-07,76,153,2,179474.320186646,1,58325.294862028,20,152,1,0,8372035.09374195,123,596,19,587,153,4,136,13,15,127,11,6,135,12,34,105,14,13,131,9,19,122,12,8,132,13,6,135,12,4,135,14,3,137,13,7,134,12,28,115,10,9,144,0,5,4,144,7,144,2,2,3,148,0,5,2,146,56,85,12,66,71,16,19,116,18,51,87,15,4,132,17,29,107,17,45,96,12,32,8,2,3,108,13,140,0,81,22,11,5,1,14,19,73,33,13,14,20,1,6,5,22,92,27,3,4,5,26,89,26,62,24,16,25,26,33,27,23,45,25,81,35,1,9,27,32,42,27,12,9,1,0,30,70,53,2,28,2,0.0130718954248366,0.0179975925804315,0.0214373587995113,9.81098304470076e-05,0.0065359477124183,0.0127682900213672,0.006966680646815,5.63413738435061e-05,0.00185322461082283,0.000811443631726982,,,,,,0.0140758790230215,0.0183751608867666,0.0148506106241927,7.70571159945003e-05,0.00499191820018104,0.00834434632810482,0.00441315528178283,3.10617565552027e-05,0.00153810128961455,0.000779306927727263,,,,,,,,0.0140758790230215
SN,SEN,Senegal,Dakar,2020-05-09,2020-05-08,72,148,1,121149.025324618,0,0,21,145,2,0,7693975.75740587,121,624,21,591,148,3,136,9,9,131,8,1,138,9,41,99,8,12,129,7,22,118,8,6,134,8,9,131,8,5,133,10,1,137,10,1,138,9,28,114,6,10,137,1,7,3,138,5,141,2,2,2,144,0,5,0,143,55,80,13,61,74,13,11,121,16,58,77,13,6,127,15,22,111,15,42,92,14,26,11,2,3,106,15,133,0,72,24,12,1,4,16,19,64,33,16,15,20,2,6,4,19,93,24,5,5,3,26,85,24,57,30,15,20,26,31,26,24,43,24,82,35,0,6,25,20,45,23,17,13,3,0,27,70,46,4,28,2,0.00675675675675676,0.0131981842005323,0.0157459588052387,8.79651895756115e-05,0,0,0,0,0.00203982515784361,0.000871541341476853,,,,,,0.0138390163474275,0.0180572420077377,0.0152093549644487,7.7315585716215e-05,0.00493241704647335,0.00804223985906497,0.00463051507031429,3.09441688610851e-05,0.0015427643262214,0.000777283381138952,-0.000472542961129962,0.000154673607621879,-0.000148246910082109,9.90110882832628e-05,6.86301081669567e-06,,,0.0138390163474275
SN,SEN,Senegal,Dakar,2020-05-10,2020-05-09,61,133,0,0,0,0,20,131,2,0,7221398.38915672,119,687,20,700,133,2,122,9,11,112,10,2,119,12,43,84,6,15,108,10,22,102,9,6,118,9,9,113,11,6,116,11,2,122,9,1,121,11,28,99,6,7,125,1,5,2,126,6,124,3,3,0,130,1,4,1,127,58,66,9,49,76,8,11,112,10,55,70,8,8,115,10,25,99,9,32,93,8,17,10,1,4,101,9,124,0,70,30,8,2,3,10,10,56,33,18,16,10,3,3,8,19,84,16,4,5,7,15,87,15,53,32,14,17,17,28,22,27,41,15,77,38,0,4,14,15,47,23,16,14,3,0,15,65,49,3,16,2,0,0,0,0,0,0,0,0,0.00215030641866466,0.000941382257175097,,,,,,0.0137255892758095,0.0178297489286812,0.0156515018069595,7.78006003932643e-05,0.00494294759328203,0.00781400525247112,0.00492648630273868,3.11057382368241e-05,0.00154950705485126,0.000776296264226815,-0.000382474160015802,0.000233464642061573,-0.000113969361470412,0.000145108152294228,6.05970533685059e-06,,,0.0137255892758095
SN,SEN,Senegal,Dakar,2020-05-11,2020-05-10,90,151,1,72670.2653403237,0,0,7,149,1,0,9048554.4302686,130,809,6,810,151,4,135,12,12,126,13,5,131,15,38,103,10,14,124,13,21,118,12,7,131,13,11,128,12,6,132,13,3,137,11,3,133,15,30,114,7,6,145,0,3,1,147,6,141,4,2,0,149,1,4,1,145,62,80,9,53,88,10,12,126,13,51,90,10,6,132,13,29,110,12,42,98,11,26,7,5,3,110,10,141,0,80,26,8,7,1,13,16,62,33,25,14,17,1,4,10,25,87,24,1,5,12,25,85,23,68,28,11,21,23,34,30,22,43,22,78,49,0,3,21,25,49,30,15,7,3,0,22,64,63,3,21,2,0.00662251655629139,0.0129368427609194,0.00803114640027275,5.81562344765823e-05,0,0,0,0,0.000661688250307212,0.000490014309486915,,,,,,0.0137380513302815,0.0176942422002493,0.0161683654740408,7.84905401011937e-05,0.00503810599630478,0.00767500951744005,0.00531372578653097,3.1592845028748e-05,0.00156047209976073,0.0007768922448215,-0.000279744657840815,0.000313941147794055,-6.62903405477466e-05,0.000203365610562211,6.38979506759544e-06,,,0.0137380513302815
SN,SEN,Senegal,Dakar,2020-05-12,2020-05-11,69,159,2,168126.774459309,0,0,10,156,1,0,10118667.2438078,139,794,8,715,159,6,141,12,9,139,11,9,138,12,41,109,9,18,130,11,22,127,10,7,140,12,10,141,8,8,139,12,4,146,9,7,138,14,28,123,8,9,149,1,5,2,152,5,150,4,1,1,157,0,5,0,154,62,86,11,57,91,11,14,132,13,55,93,11,8,137,14,24,122,13,46,102,11,26,5,9,4,115,13,146,0,87,26,6,8,1,15,16,70,28,26,19,16,2,2,9,25,101,20,2,3,8,35,91,20,70,27,16,26,20,41,26,23,49,20,89,49,0,2,19,33,49,28,18,5,4,1,21,77,61,2,19,2,0.0125786163522013,0.0173227655893146,0.0166155058179421,7.87598527312903e-05,0,0,0,0,0.000902853015529072,0.000559331145915793,,,,,,0.0138702310386344,0.0176454179751924,0.0167448730915731,7.93433207618283e-05,0.0052287511919611,0.00763627502017431,0.00580113507327063,3.24355200880958e-05,0.00157747214608045,0.000779522970607813,-0.000168230893215161,0.000392215622108128,-4.92518291934528e-06,0.000273826927516442,8.10207398644623e-06,,,0.0138702310386344
SN,SEN,Senegal,Dakar,2020-05-13,2020-05-12,61,130,1,95456.5091189848,0,0,8,128,1,0,8970824.95218569,118,774,7,553,130,3,119,8,13,110,7,8,114,8,37,89,4,16,106,8,23,103,4,9,112,9,8,115,7,8,114,8,2,121,7,5,116,9,31,95,4,7,122,1,4,3,123,6,122,2,1,1,128,0,5,1,124,49,74,7,50,75,5,18,105,7,48,76,6,11,110,9,23,100,7,38,87,5,22,2,7,6,93,12,118,0,68,33,6,3,0,12,8,61,24,20,17,8,2,1,10,14,93,10,2,2,5,26,85,10,61,20,19,20,10,31,15,25,49,10,82,34,0,4,10,34,39,25,14,2,2,1,13,74,44,1,11,2,0.00769230769230769,0.0150185469901632,0.0106407726856522,6.71421875698088e-05,0,0,0,0,0.000880281690140845,0.000609724338542576,,,,,,0.0141077686897838,0.0176713259795941,0.0173605751079368,8.02995615314143e-05,0.00552009693227878,0.00770336024828147,0.00639183377927281,3.36440906338039e-05,0.00160220654726834,0.000784524277570245,-5.32532822973824e-05,0.000463680672783672,6.90630830144203e-05,0.00035524165170251,1.13862700925429e-05,,,0.0141077686897838
