ISO2,ISO_3,country_agg,region_agg,date,first_date,day_count,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B2,B4,E5,B0.NA,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,B0.1,B0.2,D1.-88,D2.-88,D4.-88,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope,p_cases_infected,p_cases_infected_smooth,p_cases_active
GI,GIB,Gibraltar,Gibraltar,2021-03-19,2020-12-21,5,101,4,180562.711389447,3,168633.045346736,144,82,17,4,2831955.09193408,56,453,144,171,101,4,88,9,19,76,6,11,83,7,24,71,6,21,74,6,22,72,7,13,79,9,6,87,8,12,80,9,7,87,7,11,81,9,34,61,6,15,70,16,9,4,88,40,37,24,17,22,62,4,13,0,84,29,37,35,46,20,35,20,46,35,34,31,36,12,53,36,15,49,37,31,34,36,15,6,5,5,70,18,46,37,40,8,3,1,7,7,35,18,12,14,21,36,3,7,15,10,24,42,5,6,14,10,23,43,25,16,7,11,42,9,11,8,31,42,29,23,1,3,45,9,6,12,15,11,2,1,45,31,19,3,48,63,0.0396039603960396,0.0380348662281565,0.0637590306088266,0.000284557203066346,0.0297029702970297,0.0331085145091172,0.0595465111106577,0.000275614290161837,0.0247337684644452,0.00398950238931616,0,0,0,0,0,0.024230001049885,0.0294267968234897,0.0400999420013471,0.000202987151259404,0.0226920272564137,0.0286615602395179,0.0394455887974873,0.000201598000725277,0.0220299513721491,0.00374829396755265,,,,,,,,0.024230001049885
GI,GIB,Gibraltar,Gibraltar,2021-03-20,2020-12-22,1,100,3,168633.045346736,3,168633.045346736,132,81,17,4,2826709.65258423,56,450,132,173,100,3,88,9,19,75,6,10,83,7,23,71,6,22,73,5,21,72,7,13,79,8,5,87,8,13,79,8,6,87,7,10,81,9,32,62,6,14,70,16,8,4,88,40,36,24,17,22,61,4,13,0,83,27,38,35,45,20,35,19,46,35,33,31,36,10,54,36,14,49,37,29,35,36,14,6,5,4,71,18,45,37,39,8,3,1,6,8,35,19,11,14,20,36,3,7,15,10,24,41,5,6,14,10,23,42,26,16,6,11,41,9,11,7,32,41,28,24,1,3,44,10,6,11,15,11,2,1,44,30,19,4,47,63,0.03,0.0334344809563718,0.0596570097648935,0.000276109517055028,0.03,0.0334344809563718,0.0596570097648935,0.000276109517055028,0.0229525299947835,0.00387034359020617,0,0,0,0,0,0.0232854466185686,0.0288124584314362,0.0378234063998848,0.000194460146267489,0.0219312786373058,0.0281386765474376,0.0372472560383734,0.000193237015429724,0.0215910427046184,0.0037067184037092,,,,,,,,0.0232854466185686
GI,GIB,Gibraltar,Gibraltar,2021-03-21,2020-12-24,3,101,3,168633.045346736,3,168633.045346736,132,82,17,4,2976070.74126251,57,465,132,178,101,3,89,9,19,76,6,9,85,7,23,72,6,21,75,5,22,72,7,12,81,8,5,88,8,13,80,8,6,88,7,10,82,9,31,64,6,14,71,16,8,4,89,41,36,24,17,23,61,4,13,0,84,27,39,35,45,21,35,18,47,36,33,32,36,10,55,36,14,50,37,29,36,36,15,5,5,4,72,17,47,37,40,8,3,1,6,8,35,20,11,13,21,36,3,7,14,10,26,41,5,5,14,10,25,42,26,17,6,11,41,8,11,7,34,41,28,24,1,4,44,10,6,11,14,13,2,1,44,30,20,4,47,62,0.0297029702970297,0.0331085145091172,0.0566629828413282,0.000262669483872103,0.0297029702970297,0.0331085145091172,0.0566629828413282,0.000262669483872103,0.0226726210924081,0.00382369187459754,0,0,0,0,0,0.0222896405276929,0.02815857471874,0.0353628415054078,0.000185213164962854,0.0211145764038267,0.0275739080229144,0.0348628934715359,0.000184151806855043,0.0210807966133321,0.00365850181657218,,,,,,,,0.0222896405276929
GI,GIB,Gibraltar,Gibraltar,2021-03-22,2020-12-28,3,100,2,121758.140027865,2,121758.140027865,145,82,18,5,3358721.37608188,56,468,145,175,100,2,88,10,19,75,6,9,83,8,23,71,6,20,74,6,21,71,8,12,79,9,5,86,9,13,78,9,6,86,8,11,80,9,29,64,7,16,69,15,9,5,86,43,35,22,18,24,58,5,13,0,82,28,39,33,44,23,33,18,47,35,33,32,35,9,56,35,14,50,36,31,35,34,15,7,5,4,69,17,47,36,39,8,3,1,6,9,34,19,11,13,22,35,2,8,13,10,27,40,5,5,13,10,26,41,24,18,6,11,41,7,11,7,34,41,28,23,1,4,44,9,6,10,15,13,2,1,44,28,20,4,48,60,0.02,0.0274394957835608,0.0362513368613809,0.000199896416947961,0.02,0.0274394957835608,0.0362513368613809,0.000199896416947961,0.0249055307454483,0.0040029783163999,0,0,0,0,0,0.0212589739803827,0.0274762616940274,0.0327493748874545,0.000175368812987994,0.0202560919879979,0.0269772662018823,0.0323226842327788,0.000174462975670543,0.0204999778019617,0.00360374640328261,,,,,,,,0.0212589739803827
GI,GIB,Gibraltar,Gibraltar,2021-03-23,2020-12-29,1,100,2,121758.140027865,2,121758.140027865,145,82,18,5,3903908.49494907,56,468,145,175,100,2,87,11,20,74,6,9,82,9,23,70,7,20,73,7,20,71,9,12,78,10,5,85,10,13,77,10,6,85,9,12,79,9,29,63,8,16,69,15,9,5,86,43,35,22,18,24,58,5,13,0,82,28,39,33,44,23,33,18,47,35,33,32,35,9,56,35,14,50,36,31,35,34,15,7,5,4,69,17,47,36,39,8,3,1,6,9,34,19,11,13,22,35,2,8,13,10,27,40,5,5,13,10,26,41,24,18,6,11,41,7,11,7,34,41,28,23,1,4,44,9,6,10,15,13,2,1,44,28,20,4,48,60,0.02,0.0274394957835608,0.0311887791902391,0.000172431673898843,0.02,0.0274394957835608,0.0311887791902391,0.000172431673898843,0.0249055307454483,0.0040029783163999,0,0,0,0,0,0.0202177427633666,0.0267824526324971,0.0300342767533907,0.000165129878310756,0.0193776114325253,0.0263644356074803,0.0296768307225594,0.000164371042957429,0.0198547027108245,0.00354305810100019,,,,,,,,0.0202177427633666
GI,GIB,Gibraltar,Gibraltar,2021-03-24,2020-12-30,2,100,2,121758.140027865,2,121758.140027865,145,82,18,5,3900363.84192333,54,457,145,172,100,2,87,11,20,74,6,9,82,9,23,70,7,20,73,7,20,71,9,12,78,10,5,85,10,13,77,10,6,85,9,12,79,9,28,64,8,16,69,15,9,5,86,44,35,21,18,25,57,5,13,0,82,27,39,34,43,23,34,17,47,36,32,32,36,9,55,36,14,49,37,31,34,35,15,7,5,4,69,16,48,36,39,8,2,1,6,9,35,20,11,12,21,36,2,7,12,11,27,41,5,4,13,10,26,42,24,17,6,11,42,6,11,6,35,42,27,23,1,4,45,8,6,10,15,13,2,1,45,27,20,3,50,60,0.02,0.0274394957835608,0.0312171235716882,0.000172585855192548,0.02,0.0274394957835608,0.0312171235716882,0.000172585855192548,0.0249055307454483,0.0040029783163999,0,0,0,0,0,0.0191976753700648,0.0260995988014874,0.0272899986216738,0.000154782847597352,0.0185081844778836,0.0257565346626495,0.0269966447451344,0.000154160075840632,0.0191579495499973,0.00347768420367173,,,,,,,,0.0191976753700648
GI,GIB,Gibraltar,Gibraltar,2021-03-27,2020-12-31,2,100,1,16678.290482987,1,16678.290482987,77,83,17,4,3860909.77594437,54,478,77,172,100,1,87,12,19,74,7,9,82,9,22,70,8,21,71,8,19,71,10,10,79,11,5,85,10,12,77,11,5,85,10,11,79,10,26,65,9,16,70,14,9,5,86,43,35,22,17,25,58,4,13,0,83,26,39,35,42,23,35,16,47,37,31,32,37,8,55,37,14,48,38,30,34,36,15,7,4,4,70,15,48,37,39,8,2,1,5,9,36,20,11,12,20,37,1,7,12,11,27,42,5,4,13,10,26,42,23,17,6,11,43,5,11,6,35,43,27,23,1,4,45,8,6,10,15,13,2,1,45,27,20,3,50,60,0.01,0.0195013954179879,0.00431978249968494,6.54175302931278e-05,0.01,0.0195013954179879,0.00431978249968494,6.54175302931278e-05,0.0130663499066689,0.00289935230834447,0,0,0,0,0,0.016637810083519,0.0243873556713473,0.0197799214694248,0.000126661210144835,0.0163064354629906,0.0242224764102672,0.0196389333423572,0.00012636190125345,0.0169628008709539,0.00327282624411594,-0.00126536516106101,-0.00338667008865371,-0.00106426529890386,-0.00330110924252169,-0.000844525083532525,,,0.016637810083519
GI,GIB,Gibraltar,Gibraltar,2021-03-28,2021-01-02,3,100,1,16678.290482987,1,16678.290482987,77,82,16,3,3970346.73659715,52,474,77,161,100,1,88,11,18,74,8,9,81,10,21,70,9,20,71,9,18,71,11,10,79,11,5,84,11,11,78,11,4,86,10,11,79,10,25,65,10,16,69,15,9,5,86,41,35,24,16,24,60,3,13,0,84,26,37,37,42,22,36,15,46,39,30,31,39,7,54,39,14,46,40,29,34,37,14,8,3,4,71,15,47,38,39,7,2,1,5,9,37,19,12,10,21,38,1,7,11,11,27,43,5,3,12,10,26,44,24,15,6,11,44,6,11,5,34,44,25,23,1,4,47,7,5,10,15,13,2,1,47,25,20,3,52,59,0.01,0.0195013954179879,0.00420071383923547,6.36181926732563e-05,0.01,0.0195013954179879,0.00420071383923547,6.36181926732563e-05,0.0132256956372381,0.00293447334140563,0,0,0,0,0,0.0160659682900774,0.0240135599310664,0.0178108591642292,0.000119427973266099,0.0158192076454925,0.0238907813287765,0.0177058712775331,0.000119205090611868,0.0162768520850619,0.00320923713214435,-0.00120324638808188,-0.00333542453927593,-0.00101867849863556,-0.00325689746014005,-0.000885698436592749,,,0.0160659682900774
GI,GIB,Gibraltar,Gibraltar,2021-03-29,2021-01-03,2,101,1,16678.290482987,1,16678.290482987,77,83,17,3,4067234.24363308,52,469,77,157,101,1,89,11,18,75,8,9,82,10,22,70,9,19,73,9,18,72,11,10,80,11,6,84,11,11,79,11,4,87,10,11,80,10,25,66,10,16,70,15,9,5,87,42,35,24,17,24,60,3,14,0,84,26,38,37,42,23,36,15,47,39,30,32,39,7,55,39,14,47,40,28,36,37,13,8,3,4,73,14,49,38,40,7,2,1,5,9,37,20,11,10,22,38,1,7,11,10,28,44,5,3,12,10,26,45,23,15,6,12,45,7,11,4,34,45,25,23,1,4,48,8,5,9,15,13,2,1,48,24,20,4,53,59,0.0099009900990099,0.0193092777830645,0.00410064665173773,6.21058339229688e-05,0.0099009900990099,0.0193092777830645,0.00410064665173773,6.21058339229688e-05,0.0130663499066689,0.00289935230834447,0,0,0,0,0,0.0156723632958048,0.0237669413838389,0.0162145866226221,0.000113685118552,0.0154934105886675,0.0236779014022192,0.0161384486040474,0.000113523482346131,0.015650234251784,0.00315140776211551,-0.00110287953864802,-0.00319137581379762,-0.000936860969193207,-0.00312074081124809,-0.00090509372692469,,,0.0156723632958048
GI,GIB,Gibraltar,Gibraltar,2021-03-30,2021-01-04,1,100,1,16678.290482987,1,16678.290482987,77,83,17,3,3960787.21669935,52,474,77,155,100,1,89,10,18,75,7,8,82,10,22,70,8,19,73,8,18,72,10,10,80,10,6,84,10,11,79,10,4,87,9,11,80,9,26,65,9,16,70,14,9,5,86,43,34,23,17,25,58,3,14,0,83,26,38,36,42,23,35,15,47,38,29,33,38,7,55,38,14,47,39,28,36,36,13,8,3,4,72,14,49,37,40,8,2,1,5,8,36,20,10,11,22,37,1,7,11,9,29,43,5,3,11,10,27,44,22,16,6,12,44,7,11,4,34,44,24,24,1,4,47,8,5,10,15,13,1,1,47,24,20,4,52,59,0.01,0.0195013954179879,0.00421085243172582,6.37714131080126e-05,0.01,0.0195013954179879,0.00421085243172582,6.37714131080126e-05,0.0130663499066689,0.00289935230834447,0,0,0,0,0,0.0154618454613,0.023651919773941,0.0150144390005266,0.000109523418021411,0.0153354884933098,0.0235890494084274,0.0149606786001964,0.00010940928808609,0.0150973666985638,0.00310067190716005,-0.000966188086513789,-0.00295582264782132,-0.000820100582448019,-0.00289366760543042,-0.000900435183899655,,,0.0154618454613
