"date","region","country","ISO2","ISO3","count_14days","count_local_14days","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_cliWHO_14days","p_cliWHO_14days_low","p_cliWHO_14days_high","p_anosmia_14days","p_anosmia_14days_low","p_anosmia_14days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high"
2020-05-06,"-99","Tuvalu","TV","TUV",3,3,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Niulakita","Tuvalu","TV","TUV",1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020-05-07,"-99","Tuvalu","TV","TUV",2,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Niulakita","Tuvalu","TV","TUV",1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020-05-08,"Niulakita","Tuvalu","TV","TUV",1,1,1,1,1,1,1,1,1,1,1,1,1,1
2020-05-09,"Niulakita","Tuvalu","TV","TUV",2,2,0.5,0,1,0.5,0,1,0.5,0,1,0.943396226415094,0.899405116625756,0.987387336204432
2020-05-10,"Niulakita","Tuvalu","TV","TUV",2,2,0.5,0,1,0.5,0,1,0.5,0,1,0.943396226415094,0.899405116625756,0.987387336204432
2020-05-11,"Niulakita","Tuvalu","TV","TUV",2,2,0.5,0,1,0.5,0,1,0.5,0,1,0.943396226415094,0.899405116625756,0.987387336204432
2020-05-11,"Nui","Tuvalu","TV","TUV",1,1,1,1,1,1,1,1,0,0,0,0.528301886792453,0.393906826449283,0.662696947135622
2020-05-12,"Niulakita","Tuvalu","TV","TUV",2,2,0.5,0,1,0.5,0,1,0.5,0,1,0.943396226415094,0.899405116625756,0.987387336204432
2020-05-12,"Nui","Tuvalu","TV","TUV",1,1,1,1,1,1,1,1,0,0,0,0.528301886792453,0.393906826449283,0.662696947135622
2020-05-13,"Niulakita","Tuvalu","TV","TUV",2,2,0.5,0,1,0.5,0,1,0.5,0,1,0.943396226415094,0.899405116625756,0.987387336204432
2020-05-13,"Nui","Tuvalu","TV","TUV",1,1,1,1,1,1,1,1,0,0,0,0.528301886792453,0.393906826449283,0.662696947135622
2020-05-14,"Niulakita","Tuvalu","TV","TUV",2,2,0.5,0,1,0.5,0,1,0.5,0,1,0.943396226415094,0.899405116625756,0.987387336204432
2020-05-14,"Nui","Tuvalu","TV","TUV",1,1,1,1,1,1,1,1,0,0,0,0.528301886792453,0.393906826449283,0.662696947135622
2020-05-15,"Niulakita","Tuvalu","TV","TUV",2,2,0.5,0,1,0.5,0,1,0.5,0,1,0.943396226415094,0.899405116625756,0.987387336204432
2020-05-15,"Nui","Tuvalu","TV","TUV",1,1,1,1,1,1,1,1,0,0,0,0.528301886792453,0.393906826449283,0.662696947135622
2020-05-16,"Niulakita","Tuvalu","TV","TUV",2,2,0.5,0,1,0.5,0,1,0.5,0,1,0.943396226415094,0.899405116625756,0.987387336204432
2020-05-16,"Nui","Tuvalu","TV","TUV",1,1,1,1,1,1,1,1,0,0,0,0.528301886792453,0.393906826449283,0.662696947135622
2020-05-17,"Niulakita","Tuvalu","TV","TUV",2,2,0.5,0,1,0.5,0,1,0.5,0,1,0.943396226415094,0.899405116625756,0.987387336204432
2020-05-17,"Nui","Tuvalu","TV","TUV",1,1,1,1,1,1,1,1,0,0,0,0.528301886792453,0.393906826449283,0.662696947135622
2020-05-18,"Niulakita","Tuvalu","TV","TUV",2,2,0.5,0,1,0.5,0,1,0.5,0,1,0.943396226415094,0.899405116625756,0.987387336204432
2020-05-18,"Niutao","Tuvalu","TV","TUV",1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-18,"Nui","Tuvalu","TV","TUV",1,1,1,1,1,1,1,1,0,0,0,0.528301886792453,0.393906826449283,0.662696947135622
2020-05-19,"-99","Tuvalu","TV","TUV",1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-19,"Niulakita","Tuvalu","TV","TUV",2,2,0.5,0,1,0.5,0,1,0.5,0,1,0.943396226415094,0.899405116625756,0.987387336204432
2020-05-19,"Niutao","Tuvalu","TV","TUV",1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-19,"Nui","Tuvalu","TV","TUV",1,1,1,1,1,1,1,1,0,0,0,0.528301886792453,0.393906826449283,0.662696947135622
2020-05-20,"-99","Tuvalu","TV","TUV",1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-20,"Niulakita","Tuvalu","TV","TUV",1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-20,"Niutao","Tuvalu","TV","TUV",1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-20,"Nui","Tuvalu","TV","TUV",1,1,1,1,1,1,1,1,0,0,0,0.528301886792453,0.393906826449283,0.662696947135622
2020-05-20,"Vaitupu","Tuvalu","TV","TUV",1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-21,"-99","Tuvalu","TV","TUV",2,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-21,"Niulakita","Tuvalu","TV","TUV",1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-21,"Niutao","Tuvalu","TV","TUV",1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-21,"Nui","Tuvalu","TV","TUV",1,1,1,1,1,1,1,1,0,0,0,0.528301886792453,0.393906826449283,0.662696947135622
2020-05-21,"Vaitupu","Tuvalu","TV","TUV",1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-22,"-99","Tuvalu","TV","TUV",2,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-22,"Niulakita","Tuvalu","TV","TUV",1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-22,"Niutao","Tuvalu","TV","TUV",1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-22,"Nui","Tuvalu","TV","TUV",1,1,1,1,1,1,1,1,0,0,0,0.528301886792453,0.393906826449283,0.662696947135622
2020-05-22,"Vaitupu","Tuvalu","TV","TUV",1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-23,"-99","Tuvalu","TV","TUV",4,4,0,0,0,0,0,0,0,0,0,0,0,0
