"date","region","country","ISO2","ISO3","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_cliWHO_14days","p_cliWHO_14days_low","p_cliWHO_14days_high","p_anosmia_14days","p_anosmia_14days_low","p_anosmia_14days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high"
2020-05-06,"-99","Mongolia","MN","MNG",0.142857142857143,0,0.402082007388211,0.142857142857143,0,0.402082007388211,0.142857142857143,0,0.402082007388211,0.0350404312668464,0.016329284036351,0.0537515784973417
2020-05-06,"Töv","Mongolia","MN","MNG",1,1,1,0,0,0,0,0,0,0.0943396226415094,0.0156459331258165,0.173033312157202
2020-05-06,"Ulaanbaatar","Mongolia","MN","MNG",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"-99","Mongolia","MN","MNG",0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.0377358490566038,0.0167918915864219,0.0586798065267856
2020-05-07,"Töv","Mongolia","MN","MNG",1,1,1,0,0,0,0,0,0,0.0943396226415094,0.0156459331258165,0.173033312157202
2020-05-07,"Ulaanbaatar","Mongolia","MN","MNG",0,0,0,0,0,0,0,0,0,0.00471698113207547,0,0.0139402639808974
2020-05-08,"-99","Mongolia","MN","MNG",0,0,0,0,0,0,0,0,0,0.00943396226415094,0,0.0224467080271918
2020-05-08,"Mongolia","Mongolia","MN","MNG",0,0,0,0,0,0,0,0,0,0.0566037735849057,0,0.118816597672831
2020-05-08,"Töv","Mongolia","MN","MNG",1,1,1,0,0,0,0,0,0,0.0943396226415094,0.0156459331258165,0.173033312157202
2020-05-08,"Ulaanbaatar","Mongolia","MN","MNG",0,0,0,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215
2020-05-09,"-99","Mongolia","MN","MNG",0,0,0,0,0,0,0,0,0,0.00628930817610063,0,0.0185773009704059
2020-05-09,"Mongolia","Mongolia","MN","MNG",0,0,0,0,0,0,0,0,0,0.0566037735849057,0,0.118816597672831
2020-05-09,"Töv","Mongolia","MN","MNG",1,1,1,0,0,0,0,0,0,0.0943396226415094,0.0156459331258165,0.173033312157202
2020-05-09,"Ulaanbaatar","Mongolia","MN","MNG",0,0,0,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215
2020-05-10,"-99","Mongolia","MN","MNG",0,0,0,0,0,0,0,0,0,0.00943396226415094,0,0.0278367638059564
2020-05-10,"Mongolia","Mongolia","MN","MNG",0,0,0,0,0,0,0,0,0,0.0566037735849057,0,0.118816597672831
2020-05-10,"Töv","Mongolia","MN","MNG",1,1,1,0,0,0,0,0,0,0.0943396226415094,0.0156459331258165,0.173033312157202
2020-05-10,"Ulaanbaatar","Mongolia","MN","MNG",0,0,0,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215
2020-05-11,"-99","Mongolia","MN","MNG",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-11,"Mongolia","Mongolia","MN","MNG",0,0,0,0,0,0,0,0,0,0.0566037735849057,0,0.118816597672831
2020-05-11,"Töv","Mongolia","MN","MNG",1,1,1,0,0,0,0,0,0,0.0943396226415094,0.0156459331258165,0.173033312157202
2020-05-11,"Ulaanbaatar","Mongolia","MN","MNG",0,0,0,0,0,0,0,0,0,0.00377358490566038,0,0.0111557073357215
2020-05-11,"Uvs","Mongolia","MN","MNG",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-12,"-99","Mongolia","MN","MNG",0,0,0,0,0,0,0,0,0,0,0,0
2020-05-12,"Mongolia","Mongolia","MN","MNG",0,0,0,0,0,0,0,0,0,0.0566037735849057,0,0.118816597672831
2020-05-12,"Töv","Mongolia","MN","MNG",1,1,1,0,0,0,0,0,0,0.0943396226415094,0.0156459331258165,0.173033312157202
