"date","region","country","ISO2","ISO3","cli","count","cli_local","count_local","cli_7days","count_7days","cli_local_7days","count_local_7days","cli_14days","count_14days","cli_local_14days","count_local_14days","p_cli","p_cli_low","p_cli_high","p_cli_7days","p_cli_7days_low","p_cli_7days_high","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_cli_local","p_cli_local_low","p_cli_local_high","p_cli_local_7days","p_cli_local_7days_low","p_cli_local_7days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high"
2020-06-09,"Anegada","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,1,0,1,0,1,0,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
2020-06-09,"Jost Van Dyke","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0
2020-06-09,"Other Islands","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,1,0,1,1,3,0,3,NA,NA,NA,0,0,0,0.333333333333333,0,0.866767964039479,NA,NA,NA,0,0,0,0,0,0
2020-06-09,"Tortola","British Virgin Islands","VG","VGB",NA,NA,NA,NA,1,1,0,1,1,3,0,3,NA,NA,NA,1,1,1,0.333333333333333,0,0.866767964039479,NA,NA,NA,0,0,0,0,0,0
2020-06-09,"Virgin Gorda","British Virgin Islands","VG","VGB",0,1,0,1,1,2,38.333,2,2,3,38.333,3,0,0,0,0.5,0,1,0.666666666666667,0.133232035960521,1,0,0,0,0.361632075471698,0.270165133608228,0.453099017335169,0.241088050314465,0.17460161222989,0.307574488399041
2020-06-10,"-99","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,7,3,7,0,11,4,11,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0.00808625336927224,0,0.0171994714533938,0.00686106346483705,0.000160450452154619,0.0135616764775195
2020-06-10,"Anegada","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,1,0,1,0,1,0,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
2020-06-10,"Jost Van Dyke","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0
2020-06-10,"Other Islands","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,1,0,1,1,3,0,3,NA,NA,NA,0,0,0,0.333333333333333,0,0.866767964039479,NA,NA,NA,0,0,0,0,0,0
2020-06-10,"Tortola","British Virgin Islands","VG","VGB",NA,NA,NA,NA,1,1,0,1,1,2,0,2,NA,NA,NA,1,1,1,0.5,0,1,NA,NA,NA,0,0,0,0,0,0
2020-06-10,"Virgin Gorda","British Virgin Islands","VG","VGB",NA,NA,NA,NA,1,2,38.333,2,2,3,38.333,3,NA,NA,NA,0.5,0,1,0.666666666666667,0.133232035960521,1,NA,NA,NA,0.361632075471698,0.270165133608228,0.453099017335169,0.241088050314465,0.17460161222989,0.307574488399041
2020-06-11,"-99","British Virgin Islands","VG","VGB",0,1,0,1,0,7,3,7,0,12,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0.00808625336927224,0,0.0171994714533938,0.00628930817610063,0.000145311778947996,0.0124333045732533
2020-06-11,"Anegada","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,1,0,1,0,1,0,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
2020-06-11,"Jost Van Dyke","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0
2020-06-11,"Other Islands","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,1,2,0,2,NA,NA,NA,NA,NA,NA,0.5,0,1,NA,NA,NA,NA,NA,NA,0,0,0
2020-06-11,"Tortola","British Virgin Islands","VG","VGB",NA,NA,NA,NA,1,1,0,1,1,1,0,1,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,0,0,0,0,0,0
2020-06-11,"Virgin Gorda","British Virgin Islands","VG","VGB",NA,NA,NA,NA,1,2,38.333,2,2,3,38.333,3,NA,NA,NA,0.5,0,1,0.666666666666667,0.133232035960521,1,NA,NA,NA,0.361632075471698,0.270165133608228,0.453099017335169,0.241088050314465,0.17460161222989,0.307574488399041
2020-06-12,"-99","British Virgin Islands","VG","VGB",0,2,0,2,0,9,3,9,0,14,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0.00628930817610063,0,0.013383784123693,0.00539083557951483,0.000122172712527489,0.0106594984465022
2020-06-12,"Anegada","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,1,0,1,0,1,0,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
2020-06-12,"Jost Van Dyke","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0
2020-06-12,"Other Islands","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0
2020-06-12,"Tortola","British Virgin Islands","VG","VGB",NA,NA,NA,NA,1,1,0,1,1,1,0,1,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,0,0,0,0,0,0
2020-06-12,"Virgin Gorda","British Virgin Islands","VG","VGB",NA,NA,NA,NA,1,2,38.333,2,2,3,38.333,3,NA,NA,NA,0.5,0,1,0.666666666666667,0.133232035960521,1,NA,NA,NA,0.361632075471698,0.270165133608228,0.453099017335169,0.241088050314465,0.17460161222989,0.307574488399041
2020-06-13,"-99","British Virgin Islands","VG","VGB",0,1,0,1,0,7,3,7,0,15,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0.00808625336927224,0,0.0171994714533938,0.0050314465408805,0.000113139522741134,0.00994975355901987
2020-06-13,"Anegada","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0
2020-06-13,"Jost Van Dyke","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0
2020-06-13,"Other Islands","British Virgin Islands","VG","VGB",0,1,0,1,0,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-13,"Tortola","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,1,1,0,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0
2020-06-13,"Virgin Gorda","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,1,0,1,2,3,38.333,3,NA,NA,NA,0,0,0,0.666666666666667,0.133232035960521,1,NA,NA,NA,0,0,0,0.241088050314465,0.17460161222989,0.307574488399041
2020-06-14,"-99","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,6,0,6,0,15,4,15,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0.0050314465408805,0.000113139522741134,0.00994975355901987
2020-06-14,"Anegada","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0
2020-06-14,"Jost Van Dyke","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-14,"Other Islands","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,1,0,1,0,2,0,2,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
2020-06-14,"Tortola","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,1,1,0,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0
2020-06-14,"Virgin Gorda","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,1,0,1,2,3,38.333,3,NA,NA,NA,0,0,0,0.666666666666667,0.133232035960521,1,NA,NA,NA,0,0,0,0.241088050314465,0.17460161222989,0.307574488399041
2020-06-15,"-99","British Virgin Islands","VG","VGB",0,1,0,1,0,5,0,5,0,13,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00435413642960813,0,0.00927047680946967
2020-06-15,"Anegada","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0
2020-06-15,"Jost Van Dyke","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-15,"Other Islands","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,1,0,1,0,2,0,2,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
2020-06-15,"Tortola","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,1,1,0,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0
2020-06-15,"Virgin Gorda","British Virgin Islands","VG","VGB",0,1,0,1,0,2,0,2,2,4,38.333,4,0,0,0,0,0,0,0.5,0.0100090038649866,0.989990996135013,0,0,0,0,0,0,0.180816037735849,0.129008929056068,0.23262314641563
2020-06-16,"-99","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,5,0,5,0,13,3,13,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0.00435413642960813,0,0.00927047680946967
2020-06-16,"Anegada","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0
2020-06-16,"Jost Van Dyke","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-16,"Other Islands","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,1,0,1,0,2,0,2,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
2020-06-16,"Tortola","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,1,1,0,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0
2020-06-16,"Virgin Gorda","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,1,0,1,1,3,38.333,3,NA,NA,NA,0,0,0,0.333333333333333,0,0.866767964039479,NA,NA,NA,0,0,0,0.241088050314465,0.17460161222989,0.307574488399041
2020-06-17,"-99","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,5,0,5,0,12,3,12,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0.00471698113207547,0,0.0100420459676549
2020-06-17,"Anegada","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0
2020-06-17,"Jost Van Dyke","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-17,"Other Islands","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,1,0,1,0,2,0,2,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
2020-06-17,"Tortola","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,1,1,0,1,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,0,0,0
2020-06-17,"Virgin Gorda","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,1,0,1,1,3,38.333,3,NA,NA,NA,0,0,0,0.333333333333333,0,0.866767964039479,NA,NA,NA,0,0,0,0.241088050314465,0.17460161222989,0.307574488399041
2020-06-18,"-99","British Virgin Islands","VG","VGB",0,1,0,1,0,5,0,5,0,12,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00471698113207547,0,0.0100420459676549
2020-06-18,"Anegada","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0
2020-06-18,"Jost Van Dyke","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-18,"Other Islands","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,1,0,1,0,1,0,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
2020-06-18,"Tortola","British Virgin Islands","VG","VGB",0,1,0,1,0,1,0,1,1,2,0,2,0,0,0,0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0
2020-06-18,"Virgin Gorda","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,1,0,1,1,3,38.333,3,NA,NA,NA,0,0,0,0.333333333333333,0,0.866767964039479,NA,NA,NA,0,0,0,0.241088050314465,0.17460161222989,0.307574488399041
2020-06-19,"-99","British Virgin Islands","VG","VGB",0,3,0,3,0,6,0,6,0,15,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00377358490566038,0,0.00803565527784696
2020-06-19,"Anegada","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0
2020-06-19,"Jost Van Dyke","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-19,"Other Islands","British Virgin Islands","VG","VGB",1,2,3,2,1,3,3,3,1,3,3,3,0.5,0,1,0.333333333333333,0,0.866767964039479,0.333333333333333,0,0.866767964039479,0.0283018867924528,0,0.0598714470737785,0.0188679245283019,0,0.0400162181296384,0.0188679245283019,0,0.0400162181296384
2020-06-19,"Tortola","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,1,0,1,1,2,0,2,NA,NA,NA,0,0,0,0.5,0,1,NA,NA,NA,0,0,0,0,0,0
2020-06-19,"Virgin Gorda","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,1,0,1,1,3,38.333,3,NA,NA,NA,0,0,0,0.333333333333333,0,0.866767964039479,NA,NA,NA,0,0,0,0.241088050314465,0.17460161222989,0.307574488399041
2020-06-20,"-99","British Virgin Islands","VG","VGB",0,2,0,2,0,7,0,7,0,14,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00404312668463612,0,0.00860901285006148
2020-06-20,"Anegada","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-20,"Jost Van Dyke","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-20,"Other Islands","British Virgin Islands","VG","VGB",NA,NA,NA,NA,1,2,3,2,1,3,3,3,NA,NA,NA,0.5,0,1,0.333333333333333,0,0.866767964039479,NA,NA,NA,0.0283018867924528,0,0.0598714470737785,0.0188679245283019,0,0.0400162181296384
2020-06-20,"Tortola","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,1,0,1,0,1,0,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
2020-06-20,"Virgin Gorda","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,1,0,1,0,2,0,2,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
2020-06-21,"-99","British Virgin Islands","VG","VGB",0,2,0,2,0,9,0,9,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-21,"Anegada","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-21,"Jost Van Dyke","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-21,"Other Islands","British Virgin Islands","VG","VGB",0,4,0,4,1,6,3,6,1,7,3,7,0,0,0,0.166666666666667,0,0.464865690619526,0.142857142857143,0,0.402082007388211,0,0,0,0.00943396226415094,0,0.0200588246881556,0.00808625336927224,0,0.0171994714533938
2020-06-21,"Tortola","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,1,0,1,0,1,0,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
2020-06-21,"Virgin Gorda","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,1,0,1,0,2,0,2,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
2020-06-22,"-99","British Virgin Islands","VG","VGB",0,3,0,3,0,11,0,11,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-22,"Anegada","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-22,"Jost Van Dyke","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-22,"Other Islands","British Virgin Islands","VG","VGB",0,1,0,1,1,7,3,7,1,8,3,8,0,0,0,0.142857142857143,0,0.402082007388211,0.125,0,0.354172303767662,0,0,0,0.00808625336927224,0,0.0171994714533938,0.00707547169811321,0,0.0150535993604193
2020-06-22,"Tortola","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,1,0,1,0,1,0,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
2020-06-22,"Virgin Gorda","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0
2020-06-23,"-99","British Virgin Islands","VG","VGB",0,2,0,2,0,13,0,13,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-23,"Anegada","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-23,"Jost Van Dyke","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-23,"Other Islands","British Virgin Islands","VG","VGB",NA,NA,NA,NA,1,7,3,7,1,8,3,8,NA,NA,NA,0.142857142857143,0,0.402082007388211,0.125,0,0.354172303767662,NA,NA,NA,0.00808625336927224,0,0.0171994714533938,0.00707547169811321,0,0.0150535993604193
2020-06-23,"Tortola","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,1,0,1,0,1,0,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
2020-06-23,"Virgin Gorda","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0
2020-06-24,"-99","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,13,0,13,0,18,0,18,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
2020-06-24,"Anegada","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-24,"Jost Van Dyke","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-24,"Other Islands","British Virgin Islands","VG","VGB",0,1,0,1,1,8,3,8,1,9,3,9,0,0,0,0.125,0,0.354172303767662,0.111111111111111,0,0.316430196199952,0,0,0,0.00707547169811321,0,0.0150535993604193,0.00628930817610063,0,0.013383784123693
2020-06-24,"Tortola","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,1,0,1,0,1,0,1,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
2020-06-24,"Virgin Gorda","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0
2020-06-25,"-99","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,12,0,12,0,17,0,17,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
2020-06-25,"Anegada","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-25,"Jost Van Dyke","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-25,"Other Islands","British Virgin Islands","VG","VGB",NA,NA,NA,NA,1,8,3,8,1,9,3,9,NA,NA,NA,0.125,0,0.354172303767662,0.111111111111111,0,0.316430196199952,NA,NA,NA,0.00707547169811321,0,0.0150535993604193,0.00628930817610063,0,0.013383784123693
2020-06-25,"Tortola","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0
2020-06-25,"Virgin Gorda","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0
2020-06-26,"-99","British Virgin Islands","VG","VGB",0,1,0,1,0,10,0,10,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-26,"Anegada","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-26,"Jost Van Dyke","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-26,"Other Islands","British Virgin Islands","VG","VGB",0,1,0,1,0,7,0,7,1,10,3,10,0,0,0,0,0,0,0.1,0,0.285938509691368,0,0,0,0,0,0,0.00566037735849057,0,0.0120474259703057
2020-06-26,"Tortola","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0
2020-06-26,"Virgin Gorda","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0
2020-06-27,"-99","British Virgin Islands","VG","VGB",0,1,0,1,0,9,0,9,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-27,"Anegada","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-27,"Jost Van Dyke","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-27,"Other Islands","British Virgin Islands","VG","VGB",0,1,0,1,0,8,0,8,1,10,3,10,0,0,0,0,0,0,0.1,0,0.285938509691368,0,0,0,0,0,0,0.00566037735849057,0,0.0120474259703057
2020-06-27,"Tortola","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0
2020-06-27,"Virgin Gorda","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0
2020-06-28,"-99","British Virgin Islands","VG","VGB",0,1,0,1,0,8,0,8,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-28,"Anegada","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-28,"Jost Van Dyke","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-06-28,"Other Islands","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,4,0,4,1,10,3,10,NA,NA,NA,0,0,0,0.1,0,0.285938509691368,NA,NA,NA,0,0,0,0.00566037735849057,0,0.0120474259703057
2020-06-28,"Tortola","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0
2020-06-28,"Virgin Gorda","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0
2020-06-29,"-99","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,5,0,5,0,16,0,16,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0
2020-06-29,"Anegada","British Virgin Islands","VG","VGB",0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-29,"Jost Van Dyke","British Virgin Islands","VG","VGB",NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
