"date","region","country","ISO2","ISO3","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_anosmia_14days","p_anosmia_14days_low","p_anosmia_14days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high"
2020-05-06,"-99","Cayman Islands","KY","CYM",0.333333333333333,0,0.71052857802539,0.333333333333333,0,0.71052857802539,0,0,0
2020-05-06,"Bodden Town","Cayman Islands","KY","CYM",0,0,0,0,0,0,0,0,0
2020-05-06,"Cayman Brac","Cayman Islands","KY","CYM",0.333333333333333,0,0.866767964039479,0.666666666666667,0.133232035960521,1,0.635220125786163,0.560398509038341,0.710041742533986
2020-05-06,"East End","Cayman Islands","KY","CYM",1,1,1,1,1,1,1,1,1
2020-05-06,"George Town","Cayman Islands","KY","CYM",0,0,0,0,0,0,0,0,0
2020-05-06,"Little Cayman","Cayman Islands","KY","CYM",0,0,0,0,0,0,0.0377358490566038,0,0.0890378580531014
2020-05-06,"North Side","Cayman Islands","KY","CYM",0,0,0,0,0,0,0,0,0
2020-05-06,"West Bay","Cayman Islands","KY","CYM",1,1,1,1,1,1,0,0,0
2020-05-07,"-99","Cayman Islands","KY","CYM",0.2,0,0.550609016230633,0.2,0,0.550609016230633,0,0,0
2020-05-07,"Bodden Town","Cayman Islands","KY","CYM",0,0,0,0,0,0,0,0,0
2020-05-07,"Cayman Brac","Cayman Islands","KY","CYM",0.333333333333333,0,0.866767964039479,0.666666666666667,0.133232035960521,1,0.635220125786163,0.560398509038341,0.710041742533986
2020-05-07,"East End","Cayman Islands","KY","CYM",1,1,1,1,1,1,1,1,1
2020-05-07,"George Town","Cayman Islands","KY","CYM",0,0,0,0,0,0,0,0,0
2020-05-07,"Little Cayman","Cayman Islands","KY","CYM",0,0,0,0,0,0,0.0377358490566038,0,0.0890378580531014
2020-05-07,"North Side","Cayman Islands","KY","CYM",0,0,0,0,0,0,0,0,0
2020-05-07,"West Bay","Cayman Islands","KY","CYM",1,1,1,1,1,1,0.943396226415094,0.899405116625756,0.987387336204432
2020-05-08,"-99","Cayman Islands","KY","CYM",0.25,0,0.674344650278564,0.25,0,0.674344650278564,0,0,0
2020-05-08,"Bodden Town","Cayman Islands","KY","CYM",0,0,0,0,0,0,0,0,0
2020-05-08,"Cayman Brac","Cayman Islands","KY","CYM",0.333333333333333,0,0.866767964039479,0.666666666666667,0.133232035960521,1,0.635220125786163,0.560398509038341,0.710041742533986
2020-05-08,"East End","Cayman Islands","KY","CYM",1,1,1,1,1,1,1,1,1
2020-05-08,"George Town","Cayman Islands","KY","CYM",0,0,0,0,0,0,0,0,0
2020-05-08,"Little Cayman","Cayman Islands","KY","CYM",0.5,0,1,0.5,0,1,0.0188679245283019,0,0.0447691886552224
2020-05-08,"North Side","Cayman Islands","KY","CYM",0,0,0,0,0,0,0,0,0
2020-05-08,"West Bay","Cayman Islands","KY","CYM",1,1,1,1,1,1,0.943396226415094,0.899405116625756,0.987387336204432
2020-05-09,"-99","Cayman Islands","KY","CYM",0.2,0,0.550609016230633,0.2,0,0.550609016230633,0,0,0
2020-05-09,"Bodden Town","Cayman Islands","KY","CYM",0,0,0,0,0,0,0,0,0
2020-05-09,"Cayman Brac","Cayman Islands","KY","CYM",0.5,0.0100090038649866,0.989990996135013,0.75,0.325655349721436,1,0.490566037735849,0.423272579563718,0.55785949590798
2020-05-09,"East End","Cayman Islands","KY","CYM",1,1,1,1,1,1,1,1,1
2020-05-09,"George Town","Cayman Islands","KY","CYM",0,0,0,0,0,0,0,0,0
2020-05-09,"Little Cayman","Cayman Islands","KY","CYM",0.5,0,1,0.5,0,1,0.0188679245283019,0,0.0447691886552224
2020-05-09,"North Side","Cayman Islands","KY","CYM",0,0,0,0,0,0,0,0,0
2020-05-09,"West Bay","Cayman Islands","KY","CYM",1,1,1,1,1,1,0.943396226415094,0.899405116625756,0.987387336204432
2020-05-10,"-99","Cayman Islands","KY","CYM",0.25,0,0.674344650278564,0.25,0,0.674344650278564,0,0,0
2020-05-10,"Bodden Town","Cayman Islands","KY","CYM",0,0,0,0,0,0,0,0,0
2020-05-10,"Cayman Brac","Cayman Islands","KY","CYM",0.5,0.0100090038649866,0.989990996135013,0.75,0.325655349721436,1,0.490566037735849,0.423272579563718,0.55785949590798
2020-05-10,"East End","Cayman Islands","KY","CYM",1,1,1,1,1,1,1,1,1
2020-05-10,"George Town","Cayman Islands","KY","CYM",0,0,0,0,0,0,0,0,0
2020-05-10,"Little Cayman","Cayman Islands","KY","CYM",0.5,0,1,0.5,0,1,0.0188679245283019,0,0.0447691886552224
2020-05-10,"North Side","Cayman Islands","KY","CYM",0,0,0,0,0,0,0,0,0
2020-05-10,"West Bay","Cayman Islands","KY","CYM",1,1,1,1,1,1,0.943396226415094,0.899405116625756,0.987387336204432
2020-05-11,"-99","Cayman Islands","KY","CYM",0.2,0,0.550609016230633,0.2,0,0.550609016230633,0,0,0
2020-05-11,"Bodden Town","Cayman Islands","KY","CYM",0,0,0,0,0,0,0,0,0
2020-05-11,"Cayman Brac","Cayman Islands","KY","CYM",0.5,0.0100090038649866,0.989990996135013,0.75,0.325655349721436,1,0.490566037735849,0.423272579563718,0.55785949590798
2020-05-11,"East End","Cayman Islands","KY","CYM",1,1,1,1,1,1,1,1,1
2020-05-11,"George Town","Cayman Islands","KY","CYM",0,0,0,0,0,0,0,0,0
2020-05-11,"Little Cayman","Cayman Islands","KY","CYM",0.5,0,1,0.5,0,1,0.0188679245283019,0,0.0447691886552224
2020-05-11,"North Side","Cayman Islands","KY","CYM",0,0,0,0,0,0,0,0,0
2020-05-11,"West Bay","Cayman Islands","KY","CYM",1,1,1,1,1,1,0.943396226415094,0.899405116625756,0.987387336204432
2020-05-12,"-99","Cayman Islands","KY","CYM",0.2,0,0.550609016230633,0.2,0,0.550609016230633,0,0,0
2020-05-12,"Bodden Town","Cayman Islands","KY","CYM",0,0,0,0,0,0,0,0,0
2020-05-12,"Cayman Brac","Cayman Islands","KY","CYM",0.5,0.0100090038649866,0.989990996135013,0.75,0.325655349721436,1,0.490566037735849,0.423272579563718,0.55785949590798
2020-05-12,"East End","Cayman Islands","KY","CYM",1,1,1,1,1,1,1,1,1
2020-05-12,"George Town","Cayman Islands","KY","CYM",0,0,0,0,0,0,0,0,0
2020-05-12,"Little Cayman","Cayman Islands","KY","CYM",0.5,0,1,0.5,0,1,0.0188679245283019,0,0.0447691886552224
2020-05-12,"North Side","Cayman Islands","KY","CYM",0,0,0,0,0,0,0,0,0
2020-05-12,"West Bay","Cayman Islands","KY","CYM",0.666666666666667,0.133232035960521,1,0.666666666666667,0.133232035960521,1,0.628930817610063,0.55384145629842,0.704020178921706
2020-05-13,"-99","Cayman Islands","KY","CYM",0.2,0,0.550609016230633,0.2,0,0.550609016230633,0,0,0
2020-05-13,"Bodden Town","Cayman Islands","KY","CYM",0.5,0,1,0.5,0,1,0.0660377358490566,0.0187600826683549,0.113315389029758
2020-05-13,"Cayman Brac","Cayman Islands","KY","CYM",0.5,0.0100090038649866,0.989990996135013,0.75,0.325655349721436,1,0.490566037735849,0.423272579563718,0.55785949590798
2020-05-13,"East End","Cayman Islands","KY","CYM",1,1,1,1,1,1,1,1,1
2020-05-13,"George Town","Cayman Islands","KY","CYM",0,0,0,0,0,0,0,0,0
2020-05-13,"Little Cayman","Cayman Islands","KY","CYM",0.5,0,1,0.5,0,1,0.0188679245283019,0,0.0447691886552224
2020-05-13,"North Side","Cayman Islands","KY","CYM",0,0,0,0,0,0,0,0,0
2020-05-13,"West Bay","Cayman Islands","KY","CYM",0.666666666666667,0.133232035960521,1,0.666666666666667,0.133232035960521,1,0.628930817610063,0.55384145629842,0.704020178921706
2020-05-14,"-99","Cayman Islands","KY","CYM",0.2,0,0.550609016230633,0.2,0,0.550609016230633,0,0,0
2020-05-14,"Bodden Town","Cayman Islands","KY","CYM",0.5,0,1,0.5,0,1,0.0660377358490566,0.0187600826683549,0.113315389029758
2020-05-14,"Cayman Brac","Cayman Islands","KY","CYM",0.5,0.0100090038649866,0.989990996135013,0.75,0.325655349721436,1,0.490566037735849,0.423272579563718,0.55785949590798
2020-05-14,"East End","Cayman Islands","KY","CYM",1,1,1,1,1,1,1,1,1
2020-05-14,"George Town","Cayman Islands","KY","CYM",0,0,0,0,0,0,0,0,0
2020-05-14,"Little Cayman","Cayman Islands","KY","CYM",0.5,0,1,0.5,0,1,0.0188679245283019,0,0.0447691886552224
2020-05-14,"North Side","Cayman Islands","KY","CYM",0,0,0,0,0,0,0,0,0
2020-05-14,"West Bay","Cayman Islands","KY","CYM",0.666666666666667,0.133232035960521,1,0.666666666666667,0.133232035960521,1,0.628930817610063,0.55384145629842,0.704020178921706
2020-05-15,"-99","Cayman Islands","KY","CYM",0.2,0,0.550609016230633,0.2,0,0.550609016230633,0,0,0
2020-05-15,"Bodden Town","Cayman Islands","KY","CYM",0.5,0,1,0.5,0,1,0.0660377358490566,0.0187600826683549,0.113315389029758
2020-05-15,"Cayman Brac","Cayman Islands","KY","CYM",0.5,0.0100090038649866,0.989990996135013,0.75,0.325655349721436,1,0.490566037735849,0.423272579563718,0.55785949590798
2020-05-15,"East End","Cayman Islands","KY","CYM",1,1,1,1,1,1,1,1,1
2020-05-15,"George Town","Cayman Islands","KY","CYM",0,0,0,0,0,0,0,0,0
2020-05-15,"Little Cayman","Cayman Islands","KY","CYM",0.5,0,1,0.5,0,1,0.0188679245283019,0,0.0447691886552224
2020-05-15,"North Side","Cayman Islands","KY","CYM",0,0,0,0,0,0,0,0,0
2020-05-15,"West Bay","Cayman Islands","KY","CYM",0.5,0,1,0.5,0,1,0.943396226415094,0.899405116625756,0.987387336204432
2020-05-16,"-99","Cayman Islands","KY","CYM",0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0,0,0
2020-05-16,"Bodden Town","Cayman Islands","KY","CYM",1,1,1,1,1,1,0.132075471698113,0.0409243069631725,0.223226636433054
2020-05-16,"Cayman Brac","Cayman Islands","KY","CYM",0.333333333333333,0,0.866767964039479,0.666666666666667,0.133232035960521,1,0.0251572327044025,0.000815681589675536,0.0494987838191295
2020-05-16,"East End","Cayman Islands","KY","CYM",1,1,1,1,1,1,1,1,1
2020-05-16,"George Town","Cayman Islands","KY","CYM",0.333333333333333,0,0.866767964039479,0.333333333333333,0,0.866767964039479,0.251572327044025,0.184126376320342,0.319018277767708
2020-05-16,"Little Cayman","Cayman Islands","KY","CYM",0.5,0,1,0.5,0,1,0.0188679245283019,0,0.0447691886552224
2020-05-16,"North Side","Cayman Islands","KY","CYM",0,0,0,0,0,0,0,0,0
2020-05-16,"West Bay","Cayman Islands","KY","CYM",0.5,0,1,0.5,0,1,0.943396226415094,0.899405116625756,0.987387336204432
2020-05-17,"-99","Cayman Islands","KY","CYM",0,0,0,0,0,0,0,0,0
2020-05-17,"Bodden Town","Cayman Islands","KY","CYM",1,1,1,1,1,1,0.132075471698113,0.0409243069631725,0.223226636433054
2020-05-17,"Cayman Brac","Cayman Islands","KY","CYM",0.333333333333333,0,0.866767964039479,0.666666666666667,0.133232035960521,1,0.0251572327044025,0.000815681589675536,0.0494987838191295
2020-05-17,"East End","Cayman Islands","KY","CYM",1,1,1,1,1,1,1,1,1
2020-05-17,"George Town","Cayman Islands","KY","CYM",0.333333333333333,0,0.866767964039479,0.333333333333333,0,0.866767964039479,0.251572327044025,0.184126376320342,0.319018277767708
2020-05-17,"Little Cayman","Cayman Islands","KY","CYM",0.5,0,1,0.5,0,1,0.0188679245283019,0,0.0447691886552224
2020-05-17,"North Side","Cayman Islands","KY","CYM",0,0,0,0,0,0,0,0,0
2020-05-17,"West Bay","Cayman Islands","KY","CYM",0.5,0,1,0.5,0,1,0.943396226415094,0.899405116625756,0.987387336204432
2020-05-18,"-99","Cayman Islands","KY","CYM",0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434
