"date","region","country","ISO2","ISO3","count_14days","count_local_14days","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_cliWHO_14days","p_cliWHO_14days_low","p_cliWHO_14days_high","p_anosmia_14days","p_anosmia_14days_low","p_anosmia_14days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high"
2020-05-06,"-99","Colombia","CO","COL",18287,18219,0.00913217039426915,0.00775346420276098,0.0105108765857773,0.00464811067971783,0.00366227754392514,0.00563394381551053,0.020834472576147,0.0187643494760199,0.0229045956762741,0.00319488156154626,0.00308232251661348,0.00330744060647905
2020-05-06,"Antioquia","Colombia","CO","COL",2437,2430,0.00779647107098892,0.00430450716559326,0.0112884349763846,0.00492408699220353,0.00214494144604101,0.00770323253836605,0.0172343044727124,0.012067259978748,0.0224013489666767,0.00323782902399255,0.00292756619437356,0.00354809185361153
2020-05-06,"Atlántico","Colombia","CO","COL",1755,1749,0.0148148148148148,0.00916262705224917,0.0204670025773805,0.00740740740740741,0.00339571006003386,0.011419104754781,0.0245014245014245,0.01726842362405,0.031734425378799,0.00378653030842422,0.00339115260458047,0.00418190801226797
2020-05-06,"Bogotá, Distrito Capital","Colombia","CO","COL",2427,2418,0.00700453234445818,0.00368653213962684,0.0103225325492895,0.00370828182941904,0.00129007841799264,0.00612648524084543,0.0135970333745365,0.00898956386935157,0.0182045028797214,0.0033085194375517,0.00299412183459347,0.00362291704050992
2020-05-06,"Bolívar","Colombia","CO","COL",1116,1114,0.0125448028673835,0.00601490160817154,0.0190747041265955,0.00448028673835125,0.000562021504580935,0.00839855197212157,0.0232974910394265,0.0144473188166474,0.0321476632622056,0.00343823041224891,0.00296607262066107,0.00391038820383675
2020-05-06,"Boyacá","Colombia","CO","COL",577,576,0.00173310225303293,0,0.0051269754575803,0.00173310225303293,0,0.0051269754575803,0.0103986135181976,0.00212151640691678,0.0186757106294784,0.00196540880503145,0.0014685898464492,0.00246222776361369
2020-05-06,"Caldas","Colombia","CO","COL",655,649,0.00305343511450382,0,0.00727873686412014,0.00305343511450382,0,0.00727873686412014,0.0198473282442748,0.00916599828347389,0.0305286582050757,0.00156990435212373,0.00115151248276724,0.00198829622148022
2020-05-06,"Caquetá","Colombia","CO","COL",147,146,0.0204081632653061,0,0.0432648861170852,0.00680272108843537,0,0.0200903813876639,0.0408163265306122,0.00883052262378585,0.0728021304374386,0.00516929439131559,0.00357148874333283,0.00676710003929834
2020-05-06,"Casanare","Colombia","CO","COL",213,211,0.00938967136150235,0,0.0223416139700172,0.00469483568075117,0,0.0138749188607458,0,0,0,0.00232495752481445,0.00143232852075842,0.00321758652887048
2020-05-06,"Cauca","Colombia","CO","COL",489,489,0.0143149284253579,0.00378665048692401,0.0248432063637917,0.00408997955010225,0,0.00974669432042962,0.0347648261758691,0.0185287805777622,0.051000871773976,0.00439865725199676,0.00359298478045314,0.00520432972354037
