ISO2,ISO_3,country_agg,region_agg,date,first_date,day_count,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B2,B4,E5,B0.NA,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,B0.1,B0.2,D1.-88,D2.-88,D4.-88,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope,p_cases_infected,p_cases_infected_smooth,p_cases_active
LT,LTU,Lithuania,Vilniaus,2020-08-22,2020-05-10,2,100,1,22308.9207725961,1,22308.9207725961,6,100,6,0,1251616.55644066,90,377,6,257,100,2,96,2,14,85,1,8,90,2,24,76,0,18,81,1,8,91,1,11,87,2,4,94,2,7,92,1,2,97,1,7,91,2,19,78,3,4,96,0,2,2,96,25,75,0,6,13,81,0,8,0,92,33,63,4,71,28,1,60,36,4,56,42,2,22,76,2,28,69,3,61,36,3,38,14,5,4,39,9,91,0,26,18,17,20,10,7,2,23,19,29,27,2,1,4,13,12,65,5,3,5,12,16,59,5,19,35,27,14,5,6,7,19,63,5,43,48,0,1,8,16,33,21,13,8,1,0,8,61,15,12,12,65,0.01,0.0195013954179879,0.0178240857056398,0.00023179854849593,0.01,0.0195013954179879,0.0178240857056398,0.00023179854849593,0.000845070422535211,0.000675898970898153,,,,,,0.00972568116863209,0.0189667878776178,0.0183777160594257,0.000238866661580886,0.00972568116863209,0.0189667878776178,0.0183777160594257,0.000238866661580886,0.00103820408133762,0.00074769854611325,,,,,,,,0.00972568116863209
LT,LTU,Lithuania,Vilniaus,2020-08-23,2020-05-11,1,100,1,22308.9207725961,1,22308.9207725961,6,100,7,0,1254318.32756944,90,377,6,258,100,2,96,2,14,85,1,8,90,2,24,76,0,18,81,1,8,91,1,11,87,2,4,94,2,7,92,1,2,97,1,7,91,2,19,78,3,4,96,0,2,2,96,26,74,0,7,13,80,0,9,0,91,32,64,4,71,28,1,61,36,3,56,42,2,23,75,2,29,68,3,62,35,3,39,14,5,4,38,9,91,0,25,19,17,20,10,7,2,23,19,29,27,2,1,4,13,12,65,5,3,5,12,16,59,5,18,36,27,14,5,6,7,19,63,5,42,49,0,1,8,16,33,21,14,7,1,0,8,61,15,12,12,65,0.01,0.0195013954179879,0.0177856930591338,0.000231303780695938,0.01,0.0195013954179879,0.0177856930591338,0.000231303780695938,0.000845070422535211,0.000675898970898153,,,,,,0.00963553995434509,0.0187909892938438,0.0182771723392394,0.000237551055802283,0.00963553995434509,0.0187909892938438,0.0182771723392394,0.000237551055802283,0.00105156562624059,0.000752747489827146,,,,,,,,0.00963553995434509
LT,LTU,Lithuania,Vilniaus,2020-08-24,2020-05-11,2,102,1,22308.9207725961,1,22308.9207725961,8,102,7,0,1269226.83297851,92,377,8,261,102,2,98,2,14,87,1,8,92,2,24,78,0,18,83,1,8,93,1,12,88,2,4,96,2,7,94,1,2,99,1,7,93,2,19,80,3,5,97,0,3,2,97,26,76,0,7,13,82,0,9,0,93,33,65,4,72,29,1,63,36,3,57,43,2,24,76,2,30,69,3,63,36,3,40,14,5,4,39,9,93,0,27,19,17,20,10,7,2,24,19,30,27,2,1,4,13,13,66,5,3,5,12,17,60,5,18,37,28,14,5,7,7,19,64,5,42,51,0,1,8,16,34,22,14,7,1,0,8,63,15,12,12,66,0.00980392156862745,0.0191209083686488,0.0175767799678829,0.000228611164515317,0.00980392156862745,0.0191209083686488,0.0175767799678829,0.000228611164515317,0.00110466721900028,0.000765058343866665,,,,,,0.00951569963769492,0.0185572714765458,0.0181158604710725,0.00023544621365565,0.00951569963769492,0.0185572714765458,0.0181158604710725,0.00023544621365565,0.00106569189224979,0.000758053922555012,,,,,,,,0.00951569963769492
LT,LTU,Lithuania,Vilniaus,2020-08-26,2020-05-12,1,100,1,22308.9207725961,1,22308.9207725961,8,99,7,0,1084141.87888524,90,378,8,257,100,2,96,2,15,84,1,8,90,2,25,75,0,19,80,1,8,91,1,12,86,2,4,94,2,7,92,1,3,96,1,7,91,2,19,78,3,6,94,0,3,3,94,25,75,0,7,14,79,0,7,0,93,33,63,4,72,27,1,62,35,3,57,41,2,24,74,2,30,67,3,63,34,3,41,13,5,4,37,9,91,0,27,19,17,20,9,6,2,23,19,30,26,2,1,4,14,13,63,5,3,5,12,18,57,5,18,37,27,13,5,7,8,17,63,5,41,50,0,1,8,15,35,21,13,7,1,0,8,62,14,12,12,66,0.01,0.0195013954179879,0.0205774919381724,0.000267230664013462,0.01,0.0195013954179879,0.0205774919381724,0.000267230664013462,0.00113814198321241,0.000788228722237302,,,,,,0.00915732589695989,0.0178583628635708,0.0175470462330182,0.000228039473895692,0.00915732589695989,0.0178583628635708,0.0175470462330182,0.000228039473895692,0.00109629317087207,0.00076941252019553,,,,,,,,0.00915732589695989
LT,LTU,Lithuania,Vilniaus,2020-08-27,2020-05-13,1,100,1,22308.9207725961,1,22308.9207725961,8,99,7,0,1086461.29340029,90,378,8,259,100,2,96,2,15,84,1,8,90,2,25,75,0,19,80,1,8,91,1,12,86,2,4,94,2,7,92,1,3,96,1,8,90,2,19,78,3,6,94,0,3,3,94,25,75,0,7,14,79,0,7,0,93,34,62,4,72,27,1,62,35,3,58,40,2,24,74,2,31,66,3,64,33,3,42,13,5,4,36,9,91,0,28,19,16,20,9,6,2,23,19,30,26,2,1,4,14,13,63,5,3,5,12,18,57,5,18,37,27,13,5,7,7,17,64,5,41,50,0,1,8,15,35,21,13,7,1,0,8,62,14,12,12,66,0.01,0.0195013954179879,0.0205335624086304,0.00026666615102264,0.01,0.0195013954179879,0.0205335624086304,0.00026666615102264,0.00113814198321241,0.000788228722237302,,,,,,0.00890238355873502,0.017361172775951,0.0171048932897587,0.000222287662671965,0.00890238355873502,0.017361172775951,0.0171048932897587,0.000222287662671965,0.00111274054834125,0.000775429451718409,,,,,,,,0.00890238355873502
LT,LTU,Lithuania,Vilniaus,2020-08-29,2020-05-17,1,100,1,22308.9207725961,1,22308.9207725961,8,99,7,0,1142507.10518023,90,377,8,258,100,2,96,2,15,84,1,8,90,2,25,75,0,18,81,1,8,91,1,12,86,2,4,94,2,7,92,1,3,96,1,7,91,2,18,79,3,6,94,0,3,3,94,25,75,0,7,14,79,0,7,0,93,35,61,4,72,27,1,63,34,3,59,39,2,24,74,2,31,66,3,65,32,3,43,13,5,4,35,9,91,0,28,19,16,20,9,6,2,22,19,31,26,2,1,4,13,14,63,5,3,5,11,19,57,5,18,36,27,14,5,7,8,16,64,5,42,49,0,1,8,15,35,20,14,7,1,0,8,62,14,12,12,66,0.01,0.0195013954179879,0.019526286244913,0.000253715172520024,0.01,0.0195013954179879,0.019526286244913,0.000253715172520024,0.00113814198321241,0.000788228722237302,,,,,,0.00820266046114354,0.0159965780645847,0.0158263442846418,0.000205664352836697,0.00820266046114354,0.0159965780645847,0.0158263442846418,0.000205664352836697,0.0011475658233308,0.000787952795139095,,,,,,,,0.00820266046114354
LT,LTU,Lithuania,Vilniaus,2020-08-30,2020-05-20,2,100,1,22308.9207725961,1,22308.9207725961,8,99,7,0,1115715.60125981,90,372,8,258,100,2,97,1,13,86,1,7,92,1,23,77,0,16,83,1,6,93,1,12,87,1,4,95,1,5,94,1,2,97,1,6,93,1,18,80,2,6,94,0,3,3,94,25,75,0,7,14,79,0,7,0,93,35,62,3,72,27,1,64,33,3,59,39,2,23,75,2,32,66,2,65,33,2,43,13,5,4,35,9,91,0,29,19,15,20,9,6,2,20,19,33,26,2,1,3,13,14,64,5,3,4,11,18,59,5,18,36,27,14,5,6,8,15,66,5,42,49,0,1,8,14,35,20,14,8,1,0,8,62,14,12,12,65,0.01,0.0195013954179879,0.0199951678970931,0.000259745465246761,0.01,0.0195013954179879,0.0199951678970931,0.000259745465246761,0.00113814198321241,0.000788228722237302,,,,,,0.00774656637396793,0.0151071111973823,0.0149677528910072,0.000194504451813532,0.00774656637396793,0.0151071111973823,0.0149677528910072,0.000194504451813532,0.00116554038855656,0.000794300321425395,-0.00032985246577736,-0.000568327194736426,-0.00032985246577736,-0.000568327194736426,2.12227178698238e-05,,,0.00774656637396793
LT,LTU,Lithuania,Vilniaus,2020-08-31,2020-05-26,2,101,1,22308.9207725961,1,22308.9207725961,8,100,8,0,1186316.36041779,91,402,8,265,101,2,98,1,13,87,1,7,93,1,23,78,0,17,83,1,6,94,1,12,88,1,4,96,1,5,95,1,2,98,1,6,94,1,18,81,2,6,95,0,3,3,95,26,75,0,8,14,79,0,8,0,93,35,63,3,73,27,1,66,32,3,61,38,2,23,76,2,31,68,2,66,33,2,45,12,5,4,35,9,92,0,30,19,15,20,9,6,2,20,20,34,25,2,1,3,13,15,64,5,3,4,11,18,60,5,18,38,26,14,5,6,8,16,66,5,43,49,0,1,8,14,35,21,14,8,1,0,8,63,14,12,12,65,0.0099009900990099,0.0193092777830645,0.0188052036682184,0.000244435607000719,0.0099009900990099,0.0193092777830645,0.0188052036682184,0.000244435607000719,0.00112676056338028,0.000780350880787396,,,,,,0.00721621390312111,0.0140728294581614,0.0139570446649344,0.000181368870248765,0.00721621390312111,0.0140728294581614,0.0139570446649344,0.000181368870248765,0.00118336483873961,0.000800515694461625,-0.00040322100853733,-0.000720021279050844,-0.00040322100853733,-0.000720021279050844,2.19665354165039e-05,,,0.00721621390312111
LT,LTU,Lithuania,Vilniaus,2020-09-01,2020-05-27,1,100,1,22308.9207725961,1,22308.9207725961,8,99,8,0,1192874.17899081,90,399,8,260,100,2,97,1,13,86,1,7,92,1,22,78,0,17,82,1,6,93,1,12,87,1,4,95,1,5,94,1,2,97,1,5,94,1,16,82,2,6,94,0,3,3,94,26,74,0,8,14,78,0,8,0,92,36,61,3,72,27,1,66,31,3,62,36,2,24,74,2,31,67,2,67,31,2,45,13,5,4,33,9,91,0,29,19,15,20,9,6,2,18,20,34,26,2,1,3,13,15,63,5,3,4,10,19,59,5,19,37,25,14,5,6,8,17,64,5,43,48,0,1,8,14,33,21,14,9,1,0,8,62,14,12,12,65,0.01,0.0195013954179879,0.0187018221749671,0.000243104629819921,0.01,0.0195013954179879,0.0187018221749671,0.000243104629819921,0.00113814198321241,0.000788228722237302,,,,,,0.00661451197088709,0.0128994057800608,0.0128010461094915,0.000166346154533494,0.00661451197088709,0.0128994057800608,0.0128010461094915,0.000166346154533494,0.00120039644163514,0.000806375388531058,-0.000483531277801305,-0.00088580239359683,-0.000483531277801305,-0.00088580239359683,2.24507582308927e-05,,,0.00661451197088709
LT,LTU,Lithuania,Vilniaus,2020-09-04,2020-06-01,3,100,0,0,0,0,10,99,7,0,1463187.99828383,91,323,10,260,100,1,98,1,12,87,1,6,93,1,20,80,0,16,83,1,5,94,1,11,88,1,3,96,1,5,94,1,2,97,1,6,94,0,17,82,1,7,93,0,4,3,93,24,76,0,7,14,79,0,7,0,93,36,61,3,74,25,1,67,30,3,62,36,2,25,73,2,33,65,2,67,31,2,44,14,5,4,33,8,92,0,27,21,15,20,9,6,2,20,18,34,26,2,1,3,15,14,63,4,3,5,11,18,59,4,18,39,25,14,4,5,9,18,64,4,44,48,0,1,7,14,34,21,14,9,1,0,7,64,13,12,11,63,0,0,0,0,0,0,0,0,0.00142267747901551,0.00088114097477148,,,,,,0.0044948988439255,0.00876580038234219,0.00869752727818794,0.000113022651878927,0.0044948988439255,0.00876580038234219,0.00869752727818794,0.000113022651878927,0.00123684194774161,0.000818457219162592,-0.00077707117550573,-0.00147491982580505,-0.00077707117550573,-0.00147491982580505,2.34247961449237e-05,,,0.0044948988439255
LT,LTU,Lithuania,Vilniaus,2020-09-05,2020-06-04,1,100,0,0,0,0,10,99,7,0,1482439.41628364,91,323,10,262,100,1,98,1,12,87,1,6,93,1,20,80,0,16,83,1,5,94,1,11,88,1,3,96,1,5,94,1,2,97,1,6,94,0,17,82,1,7,93,0,4,3,93,24,76,0,7,14,79,0,7,0,93,35,62,3,74,25,1,67,30,3,62,36,2,25,73,2,34,64,2,67,31,2,44,14,5,4,33,9,91,0,27,22,14,20,9,6,2,20,18,35,25,2,1,3,15,14,63,4,3,5,11,18,59,4,18,38,25,15,4,5,9,18,64,4,44,48,0,1,7,14,34,20,14,10,1,0,7,64,13,12,11,63,0,0,0,0,0,0,0,0,0.00142267747901551,0.00088114097477148,,,,,,0.00375246739423178,0.00731793488592495,0.00725686223736092,9.43021220092091e-05,0.00375246739423178,0.00731793488592495,0.00725686223736092,9.43021220092091e-05,0.0012401361730706,0.000819322701481484,-0.00085831936075054,-0.00164133850873297,-0.00085831936075054,-0.00164133850873297,2.12326041215592e-05,,,0.00375246739423178
LT,LTU,Lithuania,Vilniaus,2020-09-06,2020-06-07,2,100,0,0,0,0,10,99,7,0,1524516.46021819,92,338,10,266,100,1,98,1,12,87,1,6,93,1,20,80,0,16,83,1,5,94,1,12,87,1,3,96,1,5,94,1,2,97,1,6,94,0,17,82,1,7,93,0,4,3,93,22,78,0,7,14,79,0,7,0,93,35,62,3,75,24,1,68,29,3,64,34,2,26,72,2,34,64,2,68,30,2,44,14,6,4,32,9,91,0,27,22,14,20,10,5,2,18,19,36,25,2,1,3,15,14,64,3,3,5,10,18,61,3,18,39,25,15,3,5,9,18,65,3,45,48,0,1,6,13,35,21,14,10,1,0,6,66,13,11,10,63,0,0,0,0,0,0,0,0,0.00142267747901551,0.00088114097477148,,,,,,0.00303831753129,0.00592522365991303,0.00587144047705674,7.62993537391787e-05,0.00303831753129,0.00592522365991303,0.00587144047705674,7.62993537391787e-05,0.00123727808276412,0.000818043472787135,-0.000860723821642255,-0.00165915063459751,-0.000860723821642255,-0.00165915063459751,1.49520432388865e-05,,,0.00303831753129
LT,LTU,Lithuania,Vilniaus,2020-09-10,2020-06-08,1,100,0,0,0,0,10,99,7,0,1538549.72275932,92,338,10,268,100,1,98,1,12,87,1,6,93,1,20,80,0,16,83,1,5,94,1,12,87,1,3,96,1,5,94,1,2,97,1,6,94,0,17,82,1,7,93,0,4,3,93,23,77,0,7,15,78,0,7,0,93,35,62,3,75,24,1,69,28,3,64,34,2,26,72,2,33,65,2,68,30,2,44,14,6,4,32,9,91,0,27,23,14,20,10,4,2,17,19,37,25,2,1,3,15,14,64,3,3,5,9,18,62,3,18,39,25,15,3,5,9,18,65,3,45,48,0,1,6,13,36,21,14,9,1,0,6,67,12,11,10,63,0,0,0,0,0,0,0,0,0.00142267747901551,0.00088114097477148,,,,,,0.000938086227274137,0.00182942387405796,0.00180565170574125,2.34654333735001e-05,0.000938086227274137,0.00182942387405796,0.00180565170574125,2.34654333735001e-05,0.00116800615424976,0.000793185621640708,-0.00113474669111563,-0.00219368353087765,-0.00113474669111563,-0.00219368353087765,4.10960948866871e-07,,,0.000938086227274137
LT,LTU,Lithuania,Vilniaus,2020-09-12,2020-06-11,1,100,0,0,0,0,10,99,8,0,1541739.8922464,92,338,10,269,100,1,98,1,12,87,1,6,93,1,20,80,0,16,83,1,5,94,1,12,87,1,3,96,1,5,94,1,2,97,1,6,94,0,17,82,1,7,93,0,4,3,93,24,76,0,8,15,77,0,8,0,92,35,62,3,74,25,1,68,29,3,64,34,2,26,72,2,32,66,2,68,30,2,44,14,6,4,32,9,91,0,26,23,14,20,10,5,2,17,19,37,25,2,1,3,16,14,63,3,3,6,9,18,61,3,18,40,25,14,3,5,9,19,64,3,45,48,0,1,6,14,35,21,14,9,1,0,6,67,12,11,10,63,0,0,0,0,0,0,0,0,0.00142267747901551,0.00088114097477148,,,,,,0.000430864160748046,0.000840256669539181,0.000827514144154644,1.07542459789649e-05,0.000430864160748046,0.000840256669539181,0.000827514144154644,1.07542459789649e-05,0.00111675486544858,0.000775355158326512,-0.00113089162372884,-0.00218825508679662,-0.00113089162372884,-0.00218825508679662,-1.11016622151727e-05,,,0.000430864160748046
LT,LTU,Lithuania,Vilniaus,2020-09-13,2020-06-14,2,100,0,0,0,0,6,99,9,0,1536798.27882577,91,336,6,269,100,1,99,0,12,88,0,6,94,0,19,81,0,16,84,0,5,95,0,12,88,0,3,97,0,5,95,0,2,98,0,5,95,0,17,83,0,5,95,0,4,1,95,25,75,0,9,15,76,0,9,0,91,35,63,2,72,27,1,68,30,2,64,35,1,26,73,1,32,67,1,66,32,2,42,14,6,4,34,9,91,0,25,23,14,20,10,5,3,16,18,38,25,3,1,3,16,14,62,4,3,6,9,17,61,4,17,41,24,14,4,4,9,19,64,4,45,47,0,1,7,13,35,21,14,9,1,0,7,67,12,10,11,62,0,0,0,0,0,0,0,0,0.000853606487409304,0.000682723316861988,,,,,,0.000280164225883948,0.000546366775039348,0.000537493464380667,6.98526068112324e-06,0.000280164225883948,0.000546366775039348,0.000537493464380667,6.98526068112324e-06,0.00109245150423421,0.00076699229541743,-0.00105572462416719,-0.0020439254408518,-0.00105572462416719,-0.0020439254408518,-1.79908229001547e-05,,,0.000280164225883948
LT,LTU,Lithuania,Vilniaus,2020-09-14,2020-06-15,1,100,0,0,0,0,6,99,9,0,1539246.36218335,91,336,6,269,100,1,99,0,12,88,0,6,94,0,19,81,0,16,84,0,5,95,0,12,88,0,3,97,0,5,95,0,2,98,0,5,95,0,17,83,0,5,95,0,4,1,95,25,75,0,9,15,76,0,9,0,91,34,64,2,73,26,1,69,29,2,64,35,1,27,72,1,32,67,1,67,31,2,42,14,7,4,33,9,91,0,26,23,13,20,10,5,3,16,17,38,26,3,1,3,16,15,61,4,3,6,9,17,61,4,17,41,25,13,4,4,9,18,65,4,46,46,0,1,7,14,34,21,14,9,1,0,7,67,11,11,11,62,0,0,0,0,0,0,0,0,0.000853606487409304,0.000682723316861988,,,,,,0.00017743986122647,0.000346037208516858,0.000340081141268419,4.41973702689135e-06,0.00017743986122647,0.000346037208516858,0.000340081141268419,4.41973702689135e-06,0.00107040346701075,0.000759465886187248,-0.000719576497116506,-0.00139290768948659,-0.000719576497116506,-0.00139290768948659,-2.77397467884766e-05,,,0.00017743986122647
